"Community","Isolate1","Isolate2","Isolate1Freq","Isolate2Freq","Time","ErrorCellFreq1","CellFreq1"
"C11R2","8","11","50","50","T0",0.081304715916467,0.49390243902439
"C11R2","8","12","50","50","T0",0.0851546126199411,0.20952380952381
"C11R2","9","10","50","50","T0",0.0565466305208082,0.770676691729323
"C11R2","9","11","50","50","T0",0.0866382488493433,0.464912280701754
"C11R2","9","12","50","50","T0",0.0932590410657444,0.246913580246914
"C11R2","10","11","50","50","T0",0.0888067244050663,0.441176470588235
"C11R2","10","12","50","50","T0",0.0944052887217892,0.269230769230769
"C11R2","11","12","50","50","T0",0.0908236434867906,0.434782608695652
"C11R2","1","2","95","5","T0",0.00512602795297886,0.990258158792012
"C11R2","1","3","95","5","T0",0.00543996253647454,0.987476518472135
"C11R2","1","4","95","5","T0",0.00727594984812358,0.984756097560976
"C11R2","1","5","95","5","T0",0.0130500064698287,0.971590909090909
"C11R2","1","6","95","5","T0",0.00377426381945276,0.992263056092843
"C11R2","1","7","95","5","T0",0.00558039496206755,0.987623762376238
"C11R2","1","8","95","5","T0",0.00715266915385811,0.986684420772304
"C11R2","1","9","95","5","T0",0.00459719895115452,0.990521327014218
"C11R2","1","10","95","5","T0",0.0189834852472115,0.961089494163424
"C11R2","1","11","95","5","T0",0.00533618651542924,0.988439306358382
"C11R2","1","12","95","5","T0",0.00925715346681317,0.979777553083923
"C11R2","2","3","95","5","T0",NA,NA
"C11R2","2","4","95","5","T0",0.0156067475376774,0.95
"C11R2","2","5","95","5","T0",0.031855257320405,0.906921241050119
"C11R2","2","6","95","5","T0",0.0138556476927127,0.955428571428571
"C11R2","2","7","95","5","T0",0.0630832176228702,0.848543689320388
"C11R2","2","8","95","5","T0",NA,NA
"C11R2","2","9","95","5","T0",0.975083472188995,0.327586206896552
"C11R2","2","10","95","5","T0",1.39192637150527,0.195876288659794
"C11R2","2","11","95","5","T0",0.0153349122692242,0.95060164661178
"C11R2","2","12","95","5","T0",0.111967439555757,0.785123966942149
"C11R2","3","4","95","5","T0",0.0108908624959824,0.968515742128936
"C11R2","3","5","95","5","T0",0.0143300679471013,0.958456973293768
"C11R2","3","6","95","5","T0",0.0109872347798832,0.968515742128936
"C11R2","3","7","95","5","T0",NA,NA
"C11R2","3","8","95","5","T0",0.043689679895634,0.900473933649289
"C11R2","3","9","95","5","T0",0.0195151657967947,0.946360153256705
"C11R2","3","10","95","5","T0",0.042313174648956,0.900473933649289
"C11R2","3","11","95","5","T0",0.0144238386838602,0.958456973293768
"C11R2","3","12","95","5","T0",NA,NA
"C11R2","4","5","95","5","T0",0.00828768598923085,0.973696145124717
"C11R2","4","6","95","5","T0",0.0109449640914648,0.966101694915254
"C11R2","4","7","95","5","T0",0.00907312061377939,0.9712158808933
"C11R2","4","8","95","5","T0",0.00915894200061263,0.972262075561932
"C11R2","4","9","95","5","T0",0.00641553213318332,0.979923849082728
"C11R2","4","10","95","5","T0",0.0131588251018659,0.959326788218794
"C11R2","4","11","95","5","T0",0.00886769262989885,0.972007722007722
"C11R2","4","12","95","5","T0",0.00868029601994787,0.972511848341232
"C11R2","5","6","95","5","T0",0.0130791826352536,0.961264822134387
"C11R2","5","7","95","5","T0",0.0118231171314934,0.963970588235294
"C11R2","5","8","95","5","T0",0.0264217222311832,0.929496402877698
"C11R2","5","9","95","5","T0",0.0220173253821978,0.937974683544304
"C11R2","5","10","95","5","T0",0.0118389286293289,0.964467005076142
"C11R2","5","11","95","5","T0",0.0166129603009467,0.950950950950951
"C11R2","5","12","95","5","T0",0.00961607756603398,0.970552884615385
"C11R2","6","7","95","5","T0",0.00838510385737896,0.973090277777778
"C11R2","6","8","95","5","T0",0.00905225178771966,0.972172351885099
"C11R2","6","9","95","5","T0",0.0143763768226896,0.955459770114943
"C11R2","6","10","95","5","T0",0.00885142319646967,0.97193300135808
"C11R2","6","11","95","5","T0",0.0198192911766639,0.939864209505335
"C11R2","6","12","95","5","T0",0.00926242862904096,0.970405727923628
"C11R2","7","8","95","5","T0",0.0713990730724343,0.855855855855856
"C11R2","7","9","95","5","T0",0.0261021428122757,0.928888888888889
"C11R2","7","10","95","5","T0",0.0250887762786834,0.930835734870317
"C11R2","7","11","95","5","T0",0.0145132208892378,0.956834532374101
"C11R2","7","12","95","5","T0",NA,NA
"C11R2","8","9","95","5","T0",0.00679875496491336,0.977640086206897
"C11R2","8","10","95","5","T0",0.00887958376055991,0.970754052149401
"C11R2","8","11","95","5","T0",0.0256996959470308,0.921102661596958
"C11R2","8","12","95","5","T0",0.0409398257423568,0.886145404663923
"C11R2","9","10","95","5","T0",0.00202030507711567,0.993607210228464
"C11R2","9","11","95","5","T0",0.0208627312090399,0.937307297019527
"C11R2","9","12","95","5","T0",0.0425614311241627,0.89009009009009
"C11R2","10","11","95","5","T0",0.0143069478269142,0.955882352941176
"C11R2","10","12","95","5","T0",NA,NA
"C11R2","11","12","95","5","T0",0.0181620484962867,0.946058091286307
"C11R5","1","2","5","95","T0",0.0585834278538508,0.171511627906977
"C11R5","1","3","5","95","T0",NA,NA
"C11R5","1","4","5","95","T0",0.0635991091880726,0.192634560906516
"C11R5","1","5","5","95","T0",0.0104581908313993,0.0155440414507772
"C11R5","2","3","5","95","T0",0.0246742727658371,0.0887880751782242
"C11R5","2","4","5","95","T0",NA,NA
"C11R5","2","5","5","95","T0",0.0114983239329442,0.0350034317089911
"C11R5","3","4","5","95","T0",0.0803156359634776,0.183257918552036
"C11R5","3","5","5","95","T0",0.0175981816473127,0.0424403183023873
"C11R5","4","5","5","95","T0",0.00873320218698048,0.0221586847748392
"C11R5","1","2","50","50","T0",0.081888377428359,0.72972972972973
"C11R5","1","3","50","50","T0",NA,NA
"C11R5","1","4","50","50","T0",0.0720862211952146,0.772727272727273
"C11R5","1","5","50","50","T0",0.095244155387424,0.444444444444444
"C11R5","2","3","50","50","T0",0.0745278744420864,0.593406593406593
"C11R5","2","4","50","50","T0",NA,NA
"C11R5","2","5","50","50","T0",0.0761147796274224,0.562130177514793
"C11R5","3","4","50","50","T0",0.0713812624817441,0.841666666666667
"C11R5","3","5","50","50","T0",0.117492943508567,0.387096774193548
"C11R5","4","5","50","50","T0",0.0696759805594172,0.641791044776119
"C11R5","1","2","95","5","T0",0.0047387498681775,0.988354037267081
"C11R5","1","3","95","5","T0",NA,NA
"C11R5","1","4","95","5","T0",0.00457291319316061,0.98868778280543
"C11R5","1","5","95","5","T0",0.103519803226464,0.835164835164835
"C11R5","2","3","95","5","T0",0.0105726908289912,0.96455938697318
"C11R5","2","4","95","5","T0",NA,NA
"C11R5","2","5","95","5","T0",0.00701508644931993,0.976090468497577
"C11R5","3","4","95","5","T0",0.00582635318066362,0.989010989010989
"C11R5","3","5","95","5","T0",0.013411637174694,0.962962962962963
"C11R5","4","5","95","5","T0",0.00748535164414226,0.974531305270605
"C1R2","1","2","5","95","T8",0,1
"C1R2","1","3","5","95","T8",0,0
"C1R2","1","4","5","95","T8",0,1
"C1R2","2","3","5","95","T8",0,0
"C1R2","2","4","5","95","T8",0.04,0.6
"C1R2","3","4","5","95","T8",NA,NA
"C1R2","1","2","50","50","T8",0,1
"C1R2","1","3","50","50","T8",0,0
"C1R2","1","4","50","50","T8",0,1
"C1R2","2","3","50","50","T8",0,0
"C1R2","2","4","50","50","T8",0.0472186707515857,0.634615384615385
"C1R2","3","4","50","50","T8",0,1
"C1R2","1","2","95","5","T8",0,1
"C1R2","1","3","95","5","T8",0.0280482958681151,0.897435897435897
"C1R2","1","4","95","5","T8",0,1
"C1R2","2","3","95","5","T8",0,0
"C1R2","2","4","95","5","T8",0.0386013646974447,0.855421686746988
"C1R2","3","4","95","5","T8",0,1
"C1R4","1","2","5","95","T8",0,0
"C1R4","1","3","5","95","T8",0,0
"C1R4","1","4","5","95","T8",0,0
"C1R4","1","5","5","95","T8",0,0
"C1R4","2","3","5","95","T8",0,1
"C1R4","2","4","5","95","T8",NA,NA
"C1R4","2","5","5","95","T8",NA,NA
"C1R4","3","4","5","95","T8",0,0
"C1R4","3","5","5","95","T8",NA,NA
"C1R4","4","5","5","95","T8",NA,NA
"C1R4","1","2","50","50","T8",0,0
"C1R4","1","3","50","50","T8",0.0298074537115856,0.938461538461538
"C1R4","1","4","50","50","T8",0,0
"C1R4","1","5","50","50","T8",0,0
"C1R4","2","3","50","50","T8",0,1
"C1R4","2","4","50","50","T8",NA,NA
"C1R4","2","5","50","50","T8",NA,NA
"C1R4","3","4","50","50","T8",0,0
"C1R4","3","5","50","50","T8",0,0
"C1R4","4","5","50","50","T8",NA,NA
"C1R4","1","2","95","5","T8",0,0
"C1R4","1","3","95","5","T8",0.0414438486701295,0.883333333333333
"C1R4","1","4","95","5","T8",0,0
"C1R4","1","5","95","5","T8",0,0
"C1R4","2","3","95","5","T8",0,1
"C1R4","2","4","95","5","T8",NA,NA
"C1R4","2","5","95","5","T8",NA,NA
"C1R4","3","4","95","5","T8",0,0
"C1R4","3","5","95","5","T8",0,0
"C1R4","4","5","95","5","T8",NA,NA
"C1R6","1","2","5","95","T8",NA,NA
"C1R6","1","3","5","95","T8",0,0
"C1R6","1","4","5","95","T8",0,0
"C1R6","1","5","5","95","T8",0,0
"C1R6","2","3","5","95","T8",0,1
"C1R6","2","4","5","95","T8",0,1
"C1R6","2","5","5","95","T8",0,1
"C1R6","3","4","5","95","T8",0.00743478857580354,0.00746268656716418
"C1R6","3","5","5","95","T8",0,0
"C1R6","4","5","5","95","T8",0,0
"C1R6","1","2","50","50","T8",0,0
"C1R6","1","3","50","50","T8",0,0
"C1R6","1","4","50","50","T8",0,0
"C1R6","1","5","50","50","T8",0,0
"C1R6","2","3","50","50","T8",0,1
"C1R6","2","4","50","50","T8",0,1
"C1R6","2","5","50","50","T8",NA,NA
"C1R6","3","4","50","50","T8",0.0453784188446026,0.471074380165289
"C1R6","3","5","50","50","T8",0,0
"C1R6","4","5","50","50","T8",0.0166342412144231,0.0238095238095238
"C1R6","1","2","95","5","T8",0,0
"C1R6","1","3","95","5","T8",0,0
"C1R6","1","4","95","5","T8",0,0
"C1R6","1","5","95","5","T8",0,0
"C1R6","2","3","95","5","T8",0,1
"C1R6","2","4","95","5","T8",0,1
"C1R6","2","5","95","5","T8",NA,NA
"C1R6","3","4","95","5","T8",0.0235209775374825,0.0594059405940594
"C1R6","3","5","95","5","T8",0,0
"C1R6","4","5","95","5","T8",0.0276539821338064,0.903508771929825
"C1R7","1","2","5","95","T8",0,1
"C1R7","1","3","5","95","T8",0,1
"C1R7","1","4","5","95","T8",0,1
"C1R7","1","5","5","95","T8",0,1
"C1R7","1","6","5","95","T8",0,1
"C1R7","1","7","5","95","T8",0.0307268217237349,0.140625
"C1R7","2","3","5","95","T8",0,0
"C1R7","2","4","5","95","T8",0,0
"C1R7","2","5","5","95","T8",0,0
"C1R7","2","6","5","95","T8",0,0
"C1R7","2","7","5","95","T8",0,0
"C1R7","3","4","5","95","T8",0,0
"C1R7","3","5","5","95","T8",0.0721687836487032,0.25
"C1R7","3","6","5","95","T8",0.0666446452939446,0.464285714285714
"C1R7","3","7","5","95","T8",0,0
"C1R7","4","5","5","95","T8",0.0557442541882121,0.5375
"C1R7","4","6","5","95","T8",0,1
"C1R7","4","7","5","95","T8",0,0
"C1R7","5","6","5","95","T8",0,0
"C1R7","5","7","5","95","T8",0,0
"C1R7","6","7","5","95","T8",0,0
"C1R7","1","2","50","50","T8",0,1
"C1R7","1","3","50","50","T8",0,1
"C1R7","1","4","50","50","T8",0,1
"C1R7","1","5","50","50","T8",0,1
"C1R7","1","6","50","50","T8",0,1
"C1R7","1","7","50","50","T8",0.0391720355076487,0.285714285714286
"C1R7","2","3","50","50","T8",0,0
"C1R7","2","4","50","50","T8",0,0
"C1R7","2","5","50","50","T8",0,0
"C1R7","2","6","50","50","T8",0,0
"C1R7","2","7","50","50","T8",0,0
"C1R7","3","4","50","50","T8",0,0
"C1R7","3","5","50","50","T8",0.080232897144853,0.342857142857143
"C1R7","3","6","50","50","T8",0.0836485776813028,0.428571428571429
"C1R7","3","7","50","50","T8",0,0
"C1R7","4","5","50","50","T8",0.00982020373465789,0.986013986013986
"C1R7","4","6","50","50","T8",0,1
"C1R7","4","7","50","50","T8",0,0
"C1R7","5","6","50","50","T8",0.071413695124874,0.489795918367347
"C1R7","5","7","50","50","T8",0,0
"C1R7","6","7","50","50","T8",0,0
"C1R7","1","2","95","5","T8",0,1
"C1R7","1","3","95","5","T8",0,1
"C1R7","1","4","95","5","T8",0,1
"C1R7","1","5","95","5","T8",0,1
"C1R7","1","6","95","5","T8",0,1
"C1R7","1","7","95","5","T8",0.0426048172353643,0.42962962962963
"C1R7","2","3","95","5","T8",0,0
"C1R7","2","4","95","5","T8",0,0
"C1R7","2","5","95","5","T8",0,0
"C1R7","2","6","95","5","T8",0,0
"C1R7","2","7","95","5","T8",0,0
"C1R7","3","4","95","5","T8",0.0492903970958824,0.285714285714286
"C1R7","3","5","95","5","T8",0.0922961863016609,0.392857142857143
"C1R7","3","6","95","5","T8",0.0686680558448352,0.490566037735849
"C1R7","3","7","95","5","T8",0,0
"C1R7","4","5","95","5","T8",0,1
"C1R7","4","6","95","5","T8",0,1
"C1R7","4","7","95","5","T8",0,0
"C1R7","5","6","95","5","T8",0.0667726850763335,0.517857142857143
"C1R7","5","7","95","5","T8",0,0
"C1R7","6","7","95","5","T8",0,0
"C2R6","2","3","5","95","T8",0.051931662832775,0.148936170212766
"C2R6","2","4","5","95","T8",0.0700005438524918,0.490196078431373
"C2R6","3","4","5","95","T8",0,0
"C2R6","2","3","50","50","T8",0.0168924096413368,0.0297029702970297
"C2R6","2","4","50","50","T8",0.0874832447741257,0.612903225806452
"C2R6","3","4","50","50","T8",0,0
"C2R6","2","3","95","5","T8",0.0591484765150589,0.142857142857143
"C2R6","2","4","95","5","T8",0.0763603548321212,0.857142857142857
"C2R6","3","4","95","5","T8",0,1
"C2R8","2","3","5","95","T8",0,1
"C2R8","2","4","5","95","T8",0,1
"C2R8","3","4","5","95","T8",NA,NA
"C2R8","2","3","50","50","T8",0,1
"C2R8","2","4","50","50","T8",0,1
"C2R8","3","4","50","50","T8",NA,NA
"C2R8","2","3","95","5","T8",0,1
"C2R8","2","4","95","5","T8",0,1
"C2R8","3","4","95","5","T8",NA,NA
"C4R1","1","2","5","95","T8",0,0
"C4R1","1","3","5","95","T8",NA,NA
"C4R1","2","3","5","95","T8",0.0268302938009053,0.952380952380952
"C4R1","1","2","50","50","T8",0.00743478857580354,0.992537313432836
"C4R1","1","3","50","50","T8",NA,NA
"C4R1","2","3","50","50","T8",0,1
"C4R1","1","2","95","5","T8",0.0307818431204048,0.928571428571429
"C4R1","1","3","95","5","T8",NA,NA
"C4R1","2","3","95","5","T8",0,1
"C7R1","2","3","5","95","T8",0,0
"C7R1","2","4","5","95","T8",0,0
"C7R1","3","4","5","95","T8",NA,NA
"C7R1","2","3","50","50","T8",0,0
"C7R1","2","4","50","50","T8",0,0
"C7R1","3","4","50","50","T8",NA,NA
"C7R1","2","3","95","5","T8",0,0
"C7R1","2","4","95","5","T8",0,0
"C7R1","3","4","95","5","T8",NA,NA
"C8R4","2","3","5","95","T8",0.035528336502198,0.801587301587302
"C8R4","2","3","50","50","T8",0.0669925368977769,0.66
"C8R4","2","3","95","5","T8",0.0392949169375634,0.741935483870968
"C10R2","2","3","5","95","T8",0,1
"C10R2","2","3","50","50","T8",0.0091321309586862,0.990825688073395
"C10R2","2","3","95","5","T8",0.0228005987129378,0.967213114754098
"C11R1","1","2","5","95","T8",0.0383868609994838,0.305555555555556
"C11R1","1","3","5","95","T8",0,1
"C11R1","1","4","5","95","T8",NA,NA
"C11R1","1","5","5","95","T8",0,0
"C11R1","1","6","5","95","T8",0,1
"C11R1","1","7","5","95","T8",0.0247986934148822,0.0679611650485437
"C11R1","1","8","5","95","T8",0.0368313703460733,0.238805970149254
"C11R1","1","9","5","95","T8",0.0124216293214699,0.0125
"C11R1","2","3","5","95","T8",0.0344151468449797,0.928571428571429
"C11R1","2","4","5","95","T8",0.0628917409977151,0.239130434782609
"C11R1","2","5","5","95","T8",0,0
"C11R1","2","6","5","95","T8",0,0
"C11R1","2","7","5","95","T8",0,0
"C11R1","2","8","5","95","T8",NA,NA
"C11R1","2","9","5","95","T8",0,0
"C11R1","3","4","5","95","T8",0.0897997772825746,0.28
"C11R1","3","5","5","95","T8",0,0
"C11R1","3","6","5","95","T8",0,0
"C11R1","3","7","5","95","T8",0,0
"C11R1","3","8","5","95","T8",0.0243716009785524,0.0350877192982456
"C11R1","3","9","5","95","T8",0,0
"C11R1","4","5","5","95","T8",0,0
"C11R1","4","6","5","95","T8",0,0
"C11R1","4","7","5","95","T8",0,0
"C11R1","4","8","5","95","T8",0.0597370330660431,0.514285714285714
"C11R1","4","9","5","95","T8",0,1
"C11R1","5","6","5","95","T8",0.0135962721063289,0.0194174757281553
"C11R1","5","7","5","95","T8",0,0
"C11R1","5","8","5","95","T8",0,1
"C11R1","5","9","5","95","T8",0,1
"C11R1","6","7","5","95","T8",0.0538672824142992,0.346153846153846
"C11R1","6","8","5","95","T8",0,1
"C11R1","6","9","5","95","T8",0,1
"C11R1","7","8","5","95","T8",0,1
"C11R1","7","9","5","95","T8",0,1
"C11R1","8","9","5","95","T8",NA,NA
"C11R1","1","2","50","50","T8",NA,NA
"C11R1","1","3","50","50","T8",NA,NA
"C11R1","1","4","50","50","T8",NA,NA
"C11R1","1","5","50","50","T8",0.0369754986443726,0.125
"C11R1","1","6","50","50","T8",0.0323335695183349,0.0576923076923077
"C11R1","1","7","50","50","T8",0.00888862236273364,0.00892857142857143
"C11R1","1","8","50","50","T8",0.0100486868159448,0.0203045685279188
"C11R1","1","9","50","50","T8",0.0129024061385767,0.012987012987013
"C11R1","2","3","50","50","T8",0,1
"C11R1","2","4","50","50","T8",0.0719177610319721,0.458333333333333
"C11R1","2","5","50","50","T8",0,0
"C11R1","2","6","50","50","T8",0,0
"C11R1","2","7","50","50","T8",0,0
"C11R1","2","8","50","50","T8",NA,NA
"C11R1","2","9","50","50","T8",NA,NA
"C11R1","3","4","50","50","T8",0.0731650049984536,0.136363636363636
"C11R1","3","5","50","50","T8",0,0
"C11R1","3","6","50","50","T8",0,0
"C11R1","3","7","50","50","T8",0,0
"C11R1","3","8","50","50","T8",0.0307206538567818,0.0444444444444444
"C11R1","3","9","50","50","T8",0.0224675239369128,0.0227272727272727
"C11R1","4","5","50","50","T8",0,0
"C11R1","4","6","50","50","T8",0,0
"C11R1","4","7","50","50","T8",0,0
"C11R1","4","8","50","50","T8",0.0650509236465829,0.673076923076923
"C11R1","4","9","50","50","T8",0.0381769039409043,0.944444444444444
"C11R1","5","6","50","50","T8",0.0374096726907624,0.126582278481013
"C11R1","5","7","50","50","T8",0.040784825095524,0.160493827160494
"C11R1","5","8","50","50","T8",0,1
"C11R1","5","9","50","50","T8",0,1
"C11R1","6","7","50","50","T8",0.0658722434315922,0.358490566037736
"C11R1","6","8","50","50","T8",0,1
"C11R1","6","9","50","50","T8",0,1
"C11R1","7","8","50","50","T8",0,1
"C11R1","7","9","50","50","T8",0,1
"C11R1","8","9","50","50","T8",0,1
"C11R1","1","2","95","5","T8",0.0372585965628423,0.488888888888889
"C11R1","1","3","95","5","T8",0,1
"C11R1","1","4","95","5","T8",NA,NA
"C11R1","1","5","95","5","T8",0.0414438486701295,0.116666666666667
"C11R1","1","6","95","5","T8",0.02421756228256,0.0612244897959184
"C11R1","1","7","95","5","T8",0.0285336029454509,0.0588235294117647
"C11R1","1","8","95","5","T8",0.034756107238098,0.145631067961165
"C11R1","1","9","95","5","T8",0.0381055337915552,0.0892857142857143
"C11R1","2","3","95","5","T8",0.0349385621484342,0.9375
"C11R1","2","4","95","5","T8",0.0842043882986294,0.457142857142857
"C11R1","2","5","95","5","T8",0,0
"C11R1","2","6","95","5","T8",0,0
"C11R1","2","7","95","5","T8",0,0
"C11R1","2","8","95","5","T8",NA,NA
"C11R1","2","9","95","5","T8",NA,NA
"C11R1","3","4","95","5","T8",0.153093108923949,0.25
"C11R1","3","5","95","5","T8",0,0
"C11R1","3","6","95","5","T8",0,0
"C11R1","3","7","95","5","T8",0,0
"C11R1","3","8","95","5","T8",0.0403526082688256,0.0588235294117647
"C11R1","3","9","95","5","T8",0,0
"C11R1","4","5","95","5","T8",0,0
"C11R1","4","6","95","5","T8",0,0
"C11R1","4","7","95","5","T8",0,0
"C11R1","4","8","95","5","T8",0.0977675245080373,0.538461538461538
"C11R1","4","9","95","5","T8",0,1
"C11R1","5","6","95","5","T8",0.0501259806117712,0.40625
"C11R1","5","7","95","5","T8",0.0429107208787031,0.416666666666667
"C11R1","5","8","95","5","T8",0,1
"C11R1","5","9","95","5","T8",0,1
"C11R1","6","7","95","5","T8",0.0447392310235204,0.247311827956989
"C11R1","6","8","95","5","T8",0,1
"C11R1","6","9","95","5","T8",0,1
"C11R1","7","8","95","5","T8",0,1
"C11R1","7","9","95","5","T8",0,1
"C11R1","8","9","95","5","T8",0,1
"C11R2","1","2","5","95","T8",0.0612418442415043,0.709090909090909
"C11R2","1","3","5","95","T8",0.054653707697962,0.807692307692308
"C11R2","1","4","5","95","T8",0,0
"C11R2","1","5","5","95","T8",0.0391148917346902,0.918367346938776
"C11R2","1","6","5","95","T8",0.0156190312318759,0.0317460317460317
"C11R2","1","7","5","95","T8",0.0258760850651225,0.879746835443038
"C11R2","1","8","5","95","T8",0.024179732158596,0.885057471264368
"C11R2","1","9","5","95","T8",0,1
"C11R2","1","10","5","95","T8",0,1
"C11R2","1","11","5","95","T8",0,0
"C11R2","1","12","5","95","T8",0,1
"C11R2","2","3","5","95","T8",0.103279555898864,0.2
"C11R2","2","4","5","95","T8",0,0
"C11R2","2","5","5","95","T8",0.0173892851853808,0.0175438596491228
"C11R2","2","6","5","95","T8",0,0
"C11R2","2","7","5","95","T8",0.0371746111029933,0.0540540540540541
"C11R2","2","8","5","95","T8",NA,NA
"C11R2","2","9","5","95","T8",0.0286593126705249,0.604810996563574
"C11R2","2","10","5","95","T8",0.027855309660664,0.487577639751553
"C11R2","2","11","5","95","T8",0,0
"C11R2","2","12","5","95","T8",0.0781424899005966,0.117647058823529
"C11R2","3","4","5","95","T8",0,0
"C11R2","3","5","5","95","T8",NA,NA
"C11R2","3","6","5","95","T8",NA,NA
"C11R2","3","7","5","95","T8",NA,NA
"C11R2","3","8","5","95","T8",0.0266200374826817,0.92156862745098
"C11R2","3","9","5","95","T8",0,1
"C11R2","3","10","5","95","T8",0,1
"C11R2","3","11","5","95","T8",0,0
"C11R2","3","12","5","95","T8",0,1
"C11R2","4","5","5","95","T8",0,1
"C11R2","4","6","5","95","T8",0,1
"C11R2","4","7","5","95","T8",0,1
"C11R2","4","8","5","95","T8",0,1
"C11R2","4","9","5","95","T8",0,1
"C11R2","4","10","5","95","T8",0,1
"C11R2","4","11","5","95","T8",0,0
"C11R2","4","12","5","95","T8",0,1
"C11R2","5","6","5","95","T8",0,0
"C11R2","5","7","5","95","T8",0.0361364486579118,0.878048780487805
"C11R2","5","8","5","95","T8",0,1
"C11R2","5","9","5","95","T8",0,1
"C11R2","5","10","5","95","T8",0,1
"C11R2","5","11","5","95","T8",0,0
"C11R2","5","12","5","95","T8",0.0379953416020446,0.878378378378378
"C11R2","6","7","5","95","T8",0,1
"C11R2","6","8","5","95","T8",0,1
"C11R2","6","9","5","95","T8",0,1
"C11R2","6","10","5","95","T8",0,1
"C11R2","6","11","5","95","T8",0,0
"C11R2","6","12","5","95","T8",0,1
"C11R2","7","8","5","95","T8",0.0644061188719531,0.933333333333333
"C11R2","7","9","5","95","T8",0,1
"C11R2","7","10","5","95","T8",0,1
"C11R2","7","11","5","95","T8",0,0
"C11R2","7","12","5","95","T8",NA,NA
"C11R2","8","9","5","95","T8",0,0
"C11R2","8","10","5","95","T8",0.025454253908498,0.354107648725212
"C11R2","8","11","5","95","T8",0,0
"C11R2","8","12","5","95","T8",0,0
"C11R2","9","10","5","95","T8",0.0231238926598089,0.327669902912621
"C11R2","9","11","5","95","T8",0,0
"C11R2","9","12","5","95","T8",0,0
"C11R2","10","11","5","95","T8",0,0
"C11R2","10","12","5","95","T8",0,0
"C11R2","11","12","5","95","T8",0,1
"C11R2","1","2","50","50","T8",0.024650096630699,0.899328859060403
"C11R2","1","3","50","50","T8",0,1
"C11R2","1","4","50","50","T8",0,0
"C11R2","1","5","50","50","T8",0,1
"C11R2","1","6","50","50","T8",0.028844799280454,0.0795454545454545
"C11R2","1","7","50","50","T8",0,1
"C11R2","1","8","50","50","T8",0.0320282242445023,0.904761904761905
"C11R2","1","9","50","50","T8",0,1
"C11R2","1","10","50","50","T8",0,1
"C11R2","1","11","50","50","T8",0,0
"C11R2","1","12","50","50","T8",0.0295763940499482,0.947368421052632
"C11R2","2","3","50","50","T8",0.0878410461157883,0.166666666666667
"C11R2","2","4","50","50","T8",0,0
"C11R2","2","5","50","50","T8",0.0350707323593559,0.0357142857142857
"C11R2","2","6","50","50","T8",0,0
"C11R2","2","7","50","50","T8",0.100068251628922,0.153846153846154
"C11R2","2","8","50","50","T8",NA,NA
"C11R2","2","9","50","50","T8",NA,NA
"C11R2","2","10","50","50","T8",NA,NA
"C11R2","2","11","50","50","T8",0,0
"C11R2","2","12","50","50","T8",0.114904385611026,0.388888888888889
"C11R2","3","4","50","50","T8",0,0
"C11R2","3","5","50","50","T8",0.0309726639058887,0.0978260869565217
"C11R2","3","6","50","50","T8",0,0
"C11R2","3","7","50","50","T8",NA,NA
"C11R2","3","8","50","50","T8",0,1
"C11R2","3","9","50","50","T8",0,1
"C11R2","3","10","50","50","T8",0,1
"C11R2","3","11","50","50","T8",0,0
"C11R2","3","12","50","50","T8",NA,NA
"C11R2","4","5","50","50","T8",0,1
"C11R2","4","6","50","50","T8",0.0152616130030651,0.968992248062015
"C11R2","4","7","50","50","T8",0,1
"C11R2","4","8","50","50","T8",0,1
"C11R2","4","9","50","50","T8",0,1
"C11R2","4","10","50","50","T8",0,1
"C11R2","4","11","50","50","T8",0.0143873503797889,0.0144927536231884
"C11R2","4","12","50","50","T8",0,1
"C11R2","5","6","50","50","T8",NA,NA
"C11R2","5","7","50","50","T8",0.0369830077784583,0.904761904761905
"C11R2","5","8","50","50","T8",0.0174553000547112,0.975
"C11R2","5","9","50","50","T8",0,1
"C11R2","5","10","50","50","T8",0,1
"C11R2","5","11","50","50","T8",0,0
"C11R2","5","12","50","50","T8",0.0345552755246978,0.821138211382114
"C11R2","6","7","50","50","T8",0.0316936801672788,0.934426229508197
"C11R2","6","8","50","50","T8",0,1
"C11R2","6","9","50","50","T8",0,1
"C11R2","6","10","50","50","T8",0,1
"C11R2","6","11","50","50","T8",NA,NA
"C11R2","6","12","50","50","T8",0,1
"C11R2","7","8","50","50","T8",0.0463398979039868,0.902439024390244
"C11R2","7","9","50","50","T8",0,1
"C11R2","7","10","50","50","T8",0,1
"C11R2","7","11","50","50","T8",0,0
"C11R2","7","12","50","50","T8",NA,NA
"C11R2","8","9","50","50","T8",NA,NA
"C11R2","8","10","50","50","T8",0,0
"C11R2","8","11","50","50","T8",0,0
"C11R2","8","12","50","50","T8",0,0
"C11R2","9","10","50","50","T8",0.0345703260304805,0.570731707317073
"C11R2","9","11","50","50","T8",0,0
"C11R2","9","12","50","50","T8",0,0
"C11R2","10","11","50","50","T8",0,0
"C11R2","10","12","50","50","T8",0,0
"C11R2","11","12","50","50","T8",0,1
"C11R2","1","2","95","5","T8",0.0159588513869246,0.97196261682243
"C11R2","1","3","95","5","T8",0,1
"C11R2","1","4","95","5","T8",0,0
"C11R2","1","5","95","5","T8",0,1
"C11R2","1","6","95","5","T8",0.0334322568092015,0.185185185185185
