"Community","Isolate1","Isolate2","Isolate1Freq","Isolate2Freq","CellFreq1T0","CellFreq1T8","ErrorCellFreq1T0","ErrorCellFreq1T8"
"C11R2","2","4",50,50,0.632075471698113,0,0.0733481820932311,0
"C11R2","2","5",50,50,0.264150943396226,0.0357142857142857,0.0854242522006832,0.0350707323593559
"C11R2","2","6",50,50,0.549132947976879,0,0.0800102359187187,0
"C11R2","2","7",50,50,0.142857142857143,0.153846153846154,0.0912247369855202,0.100068251628922
"C11R2","2","8",50,50,NA,NA,NA,NA
"C11R2","2","9",50,50,NA,NA,NA,NA
"C11R2","2","10",50,50,NA,NA,NA,NA
"C11R2","2","11",50,50,0.458333333333333,0,0.0831047727228355,0
"C11R2","2","12",50,50,0.1875,0.388888888888889,0.0881172656549806,0.114904385611026
"C11R2","3","4",50,50,0.695652173913043,0,0.07426435472154,0
"C11R2","3","5",50,50,0.686567164179104,0.0978260869565217,0.0740275283904677,0.0309726639058887
"C11R2","3","6",50,50,0.676923076923077,0,0.0776828119318129,0
"C11R2","3","7",50,50,NA,NA,NA,NA
"C11R2","3","8",50,50,0.44,1,0.101957106658743,0
"C11R2","3","9",50,50,0.44,1,0.0981736241926064,0
"C11R2","3","10",50,50,0.311475409836066,1,0.103797995836875,0
"C11R2","3","11",50,50,0.575757575757576,0,0.0873912785695979,0
"C11R2","3","12",50,50,NA,NA,NA,NA
"C11R2","4","5",50,50,0.491228070175439,1,0.0860914693451071,0
"C11R2","4","6",50,50,0.688172043010753,0.968992248062015,0.0703815174359649,0.0152616130030651
"C11R2","4","7",50,50,0.588652482269504,1,0.0796815768988134,0
"C11R2","4","8",50,50,0.654761904761905,1,0.0766789879271542,0
"C11R2","4","9",50,50,0.585714285714286,1,0.0813372890228666,0
"C11R2","4","10",50,50,0.576642335766423,1,0.0816408784702997,0
"C11R2","4","11",50,50,0.53968253968254,0.0144927536231884,0.0837311336975855,0.0143873503797889
"C11R2","4","12",50,50,0.635220125786163,1,0.0754941016186686,0
"C11R2","5","6",50,50,0.625954198473282,NA,0.0806697694906953,NA
"C11R2","5","7",50,50,0.5625,0.904761904761905,0.0845135345251686,0.0369830077784583
"C11R2","5","8",50,50,0.62015503875969,0.975,0.0842199253704589,0.0174553000547112
"C11R2","5","9",50,50,0.455555555555556,1,0.0928538317683986,0
"C11R2","5","10",50,50,0.505050505050505,1,0.0897614191926129,0
"C11R2","5","11",50,50,0.537735849056604,0,0.0869444839886642,0
"C11R2","5","12",50,50,0.715116279069767,0.821138211382114,0.0674644972189697,0.0345552755246978
"C11R2","6","7",50,50,0.495934959349594,0.934426229508197,0.0846810233197432,0.0316936801672788
"C11R2","6","8",50,50,0.607594936708861,1,0.0804725615789228,0
"C11R2","6","9",50,50,0.607594936708861,1,0.0784250831298791,0
"C11R2","6","10",50,50,0.671957671957672,1,0.071179724495412,0
"C11R2","6","11",50,50,NA,NA,NA,NA
"C11R2","6","12",50,50,0.678756476683938,1,0.0697134499676622,0
"C11R2","7","8",50,50,0.460674157303371,0.902439024390244,0.0962829316317598,0.0463398979039868
"C11R2","7","9",50,50,0.392405063291139,1,0.0959705480552086,0
"C11R2","7","10",50,50,0.414634146341463,1,0.0945838774833272,0
"C11R2","7","11",50,50,0.641791044776119,0,0.0778457663206533,0
"C11R2","7","12",50,50,NA,NA,NA,NA
"C11R2","8","10",50,50,0.50887573964497,0,0.0810208761581407,0
"C11R2","8","11",50,50,0.49390243902439,0,0.081304715916467,0
"C11R2","8","12",50,50,0.20952380952381,0,0.0851546126199411,0
"C11R2","9","10",50,50,0.770676691729323,0.570731707317073,0.0565466305208082,0.0345703260304805
"C11R2","9","11",50,50,0.464912280701754,0,0.0866382488493433,0
"C11R2","9","12",50,50,0.246913580246914,0,0.0932590410657444,0
"C11R2","10","11",50,50,0.441176470588235,0,0.0888067244050663,0
"C11R2","10","12",50,50,0.269230769230769,0,0.0944052887217892,0
"C11R2","11","12",50,50,0.434782608695652,1,0.0908236434867906,0
"C11R2","1","2",95,5,0.990258158792012,0.97196261682243,0.00512602795297886,0.0159588513869246
"C11R2","1","3",95,5,0.987476518472135,1,0.00543996253647454,0
"C11R2","1","4",95,5,0.984756097560976,0,0.00727594984812358,0
"C11R2","1","5",95,5,0.971590909090909,1,0.0130500064698287,0
"C11R2","1","6",95,5,0.992263056092843,0.185185185185185,0.00377426381945276,0.0334322568092015
"C11R2","1","7",95,5,0.987623762376238,0.892857142857143,0.00558039496206755,0.0337468279472524
"C11R2","1","8",95,5,0.986684420772304,0.794871794871795,0.00715266915385811,0.045720811704704
"C11R2","1","9",95,5,0.990521327014218,1,0.00459719895115452,0
"C11R2","1","10",95,5,0.961089494163424,1,0.0189834852472115,0
"C11R2","1","11",95,5,0.988439306358382,0,0.00533618651542924,0
"C11R2","1","12",95,5,0.979777553083923,0.96078431372549,0.00925715346681317,0.027180520787595
"C11R2","2","3",95,5,NA,NA,NA,NA
"C11R2","2","4",95,5,0.95,0,0.0156067475376774,0
"C11R2","2","5",95,5,0.906921241050119,0.025,0.031855257320405,0.0246855220726644
"C11R2","2","6",95,5,0.955428571428571,0,0.0138556476927127,0
"C11R2","2","7",95,5,0.848543689320388,0.347826086956522,0.0630832176228702,0.0993113462122019
"C11R2","2","8",95,5,NA,NA,NA,NA
"C11R2","2","9",95,5,0.327586206896552,1,0.975083472188995,0
"C11R2","2","10",95,5,0.195876288659794,0,1.39192637150527,0
"C11R2","2","11",95,5,0.95060164661178,0,0.0153349122692242,0
"C11R2","2","12",95,5,0.785123966942149,0.0666666666666667,0.111967439555757,0.0644061188719531
"C11R2","3","4",95,5,0.968515742128936,0,0.0108908624959824,0
"C11R2","3","5",95,5,0.958456973293768,0.274509803921569,0.0143300679471013,0.062489869213841
"C11R2","3","6",95,5,0.968515742128936,0,0.0109872347798832,0
"C11R2","3","7",95,5,NA,NA,NA,NA
"C11R2","3","8",95,5,0.900473933649289,0.95,0.043689679895634,0.0487339717240448
"C11R2","3","9",95,5,0.946360153256705,1,0.0195151657967947,0
"C11R2","3","10",95,5,0.900473933649289,1,0.042313174648956,0
"C11R2","3","11",95,5,0.958456973293768,0,0.0144238386838602,0
"C11R2","3","12",95,5,NA,NA,NA,NA
"C11R2","4","5",95,5,0.973696145124717,1,0.00828768598923085,0
"C11R2","4","6",95,5,0.966101694915254,1,0.0109449640914648,0
"C11R2","4","7",95,5,0.9712158808933,1,0.00907312061377939,0
"C11R2","4","8",95,5,0.972262075561932,1,0.00915894200061263,0
"C11R2","4","9",95,5,0.979923849082728,1,0.00641553213318332,0
"C11R2","4","10",95,5,0.959326788218794,1,0.0131588251018659,0
"C11R2","4","11",95,5,0.972007722007722,0.971698113207547,0.00886769262989885,0.0161072144847264
"C11R2","4","12",95,5,0.972511848341232,1,0.00868029601994787,0
"C11R2","5","6",95,5,0.961264822134387,NA,0.0130791826352536,NA
"C11R2","5","7",95,5,0.963970588235294,0.942028985507246,0.0118231171314934,0.0281328051253992
"C11R2","5","8",95,5,0.929496402877698,0.970588235294118,0.0264217222311832,0.0289760107689346
"C11R2","5","9",95,5,0.937974683544304,1,0.0220173253821978,0
"C11R2","5","10",95,5,0.964467005076142,1,0.0118389286293289,0
"C11R2","5","11",95,5,0.950950950950951,0,0.0166129603009467,0
"C11R2","5","12",95,5,0.970552884615385,0.870588235294118,0.00961607756603398,0.0364069094705277
"C11R2","6","7",95,5,0.973090277777778,1,0.00838510385737896,0
"C11R2","6","8",95,5,0.972172351885099,1,0.00905225178771966,0
"C11R2","6","9",95,5,0.955459770114943,1,0.0143763768226896,0
"C11R2","6","10",95,5,0.97193300135808,1,0.00885142319646967,0
"C11R2","6","11",95,5,0.939864209505335,0,0.0198192911766639,0
"C11R2","6","12",95,5,0.970405727923628,1,0.00926242862904096,0
"C11R2","7","8",95,5,0.855855855855856,1,0.0713990730724343,0
"C11R2","7","9",95,5,0.928888888888889,1,0.0261021428122757,0
"C11R2","7","10",95,5,0.930835734870317,1,0.0250887762786834,0
"C11R2","7","11",95,5,0.956834532374101,0,0.0145132208892378,0
"C11R2","7","12",95,5,NA,NA,NA,NA
"C11R2","8","9",95,5,0.977640086206897,NA,0.00679875496491336,NA
"C11R2","8","10",95,5,0.970754052149401,0,0.00887958376055991,0
"C11R2","8","11",95,5,0.921102661596958,0,0.0256996959470308,0
"C11R2","8","12",95,5,0.886145404663923,0.0588235294117647,0.0409398257423568,0.0403526082688256
"C11R2","9","10",95,5,0.993607210228464,0.354,0.00202030507711567,0.0213861637513604
"C11R2","9","11",95,5,0.937307297019527,0,0.0208627312090399,0
"C11R2","9","12",95,5,0.89009009009009,0,0.0425614311241627,0
"C11R2","10","11",95,5,0.955882352941176,0,0.0143069478269142,0
"C11R2","10","12",95,5,NA,NA,NA,NA
"C11R2","11","12",95,5,0.946058091286307,1,0.0181620484962867,0
"C11R5","1","2",5,95,0.171511627906977,0,0.0585834278538508,0
"C11R5","1","3",5,95,NA,NA,NA,NA
"C11R5","1","4",5,95,0.192634560906516,0,0.0635991091880726,0
"C11R5","1","5",5,95,0.0155440414507772,NA,0.0104581908313993,NA
"C11R5","2","3",5,95,0.0887880751782242,0.985507246376812,0.0246742727658371,0.0101733930168556
"C11R5","2","4",5,95,NA,NA,NA,NA
"C11R5","2","5",5,95,0.0350034317089911,1,0.0114983239329442,0
"C11R5","3","4",5,95,0.183257918552036,0,0.0803156359634776,0
"C11R5","3","5",5,95,0.0424403183023873,0.882352941176471,0.0175981816473127,0.0781424899005966
"C11R5","4","5",5,95,0.0221586847748392,1,0.00873320218698048,0
"C11R5","1","2",50,50,0.72972972972973,0.0121951219512195,0.081888377428359,0.0121205333496783
"C11R5","1","3",50,50,NA,NA,NA,NA
"C11R5","1","4",50,50,0.772727272727273,0.00970873786407767,0.0720862211952146,0.00966149311721652
"C11R5","1","5",50,50,0.444444444444444,0.32,0.095244155387424,0.0932952303175248
"C11R5","2","3",50,50,0.593406593406593,0.963302752293578,0.0745278744420864,0.0180088051137672
"C11R5","2","4",50,50,NA,NA,NA,NA
"C11R5","2","5",50,50,0.562130177514793,1,0.0761147796274224,0
"C11R5","3","4",50,50,0.841666666666667,0,0.0713812624817441,0
"C11R5","3","5",50,50,0.387096774193548,0.153846153846154,0.117492943508567,0.100068251628922
"C11R5","4","5",50,50,0.641791044776119,1,0.0696759805594172,0
"C11R5","1","2",95,5,0.988354037267081,0,0.0047387498681775,0
"C11R5","1","3",95,5,NA,NA,NA,NA
"C11R5","1","4",95,5,0.98868778280543,0,0.00457291319316061,0
"C11R5","1","5",95,5,0.835164835164835,NA,0.103519803226464,NA
"C11R5","2","3",95,5,0.96455938697318,1,0.0105726908289912,0
"C11R5","2","4",95,5,NA,NA,NA,NA
"C11R5","2","5",95,5,0.976090468497577,1,0.00701508644931993,0
"C11R5","3","4",95,5,0.989010989010989,0,0.00582635318066362,0
"C11R5","3","5",95,5,0.962962962962963,NA,0.013411637174694,NA
"C11R5","4","5",95,5,0.974531305270605,1,0.00748535164414226,0
