q,q2,seed,S,exp_id
0.95,0.75,20,200,2280
0.05,0.85,20,200,2281
0.15,0.85,20,200,2282
0.25,0.85,20,200,2283
0.35,0.85,20,200,2284
0.45,0.85,20,200,2285
0.55,0.85,20,200,2286
0.65,0.85,20,200,2287
0.75,0.85,20,200,2288
0.85,0.85,20,200,2289
0.95,0.85,20,200,2290
0.05,0.95,20,200,2291
0.15,0.95,20,200,2292
0.25,0.95,20,200,2293
0.35,0.95,20,200,2294
0.45,0.95,20,200,2295
0.55,0.95,20,200,2296
0.65,0.95,20,200,2297
0.75,0.95,20,200,2298
0.85,0.95,20,200,2299
0.95,0.95,20,200,2300
0.05,0.05,21,200,2301
0.15,0.05,21,200,2302
0.25,0.05,21,200,2303
0.35,0.05,21,200,2304
0.45,0.05,21,200,2305
0.55,0.05,21,200,2306
0.65,0.05,21,200,2307
0.75,0.05,21,200,2308
0.85,0.05,21,200,2309
0.95,0.05,21,200,2310
0.05,0.15,21,200,2311
0.15,0.15,21,200,2312
0.25,0.15,21,200,2313
0.35,0.15,21,200,2314
0.45,0.15,21,200,2315
0.55,0.15,21,200,2316
0.65,0.15,21,200,2317
0.75,0.15,21,200,2318
0.85,0.15,21,200,2319
0.95,0.15,21,200,2320
0.05,0.25,21,200,2321
0.15,0.25,21,200,2322
0.25,0.25,21,200,2323
0.35,0.25,21,200,2324
0.45,0.25,21,200,2325
0.55,0.25,21,200,2326
0.65,0.25,21,200,2327
0.75,0.25,21,200,2328
0.85,0.25,21,200,2329
0.95,0.25,21,200,2330
0.05,0.35,21,200,2331
0.15,0.35,21,200,2332
0.25,0.35,21,200,2333
0.35,0.35,21,200,2334
0.45,0.35,21,200,2335
0.55,0.35,21,200,2336
0.65,0.35,21,200,2337
0.75,0.35,21,200,2338
0.85,0.35,21,200,2339
0.95,0.35,21,200,2340
0.05,0.45,21,200,2341
0.15,0.45,21,200,2342
0.25,0.45,21,200,2343
0.35,0.45,21,200,2344
0.45,0.45,21,200,2345
0.55,0.45,21,200,2346
0.65,0.45,21,200,2347
0.75,0.45,21,200,2348
0.85,0.45,21,200,2349
0.95,0.45,21,200,2350
0.05,0.55,21,200,2351
0.15,0.55,21,200,2352
0.25,0.55,21,200,2353
0.35,0.55,21,200,2354
0.45,0.55,21,200,2355
0.55,0.55,21,200,2356
0.65,0.55,21,200,2357
0.75,0.55,21,200,2358
0.85,0.55,21,200,2359
0.95,0.55,21,200,2360
0.05,0.65,21,200,2361
0.15,0.65,21,200,2362
0.25,0.65,21,200,2363
0.35,0.65,21,200,2364
0.45,0.65,21,200,2365
0.55,0.65,21,200,2366
0.65,0.65,21,200,2367
0.75,0.65,21,200,2368
0.85,0.65,21,200,2369
0.95,0.65,21,200,2370
0.05,0.75,21,200,2371
0.15,0.75,21,200,2372
0.25,0.75,21,200,2373
0.35,0.75,21,200,2374
0.45,0.75,21,200,2375
0.55,0.75,21,200,2376
0.65,0.75,21,200,2377
0.75,0.75,21,200,2378
0.85,0.75,21,200,2379
0.95,0.75,21,200,2380
0.05,0.85,21,200,2381
0.15,0.85,21,200,2382
0.25,0.85,21,200,2383
0.35,0.85,21,200,2384
0.45,0.85,21,200,2385
0.55,0.85,21,200,2386
0.65,0.85,21,200,2387
0.75,0.85,21,200,2388
0.85,0.85,21,200,2389
0.95,0.85,21,200,2390
0.05,0.95,21,200,2391
0.15,0.95,21,200,2392
0.25,0.95,21,200,2393
0.35,0.95,21,200,2394
0.45,0.95,21,200,2395
0.55,0.95,21,200,2396
0.65,0.95,21,200,2397
0.75,0.95,21,200,2398
0.85,0.95,21,200,2399
0.95,0.95,21,200,2400
0.05,0.05,22,200,2401
0.15,0.05,22,200,2402
0.25,0.05,22,200,2403
0.35,0.05,22,200,2404
0.45,0.05,22,200,2405
0.55,0.05,22,200,2406
0.65,0.05,22,200,2407
0.75,0.05,22,200,2408
0.85,0.05,22,200,2409
0.95,0.05,22,200,2410
0.05,0.15,22,200,2411
0.15,0.15,22,200,2412
0.25,0.15,22,200,2413
0.35,0.15,22,200,2414
0.45,0.15,22,200,2415
0.55,0.15,22,200,2416
0.65,0.15,22,200,2417
0.75,0.15,22,200,2418
0.85,0.15,22,200,2419
0.95,0.15,22,200,2420
0.05,0.25,22,200,2421
0.15,0.25,22,200,2422
0.25,0.25,22,200,2423
0.35,0.25,22,200,2424
0.45,0.25,22,200,2425
0.55,0.25,22,200,2426
0.65,0.25,22,200,2427
0.75,0.25,22,200,2428
0.85,0.25,22,200,2429
0.95,0.25,22,200,2430
0.05,0.35,22,200,2431
0.15,0.35,22,200,2432
0.25,0.35,22,200,2433
0.35,0.35,22,200,2434
0.45,0.35,22,200,2435
0.55,0.35,22,200,2436
0.65,0.35,22,200,2437
0.75,0.35,22,200,2438
0.85,0.35,22,200,2439
0.95,0.35,22,200,2440
0.05,0.45,22,200,2441
0.15,0.45,22,200,2442
0.25,0.45,22,200,2443
0.35,0.45,22,200,2444
0.45,0.45,22,200,2445
0.55,0.45,22,200,2446
0.65,0.45,22,200,2447
0.75,0.45,22,200,2448
0.85,0.45,22,200,2449
0.95,0.45,22,200,2450
0.05,0.55,22,200,2451
0.15,0.55,22,200,2452
0.25,0.55,22,200,2453
0.35,0.55,22,200,2454
0.45,0.55,22,200,2455
0.55,0.55,22,200,2456
0.65,0.55,22,200,2457
0.75,0.55,22,200,2458
0.85,0.55,22,200,2459
0.95,0.55,22,200,2460
0.05,0.65,22,200,2461
0.15,0.65,22,200,2462
0.25,0.65,22,200,2463
0.35,0.65,22,200,2464
0.45,0.65,22,200,2465
0.55,0.65,22,200,2466
0.65,0.65,22,200,2467
0.75,0.65,22,200,2468
0.85,0.65,22,200,2469
0.95,0.65,22,200,2470
0.05,0.75,22,200,2471
0.15,0.75,22,200,2472
0.25,0.75,22,200,2473
0.35,0.75,22,200,2474
0.45,0.75,22,200,2475
0.55,0.75,22,200,2476
0.65,0.75,22,200,2477
0.75,0.75,22,200,2478
0.85,0.75,22,200,2479
0.95,0.75,22,200,2480
0.05,0.85,22,200,2481
0.15,0.85,22,200,2482
0.25,0.85,22,200,2483
0.35,0.85,22,200,2484
0.45,0.85,22,200,2485
0.55,0.85,22,200,2486
0.65,0.85,22,200,2487
0.75,0.85,22,200,2488
0.85,0.85,22,200,2489
0.95,0.85,22,200,2490
0.05,0.95,22,200,2491
0.15,0.95,22,200,2492
0.25,0.95,22,200,2493
0.35,0.95,22,200,2494
0.45,0.95,22,200,2495
0.55,0.95,22,200,2496
0.65,0.95,22,200,2497
0.75,0.95,22,200,2498
0.85,0.95,22,200,2499
0.95,0.95,22,200,2500
0.05,0.05,23,200,2501
0.15,0.05,23,200,2502
0.25,0.05,23,200,2503
0.35,0.05,23,200,2504
0.45,0.05,23,200,2505
0.55,0.05,23,200,2506
0.65,0.05,23,200,2507
0.75,0.05,23,200,2508
0.85,0.05,23,200,2509
0.95,0.05,23,200,2510
0.05,0.15,23,200,2511
0.15,0.15,23,200,2512
0.25,0.15,23,200,2513
0.35,0.15,23,200,2514
0.45,0.15,23,200,2515
0.55,0.15,23,200,2516
0.65,0.15,23,200,2517
0.75,0.15,23,200,2518
0.85,0.15,23,200,2519
0.95,0.15,23,200,2520
0.05,0.25,23,200,2521
0.15,0.25,23,200,2522
0.25,0.25,23,200,2523
0.35,0.25,23,200,2524
0.45,0.25,23,200,2525
0.55,0.25,23,200,2526
0.65,0.25,23,200,2527
0.75,0.25,23,200,2528
0.85,0.25,23,200,2529
0.95,0.25,23,200,2530
0.05,0.35,23,200,2531
0.15,0.35,23,200,2532
0.25,0.35,23,200,2533
0.35,0.35,23,200,2534
0.45,0.35,23,200,2535
0.55,0.35,23,200,2536
0.65,0.35,23,200,2537
0.75,0.35,23,200,2538
0.85,0.35,23,200,2539
0.95,0.35,23,200,2540
0.05,0.45,23,200,2541
0.15,0.45,23,200,2542
0.25,0.45,23,200,2543
0.35,0.45,23,200,2544
0.45,0.45,23,200,2545
0.55,0.45,23,200,2546
0.65,0.45,23,200,2547
0.75,0.45,23,200,2548
0.85,0.45,23,200,2549
0.95,0.45,23,200,2550
0.05,0.55,23,200,2551
0.15,0.55,23,200,2552
0.25,0.55,23,200,2553
0.35,0.55,23,200,2554
0.45,0.55,23,200,2555
0.55,0.55,23,200,2556
0.65,0.55,23,200,2557
0.75,0.55,23,200,2558
0.85,0.55,23,200,2559
0.95,0.55,23,200,2560
0.05,0.65,23,200,2561
0.15,0.65,23,200,2562
0.25,0.65,23,200,2563
0.35,0.65,23,200,2564
0.45,0.65,23,200,2565
0.55,0.65,23,200,2566
0.65,0.65,23,200,2567
0.75,0.65,23,200,2568
0.85,0.65,23,200,2569
0.95,0.65,23,200,2570
0.05,0.75,23,200,2571
0.15,0.75,23,200,2572
0.25,0.75,23,200,2573
0.35,0.75,23,200,2574
0.45,0.75,23,200,2575
0.55,0.75,23,200,2576
0.65,0.75,23,200,2577
0.75,0.75,23,200,2578
0.85,0.75,23,200,2579
0.95,0.75,23,200,2580
0.05,0.85,23,200,2581
0.15,0.85,23,200,2582
0.25,0.85,23,200,2583
0.35,0.85,23,200,2584
0.45,0.85,23,200,2585
0.55,0.85,23,200,2586
0.65,0.85,23,200,2587
0.75,0.85,23,200,2588
0.85,0.85,23,200,2589
0.95,0.85,23,200,2590
0.05,0.95,23,200,2591
0.15,0.95,23,200,2592
0.25,0.95,23,200,2593
0.35,0.95,23,200,2594
0.45,0.95,23,200,2595
0.55,0.95,23,200,2596
0.65,0.95,23,200,2597
0.75,0.95,23,200,2598
0.85,0.95,23,200,2599
0.95,0.95,23,200,2600
0.05,0.05,24,200,2601
0.15,0.05,24,200,2602
0.25,0.05,24,200,2603
0.35,0.05,24,200,2604
0.45,0.05,24,200,2605
0.55,0.05,24,200,2606
0.65,0.05,24,200,2607
0.75,0.05,24,200,2608
0.85,0.05,24,200,2609
0.95,0.05,24,200,2610
0.05,0.15,24,200,2611
0.15,0.15,24,200,2612
0.25,0.15,24,200,2613
0.35,0.15,24,200,2614
0.45,0.15,24,200,2615
0.55,0.15,24,200,2616
0.65,0.15,24,200,2617
0.75,0.15,24,200,2618
0.85,0.15,24,200,2619
0.95,0.15,24,200,2620
0.05,0.25,24,200,2621
0.15,0.25,24,200,2622
0.25,0.25,24,200,2623
0.35,0.25,24,200,2624
0.45,0.25,24,200,2625
0.55,0.25,24,200,2626
0.65,0.25,24,200,2627
0.75,0.25,24,200,2628
0.85,0.25,24,200,2629
0.95,0.25,24,200,2630
0.05,0.35,24,200,2631
0.15,0.35,24,200,2632
0.25,0.35,24,200,2633
0.35,0.35,24,200,2634
0.45,0.35,24,200,2635
0.55,0.35,24,200,2636
0.65,0.35,24,200,2637
0.75,0.35,24,200,2638
0.85,0.35,24,200,2639
0.95,0.35,24,200,2640
0.05,0.45,24,200,2641
0.15,0.45,24,200,2642
0.25,0.45,24,200,2643
0.35,0.45,24,200,2644
0.45,0.45,24,200,2645
0.55,0.45,24,200,2646
0.65,0.45,24,200,2647
0.75,0.45,24,200,2648
0.85,0.45,24,200,2649
0.95,0.45,24,200,2650
0.05,0.55,24,200,2651
0.15,0.55,24,200,2652
0.25,0.55,24,200,2653
0.35,0.55,24,200,2654
0.45,0.55,24,200,2655
0.55,0.55,24,200,2656
0.65,0.55,24,200,2657
0.75,0.55,24,200,2658
0.85,0.55,24,200,2659
0.95,0.55,24,200,2660
0.05,0.65,24,200,2661
0.15,0.65,24,200,2662
0.25,0.65,24,200,2663
0.35,0.65,24,200,2664
0.45,0.65,24,200,2665
0.55,0.65,24,200,2666
0.65,0.65,24,200,2667
0.75,0.65,24,200,2668
0.85,0.65,24,200,2669
0.95,0.65,24,200,2670
0.05,0.75,24,200,2671
0.15,0.75,24,200,2672
0.25,0.75,24,200,2673
0.35,0.75,24,200,2674
0.45,0.75,24,200,2675
0.55,0.75,24,200,2676
0.65,0.75,24,200,2677
0.75,0.75,24,200,2678
0.85,0.75,24,200,2679
0.95,0.75,24,200,2680
0.05,0.85,24,200,2681
0.15,0.85,24,200,2682
0.25,0.85,24,200,2683
0.35,0.85,24,200,2684
0.45,0.85,24,200,2685
0.55,0.85,24,200,2686
0.65,0.85,24,200,2687
0.75,0.85,24,200,2688
0.85,0.85,24,200,2689
0.95,0.85,24,200,2690
0.05,0.95,24,200,2691
0.15,0.95,24,200,2692
0.25,0.95,24,200,2693
0.35,0.95,24,200,2694
0.45,0.95,24,200,2695
0.55,0.95,24,200,2696
0.65,0.95,24,200,2697
0.75,0.95,24,200,2698
0.85,0.95,24,200,2699
0.95,0.95,24,200,2700
0.05,0.05,25,200,2701
0.15,0.05,25,200,2702
0.25,0.05,25,200,2703
0.35,0.05,25,200,2704
0.45,0.05,25,200,2705
0.55,0.05,25,200,2706
0.65,0.05,25,200,2707
0.75,0.05,25,200,2708
0.85,0.05,25,200,2709
0.95,0.05,25,200,2710
0.05,0.15,25,200,2711
0.15,0.15,25,200,2712
0.25,0.15,25,200,2713
0.35,0.15,25,200,2714
0.45,0.15,25,200,2715
0.55,0.15,25,200,2716
0.65,0.15,25,200,2717
0.75,0.15,25,200,2718
0.85,0.15,25,200,2719
0.95,0.15,25,200,2720
0.05,0.25,25,200,2721
0.15,0.25,25,200,2722
0.25,0.25,25,200,2723
0.35,0.25,25,200,2724
0.45,0.25,25,200,2725
0.55,0.25,25,200,2726
0.65,0.25,25,200,2727
0.75,0.25,25,200,2728
0.85,0.25,25,200,2729
0.95,0.25,25,200,2730
0.05,0.35,25,200,2731
0.15,0.35,25,200,2732
0.25,0.35,25,200,2733
0.35,0.35,25,200,2734
0.45,0.35,25,200,2735
0.55,0.35,25,200,2736
0.65,0.35,25,200,2737
0.75,0.35,25,200,2738
0.85,0.35,25,200,2739
0.95,0.35,25,200,2740
0.05,0.45,25,200,2741
0.15,0.45,25,200,2742
0.25,0.45,25,200,2743
0.35,0.45,25,200,2744
0.45,0.45,25,200,2745
0.55,0.45,25,200,2746
0.65,0.45,25,200,2747
0.75,0.45,25,200,2748
0.85,0.45,25,200,2749
0.95,0.45,25,200,2750
0.05,0.55,25,200,2751
0.15,0.55,25,200,2752
0.25,0.55,25,200,2753
0.35,0.55,25,200,2754
0.45,0.55,25,200,2755
0.55,0.55,25,200,2756
0.65,0.55,25,200,2757
0.75,0.55,25,200,2758
0.85,0.55,25,200,2759
0.95,0.55,25,200,2760
0.05,0.65,25,200,2761
0.15,0.65,25,200,2762
0.25,0.65,25,200,2763
0.35,0.65,25,200,2764
0.45,0.65,25,200,2765
0.55,0.65,25,200,2766
0.65,0.65,25,200,2767
0.75,0.65,25,200,2768
0.85,0.65,25,200,2769
0.95,0.65,25,200,2770
0.05,0.75,25,200,2771
0.15,0.75,25,200,2772
0.25,0.75,25,200,2773
0.35,0.75,25,200,2774
0.45,0.75,25,200,2775
0.55,0.75,25,200,2776
0.65,0.75,25,200,2777
0.75,0.75,25,200,2778
0.85,0.75,25,200,2779
0.95,0.75,25,200,2780
0.05,0.85,25,200,2781
0.15,0.85,25,200,2782
0.25,0.85,25,200,2783
0.35,0.85,25,200,2784
0.45,0.85,25,200,2785
0.55,0.85,25,200,2786
0.65,0.85,25,200,2787
0.75,0.85,25,200,2788
0.85,0.85,25,200,2789
0.95,0.85,25,200,2790
0.05,0.95,25,200,2791
0.15,0.95,25,200,2792
0.25,0.95,25,200,2793
0.35,0.95,25,200,2794
0.45,0.95,25,200,2795
0.55,0.95,25,200,2796
0.65,0.95,25,200,2797
0.75,0.95,25,200,2798
0.85,0.95,25,200,2799
0.95,0.95,25,200,2800
0.05,0.05,26,200,2801
0.15,0.05,26,200,2802
0.25,0.05,26,200,2803
0.35,0.05,26,200,2804
0.45,0.05,26,200,2805
0.55,0.05,26,200,2806
0.65,0.05,26,200,2807
0.75,0.05,26,200,2808
0.85,0.05,26,200,2809
0.95,0.05,26,200,2810
0.05,0.15,26,200,2811
0.15,0.15,26,200,2812
0.25,0.15,26,200,2813
0.35,0.15,26,200,2814
0.45,0.15,26,200,2815
0.55,0.15,26,200,2816
0.65,0.15,26,200,2817
0.75,0.15,26,200,2818
0.85,0.15,26,200,2819
0.95,0.15,26,200,2820
0.05,0.25,26,200,2821
0.15,0.25,26,200,2822
0.25,0.25,26,200,2823
0.35,0.25,26,200,2824
0.45,0.25,26,200,2825
0.55,0.25,26,200,2826
0.65,0.25,26,200,2827
0.75,0.25,26,200,2828
0.85,0.25,26,200,2829
0.95,0.25,26,200,2830
0.05,0.35,26,200,2831
0.15,0.35,26,200,2832
0.25,0.35,26,200,2833
0.35,0.35,26,200,2834
0.45,0.35,26,200,2835
0.55,0.35,26,200,2836
0.65,0.35,26,200,2837
0.75,0.35,26,200,2838
0.85,0.35,26,200,2839
0.95,0.35,26,200,2840
0.05,0.45,26,200,2841
0.15,0.45,26,200,2842
0.25,0.45,26,200,2843
0.35,0.45,26,200,2844
0.45,0.45,26,200,2845
0.55,0.45,26,200,2846
0.65,0.45,26,200,2847
0.75,0.45,26,200,2848
0.85,0.45,26,200,2849
0.95,0.45,26,200,2850
0.05,0.55,26,200,2851
0.15,0.55,26,200,2852
0.25,0.55,26,200,2853
0.35,0.55,26,200,2854
0.45,0.55,26,200,2855
0.55,0.55,26,200,2856
0.65,0.55,26,200,2857
0.75,0.55,26,200,2858
0.85,0.55,26,200,2859
0.95,0.55,26,200,2860
0.05,0.65,26,200,2861
0.15,0.65,26,200,2862
0.25,0.65,26,200,2863
0.35,0.65,26,200,2864
0.45,0.65,26,200,2865
0.55,0.65,26,200,2866
0.65,0.65,26,200,2867
0.75,0.65,26,200,2868
0.85,0.65,26,200,2869
0.95,0.65,26,200,2870
0.05,0.75,26,200,2871
0.15,0.75,26,200,2872
0.25,0.75,26,200,2873
0.35,0.75,26,200,2874
0.45,0.75,26,200,2875
0.55,0.75,26,200,2876
0.65,0.75,26,200,2877
0.75,0.75,26,200,2878
0.85,0.75,26,200,2879
0.95,0.75,26,200,2880
0.05,0.85,26,200,2881
0.15,0.85,26,200,2882
0.25,0.85,26,200,2883
0.35,0.85,26,200,2884
0.45,0.85,26,200,2885
0.55,0.85,26,200,2886
0.65,0.85,26,200,2887
0.75,0.85,26,200,2888
0.85,0.85,26,200,2889
0.95,0.85,26,200,2890
0.05,0.95,26,200,2891
0.15,0.95,26,200,2892
0.25,0.95,26,200,2893
0.35,0.95,26,200,2894
0.45,0.95,26,200,2895
0.55,0.95,26,200,2896
0.65,0.95,26,200,2897
0.75,0.95,26,200,2898
0.85,0.95,26,200,2899
0.95,0.95,26,200,2900
0.05,0.05,27,200,2901
0.15,0.05,27,200,2902
0.25,0.05,27,200,2903
0.35,0.05,27,200,2904
0.45,0.05,27,200,2905
0.55,0.05,27,200,2906
0.65,0.05,27,200,2907
0.75,0.05,27,200,2908
0.85,0.05,27,200,2909
0.95,0.05,27,200,2910
0.05,0.15,27,200,2911
0.15,0.15,27,200,2912
0.25,0.15,27,200,2913
0.35,0.15,27,200,2914
0.45,0.15,27,200,2915
0.55,0.15,27,200,2916
0.65,0.15,27,200,2917
0.75,0.15,27,200,2918
0.85,0.15,27,200,2919
0.95,0.15,27,200,2920
0.05,0.25,27,200,2921
0.15,0.25,27,200,2922
0.25,0.25,27,200,2923
0.35,0.25,27,200,2924
0.45,0.25,27,200,2925
0.55,0.25,27,200,2926
0.65,0.25,27,200,2927
0.75,0.25,27,200,2928
0.85,0.25,27,200,2929
0.95,0.25,27,200,2930
0.05,0.35,27,200,2931
0.15,0.35,27,200,2932
0.25,0.35,27,200,2933
0.35,0.35,27,200,2934
0.45,0.35,27,200,2935
0.55,0.35,27,200,2936
0.65,0.35,27,200,2937
0.75,0.35,27,200,2938
0.85,0.35,27,200,2939
0.95,0.35,27,200,2940
0.05,0.45,27,200,2941
0.15,0.45,27,200,2942
0.25,0.45,27,200,2943
0.35,0.45,27,200,2944
0.45,0.45,27,200,2945
0.55,0.45,27,200,2946
0.65,0.45,27,200,2947
0.75,0.45,27,200,2948
0.85,0.45,27,200,2949
0.95,0.45,27,200,2950
0.05,0.55,27,200,2951
0.15,0.55,27,200,2952
0.25,0.55,27,200,2953
0.35,0.55,27,200,2954
0.45,0.55,27,200,2955
0.55,0.55,27,200,2956
0.65,0.55,27,200,2957
0.75,0.55,27,200,2958
0.85,0.55,27,200,2959
0.95,0.55,27,200,2960
0.05,0.65,27,200,2961
0.15,0.65,27,200,2962
0.25,0.65,27,200,2963
0.35,0.65,27,200,2964
0.45,0.65,27,200,2965
0.55,0.65,27,200,2966
0.65,0.65,27,200,2967
0.75,0.65,27,200,2968
0.85,0.65,27,200,2969
0.95,0.65,27,200,2970
0.05,0.75,27,200,2971
0.15,0.75,27,200,2972
0.25,0.75,27,200,2973
0.35,0.75,27,200,2974
0.45,0.75,27,200,2975
0.55,0.75,27,200,2976
0.65,0.75,27,200,2977
0.75,0.75,27,200,2978
0.85,0.75,27,200,2979
0.95,0.75,27,200,2980
0.05,0.85,27,200,2981
0.15,0.85,27,200,2982
0.25,0.85,27,200,2983
0.35,0.85,27,200,2984
0.45,0.85,27,200,2985
0.55,0.85,27,200,2986
0.65,0.85,27,200,2987
0.75,0.85,27,200,2988
0.85,0.85,27,200,2989
0.95,0.85,27,200,2990
0.05,0.95,27,200,2991
0.15,0.95,27,200,2992
0.25,0.95,27,200,2993
0.35,0.95,27,200,2994
0.45,0.95,27,200,2995
0.55,0.95,27,200,2996
0.65,0.95,27,200,2997
0.75,0.95,27,200,2998
0.85,0.95,27,200,2999
0.95,0.95,27,200,3000
0.05,0.05,28,200,3001
0.15,0.05,28,200,3002
0.25,0.05,28,200,3003
0.35,0.05,28,200,3004
0.45,0.05,28,200,3005
0.55,0.05,28,200,3006
0.65,0.05,28,200,3007
0.75,0.05,28,200,3008
0.85,0.05,28,200,3009
0.95,0.05,28,200,3010
0.05,0.15,28,200,3011
0.15,0.15,28,200,3012
0.25,0.15,28,200,3013
0.35,0.15,28,200,3014
0.45,0.15,28,200,3015
0.55,0.15,28,200,3016
0.65,0.15,28,200,3017
0.75,0.15,28,200,3018
0.85,0.15,28,200,3019
0.95,0.15,28,200,3020
0.05,0.25,28,200,3021
0.15,0.25,28,200,3022
0.25,0.25,28,200,3023
0.35,0.25,28,200,3024
0.45,0.25,28,200,3025
0.55,0.25,28,200,3026
0.65,0.25,28,200,3027
0.75,0.25,28,200,3028
0.85,0.25,28,200,3029
0.95,0.25,28,200,3030
0.05,0.35,28,200,3031
0.15,0.35,28,200,3032
0.25,0.35,28,200,3033
0.35,0.35,28,200,3034
0.45,0.35,28,200,3035
0.55,0.35,28,200,3036
0.65,0.35,28,200,3037
0.75,0.35,28,200,3038
0.85,0.35,28,200,3039
0.95,0.35,28,200,3040
0.05,0.45,28,200,3041
0.15,0.45,28,200,3042
0.25,0.45,28,200,3043
0.35,0.45,28,200,3044
0.45,0.45,28,200,3045
0.55,0.45,28,200,3046
0.65,0.45,28,200,3047
0.75,0.45,28,200,3048
0.85,0.45,28,200,3049
0.95,0.45,28,200,3050
0.05,0.55,28,200,3051
0.15,0.55,28,200,3052
0.25,0.55,28,200,3053
0.35,0.55,28,200,3054
0.45,0.55,28,200,3055
0.55,0.55,28,200,3056
0.65,0.55,28,200,3057
0.75,0.55,28,200,3058
0.85,0.55,28,200,3059
0.95,0.55,28,200,3060
0.05,0.65,28,200,3061
0.15,0.65,28,200,3062
0.25,0.65,28,200,3063
0.35,0.65,28,200,3064
0.45,0.65,28,200,3065
0.55,0.65,28,200,3066
0.65,0.65,28,200,3067
0.75,0.65,28,200,3068
0.85,0.65,28,200,3069
0.95,0.65,28,200,3070
0.05,0.75,28,200,3071
0.15,0.75,28,200,3072
0.25,0.75,28,200,3073
0.35,0.75,28,200,3074
0.45,0.75,28,200,3075
0.55,0.75,28,200,3076
0.65,0.75,28,200,3077
0.75,0.75,28,200,3078
0.85,0.75,28,200,3079
0.95,0.75,28,200,3080
0.05,0.85,28,200,3081
0.15,0.85,28,200,3082
0.25,0.85,28,200,3083
0.35,0.85,28,200,3084
0.45,0.85,28,200,3085
0.55,0.85,28,200,3086
0.65,0.85,28,200,3087
0.75,0.85,28,200,3088
0.85,0.85,28,200,3089
0.95,0.85,28,200,3090
0.05,0.95,28,200,3091
0.15,0.95,28,200,3092
0.25,0.95,28,200,3093
0.35,0.95,28,200,3094
0.45,0.95,28,200,3095
0.55,0.95,28,200,3096
0.65,0.95,28,200,3097
0.75,0.95,28,200,3098
0.85,0.95,28,200,3099
0.95,0.95,28,200,3100
0.05,0.05,29,200,3101
0.15,0.05,29,200,3102
0.25,0.05,29,200,3103
0.35,0.05,29,200,3104
0.45,0.05,29,200,3105
0.55,0.05,29,200,3106
0.65,0.05,29,200,3107
0.75,0.05,29,200,3108
0.85,0.05,29,200,3109
0.95,0.05,29,200,3110
0.05,0.15,29,200,3111
0.15,0.15,29,200,3112
0.25,0.15,29,200,3113
0.35,0.15,29,200,3114
0.45,0.15,29,200,3115
0.55,0.15,29,200,3116
0.65,0.15,29,200,3117
0.75,0.15,29,200,3118
0.85,0.15,29,200,3119
0.95,0.15,29,200,3120
0.05,0.25,29,200,3121
0.15,0.25,29,200,3122
0.25,0.25,29,200,3123
0.35,0.25,29,200,3124
0.45,0.25,29,200,3125
0.55,0.25,29,200,3126
0.65,0.25,29,200,3127
0.75,0.25,29,200,3128
0.85,0.25,29,200,3129
0.95,0.25,29,200,3130
0.05,0.35,29,200,3131
0.15,0.35,29,200,3132
0.25,0.35,29,200,3133
0.35,0.35,29,200,3134
0.45,0.35,29,200,3135
0.55,0.35,29,200,3136
0.65,0.35,29,200,3137
0.75,0.35,29,200,3138
0.85,0.35,29,200,3139
0.95,0.35,29,200,3140
0.05,0.45,29,200,3141
0.15,0.45,29,200,3142
0.25,0.45,29,200,3143
0.35,0.45,29,200,3144
0.45,0.45,29,200,3145
0.55,0.45,29,200,3146
0.65,0.45,29,200,3147
0.75,0.45,29,200,3148
0.85,0.45,29,200,3149
0.95,0.45,29,200,3150
0.05,0.55,29,200,3151
0.15,0.55,29,200,3152
0.25,0.55,29,200,3153
0.35,0.55,29,200,3154
0.45,0.55,29,200,3155
0.55,0.55,29,200,3156
0.65,0.55,29,200,3157
0.75,0.55,29,200,3158
0.85,0.55,29,200,3159
0.95,0.55,29,200,3160
0.05,0.65,29,200,3161
0.15,0.65,29,200,3162
0.25,0.65,29,200,3163
0.35,0.65,29,200,3164
0.45,0.65,29,200,3165
0.55,0.65,29,200,3166
0.65,0.65,29,200,3167
0.75,0.65,29,200,3168
0.85,0.65,29,200,3169
0.95,0.65,29,200,3170
0.05,0.75,29,200,3171
0.15,0.75,29,200,3172
0.25,0.75,29,200,3173
0.35,0.75,29,200,3174
0.45,0.75,29,200,3175
0.55,0.75,29,200,3176
0.65,0.75,29,200,3177
0.75,0.75,29,200,3178
0.85,0.75,29,200,3179
0.95,0.75,29,200,3180
0.05,0.85,29,200,3181
0.15,0.85,29,200,3182
0.25,0.85,29,200,3183
0.35,0.85,29,200,3184
0.45,0.85,29,200,3185
0.55,0.85,29,200,3186
0.65,0.85,29,200,3187
0.75,0.85,29,200,3188
0.85,0.85,29,200,3189
0.95,0.85,29,200,3190
0.05,0.95,29,200,3191
0.15,0.95,29,200,3192
0.25,0.95,29,200,3193
0.35,0.95,29,200,3194
0.45,0.95,29,200,3195
0.55,0.95,29,200,3196
0.65,0.95,29,200,3197
0.75,0.95,29,200,3198
0.85,0.95,29,200,3199
0.95,0.95,29,200,3200
0.05,0.05,30,200,3201
0.15,0.05,30,200,3202
0.25,0.05,30,200,3203
0.35,0.05,30,200,3204
0.45,0.05,30,200,3205
0.55,0.05,30,200,3206
0.65,0.05,30,200,3207
0.75,0.05,30,200,3208
0.85,0.05,30,200,3209
0.95,0.05,30,200,3210
0.05,0.15,30,200,3211
