ObjectID,b.mean,b.sd,b.mad,b.q001,b.q005,b.q01,b.q02,b.q05,b.q08,b.q09,b.q095,b.q099,b.tran.mean,b.tran.sd,b.tran.mad,b.center,b.periphery,b.diff.cp,b.tran.q005,b.tran.q01,b.tran.q05,b.tran.q09,b.tran.q095,t.bump.number,t.bump.onset,s.area,s.perimeter,s.radius.mean,s.radius.sd,s.radius.min,s.radius.max,m.cx,m.cy,m.majoraxis,m.eccentricity,m.theta
32,0.2812304201179312,0.035457817842469055,0.03711357844428014,0.19751284033899918,0.22208469242465706,0.23569438939804233,0.2519904061851983,0.28089193328584755,0.3122435417859988,0.3272220871653361,0.3404329303287257,0.3560432943348581,0.6078707942320897,0.08771455000459531,0.09206440375371938,0.5062333104448005,0.8071564812695506,0.3009231708247502,0.512336919203479,0.5159075303273061,0.5849088273441673,0.7430380712596323,0.7595635919737544,0,NA,4235,207,36.25438045906219,0.6227761292999822,34.637810859552665,37.64017497382309,1595.6343161986256,604.895860399348,74.87772169105942,0.2016151298821889,0.25766676230505053
33,0.2876387714371343,0.038068289240818724,0.03725803810083235,0.21209364427974453,0.23138606749232798,0.2432553651431366,0.25668876724460776,0.2827441640245678,0.3169030760116486,0.33318511309293464,0.3455051991132457,0.4018817563077016,0.5962327654797327,0.08520960382370724,0.07384155642023336,0.5144121461814297,0.7927061875333791,0.27829404135194935,0.5136644541084916,0.5141832608529793,0.5660028992141604,0.7426108186465248,0.7560387579156176,0,NA,4449,211,37.193414622078286,1.0924822123498696,35.172850000360555,39.218146647144955,518.5903720974538,529.9911652733167,79.08115452074883,0.36418350328158533,-0.6735061254070089
34,0.29817688650541624,0.05375953839972424,0.04478303463771602,0.20785766191701488,0.23407095104317888,0.24301238629994748,0.2572538707095544,0.28827640349280503,0.33173126363677746,0.34602472106712145,0.3973099987611563,0.513953004893186,0.6204582243034978,0.09433697301905605,0.10356821240558475,0.5076371404592965,0.8319066147859923,0.32426947432669573,0.5145799954222934,0.515861753261616,0.5990844586861982,0.7525749599450675,0.7837491416800183,0,NA,4266,218,36.27659913533266,2.6822512303833497,26.428059404323708,39.57853802886509,1715.075672735394,647.2316915746853,79.7917365735845,0.43367912065575354,0.5119161181328431
35,0.2866807233730537,0.0598910175377951,0.04792132948260552,0.19253257184910252,0.21711018210992283,0.2275351251090656,0.24026912707320225,0.27957891441425703,0.3198515383943364,0.3412446982503067,0.3828227844582391,0.5302143492309044,0.5962767986572061,0.12377134727194129,0.07712189517051958,0.49330891889829864,0.9494468604562447,0.45613794155794607,0.4912031738765545,0.48967727168688485,0.5467765316243228,0.7715266651407645,0.8050812542915999,0,NA,4195,204,36.09850585456091,0.5137705984052098,34.746301723606386,37.34315688075711,1358.2138568841924,1453.7398256654692,75.93018769818603,0.22378407984960424,-0.4936507984603336
36,0.29523249631942483,0.05088580183415475,0.03854558958986257,0.21576569559040357,0.2296829484875831,0.24025558056938356,0.25629015534582117,0.28871501777254865,0.3274053669121327,0.3482840596572143,0.3835597918712832,0.4753407689420795,0.655419290849263,0.10931215880479257,0.09460949416342411,0.5335469596398871,0.9477378500038147,0.41419089036392764,0.5435263599603265,0.5442740520332646,0.6205844205386435,0.8006408789196613,0.8316472114137484,2,0.4,3198,184,32.01942953915463,4.9756098307131955,21.427950146835624,39.47294730868729,453.35712382622467,749.3273740944068,80.73320018004775,0.7376916928609676,-0.9971673405275981
37,0.28397151295287604,0.048673475268586217,0.046009576131403725,0.20167632544139424,0.2186193175430271,0.23268150504359308,0.24499386154316968,0.2766688863075091,0.3177727234373771,0.33362915365457585,0.34782906417755766,0.48878242104615494,0.6121897786351895,0.11015672373089971,0.10284427557793557,0.500175478751812,0.9022812237735561,0.4021057450217441,0.5007858396276799,0.5041886015106432,0.5812924391546502,0.7694209201190204,0.8055542839703975,0,NA,3988,200,35.170686247735794,0.4175869530150423,33.79257980681558,36.29019771232997,697.6053849598175,648.9631280952369,73.35367199914356,0.1981203758885563,0.5855086532799336
38,0.2877137863294238,0.042101203708079384,0.04645712152888777,0.21184922208005524,0.22780201360739638,0.239659639745595,0.2505092108083375,0.2809487581919494,0.3216480233506982,0.33500645839803195,0.34504568455298523,0.42242062689755944,0.6111818112458991,0.10316597220268135,0.07410172121766985,0.5222552834363318,0.8972457465476463,0.37499046311131456,0.5203479056992447,0.518074311436637,0.5726405737392233,0.7612115663385977,0.7963988708323796,0,NA,4629,216,38.005551731413306,2.164157110665957,31.95955225139642,40.96007562156776,548.8740758796848,602.5888887342063,82.67493096786214,0.45138424057789217,0.9640033640277299
39,0.28745383933995916,0.10031311207247483,0.05928866888667794,0.020778052981759144,0.2044005940842265,0.21845687176522144,0.23357748062245026,0.2827444495587995,0.329357880440564,0.3666336074062918,0.4603245364193478,0.5661380215691444,0.6169344625009536,0.10850258201733971,0.11247037308308538,0.4873273823147936,0.88450446326390475,0.39717708094911114,0.49127946898603797,0.4986037994964523,0.5863126573586633,0.7551995117112993,0.8185702296482795,0,NA,3699,192,33.85758778445702,0.3326595785743789,33.06552779994954,34.586485251071196,1028.6475048914422,1182.520304228865,71.1172956518325,0.12390418554719722,-0.8036861266363055
40,0.29408280006979753,0.06798039426996758,0.04899630697422864,0.20634686959321008,0.2218999426426472,0.23096348115805984,0.24302103405681114,0.28323577902006153,0.3225789861232001,0.34910416101058656,0.4214887002305895,0.559987220342389,0.5768769141898005,0.0931714757660229,0.04438637674525064,0.5106736858167391,0.8081635767147326,0.2974898908979935,0.5080796520943007,0.5066147859922179,0.5291218432898451,0.7312581063553826,0.7500419623102159,0,NA,3761,194,34.161797103355426,0.8492780788479665,31.500496396866716,35.74758062682977,618.532809801873,1031.3317452331653,73.10977599285356,0.30615669211845836,1.1532658624189331
41,0.29630993979122794,0.0785866912462761,0.053194790870636124,0.1895980738761689,0.21272642007710058,0.22620890281932066,0.23750131173592345,0.27754053811251433,0.32710366854394957,0.3975861633157233,0.4647501178589874,0.5905805777384203,0.584274680345931,0.09240226938981713,0.08763029068436715,0.4922255283436332,0.7154345006485084,0.22320897230487524,0.49059281300068663,0.4916914625772488,0.544151979858091,0.7413748378728924,0.7304951552605478,11,0.6363636363636364,3534,193,33.41435631735229,2.633531596051541,26.800959259311103,39.20493806288415,741.0396011880315,1505.6733533928934,75.63863130325937,0.507763740819579,-0.9803305337877699
42,0.2718719951841712,0.034544968126007186,0.03714935013082499,0.17973718553483176,0.21457984408953165,0.23441056289907977,0.2441725147128454,0.27147111815432245,0.3082746693920959,0.31842269691522473,0.32273554256773945,0.330515522392296,0.6020009007745184,0.11124871774569234,0.08578651407644772,0.49698634317540247,0.9194934004730296,0.42250705729762716,0.49698634317540247,0.5040054932478828,0.5628747997253376,0.7430075532158389,0.781704432745861,0,NA,3665,190,33.71177357793252,0.6144211633275866,32.19246182474924,34.892117469363235,1177.776761886329,2063.688278518329,70.46622937750759,0.2670350425789736,-0.35113815581045427
43,0.28852469311487666,0.06544252257413521,0.05764594669371186,0.19969177722355128,0.2162441467642361,0.2243399045920597,0.23514778243636253,0.2751545227282096,0.32464892037208704,0.3384544790154057,0.421131688665725,0.5497224823139627,0.6285122716737306,0.12531383337431604,0.1284761638818952,0.48807507438773173,0.9550774395361258,0.46700236514839405,0.4955062180514229,0.5032120241092546,0.5949187457084001,0.7779812314030671,0.8746471351186389,1,0.5357142857142857,3526,187,33.05649956045004,0.3989242235360412,32.092890428565944,34.06319435465253,1294.9147113899478,1388.4492050260599,70.06405373073481,0.23785518319536392,0.5754331787086141
44,0.27391727900878543,0.03650984692713543,0.04279953717269103,0.19315232155892045,0.2165072791014907,0.23103017826790667,0.2416187763517686,0.27001585437241343,0.31617340945198286,0.32369348453680086,0.3279978098551485,0.33754271935212726,0.583791866941329,0.0852489235101562,0.06630808880750753,0.49869535362783246,0.7677576867322805,0.26906233310444805,0.5029068436713207,0.49953459983215076,0.5494773785000382,0.7206225680933852,0.7471885252155337,0,NA,3393,184,32.40722133678785,0.3710014059101806,31.598166810654533,33.19030460401041,1033.764133018442,2021.3666766851845,66.91353814219381,0.17293001357083443,-0.7254587559886765
45,0.28616306362640476,0.06482639501980596,0.05672850943107577,0.19683614310473513,0.21269977990256006,0.22240556787411836,0.23469942506619157,0.2735278713809095,0.32212142413280576,0.33583730155976377,0.408818499199362,0.5483128603354062,0.5912071201753208,0.09763769815466374,0.0970754039826047,0.49378194857709623,0.8107881284809644,0.31700617990386815,0.489066910811017,0.4908369573510338,0.5628290226596475,0.7281605249103532,0.7655451285572594,0,NA,3322,182,32.05968018198257,0.38496276223229964,31.077201395306155,32.82472812126178,679.4439077044193,1103.6003531293545,67.45555428387607,0.17201004695114563,0.024917054674962177
