exp_id,Transfer,Type,ID,Well,Abundance
pair-random_pairs-13,0,consumer,1257,W0,500000.0
pair-random_pairs-13,0,consumer,1365,W0,500000.0
pair-random_pairs-13,0,consumer,204,W1,500000.0
pair-random_pairs-13,0,consumer,1092,W1,500000.0
pair-random_pairs-13,0,consumer,196,W2,500000.0
pair-random_pairs-13,0,consumer,957,W2,500000.0
pair-random_pairs-13,0,consumer,1165,W3,500000.0
pair-random_pairs-13,0,consumer,1874,W3,500000.0
pair-random_pairs-13,0,consumer,382,W4,500000.0
pair-random_pairs-13,0,consumer,739,W4,500000.0
pair-random_pairs-13,0,consumer,2088,W5,500000.0
pair-random_pairs-13,0,consumer,2115,W5,500000.0
pair-random_pairs-13,0,consumer,886,W6,500000.0
pair-random_pairs-13,0,consumer,1479,W6,500000.0
pair-random_pairs-13,0,consumer,1214,W7,500000.0
pair-random_pairs-13,0,consumer,1918,W7,500000.0
pair-random_pairs-13,0,consumer,150,W8,500000.0
pair-random_pairs-13,0,consumer,835,W8,500000.0
pair-random_pairs-13,0,consumer,1911,W9,500000.0
pair-random_pairs-13,0,consumer,1977,W9,500000.0
pair-random_pairs-13,0,consumer,731,W10,500000.0
pair-random_pairs-13,0,consumer,1343,W10,500000.0
pair-random_pairs-13,0,consumer,187,W11,500000.0
pair-random_pairs-13,0,consumer,1650,W11,500000.0
pair-random_pairs-13,0,consumer,433,W12,500000.0
pair-random_pairs-13,0,consumer,1784,W12,500000.0
pair-random_pairs-13,0,consumer,528,W13,500000.0
pair-random_pairs-13,0,consumer,1172,W13,500000.0
pair-random_pairs-13,0,consumer,577,W14,500000.0
pair-random_pairs-13,0,consumer,649,W14,500000.0
pair-random_pairs-13,0,consumer,806,W15,500000.0
pair-random_pairs-13,0,consumer,954,W15,500000.0
pair-random_pairs-13,0,consumer,1094,W16,500000.0
pair-random_pairs-13,0,consumer,1585,W16,500000.0
pair-random_pairs-13,0,consumer,605,W17,500000.0
pair-random_pairs-13,0,consumer,1199,W17,500000.0
pair-random_pairs-13,0,consumer,139,W18,500000.0
pair-random_pairs-13,0,consumer,553,W18,500000.0
pair-random_pairs-13,0,consumer,322,W19,500000.0
pair-random_pairs-13,0,consumer,1113,W19,500000.0
pair-random_pairs-13,0,consumer,370,W20,500000.0
pair-random_pairs-13,0,consumer,852,W20,500000.0
pair-random_pairs-13,0,consumer,1266,W21,500000.0
pair-random_pairs-13,0,consumer,2013,W21,500000.0
pair-random_pairs-13,0,consumer,1631,W22,500000.0
pair-random_pairs-13,0,consumer,1662,W22,500000.0
pair-random_pairs-13,0,consumer,463,W23,500000.0
pair-random_pairs-13,0,consumer,499,W23,500000.0
pair-random_pairs-13,0,consumer,1803,W24,500000.0
pair-random_pairs-13,0,consumer,2128,W24,500000.0
pair-random_pairs-13,0,consumer,687,W25,500000.0
pair-random_pairs-13,0,consumer,1919,W25,500000.0
pair-random_pairs-13,0,consumer,207,W26,500000.0
pair-random_pairs-13,0,consumer,1161,W26,500000.0
pair-random_pairs-13,0,consumer,1149,W27,500000.0
pair-random_pairs-13,0,consumer,1263,W27,500000.0
pair-random_pairs-13,0,consumer,1411,W28,500000.0
pair-random_pairs-13,0,consumer,1842,W28,500000.0
pair-random_pairs-13,0,consumer,220,W29,500000.0
pair-random_pairs-13,0,consumer,2026,W29,500000.0
pair-random_pairs-13,0,consumer,238,W30,500000.0
pair-random_pairs-13,0,consumer,257,W30,500000.0
pair-random_pairs-13,0,consumer,648,W31,500000.0
pair-random_pairs-13,0,consumer,1104,W31,500000.0
pair-random_pairs-13,0,consumer,630,W32,500000.0
pair-random_pairs-13,0,consumer,2079,W32,500000.0
pair-random_pairs-13,0,consumer,563,W33,500000.0
pair-random_pairs-13,0,consumer,1702,W33,500000.0
pair-random_pairs-13,0,consumer,435,W34,500000.0
pair-random_pairs-13,0,consumer,551,W34,500000.0
pair-random_pairs-13,0,consumer,457,W35,500000.0
pair-random_pairs-13,0,consumer,2028,W35,500000.0
pair-random_pairs-13,0,consumer,131,W36,500000.0
pair-random_pairs-13,0,consumer,995,W36,500000.0
pair-random_pairs-13,0,consumer,1195,W37,500000.0
pair-random_pairs-13,0,consumer,1913,W37,500000.0
pair-random_pairs-13,0,consumer,603,W38,500000.0
pair-random_pairs-13,0,consumer,1875,W38,500000.0
pair-random_pairs-13,0,consumer,1990,W39,500000.0
pair-random_pairs-13,0,consumer,2010,W39,500000.0
pair-random_pairs-13,0,consumer,197,W40,500000.0
pair-random_pairs-13,0,consumer,955,W40,500000.0
pair-random_pairs-13,0,consumer,888,W41,500000.0
pair-random_pairs-13,0,consumer,1558,W41,500000.0
pair-random_pairs-13,0,consumer,413,W42,500000.0
pair-random_pairs-13,0,consumer,1746,W42,500000.0
pair-random_pairs-13,0,consumer,710,W43,500000.0
pair-random_pairs-13,0,consumer,1950,W43,500000.0
pair-random_pairs-13,0,consumer,654,W44,500000.0
pair-random_pairs-13,0,consumer,1495,W44,500000.0
pair-random_pairs-13,0,consumer,512,W45,500000.0
pair-random_pairs-13,0,consumer,652,W45,500000.0
pair-random_pairs-13,0,consumer,389,W46,500000.0
pair-random_pairs-13,0,consumer,1716,W46,500000.0
pair-random_pairs-13,0,consumer,127,W47,500000.0
pair-random_pairs-13,0,consumer,1218,W47,500000.0
pair-random_pairs-13,0,consumer,1626,W48,500000.0
pair-random_pairs-13,0,consumer,2108,W48,500000.0
pair-random_pairs-13,0,consumer,996,W49,500000.0
pair-random_pairs-13,0,consumer,1656,W49,500000.0
pair-random_pairs-13,0,consumer,143,W50,500000.0
pair-random_pairs-13,0,consumer,322,W50,500000.0
pair-random_pairs-13,0,consumer,1109,W51,500000.0
pair-random_pairs-13,0,consumer,1724,W51,500000.0
pair-random_pairs-13,0,consumer,175,W52,500000.0
pair-random_pairs-13,0,consumer,670,W52,500000.0
pair-random_pairs-13,0,consumer,63,W53,500000.0
pair-random_pairs-13,0,consumer,1968,W53,500000.0
pair-random_pairs-13,0,consumer,1026,W54,500000.0
pair-random_pairs-13,0,consumer,2055,W54,500000.0
pair-random_pairs-13,0,consumer,321,W55,500000.0
pair-random_pairs-13,0,consumer,1484,W55,500000.0
pair-random_pairs-13,0,consumer,708,W56,500000.0
pair-random_pairs-13,0,consumer,1657,W56,500000.0
pair-random_pairs-13,0,consumer,775,W57,500000.0
