AlignmentType,ExpID1,ExpID2,ConsensusLength,BasePairGap,BasePairMismatch,AlignmentScore
overlap,JVN16,JVN18,527,0,10,1131.07702636719
overlap,JVN16,JVN19,527,0,4,1180.85205078125
overlap,JVN16,JVN20,736,1,84,1148.66931152344
overlap,JVN16,JVN21,697,0,15,1659.720703125
overlap,JVN16,JVN22,697,0,6,1737.2763671875
overlap,JVN16,JVN23,736,1,85,1140.05212402344
overlap,JVN16,JVN24,735,0,9,1618.544921875
overlap,JVN16,JVN25,526,0,4,1315.61352539063
overlap,JVN16,JVN26,697,0,16,1472.93334960938
overlap,JVN16,JVN27,654,0,6,1456.83178710938
overlap,JVN16,JVN28,538,0,6,1189.60119628906
overlap,JVN16,JVN30,736,1,86,1131.43493652344
overlap,JVN16,JVN31,571,23,95,292.325744628906
overlap,JVN16,JVN33,685,24,113,389.319458007813
overlap,JVN16,JVN34,442,1,3,977.029541015625
overlap,JVN16,JVN35,698,1,86,1166.30297851563
overlap,JVN16,JVN36,440,0,3,988.725891113281
overlap,JVN16,JVN37,698,1,87,1157.4228515625
overlap,JVN16,JVN38,241,0,82,77.2552795410156
overlap,JVN16,JVN39,687,24,113,393.926818847656
overlap,JVN16,JVN40,701,0,6,1747.54296875
overlap,JVN16,JVN41,654,0,1,1498.31079101563
overlap,JVN16,JVN42,654,0,1,1669.99633789063
overlap,JVN16,JVN44,749,26,120,446.078094482422
overlap,JVN16,JVN46,736,1,87,1263.40625
overlap,JVN17,JVN18,544,0,12,1292.87536621094
overlap,JVN17,JVN19,720,0,4,1813.54333496094
overlap,JVN17,JVN20,667,0,78,1167.67138671875
overlap,JVN17,JVN21,653,0,17,1670.31237792969
overlap,JVN17,JVN22,658,0,6,1781.93981933594
overlap,JVN17,JVN23,669,0,79,1164.36938476563
overlap,JVN17,JVN24,658,0,2,1671.64562988281
overlap,JVN17,JVN25,709,0,14,1699.1376953125
overlap,JVN17,JVN26,850,0,22,1992.09729003906
overlap,JVN17,JVN27,656,0,15,1554.48815917969
overlap,JVN17,JVN28,545,0,2,1381.61413574219
overlap,JVN17,JVN30,860,0,100,1510.59509277344
overlap,JVN17,JVN31,573,23,96,422.42138671875
overlap,JVN17,JVN33,667,23,108,560.283325195313
overlap,JVN17,JVN34,442,1,1,1109.29992675781
overlap,JVN17,JVN35,860,0,102,1635.8251953125
overlap,JVN17,JVN36,440,0,1,1120.73327636719
overlap,JVN17,JVN37,790,0,98,1463.51708984375
overlap,JVN17,JVN38,241,0,82,77.2552795410156
overlap,JVN17,JVN39,668,23,109,554.232666015625
overlap,JVN17,JVN40,658,0,6,1781.93981933594
overlap,JVN17,JVN41,660,0,7,1633.69311523438
overlap,JVN17,JVN42,860,0,16,2256.5283203125
overlap,JVN17,JVN44,670,25,107,543.467468261719
overlap,JVN17,JVN46,860,0,103,1626.72265625
overlap,JVN18,JVN19,544,0,11,1161.94421386719
overlap,JVN18,JVN20,541,0,69,793.990844726563
overlap,JVN18,JVN21,527,0,11,1257.85998535156
overlap,JVN18,JVN22,532,0,10,1279.31018066406
overlap,JVN18,JVN23,543,0,70,790.506896972656
overlap,JVN18,JVN24,532,0,10,1142.59545898438
overlap,JVN18,JVN25,543,0,18,1238.60546875
overlap,JVN18,JVN26,544,0,11,1161.94421386719
overlap,JVN18,JVN27,530,0,14,1104.8046875
overlap,JVN18,JVN28,534,0,11,1138.90710449219
overlap,JVN18,JVN30,544,0,70,793.073608398438
overlap,JVN18,JVN31,539,20,81,383.659088134766
overlap,JVN18,JVN33,539,20,81,383.659088134766
overlap,JVN18,JVN34,441,1,8,933.247680664063
overlap,JVN18,JVN35,544,0,72,877.895080566406
overlap,JVN18,JVN36,440,0,8,947.247680664062
overlap,JVN18,JVN37,544,0,73,869.014770507813
overlap,JVN18,JVN38,241,0,83,67.375373840332
overlap,JVN18,JVN39,540,20,82,377.667083740234
overlap,JVN18,JVN40,532,0,10,1279.31018066406
overlap,JVN18,JVN41,534,0,12,1130.61145019531
overlap,JVN18,JVN42,544,0,15,1267.02368164063
overlap,JVN18,JVN44,540,20,85,352.779907226563
overlap,JVN18,JVN46,544,0,73,869.014770507813
overlap,JVN19,JVN20,542,2,68,772.041625976563
overlap,JVN19,JVN21,527,0,10,1266.47729492188
overlap,JVN19,JVN22,532,0,0,1225.55383300781
overlap,JVN19,JVN23,544,2,67,664.779907226563
overlap,JVN19,JVN24,532,0,0,1054.29260253906
overlap,JVN19,JVN25,709,0,18,1664.66845703125
overlap,JVN19,JVN26,720,0,18,1285.01013183594
overlap,JVN19,JVN27,530,0,9,979.398803710938
overlap,JVN19,JVN28,534,0,0,1058.25622558594
overlap,JVN19,JVN30,722,4,83,909.491821289063
overlap,JVN19,JVN31,539,17,87,240.824584960938
overlap,JVN19,JVN33,541,21,82,373.666961669922
overlap,JVN19,JVN34,441,1,1,991.317077636719
overlap,JVN19,JVN35,722,4,87,1173.994140625
overlap,JVN19,JVN36,440,0,1,1005.31707763672
overlap,JVN19,JVN37,666,4,83,927.919738769531
overlap,JVN19,JVN38,241,0,82,77.2552795410156
overlap,JVN19,JVN39,542,21,83,367.674957275391
overlap,JVN19,JVN40,532,0,0,1225.55383300781
overlap,JVN19,JVN41,534,0,3,1205.27380371094
overlap,JVN19,JVN42,720,0,9,1583.98950195313
overlap,JVN19,JVN44,540,17,91,211.281982421875
overlap,JVN19,JVN46,722,4,86,1045.80285644531
overlap,JVN20,JVN21,699,3,85,1154.39453125
overlap,JVN20,JVN22,703,2,87,1154.57885742188
overlap,JVN20,JVN23,777,0,1,1985.6943359375
overlap,JVN20,JVN24,768,2,88,1179.76647949219
overlap,JVN20,JVN25,541,2,69,862.590148925781
overlap,JVN20,JVN26,713,3,84,1056.50329589844
overlap,JVN20,JVN27,657,0,81,988.321472167969
overlap,JVN20,JVN28,545,1,66,813.543273925781
overlap,JVN20,JVN30,777,0,2,1977.0771484375
overlap,JVN20,JVN31,566,9,100,481.918731689453
overlap,JVN20,JVN33,681,11,114,633.313842773438
overlap,JVN20,JVN34,442,1,57,626.728149414063
overlap,JVN20,JVN35,712,0,2,1968.06994628906
overlap,JVN20,JVN36,440,0,57,638.161560058594
overlap,JVN20,JVN37,712,0,3,1959.18969726563
overlap,JVN20,JVN38,241,0,85,47.6156120300293
overlap,JVN20,JVN39,684,11,115,632.396728515625
overlap,JVN20,JVN40,707,2,87,1165.73522949219
overlap,JVN20,JVN41,661,1,77,1016.49060058594
overlap,JVN20,JVN42,669,2,81,1113.03125
overlap,JVN20,JVN44,773,13,118,801.849670410156
overlap,JVN20,JVN46,777,0,3,2140.47875976563
overlap,JVN21,JVN22,697,0,17,1642.48669433594
overlap,JVN21,JVN23,699,3,84,1163.27465820313
overlap,JVN21,JVN24,697,0,20,1616.63513183594
overlap,JVN21,JVN25,526,0,14,1342.74230957031
overlap,JVN21,JVN26,697,0,9,1711.42492675781
overlap,JVN21,JVN27,654,0,7,1618.29309082031
overlap,JVN21,JVN28,538,0,12,1277.47619628906
overlap,JVN21,JVN30,699,3,85,1154.39453125
overlap,JVN21,JVN31,572,25,94,423.956085205078
overlap,JVN21,JVN33,686,26,110,562.116088867188
overlap,JVN21,JVN34,442,1,11,1023.12854003906
overlap,JVN21,JVN35,699,3,87,1251.37060546875
overlap,JVN21,JVN36,440,0,11,1034.5615234375
overlap,JVN21,JVN37,699,3,86,1260.47314453125
overlap,JVN21,JVN38,241,0,86,37.735710144043
overlap,JVN21,JVN39,688,26,110,567.249450683594
overlap,JVN21,JVN40,697,0,17,1642.48669433594
overlap,JVN21,JVN41,654,0,10,1592.44104003906
overlap,JVN21,JVN42,654,0,10,1735.26245117188
overlap,JVN21,JVN44,712,28,111,567.099670410156
overlap,JVN21,JVN46,699,3,86,1260.47314453125
overlap,JVN22,JVN23,703,2,86,1030.16857910156
overlap,JVN22,JVN24,702,0,4,1584.00158691406
overlap,JVN22,JVN25,531,0,10,1392.20812988281
overlap,JVN22,JVN26,702,0,16,1484.45202636719
overlap,JVN22,JVN27,657,0,10,1430.55969238281
overlap,JVN22,JVN28,543,0,2,1234.30310058594
overlap,JVN22,JVN30,703,2,86,1030.16857910156
overlap,JVN22,JVN31,573,23,96,308.637512207031
overlap,JVN22,JVN33,690,30,109,534.733581542969
overlap,JVN22,JVN34,442,1,1,1109.29992675781
overlap,JVN22,JVN35,703,2,89,1252.072265625
overlap,JVN22,JVN36,440,0,1,1120.73327636719
overlap,JVN22,JVN37,703,2,88,1145.69885253906
overlap,JVN22,JVN38,241,0,82,77.2552795410156
overlap,JVN22,JVN39,693,30,110,533.816284179688
overlap,JVN22,JVN40,702,0,0,1617.18469238281
overlap,JVN22,JVN41,659,0,4,1656.97814941406
overlap,JVN22,JVN42,659,0,6,1639.74353027344
overlap,JVN22,JVN44,716,30,116,388.024444580078
overlap,JVN22,JVN46,703,2,88,1145.69885253906
overlap,JVN23,JVN24,773,3,88,1001.80218505859
overlap,JVN23,JVN25,543,2,70,859.2880859375
overlap,JVN23,JVN26,715,3,83,909.669250488281
overlap,JVN23,JVN27,657,0,80,849.855224609375
overlap,JVN23,JVN28,545,1,65,699.978515625
overlap,JVN23,JVN30,784,0,1,1797.79321289063
overlap,JVN23,JVN31,566,9,99,375.876434326172
overlap,JVN23,JVN33,681,11,113,641.931213378906
overlap,JVN23,JVN34,442,1,57,626.728149414063
overlap,JVN23,JVN35,714,0,3,1964.76782226563
overlap,JVN23,JVN36,440,0,57,638.161560058594
overlap,JVN23,JVN37,714,0,2,1815.37805175781
overlap,JVN23,JVN38,241,0,85,47.6156120300293
overlap,JVN23,JVN39,684,11,114,641.014099121094
overlap,JVN23,JVN40,707,2,86,1040.43530273438
overlap,JVN23,JVN41,661,1,78,1007.87353515625
overlap,JVN23,JVN42,671,2,80,999.739196777344
overlap,JVN23,JVN44,773,13,117,648.194702148438
overlap,JVN23,JVN46,784,0,2,1995.04357910156
overlap,JVN24,JVN25,531,0,10,1276.7431640625
overlap,JVN24,JVN26,702,0,19,1241.45666503906
overlap,JVN24,JVN27,657,0,13,1199.56274414063
overlap,JVN24,JVN28,543,0,0,1076.09252929688
overlap,JVN24,JVN30,784,2,95,985.376647949219
overlap,JVN24,JVN31,571,19,99,187.705627441406
overlap,JVN24,JVN33,687,24,113,413.926788330078
overlap,JVN24,JVN34,442,1,1,993.620727539063
overlap,JVN24,JVN35,703,2,85,1172.33923339844
overlap,JVN24,JVN36,440,0,1,1005.31707763672
overlap,JVN24,JVN37,703,2,84,1047.4033203125
overlap,JVN24,JVN38,241,0,82,77.2552795410156
overlap,JVN24,JVN39,690,24,114,412.542144775391
overlap,JVN24,JVN40,706,0,4,1593.21643066406
overlap,JVN24,JVN41,659,0,7,1460.05432128906
overlap,JVN24,JVN42,659,0,9,1443.46276855469
overlap,JVN24,JVN44,775,18,134,312.127044677734
overlap,JVN24,JVN46,773,3,90,1158.79919433594
overlap,JVN25,JVN26,709,0,24,1612.96630859375
overlap,JVN25,JVN27,529,0,10,1271.61022949219
overlap,JVN25,JVN28,533,0,12,1264.64184570313
overlap,JVN25,JVN30,711,4,84,1169.95483398438
overlap,JVN25,JVN31,537,17,91,432.507049560547
overlap,JVN25,JVN33,537,17,91,432.507049560547
overlap,JVN25,JVN34,440,1,6,1061.08068847656
overlap,JVN25,JVN35,711,4,86,1269.27185058594
overlap,JVN25,JVN36,440,0,6,1077.64733886719
overlap,JVN25,JVN37,665,4,85,1141.21704101563
overlap,JVN25,JVN38,241,0,82,77.2552795410156
overlap,JVN25,JVN39,538,17,92,426.456359863281
overlap,JVN25,JVN40,531,0,10,1392.20812988281
overlap,JVN25,JVN41,533,0,9,1290.49353027344
overlap,JVN25,JVN42,709,0,10,1888.66101074219
overlap,JVN25,JVN44,538,17,95,400.604156494141
overlap,JVN25,JVN46,711,4,87,1260.16967773438
overlap,JVN26,JVN27,657,0,10,1223.20642089844
overlap,JVN26,JVN28,545,2,13,955.637512207031
overlap,JVN26,JVN30,897,5,100,1155.30419921875
overlap,JVN26,JVN31,572,21,95,189.248077392578
overlap,JVN26,JVN33,688,26,108,425.101593017578
overlap,JVN26,JVN34,442,1,11,910.664367675781
overlap,JVN26,JVN35,897,5,103,1503.20593261719
overlap,JVN26,JVN36,440,0,11,922.360717773438
overlap,JVN26,JVN37,837,5,98,1220.99255371094
overlap,JVN26,JVN38,241,0,86,37.735710144043
overlap,JVN26,JVN39,691,26,109,423.716918945313
overlap,JVN26,JVN40,702,0,16,1484.45202636719
overlap,JVN26,JVN41,661,2,14,1383.98388671875
overlap,JVN26,JVN42,851,0,22,1777.93017578125
overlap,JVN26,JVN44,714,26,116,255.245239257813
overlap,JVN26,JVN46,897,5,102,1340.52233886719
overlap,JVN27,JVN28,541,0,11,985.43603515625
overlap,JVN27,JVN30,657,0,80,849.855224609375
overlap,JVN27,JVN31,573,23,94,167.147521972656
overlap,JVN27,JVN33,668,23,107,416.234741210937
overlap,JVN27,JVN34,442,1,8,935.551391601562
overlap,JVN27,JVN35,657,0,83,1095.380859375
overlap,JVN27,JVN36,440,0,8,947.247741699219
overlap,JVN27,JVN37,657,0,82,979.7041015625
overlap,JVN27,JVN38,241,0,83,67.3753967285156
overlap,JVN27,JVN39,669,23,108,410.242736816406
overlap,JVN27,JVN40,657,0,10,1430.55969238281
overlap,JVN27,JVN41,657,0,8,1447.1513671875
overlap,JVN27,JVN42,657,0,5,1472.03869628906
overlap,JVN27,JVN44,672,27,107,226.959320068359
overlap,JVN27,JVN46,657,0,82,979.7041015625
overlap,JVN28,JVN30,545,1,65,699.978515625
overlap,JVN28,JVN31,548,15,94,225.45703125
overlap,JVN28,JVN33,552,23,84,359.808471679688
overlap,JVN28,JVN34,442,1,1,993.620727539063
overlap,JVN28,JVN35,545,1,68,899.416381835938
overlap,JVN28,JVN36,440,0,1,1005.31707763672
overlap,JVN28,JVN37,545,1,67,804.925903320313
overlap,JVN28,JVN38,241,0,82,77.2552795410156
overlap,JVN28,JVN39,553,23,85,353.816467285156
overlap,JVN28,JVN40,543,0,2,1234.30310058594
overlap,JVN28,JVN41,545,0,5,1214.02294921875
overlap,JVN28,JVN42,545,0,7,1197.43151855469
overlap,JVN28,JVN44,549,15,97,203.79524230957
overlap,JVN28,JVN46,545,1,67,804.925903320313
overlap,JVN30,JVN31,566,9,99,375.876434326172
overlap,JVN30,JVN33,681,11,114,633.313781738281
overlap,JVN30,JVN34,442,1,57,626.728149414063
overlap,JVN30,JVN35,937,0,6,2560.08813476563
overlap,JVN30,JVN36,440,0,57,638.161560058594
overlap,JVN30,JVN37,835,0,4,2108.70825195313
overlap,JVN30,JVN38,241,0,85,47.6156120300293
overlap,JVN30,JVN39,684,11,115,632.396545410156
overlap,JVN30,JVN40,707,2,86,1040.43530273438
overlap,JVN30,JVN41,661,1,78,1007.87353515625
overlap,JVN30,JVN42,863,4,99,1295.67663574219
overlap,JVN30,JVN44,773,13,117,648.194702148438
overlap,JVN30,JVN46,1009,0,5,2546.68798828125
overlap,JVN31,JVN33,562,0,0,1294.66516113281
overlap,JVN31,JVN34,452,18,69,305.394287109375
overlap,JVN31,JVN35,566,9,100,579.50341796875
overlap,JVN31,JVN36,448,15,70,326.794982910156
overlap,JVN31,JVN37,566,9,99,490.5361328125
overlap,JVN31,JVN38,246,10,70,107.402717590332
overlap,JVN31,JVN39,562,0,0,1294.66516113281
overlap,JVN31,JVN40,573,23,96,308.637512207031
overlap,JVN31,JVN41,574,25,94,294.925109863281
overlap,JVN31,JVN42,573,23,95,296.933166503906
overlap,JVN31,JVN44,564,2,13,983.290771484375
overlap,JVN31,JVN46,566,9,99,490.5361328125
overlap,JVN33,JVN34,452,18,69,305.394287109375
overlap,JVN33,JVN35,681,11,114,752.350341796875
overlap,JVN33,JVN36,448,15,70,326.794982910156
overlap,JVN33,JVN37,681,11,113,761.230651855469
overlap,JVN33,JVN38,246,10,70,107.402717590332
overlap,JVN33,JVN39,675,0,0,1554.98449707031
overlap,JVN33,JVN40,690,30,109,534.733581542969
overlap,JVN33,JVN41,669,25,107,405.931091308594
overlap,JVN33,JVN42,668,23,108,542.850280761719
overlap,JVN33,JVN44,677,2,15,1402.54663085938
overlap,JVN33,JVN46,681,11,113,761.230651855469
overlap,JVN34,JVN35,442,1,59,692.059265136719
overlap,JVN34,JVN36,440,1,0,997.30908203125
overlap,JVN34,JVN37,442,1,59,692.059265136719
overlap,JVN34,JVN38,241,1,82,59.5730972290039
overlap,JVN34,JVN39,452,18,69,305.394287109375
overlap,JVN34,JVN40,442,1,1,1109.29992675781
overlap,JVN34,JVN41,442,1,3,977.029541015625
overlap,JVN34,JVN42,442,1,3,1092.06555175781
overlap,JVN34,JVN44,452,18,72,280.507019042969
overlap,JVN34,JVN46,442,1,59,692.059265136719
overlap,JVN35,JVN36,440,0,59,703.270141601563
overlap,JVN35,JVN37,835,0,1,2320.0048828125
overlap,JVN35,JVN38,241,0,87,27.8558197021484
overlap,JVN35,JVN39,684,11,115,751.837524414063
overlap,JVN35,JVN40,703,2,89,1252.072265625
overlap,JVN35,JVN41,661,1,79,1125.26843261719
overlap,JVN35,JVN42,863,4,103,1567.7431640625
overlap,JVN35,JVN44,708,13,114,794.078735351563
overlap,JVN35,JVN46,937,0,1,2604.4892578125
overlap,JVN36,JVN37,440,0,59,703.270141601563
overlap,JVN36,JVN38,241,0,82,77.2552795410156
overlap,JVN36,JVN39,448,15,70,326.794982910156
overlap,JVN36,JVN40,440,0,1,1120.73327636719
overlap,JVN36,JVN41,440,0,3,988.725891113281
overlap,JVN36,JVN42,440,0,3,1103.49890136719
overlap,JVN36,JVN44,448,15,74,293.611999511719
overlap,JVN36,JVN46,440,0,59,703.270141601563
overlap,JVN37,JVN38,241,0,87,27.8558197021484
overlap,JVN37,JVN39,684,11,114,760.717834472656
overlap,JVN37,JVN40,703,2,88,1145.69885253906
overlap,JVN37,JVN41,661,1,80,1116.38842773438
overlap,JVN37,JVN42,793,4,97,1283.21301269531
overlap,JVN37,JVN44,708,13,113,678.099975585938
overlap,JVN37,JVN46,835,0,0,2143.17749023438
overlap,JVN38,JVN39,246,10,70,107.402717590332
overlap,JVN38,JVN40,241,0,82,77.2552795410156
overlap,JVN38,JVN41,241,0,82,77.2552795410156
overlap,JVN38,JVN42,241,0,82,77.2552795410156
overlap,JVN38,JVN44,246,10,74,67.8833465576172
overlap,JVN38,JVN46,241,0,87,27.8558197021484
overlap,JVN39,JVN40,693,30,110,533.816284179688
overlap,JVN39,JVN41,670,25,108,399.939086914063
overlap,JVN39,JVN42,669,23,109,536.799621582031
overlap,JVN39,JVN44,680,2,15,1409.45776367188
overlap,JVN39,JVN46,684,11,114,760.717834472656
overlap,JVN40,JVN41,659,0,4,1656.97814941406
overlap,JVN40,JVN42,659,0,6,1639.74353027344
overlap,JVN40,JVN44,720,30,116,397.239288330078
overlap,JVN40,JVN46,707,2,88,1156.85510253906
overlap,JVN41,JVN42,661,0,4,1662.11096191406
overlap,JVN41,JVN44,672,27,107,380.234832763672
overlap,JVN41,JVN46,661,1,80,1116.38842773438
overlap,JVN42,JVN44,671,25,108,382.242828369141
overlap,JVN42,JVN46,863,4,102,1434.04614257813
overlap,JVN44,JVN46,773,13,117,810.467041015625
global-local,JVN1,JVN2,654,121,3,334.197448730469
global-local,JVN1,JVN3,525,0,0,179.427856445313
global-local,JVN1,JVN4,777,255,1,279.199157714844
global-local,JVN1,JVN5,746,15,142,198.002014160156
global-local,JVN1,JVN6,523,0,0,156.820068359375
global-local,JVN1,JVN7,529,0,10,121.684204101563
global-local,JVN1,JVN8,525,0,4,146.24462890625
global-local,JVN1,JVN9,524,0,0,163.1240234375
global-local,JVN1,JVN10,527,0,6,384.573120117188
global-local,JVN1,JVN11,654,121,2,342.814758300781
global-local,JVN1,JVN12,780,251,12,354.869903564453
global-local,JVN1,JVN13,525,0,2,162.836181640625
global-local,JVN1,JVN14,782,19,90,1056.83288574219
global-local,JVN1,JVN15,654,121,2,203.265563964844
global-local,JVN1,JVN16,526,0,4,289.613525390625
global-local,JVN1,JVN17,733,0,11,1748.71813964844
global-local,JVN1,JVN18,543,0,11,340.925903320313
global-local,JVN1,JVN19,719,0,7,1344.27722167969
global-local,JVN1,JVN20,724,184,66,-59.9797821044922
global-local,JVN1,JVN21,526,0,12,334.502807617188
global-local,JVN1,JVN22,780,249,3,331.063934326172
global-local,JVN1,JVN23,757,215,65,-150.972900390625
global-local,JVN1,JVN24,780,249,3,192.362655639648
global-local,JVN1,JVN25,780,71,14,1559.14038085938
global-local,JVN1,JVN26,723,0,21,1253.35046386719
global-local,JVN1,JVN27,529,0,8,138.276000976563
global-local,JVN1,JVN28,654,121,2,203.265563964844
global-local,JVN1,JVN30,782,15,89,1091.71655273438
global-local,JVN1,JVN31,788,268,81,-636.037475585938
global-local,JVN1,JVN33,788,268,81,-525.318969726563
global-local,JVN1,JVN34,780,341,2,-274.4501953125
global-local,JVN1,JVN35,782,19,93,1176.22058105469
global-local,JVN1,JVN36,780,340,2,-257.8837890625
global-local,JVN1,JVN37,665,4,84,438.735656738281
global-local,JVN1,JVN38,585,344,82,-2098.74267578125
global-local,JVN1,JVN39,743,221,82,-520.802978515625
global-local,JVN1,JVN40,780,249,3,331.063934326172
global-local,JVN1,JVN41,654,121,5,316.963073730469
global-local,JVN1,JVN42,733,0,5,1640.29284667969
global-local,JVN1,JVN44,743,221,85,-656.613037109375
global-local,JVN1,JVN46,769,4,93,1044.11437988281
global-local,JVN2,JVN3,734,0,8,1308.53332519531
global-local,JVN2,JVN4,800,278,4,141.351623535156
global-local,JVN2,JVN5,813,158,115,-147.095199584961
global-local,JVN2,JVN6,523,0,3,19.9322776794434
global-local,JVN2,JVN7,659,5,15,746.166564941406
global-local,JVN2,JVN8,527,0,3,45.1465530395508
global-local,JVN2,JVN9,524,0,3,26.2358627319336
global-local,JVN2,JVN10,527,0,6,166.950057983398
global-local,JVN2,JVN11,782,0,5,1850.0615234375
global-local,JVN2,JVN12,659,5,15,913.368469238281
global-local,JVN2,JVN13,527,0,1,61.7380752563477
global-local,JVN2,JVN14,809,30,94,1039.43310546875
global-local,JVN2,JVN15,533,0,1,109.56031036377
global-local,JVN2,JVN16,735,0,8,1314.83703613281
global-local,JVN2,JVN17,660,0,1,1083.41064453125
global-local,JVN2,JVN18,534,0,10,41.2027091979981
global-local,JVN2,JVN19,534,0,1,115.863929748535
global-local,JVN2,JVN20,770,2,87,1027.52075195313
global-local,JVN2,JVN21,801,104,20,1152.64611816406
global-local,JVN2,JVN22,702,0,5,1314.73693847656
global-local,JVN2,JVN23,809,37,88,1035.17028808594
global-local,JVN2,JVN24,783,0,2,1667.1923828125
global-local,JVN2,JVN25,533,0,11,163.26399230957
global-local,JVN2,JVN26,808,106,18,1023.85412597656
global-local,JVN2,JVN27,661,5,13,775.365051269531
global-local,JVN2,JVN28,545,0,1,185.203826904297
global-local,JVN2,JVN30,809,23,96,1068.16430664063
global-local,JVN2,JVN31,818,266,84,-629.219543457031
global-local,JVN2,JVN33,820,158,110,-129.490219116211
global-local,JVN2,JVN34,442,1,1,-490.37841796875
global-local,JVN2,JVN35,809,106,84,760.797485351563
global-local,JVN2,JVN36,440,0,1,-486.681945800781
global-local,JVN2,JVN37,809,106,85,751.917175292969
global-local,JVN2,JVN38,241,0,82,-2210.75732421875
global-local,JVN2,JVN39,694,29,113,-125.466186523438
global-local,JVN2,JVN40,706,0,5,1341.00317382813
global-local,JVN2,JVN41,661,0,6,874.95263671875
global-local,JVN2,JVN42,661,0,10,1012.42236328125
global-local,JVN2,JVN44,783,31,122,320.292785644531
global-local,JVN2,JVN46,809,37,90,1165.96411132813
global-local,JVN3,JVN4,522,0,1,336.220825195313
global-local,JVN3,JVN5,739,89,115,-54.1805648803711
global-local,JVN3,JVN6,522,0,0,176.474548339844
global-local,JVN3,JVN7,651,0,10,869.309997558594
global-local,JVN3,JVN8,527,0,4,174.859161376953
global-local,JVN3,JVN9,524,0,0,188.438049316406
global-local,JVN3,JVN10,519,0,5,419.036254882812
global-local,JVN3,JVN11,734,0,4,1657.72033691406
global-local,JVN3,JVN12,651,0,12,1225.51550292969
global-local,JVN3,JVN13,527,0,2,190.621246337891
global-local,JVN3,JVN14,735,1,85,971.757690429687
global-local,JVN3,JVN15,525,0,2,178.657745361328
global-local,JVN3,JVN16,734,0,4,1657.72021484375
global-local,JVN3,JVN17,652,0,8,1266.55053710938
global-local,JVN3,JVN18,734,208,8,303.365814208984
global-local,JVN3,JVN19,526,0,2,184.639495849609
global-local,JVN3,JVN20,735,1,84,1146.10266113281
global-local,JVN3,JVN21,696,0,17,1477.923828125
global-local,JVN3,JVN22,696,0,4,1408.17712402344
global-local,JVN3,JVN23,735,1,83,988.348999023438
global-local,JVN3,JVN24,734,0,7,1399.44995117188
global-local,JVN3,JVN25,525,0,8,432.584381103516
global-local,JVN3,JVN26,696,0,14,1106.96728515625
global-local,JVN3,JVN27,653,0,8,897.035583496094
global-local,JVN3,JVN28,537,0,4,234.676666259766
global-local,JVN3,JVN30,735,1,84,980.053649902344
global-local,JVN3,JVN31,743,199,86,-505.697265625
global-local,JVN3,JVN33,684,24,112,137.311141967773
global-local,JVN3,JVN34,527,86,2,-202.672653198242
global-local,JVN3,JVN35,697,1,86,1001.51599121094
global-local,JVN3,JVN36,525,85,2,-198.976425170898
global-local,JVN3,JVN37,697,1,85,877.953247070313
global-local,JVN3,JVN38,734,493,82,-1914.75720214844
global-local,JVN3,JVN39,686,24,112,149.918350219727
global-local,JVN3,JVN40,700,0,4,1433.39208984375
global-local,JVN3,JVN41,653,0,5,1128.8193359375
global-local,JVN3,JVN42,653,0,3,1145.41101074219
global-local,JVN3,JVN44,749,28,119,268.999755859375
global-local,JVN3,JVN46,735,1,85,1137.48547363281
global-local,JVN4,JVN5,524,3,97,353.535217285156
global-local,JVN4,JVN6,522,0,1,1194.22094726563
global-local,JVN4,JVN7,522,0,11,1111.26245117188
global-local,JVN4,JVN8,522,0,5,1161.03771972656
global-local,JVN4,JVN9,522,0,1,1194.22094726563
global-local,JVN4,JVN10,519,0,6,1372.26049804688
global-local,JVN4,JVN11,522,0,3,1177.62927246094
global-local,JVN4,JVN12,522,0,13,1340.46618652344
global-local,JVN4,JVN13,522,0,3,1177.62927246094
global-local,JVN4,JVN14,522,0,65,779.692932128906
global-local,JVN4,JVN15,522,0,3,1177.62927246094
global-local,JVN4,JVN16,522,0,5,1296.72973632813
global-local,JVN4,JVN17,522,0,5,1411.50744628906
global-local,JVN4,JVN18,522,0,9,1262.26098632813
global-local,JVN4,JVN19,522,0,3,1177.62927246094
global-local,JVN4,JVN20,522,0,64,887.576721191406
global-local,JVN4,JVN21,522,0,13,1227.79248046875
global-local,JVN4,JVN22,522,0,3,1177.62927246094
global-local,JVN4,JVN23,522,0,63,796.927673339844
global-local,JVN4,JVN24,522,0,3,1177.62927246094
global-local,JVN4,JVN25,522,0,9,1375.98693847656
global-local,JVN4,JVN26,522,0,13,1094.67077636719
global-local,JVN4,JVN27,522,0,9,1127.85424804688
global-local,JVN4,JVN28,522,0,3,1177.62927246094
global-local,JVN4,JVN30,522,0,63,796.927673339844
global-local,JVN4,JVN31,531,17,86,352.661987304688
global-local,JVN4,JVN33,531,17,86,460.193756103516
global-local,JVN4,JVN34,522,86,3,729.232482910156
global-local,JVN4,JVN35,522,0,66,955.704833984375
global-local,JVN4,JVN36,522,85,3,745.799133300781
global-local,JVN4,JVN37,522,0,65,878.696411132813
global-local,JVN4,JVN38,330,89,82,-1066.74267578125
global-local,JVN4,JVN39,531,17,86,460.193756103516
global-local,JVN4,JVN40,522,0,3,1177.62927246094
global-local,JVN4,JVN41,522,0,6,1288.11242675781
global-local,JVN4,JVN42,522,0,4,1305.34704589844
