AlignmentType,ExpID1,ExpID2,ConsensusLength,BasePairGap,BasePairMismatch,AlignmentScore
local,JVN7,JVN17,654,0,16,1540.73754882813
local,JVN7,JVN18,530,0,16,1088.21301269531
local,JVN7,JVN19,529,0,10,969.536010742187
local,JVN7,JVN20,653,0,76,1021.14147949219
local,JVN7,JVN21,652,0,9,1595.92517089844
local,JVN7,JVN22,654,0,11,1415.35278320313
local,JVN7,JVN23,653,0,75,882.118896484375
local,JVN7,JVN24,654,0,14,1185.73583984375
local,JVN7,JVN25,529,0,12,1254.3759765625
local,JVN7,JVN26,655,0,12,1203.48022460938
local,JVN7,JVN27,655,0,2,1282.29309082031
local,JVN7,JVN28,540,0,12,975.5732421875
local,JVN7,JVN30,653,0,75,882.118896484375
local,JVN7,JVN31,504,15,72,311.642120361328
local,JVN7,JVN33,639,21,96,473.287902832031
local,JVN7,JVN34,435,0,10,919.13818359375
local,JVN7,JVN35,653,0,78,1128.62548828125
local,JVN7,JVN36,440,0,10,930.656433105469
local,JVN7,JVN37,653,0,77,1012.52410888672
local,JVN7,JVN38,95,0,23,122.569976806641
local,JVN7,JVN39,639,21,96,473.287902832031
local,JVN7,JVN40,654,0,11,1415.35278320313
local,JVN7,JVN41,654,0,9,1431.94445800781
local,JVN7,JVN42,655,0,7,1450.83972167969
local,JVN7,JVN44,627,25,91,295.840637207031
local,JVN7,JVN46,653,0,77,1012.52410888672
local,JVN8,JVN9,524,0,4,1006.91351318359
local,JVN8,JVN10,519,0,3,1306.26391601563
local,JVN8,JVN11,527,0,2,1197.44372558594
local,JVN8,JVN12,527,0,10,1266.47692871094
local,JVN8,JVN13,527,0,2,1028.62097167969
local,JVN8,JVN14,527,0,64,683.112731933594
local,JVN8,JVN15,525,0,2,1024.65734863281
local,JVN8,JVN16,527,0,2,1197.44372558594
local,JVN8,JVN17,527,0,4,1318.18005371094
local,JVN8,JVN18,526,0,10,1128.77319335938
local,JVN8,JVN19,526,0,2,1026.63916015625
local,JVN8,JVN20,527,0,63,809.761108398438
local,JVN8,JVN21,527,0,8,1283.71166992188
local,JVN8,JVN22,527,0,2,1197.44372558594
local,JVN8,JVN23,527,0,62,699.703430175781
local,JVN8,JVN24,527,0,2,1028.62097167969
local,JVN8,JVN25,525,0,6,1295.81225585938
local,JVN8,JVN26,527,0,12,949.810485839844
local,JVN8,JVN27,527,0,6,997.0966796875
local,JVN8,JVN28,527,0,2,1028.62097167969
local,JVN8,JVN30,527,0,62,699.703430175781
local,JVN8,JVN31,504,15,75,287.998870849609
local,JVN8,JVN33,504,15,75,414.32275390625
local,JVN8,JVN34,435,0,3,977.207641601563
local,JVN8,JVN35,527,0,65,892.642028808594
local,JVN8,JVN36,440,0,3,988.725891113281
local,JVN8,JVN37,527,0,64,801.143737792969
local,JVN8,JVN38,96,0,23,126.252159118652
local,JVN8,JVN39,504,15,75,414.32275390625
local,JVN8,JVN40,527,0,2,1197.44372558594
local,JVN8,JVN41,527,0,1,1205.73950195313
local,JVN8,JVN42,527,0,1,1205.73950195313
local,JVN8,JVN44,504,15,78,264.355682373047
local,JVN8,JVN46,527,0,64,801.143737792969
local,JVN9,JVN10,519,0,5,1289.02966308594
local,JVN9,JVN11,524,0,2,1190.53247070313
local,JVN9,JVN12,524,0,12,1241.54272460938
local,JVN9,JVN13,524,0,2,1022.67559814453
local,JVN9,JVN14,524,0,64,676.20166015625
local,JVN9,JVN15,524,0,2,1022.67559814453
local,JVN9,JVN16,524,0,4,1173.94079589844
local,JVN9,JVN17,524,0,4,1310.47998046875
local,JVN9,JVN18,524,0,8,1140.75744628906
local,JVN9,JVN19,524,0,2,1022.67559814453
local,JVN9,JVN20,524,0,63,802.061096191406
local,JVN9,JVN21,524,0,12,1241.54284667969
local,JVN9,JVN22,524,0,2,1190.53247070313
local,JVN9,JVN23,524,0,62,692.792358398438
local,JVN9,JVN24,524,0,2,1022.67559814453
local,JVN9,JVN25,524,0,8,1276.01135253906
local,JVN9,JVN26,524,0,12,943.865234375
local,JVN9,JVN27,524,0,8,975.389343261719
local,JVN9,JVN28,524,0,2,1022.67559814453
local,JVN9,JVN30,524,0,62,692.792358398438
local,JVN9,JVN31,504,15,75,287.998809814453
local,JVN9,JVN33,504,15,75,414.322784423828
local,JVN9,JVN34,432,0,2,978.592224121094
local,JVN9,JVN35,524,0,65,884.274658203125
local,JVN9,JVN36,439,0,2,994.7177734375
local,JVN9,JVN37,524,0,64,793.443603515625
local,JVN9,JVN38,96,0,23,126.252159118652
local,JVN9,JVN39,504,15,75,414.322784423828
local,JVN9,JVN40,524,0,2,1190.53247070313
local,JVN9,JVN41,524,0,5,1165.64501953125
local,JVN9,JVN42,524,0,3,1182.23669433594
local,JVN9,JVN44,504,15,78,264.355651855469
local,JVN9,JVN46,524,0,64,793.443603515625
local,JVN10,JVN11,522,0,5,1411.50744628906
local,JVN10,JVN12,523,0,7,1282.06225585938
local,JVN10,JVN13,519,0,5,1289.02954101563
local,JVN10,JVN14,507,0,62,863.500610351563
local,JVN10,JVN15,522,0,5,1296.7294921875
local,JVN10,JVN16,520,0,1,1326.06518554688
local,JVN10,JVN17,522,0,3,1313.96411132813
local,JVN10,JVN18,523,0,10,1256.21044921875
local,JVN10,JVN19,522,0,5,1296.7294921875
local,JVN10,JVN20,507,0,59,890.141540527344
local,JVN10,JVN21,520,0,10,1361.52856445313
local,JVN10,JVN22,522,0,5,1411.50744628906
local,JVN10,JVN23,507,0,60,881.26123046875
local,JVN10,JVN24,522,0,5,1296.7294921875
local,JVN10,JVN25,525,0,3,1321.66418457031
local,JVN10,JVN26,523,0,15,1213.12463378906
local,JVN10,JVN27,523,0,7,1282.06201171875
local,JVN10,JVN28,522,0,5,1296.7294921875
local,JVN10,JVN30,507,0,60,881.26123046875
local,JVN10,JVN31,504,15,77,501.582427978516
local,JVN10,JVN33,504,15,77,501.582427978516
local,JVN10,JVN34,434,1,3,1071.53234863281
local,JVN10,JVN35,507,0,61,956.491455078125
local,JVN10,JVN36,434,0,3,1088.09899902344
local,JVN10,JVN37,507,0,62,947.388916015625
local,JVN10,JVN38,96,0,23,126.252159118652
local,JVN10,JVN39,504,15,77,501.582427978516
local,JVN10,JVN40,522,0,5,1411.50744628906
local,JVN10,JVN41,522,0,2,1322.58117675781
local,JVN10,JVN42,527,0,2,1452.09338378906
local,JVN10,JVN44,504,15,80,475.730163574219
local,JVN10,JVN46,507,0,62,947.388916015625
local,JVN11,JVN12,654,0,13,1708.62194824219
local,JVN11,JVN13,527,0,0,1214.03527832031
local,JVN11,JVN14,765,1,90,1171.39916992188
local,JVN11,JVN15,533,0,0,1227.85754394531
local,JVN11,JVN16,735,0,6,1834.80895996094
local,JVN11,JVN17,660,0,6,1787.51794433594
local,JVN11,JVN18,529,0,8,1288.84484863281
local,JVN11,JVN19,534,0,0,1230.16125488281
local,JVN11,JVN20,764,1,89,1323.73986816406
local,JVN11,JVN21,697,0,17,1642.48669433594
local,JVN11,JVN22,702,0,0,1617.18469238281
local,JVN11,JVN23,765,1,88,1188.63354492188
local,JVN11,JVN24,780,0,5,1755.39489746094
local,JVN11,JVN25,528,0,8,1401.60144042969
local,JVN11,JVN26,699,0,14,1494.13244628906
local,JVN11,JVN27,656,0,9,1436.5517578125
local,JVN11,JVN28,545,0,2,1238.91052246094
local,JVN11,JVN30,765,1,88,1188.63354492188
local,JVN11,JVN31,504,15,74,422.618469238281
local,JVN11,JVN33,642,25,96,586.390869140625
local,JVN11,JVN34,442,1,1,1109.29992675781
local,JVN11,JVN35,699,1,87,1275.33227539063
local,JVN11,JVN36,440,0,1,1120.73327636719
local,JVN11,JVN37,699,1,86,1169.09216308594
local,JVN11,JVN38,96,0,23,126.252159118652
local,JVN11,JVN39,642,25,96,586.390869140625
local,JVN11,JVN40,706,0,0,1626.39953613281
local,JVN11,JVN41,661,0,4,1662.11145019531
local,JVN11,JVN42,656,0,4,1649.27819824219
local,JVN11,JVN44,752,26,115,524.467529296875
local,JVN11,JVN46,765,1,90,1317.64880371094
local,JVN12,JVN13,527,0,12,1249.24255371094
local,JVN12,JVN14,653,0,79,1119.74536132813
local,JVN12,JVN15,528,0,12,1251.80920410156
local,JVN12,JVN16,652,0,8,1604.5419921875
local,JVN12,JVN17,654,0,14,1557.97216796875
local,JVN12,JVN18,530,0,16,1222.47412109375
local,JVN12,JVN19,529,0,12,1254.37585449219
local,JVN12,JVN20,653,0,76,1146.38562011719
local,JVN12,JVN21,652,0,11,1720.80419921875
local,JVN12,JVN22,654,0,13,1708.62194824219
local,JVN12,JVN23,653,0,77,1137.50561523438
local,JVN12,JVN24,654,0,16,1540.73754882813
local,JVN12,JVN25,529,0,10,1271.61059570313
local,JVN12,JVN26,655,0,14,1560.53894042969
local,JVN12,JVN27,655,0,4,1646.71105957031
local,JVN12,JVN28,540,0,14,1265.37463378906
local,JVN12,JVN30,653,0,77,1137.50561523438
local,JVN12,JVN31,504,15,74,527.434692382813
local,JVN12,JVN33,639,21,98,587.722717285156
local,JVN12,JVN34,442,1,10,1031.74560546875
local,JVN12,JVN35,653,0,78,1237.07861328125
local,JVN12,JVN36,440,0,10,1043.1787109375
local,JVN12,JVN37,653,0,79,1227.97607421875
local,JVN12,JVN38,95,0,23,122.569976806641
local,JVN12,JVN39,639,21,98,587.722717285156
local,JVN12,JVN40,654,0,13,1708.62194824219
local,JVN12,JVN41,654,0,9,1601.05798339844
local,JVN12,JVN42,655,0,9,1746.93176269531
local,JVN12,JVN44,641,23,97,568.340148925781
local,JVN12,JVN46,653,0,79,1227.97607421875
local,JVN13,JVN14,527,0,64,683.112731933594
local,JVN13,JVN15,525,0,0,1040.419921875
local,JVN13,JVN16,527,0,4,1180.85205078125
local,JVN13,JVN17,527,0,2,1335.41442871094
local,JVN13,JVN18,526,0,8,1145.36474609375
local,JVN13,JVN19,526,0,0,1042.40173339844
local,JVN13,JVN20,527,0,63,809.761108398438
local,JVN13,JVN21,527,0,10,1266.47729492188
local,JVN13,JVN22,527,0,0,1214.03527832031
local,JVN13,JVN23,527,0,62,699.703430175781
local,JVN13,JVN24,527,0,0,1044.38354492188
local,JVN13,JVN25,525,0,8,1278.57788085938
local,JVN13,JVN26,527,0,10,965.572570800781
local,JVN13,JVN27,527,0,8,981.334594726563
local,JVN13,JVN28,527,0,0,1044.38354492188
local,JVN13,JVN30,527,0,62,699.703430175781
local,JVN13,JVN31,504,15,74,295.879852294922
local,JVN13,JVN33,504,15,74,422.618469238281
local,JVN13,JVN34,435,0,1,993.798828125
local,JVN13,JVN35,527,0,65,892.642028808594
local,JVN13,JVN36,440,0,1,1005.31707763672
local,JVN13,JVN37,527,0,64,801.143737792969
local,JVN13,JVN38,96,0,23,126.252159118652
local,JVN13,JVN39,504,15,74,422.618469238281
local,JVN13,JVN40,527,0,0,1214.03527832031
local,JVN13,JVN41,527,0,3,1189.14782714844
local,JVN13,JVN42,527,0,3,1189.14794921875
local,JVN13,JVN44,504,15,77,272.236694335938
local,JVN13,JVN46,527,0,64,801.143737792969
local,JVN14,JVN15,527,0,64,683.112731933594
local,JVN14,JVN16,736,1,87,1122.81787109375
local,JVN14,JVN17,859,0,101,1498.92602539063
local,JVN14,JVN18,528,0,64,803.71044921875
local,JVN14,JVN19,719,4,84,894.285827636719
local,JVN14,JVN20,777,0,3,1968.45971679688
local,JVN14,JVN21,699,3,86,1145.51440429688
local,JVN14,JVN22,699,1,86,1036.46936035156
local,JVN14,JVN23,784,0,2,1789.49743652344
local,JVN14,JVN24,765,1,87,1024.27563476563
local,JVN14,JVN25,711,4,86,1152.19458007813
local,JVN14,JVN26,890,5,99,1147.4736328125
local,JVN14,JVN27,654,0,79,851.239929199219
local,JVN14,JVN28,539,0,64,710.756042480469
local,JVN14,JVN30,1013,0,3,2308.75146484375
local,JVN14,JVN31,495,1,79,468.658538818359
local,JVN14,JVN33,653,7,108,659.417053222656
local,JVN14,JVN34,442,1,59,609.493408203125
local,JVN14,JVN35,937,0,3,2586.72900390625
local,JVN14,JVN36,440,0,59,620.926635742188
local,JVN14,JVN37,835,0,1,2134.56005859375
local,JVN14,JVN38,62,0,12,109.736671447754
local,JVN14,JVN39,655,7,108,664.55078125
local,JVN14,JVN40,703,1,86,1046.73596191406
local,JVN14,JVN41,654,0,76,1023.70825195313
local,JVN14,JVN42,861,4,99,1290.54382324219
local,JVN14,JVN44,744,9,111,676.377380371094
local,JVN14,JVN46,1007,0,2,2567.40649414063
local,JVN15,JVN16,526,0,4,1178.54833984375
local,JVN15,JVN17,533,0,2,1350.81433105469
local,JVN15,JVN18,528,0,8,1149.97216796875
local,JVN15,JVN19,533,0,0,1056.2744140625
local,JVN15,JVN20,527,0,63,809.76123046875
local,JVN15,JVN21,526,0,10,1263.91064453125
local,JVN15,JVN22,531,0,0,1223.25012207031
local,JVN15,JVN23,527,0,62,699.703491210938
local,JVN15,JVN24,531,0,0,1052.31079101563
local,JVN15,JVN25,528,0,8,1286.27783203125
local,JVN15,JVN26,528,0,10,967.554321289063
local,JVN15,JVN27,528,0,8,983.316345214844
local,JVN15,JVN28,533,0,0,1056.2744140625
local,JVN15,JVN30,527,0,62,699.703491210938
local,JVN15,JVN31,504,15,74,295.879852294922
local,JVN15,JVN33,504,15,74,422.618469238281
local,JVN15,JVN34,433,0,1,989.191528320313
local,JVN15,JVN35,527,0,65,892.642028808594
local,JVN15,JVN36,440,0,1,1005.31707763672
local,JVN15,JVN37,527,0,64,801.143676757813
local,JVN15,JVN38,96,0,23,126.252159118652
local,JVN15,JVN39,504,15,74,422.618469238281
local,JVN15,JVN40,531,0,0,1223.25012207031
local,JVN15,JVN41,533,0,3,1202.97009277344
local,JVN15,JVN42,528,0,3,1191.45166015625
local,JVN15,JVN44,504,15,77,272.236694335938
local,JVN15,JVN46,527,0,64,801.143676757813
local,JVN16,JVN17,653,0,8,1607.10925292969
local,JVN16,JVN18,527,0,10,1131.07702636719
local,JVN16,JVN19,527,0,4,1180.85205078125
local,JVN16,JVN20,736,1,84,1148.66931152344
local,JVN16,JVN21,697,0,15,1659.720703125
local,JVN16,JVN22,697,0,6,1737.2763671875
local,JVN16,JVN23,736,1,85,1140.05212402344
local,JVN16,JVN24,735,0,9,1618.544921875
local,JVN16,JVN25,526,0,4,1315.61352539063
local,JVN16,JVN26,697,0,16,1472.93334960938
local,JVN16,JVN27,654,0,6,1456.83178710938
local,JVN16,JVN28,538,0,6,1189.60119628906
local,JVN16,JVN30,736,1,86,1131.43493652344
local,JVN16,JVN31,504,15,76,406.027069091797
local,JVN16,JVN33,640,21,100,442.408843994141
local,JVN16,JVN34,435,0,3,977.207641601563
local,JVN16,JVN35,698,1,86,1166.30297851563
local,JVN16,JVN36,440,0,3,988.725891113281
local,JVN16,JVN37,698,1,87,1157.4228515625
local,JVN16,JVN38,96,0,23,126.252159118652
local,JVN16,JVN39,640,21,100,442.408843994141
local,JVN16,JVN40,701,0,6,1747.54296875
local,JVN16,JVN41,654,0,1,1498.31079101563
local,JVN16,JVN42,654,0,1,1669.99633789063
local,JVN16,JVN44,723,24,112,485.155334472656
local,JVN16,JVN46,736,1,87,1263.40625
local,JVN17,JVN18,544,0,12,1292.87536621094
local,JVN17,JVN19,720,0,4,1813.54333496094
local,JVN17,JVN20,654,0,70,1202.45556640625
local,JVN17,JVN21,653,0,17,1670.31237792969
local,JVN17,JVN22,658,0,6,1781.93981933594
local,JVN17,JVN23,654,0,71,1193.57543945313
local,JVN17,JVN24,658,0,2,1671.64562988281
local,JVN17,JVN25,709,0,14,1699.1376953125
local,JVN17,JVN26,850,0,22,1992.09729003906
local,JVN17,JVN27,655,0,14,1560.53881835938
local,JVN17,JVN28,545,0,2,1381.61413574219
local,JVN17,JVN30,859,0,99,1516.68627929688
local,JVN17,JVN31,504,15,76,510.199768066406
local,JVN17,JVN33,639,19,102,586.386474609375
local,JVN17,JVN34,442,1,1,1109.29992675781
local,JVN17,JVN35,859,0,101,1641.94604492188
local,JVN17,JVN36,440,0,1,1120.73327636719
local,JVN17,JVN37,790,0,98,1463.51708984375
local,JVN17,JVN38,96,0,23,126.252159118652
local,JVN17,JVN39,639,19,102,586.386474609375
local,JVN17,JVN40,658,0,6,1781.93981933594
local,JVN17,JVN41,660,0,7,1633.69311523438
local,JVN17,JVN42,860,0,16,2256.5283203125
local,JVN17,JVN44,641,21,100,575.621276855469
local,JVN17,JVN46,859,0,102,1632.84350585938
local,JVN18,JVN19,544,0,11,1161.94421386719
local,JVN18,JVN20,528,0,61,829.562561035156
local,JVN18,JVN21,527,0,11,1257.85998535156
local,JVN18,JVN22,529,0,8,1288.84484863281
local,JVN18,JVN23,528,0,62,820.945190429688
local,JVN18,JVN24,529,0,8,1152.27587890625
local,JVN18,JVN25,543,0,18,1238.60546875
local,JVN18,JVN26,544,0,11,1161.94421386719
local,JVN18,JVN27,530,0,14,1104.8046875
local,JVN18,JVN28,529,0,8,1152.27587890625
local,JVN18,JVN30,528,0,62,820.945190429688
local,JVN18,JVN31,504,15,73,430.914154052734
local,JVN18,JVN33,504,15,73,430.914154052734
local,JVN18,JVN34,434,0,8,933.42578125
local,JVN18,JVN35,528,0,63,913.19189453125
local,JVN18,JVN36,440,0,8,947.247680664062
local,JVN18,JVN37,528,0,64,904.311584472656
local,JVN18,JVN38,96,0,23,126.252159118652
local,JVN18,JVN39,504,15,73,430.914154052734
local,JVN18,JVN40,529,0,8,1288.84484863281
local,JVN18,JVN41,529,0,9,1143.98022460938
local,JVN18,JVN42,544,0,15,1267.02368164063
local,JVN18,JVN44,504,15,76,406.027160644531
local,JVN18,JVN46,528,0,64,904.311584472656
local,JVN19,JVN20,528,0,63,812.327941894531
local,JVN19,JVN21,527,0,10,1266.47729492188
local,JVN19,JVN22,532,0,0,1225.55383300781
local,JVN19,JVN23,528,0,62,702.007080078125
local,JVN19,JVN24,532,0,0,1054.29260253906
local,JVN19,JVN25,709,0,18,1664.66845703125
local,JVN19,JVN26,720,0,18,1285.01013183594
local,JVN19,JVN27,529,0,8,985.298095703125
local,JVN19,JVN28,534,0,0,1058.25622558594
local,JVN19,JVN30,719,4,82,910.876525878906
local,JVN19,JVN31,504,15,74,295.879852294922
local,JVN19,JVN33,504,15,74,422.618469238281
local,JVN19,JVN34,434,0,1,991.495178222656
local,JVN19,JVN35,719,4,86,1174.50720214844
local,JVN19,JVN36,440,0,1,1005.31707763672
local,JVN19,JVN37,666,4,83,927.919738769531
local,JVN19,JVN38,96,0,23,126.252159118652
local,JVN19,JVN39,504,15,74,422.618469238281
local,JVN19,JVN40,532,0,0,1225.55383300781
local,JVN19,JVN41,534,0,3,1205.27380371094
local,JVN19,JVN42,720,0,9,1583.98950195313
local,JVN19,JVN44,504,15,77,272.236694335938
local,JVN19,JVN46,719,4,85,1046.72021484375
local,JVN20,JVN21,699,3,85,1154.39453125
local,JVN20,JVN22,699,1,85,1177.97216796875
local,JVN20,JVN23,777,0,1,1985.6943359375
local,JVN20,JVN24,764,1,86,1203.30114746094
local,JVN20,JVN25,527,0,67,874.881286621094
local,JVN20,JVN26,699,1,82,1070.93811035156
local,JVN20,JVN27,654,0,78,1006.47351074219
local,JVN20,JVN28,539,0,63,840.561828613281
local,JVN20,JVN30,777,0,2,1977.0771484375
local,JVN20,JVN31,495,1,80,564.563781738281
local,JVN20,JVN33,653,7,109,650.799621582031
local,JVN20,JVN34,442,1,57,626.728149414063
local,JVN20,JVN35,712,0,2,1968.06994628906
local,JVN20,JVN36,440,0,57,638.161560058594
local,JVN20,JVN37,712,0,3,1959.18969726563
local,JVN20,JVN38,62,0,12,109.736671447754
local,JVN20,JVN39,655,7,109,655.933166503906
local,JVN20,JVN40,703,1,85,1189.12854003906
local,JVN20,JVN41,654,0,73,1049.5595703125
local,JVN20,JVN42,654,0,75,1158.0546875
local,JVN20,JVN44,744,9,112,825.386108398438
local,JVN20,JVN46,777,0,3,2140.47875976563
local,JVN21,JVN22,697,0,17,1642.48669433594
local,JVN21,JVN23,699,3,84,1163.27465820313
local,JVN21,JVN24,697,0,20,1616.63513183594
local,JVN21,JVN25,526,0,14,1342.74230957031
local,JVN21,JVN26,697,0,9,1711.42492675781
local,JVN21,JVN27,654,0,7,1618.29309082031
local,JVN21,JVN28,538,0,12,1277.47619628906
local,JVN21,JVN30,699,3,85,1154.39453125
local,JVN21,JVN31,504,15,74,527.434631347656
local,JVN21,JVN33,657,22,104,585.652526855469
local,JVN21,JVN34,442,1,11,1023.12854003906
local,JVN21,JVN35,699,3,87,1251.37060546875
local,JVN21,JVN36,440,0,11,1034.5615234375
local,JVN21,JVN37,699,3,86,1260.47314453125
local,JVN21,JVN38,95,0,23,122.569976806641
local,JVN21,JVN39,662,22,105,589.86865234375
local,JVN21,JVN40,697,0,17,1642.48669433594
local,JVN21,JVN41,654,0,10,1592.44104003906
local,JVN21,JVN42,654,0,10,1735.26245117188
local,JVN21,JVN44,686,24,106,589.718872070313
local,JVN21,JVN46,699,3,86,1260.47314453125
local,JVN22,JVN23,699,1,84,1053.70324707031
local,JVN22,JVN24,702,0,4,1584.00158691406
local,JVN22,JVN25,528,0,8,1401.60144042969
local,JVN22,JVN26,699,0,14,1494.13244628906
local,JVN22,JVN27,656,0,9,1436.5517578125
local,JVN22,JVN28,543,0,2,1234.30310058594
local,JVN22,JVN30,699,1,84,1053.70324707031
local,JVN22,JVN31,504,15,74,422.618469238281
local,JVN22,JVN33,642,25,96,586.390869140625
local,JVN22,JVN34,442,1,1,1109.29992675781
local,JVN22,JVN35,699,1,87,1275.33227539063
local,JVN22,JVN36,440,0,1,1120.73327636719
local,JVN22,JVN37,699,1,86,1169.09216308594
local,JVN22,JVN38,96,0,23,126.252159118652
local,JVN22,JVN39,642,25,96,586.390869140625
local,JVN22,JVN40,702,0,0,1617.18469238281
local,JVN22,JVN41,659,0,4,1656.97814941406
local,JVN22,JVN42,656,0,4,1649.27819824219
local,JVN22,JVN44,643,25,97,438.992462158203
local,JVN22,JVN46,699,1,86,1169.09216308594
local,JVN23,JVN24,765,1,85,1040.86743164063
local,JVN23,JVN25,527,0,68,866.0009765625
local,JVN23,JVN26,699,1,81,922.009460449219
local,JVN23,JVN27,654,0,77,867.831237792969
local,JVN23,JVN28,539,0,62,727.347229003906
local,JVN23,JVN30,784,0,1,1797.79321289063
local,JVN23,JVN31,495,1,79,468.658538818359
local,JVN23,JVN33,653,7,108,659.4169921875
local,JVN23,JVN34,442,1,57,626.728149414063
local,JVN23,JVN35,714,0,3,1964.76782226563
local,JVN23,JVN36,440,0,57,638.161560058594
local,JVN23,JVN37,714,0,2,1815.37805175781
local,JVN23,JVN38,62,0,12,109.736671447754
local,JVN23,JVN39,655,7,108,664.550537109375
local,JVN23,JVN40,703,1,84,1063.96997070312
local,JVN23,JVN41,654,0,74,1040.94250488281
local,JVN23,JVN42,654,0,74,1040.9423828125
local,JVN23,JVN44,744,9,111,676.377380371094
local,JVN23,JVN46,784,0,2,1995.04357910156
local,JVN24,JVN25,528,0,8,1286.27783203125
local,JVN24,JVN26,699,0,17,1251.2734375
local,JVN24,JVN27,656,0,12,1205.46203613281
local,JVN24,JVN28,543,0,0,1076.09252929688
local,JVN24,JVN30,765,1,85,1040.86743164063
local,JVN24,JVN31,504,15,74,295.879852294922
local,JVN24,JVN33,639,19,100,472.712677001953
local,JVN24,JVN34,435,0,1,993.798828125
local,JVN24,JVN35,699,1,83,1195.73254394531
local,JVN24,JVN36,440,0,1,1005.31707763672
local,JVN24,JVN37,699,1,82,1070.93798828125
local,JVN24,JVN38,96,0,23,126.252159118652
local,JVN24,JVN39,639,19,100,472.712677001953
local,JVN24,JVN40,706,0,4,1593.21643066406
local,JVN24,JVN41,659,0,7,1460.05432128906
local,JVN24,JVN42,656,0,7,1453.14318847656
local,JVN24,JVN44,748,18,122,353.192291259766
local,JVN24,JVN46,765,1,87,1197.25085449219
local,JVN25,JVN26,709,0,24,1612.96630859375
local,JVN25,JVN27,529,0,10,1271.61022949219
local,JVN25,JVN28,528,0,8,1286.27783203125
local,JVN25,JVN30,711,4,84,1169.95483398438
local,JVN25,JVN31,504,15,79,484.347778320313
local,JVN25,JVN33,504,15,79,484.347778320313
local,JVN25,JVN34,440,1,6,1061.08068847656
local,JVN25,JVN35,711,4,86,1269.27185058594
local,JVN25,JVN36,440,0,6,1077.64733886719
local,JVN25,JVN37,665,4,85,1141.21704101563
local,JVN25,JVN38,96,0,23,126.252159118652
local,JVN25,JVN39,504,15,79,484.347778320313
local,JVN25,JVN40,528,0,8,1401.60144042969
local,JVN25,JVN41,528,0,5,1312.12951660156
local,JVN25,JVN42,709,0,10,1888.66101074219
local,JVN25,JVN44,504,15,82,458.495452880859
local,JVN25,JVN46,711,4,87,1260.16967773438
local,JVN26,JVN27,657,0,10,1223.20642089844
local,JVN26,JVN28,540,0,12,975.573303222656
local,JVN26,JVN30,890,5,98,1155.76977539063
local,JVN26,JVN31,504,15,72,311.641876220703
local,JVN26,JVN33,640,21,96,475.591644287109
local,JVN26,JVN34,435,0,11,910.842468261719
local,JVN26,JVN35,897,5,103,1503.20593261719
local,JVN26,JVN36,440,0,11,922.360717773438
local,JVN26,JVN37,837,5,98,1220.99255371094
local,JVN26,JVN38,95,0,23,122.569976806641
local,JVN26,JVN39,640,21,96,475.591644287109
local,JVN26,JVN40,699,0,14,1494.13244628906
local,JVN26,JVN41,656,0,13,1403.36853027344
local,JVN26,JVN42,851,0,22,1777.93017578125
local,JVN26,JVN44,687,26,104,296.310485839844
local,JVN26,JVN46,897,5,102,1340.52233886719
local,JVN27,JVN28,540,0,10,991.335327148438
local,JVN27,JVN30,654,0,77,867.831237792969
local,JVN27,JVN31,504,15,74,295.880035400391
local,JVN27,JVN33,640,21,98,459.000183105469
local,JVN27,JVN34,435,0,8,935.7294921875
local,JVN27,JVN35,654,0,80,1113.654296875
local,JVN27,JVN36,440,0,8,947.247741699219
local,JVN27,JVN37,654,0,79,997.856140136719
local,JVN27,JVN38,95,0,22,132.449844360352
local,JVN27,JVN39,640,21,98,459.000183105469
local,JVN27,JVN40,656,0,9,1436.5517578125
local,JVN27,JVN41,656,0,7,1453.14343261719
local,JVN27,JVN42,657,0,5,1472.03869628906
local,JVN27,JVN44,643,25,97,280.262481689453
local,JVN27,JVN46,654,0,79,997.856140136719
local,JVN28,JVN30,539,0,62,727.347229003906
local,JVN28,JVN31,504,15,74,295.879852294922
local,JVN28,JVN33,504,15,74,422.618469238281
local,JVN28,JVN34,435,0,1,993.798828125
local,JVN28,JVN35,539,0,65,926.111694335938
local,JVN28,JVN36,440,0,1,1005.31707763672
local,JVN28,JVN37,539,0,64,831.944458007813
local,JVN28,JVN38,96,0,23,126.252159118652
local,JVN28,JVN39,504,15,74,422.618469238281
local,JVN28,JVN40,543,0,2,1234.30310058594
local,JVN28,JVN41,545,0,5,1214.02294921875
local,JVN28,JVN42,540,0,5,1202.50451660156
local,JVN28,JVN44,504,15,77,272.236694335938
local,JVN28,JVN46,539,0,64,831.944458007813
local,JVN30,JVN31,495,1,79,468.658538818359
local,JVN30,JVN33,633,5,105,657.068237304688
local,JVN30,JVN34,442,1,57,626.728149414063
local,JVN30,JVN35,937,0,6,2560.08813476563
local,JVN30,JVN36,440,0,57,638.161560058594
local,JVN30,JVN37,835,0,4,2108.70825195313
local,JVN30,JVN38,62,0,12,109.736671447754
local,JVN30,JVN39,633,5,105,657.068237304688
local,JVN30,JVN40,703,1,84,1063.96997070312
local,JVN30,JVN41,654,0,74,1040.94250488281
local,JVN30,JVN42,861,4,97,1307.77734375
local,JVN30,JVN44,744,9,111,676.377380371094
local,JVN30,JVN46,1009,0,5,2546.68798828125
local,JVN31,JVN33,562,0,0,1294.66516113281
local,JVN31,JVN34,435,15,66,330.029998779297
