Community,HierarchyScore
C1R2,0.943748498266571
C1R4,0.923281454957249
C1R6,0.962313928864412
C1R7,0.921281818145052
C2R6,0.878281104645108
C2R8,0.969904915670479
C4R1,0.878588785834335
C7R1,0.949804298817884
C8R4,0.808122707752617
C10R2,0.99533764475861
C11R1,0.892668888553846
C11R2,0.934295163087995
C11R5,0.911561303949097
