MixtureName,Community,Isolate1Freq,Isolate2Freq,Isolate1,Isolate2,Isolate1FreqPredicted,Isolate2FreqPredicted,RSquare
C11R2_5_95_2_9,C11R2,0.05,0.95,2,9,0.817585914485302,0.182414085514698,0.724027171677436
C11R2_50_50_2_9,C11R2,0.5,0.5,2,9,0.610298021122013,0.389701978877987,0.596956338139955
C11R2_95_5_2_9,C11R2,0.95,0.05,2,9,0.857021098662969,0.142978901337031,0.711358315614367
C11R2_5_95_5_6,C11R2,0.05,0.95,5,6,0.426668766134567,0.573331233865433,0.95353138887249
C11R2_50_50_5_6,C11R2,0.5,0.5,5,6,0.790294994617127,0.209705005382873,0.921650942691976
C11R2_95_5_5_6,C11R2,0.95,0.05,5,6,0.838842186535474,0.161157813464527,0.905065003266539
C11R2_5_95_8_9,C11R2,0.05,0.95,8,9,0.822155093143693,0.177844906856308,0.714828889223097
C11R2_50_50_8_9,C11R2,0.5,0.5,8,9,0.822585969997931,0.177414030002069,0.680005716081372
C11R2_95_5_8_9,C11R2,0.95,0.05,8,9,0.811283442962004,0.188716557037996,0.716152901401817
C11R5_5_95_1_5,C11R5,0.05,0.95,1,5,0.454281734173757,0.545718265826244,0.725005820380055
C11R5_50_50_1_5,C11R5,0.5,0.5,1,5,0.117963143836341,0.882036856163659,0.970803509917801
C11R5_95_5_1_5,C11R5,0.95,0.05,1,5,0.236592883393614,0.763407116606386,0.902414850921734
C11R5_5_95_3_5,C11R5,0.05,0.95,3,5,0.306912783869476,0.693087216130524,0.988044777266818
C11R5_50_50_3_5,C11R5,0.5,0.5,3,5,0.0743496877284595,0.92565031227154,0.98276129913615
C11R5_95_5_3_5,C11R5,0.95,0.05,3,5,0.185085951648031,0.814914048351969,0.966809079855981
C2R6_5_95_1_3,C2R6,0.05,0.95,1,3,0.153481325763729,0.846518674236272,0.991657205348202
C2R6_50_50_1_3,C2R6,0.5,0.5,1,3,0.264425136086053,0.735574863913947,0.858412262416438
C2R6_95_5_1_3,C2R6,0.95,0.05,1,3,0.629588234066818,0.370411765933182,0.533254981806615
C2R8_5_95_3_4,C2R8,0.05,0.95,3,4,0.952989065981223,0.0470109340187772,0.984495154777196
C2R8_50_50_3_4,C2R8,0.5,0.5,3,4,,,
C2R8_95_5_3_4,C2R8,0.95,0.05,3,4,0.944366729737989,0.0556332702620106,0.983619645510884
C7R1_5_95_1_3,C7R1,0.05,0.95,1,3,1,0,0.983891973918686
C7R1_50_50_1_3,C7R1,0.5,0.5,1,3,0.849085260662026,0.150914739337974,0.746813230478331
C7R1_95_5_1_3,C7R1,0.95,0.05,1,3,0.979462518260397,0.0205374817396032,0.9821881169553
C7R1_5_95_1_4,C7R1,0.05,0.95,1,4,0.92739799485789,0.0726020051421096,0.982992547043427
C7R1_50_50_1_4,C7R1,0.5,0.5,1,4,0.897780637173083,0.102219362826917,0.976156631830766
C7R1_95_5_1_4,C7R1,0.95,0.05,1,4,1,0,0.983053523534642
C8R4_5_95_1_3,C8R4,0.05,0.95,1,3,0.0375202461361869,0.962479753863813,0.984711658375437
C8R4_50_50_1_3,C8R4,0.5,0.5,1,3,0.266586126373282,0.733413873626718,0.989603693219393
C8R4_95_5_1_3,C8R4,0.95,0.05,1,3,0,1,0.979028927212073
