Sample,Mixture,Time,Community,Isolate1,Isolate2,Isolate1Freq,Isolate2Freq,Isolate1FreqPredicted,Isolate2FreqPredicted,RSquare
20,RanAss1_95_5_4_3,T0,RanAss1,3,4,0.05,0.95,0.0815438153717996,0.9184561846282,0.96936471903221
21,RanAss1_95_5_5_3,T0,RanAss1,3,5,0.05,0.95,0.203379321445075,0.796620678554925,0.905103288964003
22,RanAss1_95_5_6_3,T0,RanAss1,3,6,0.05,0.95,0.594235568394536,0.405764431605464,0.666215295777084
23,RanAss1_95_5_7_3,T0,RanAss1,3,7,0.05,0.95,0.490337664653994,0.509662335346006,0.399228057646331
24,RanAss1_95_5_8_3,T0,RanAss1,3,8,0.05,0.95,0.429681823204742,0.570318176795258,0.511763911170859
25,RanAss1_95_5_1_4,T0,RanAss1,1,4,0.95,0.05,0.924284846996676,0.0757151530033243,0.970288268770036
26,RanAss1_95_5_2_4,T0,RanAss1,2,4,0.95,0.05,0.860368647338437,0.139631352661563,0.964338709417712
27,RanAss1_95_5_3_4,T0,RanAss1,3,4,0.95,0.05,0.29753315513162,0.70246684486838,0.963216002942299
29,RanAss1_95_5_5_4,T0,RanAss1,4,5,0.05,0.95,0.326535196354676,0.673464803645325,0.961061502943664
30,RanAss1_95_5_6_4,T0,RanAss1,4,6,0.05,0.95,0.864737692286854,0.135262307713146,0.944823827993188
31,RanAss1_95_5_7_4,T0,RanAss1,4,7,0.05,0.95,0.555068106640924,0.444931893359076,0.496299340435366
32,RanAss1_95_5_8_4,T0,RanAss1,4,8,0.05,0.95,0.52643119911677,0.473568800883231,0.474461478565457
33,RanAss1_95_5_1_5,T0,RanAss1,1,5,0.95,0.05,0.961344510195129,0.0386554898048709,0.969631921946696
34,RanAss1_95_5_2_5,T0,RanAss1,2,5,0.95,0.05,0.934854903716547,0.0651450962834526,0.966894040967385
35,RanAss1_95_5_3_5,T0,RanAss1,3,5,0.95,0.05,0.925523646477378,0.0744763535226221,0.954368346048484
36,RanAss1_95_5_4_5,T0,RanAss1,4,5,0.95,0.05,0.942411696129267,0.057588303870733,0.965361373070521
38,RanAss1_95_5_6_5,T0,RanAss1,5,6,0.05,0.95,0.0243787445445288,0.975621255455471,0.964441672170151
39,RanAss1_95_5_7_5,T0,RanAss1,5,7,0.05,0.95,0.27423594501494,0.72576405498506,0.758383586651746
40,RanAss1_95_5_8_5,T0,RanAss1,5,8,0.05,0.95,0.186347405589391,0.813652594410609,0.957694713136678
41,RanAss1_95_5_1_6,T0,RanAss1,1,6,0.95,0.05,0.941876808535594,0.0581231914644064,0.976199900786827
42,RanAss1_95_5_2_6,T0,RanAss1,2,6,0.95,0.05,0.936279940762123,0.0637200592378768,0.979966266311074
43,RanAss1_95_5_3_6,T0,RanAss1,3,6,0.95,0.05,0.942353216443332,0.0576467835566682,0.951043220025066
44,RanAss1_95_5_4_6,T0,RanAss1,4,6,0.95,0.05,0.894333323000394,0.105666676999606,0.965098797853988
45,RanAss1_95_5_5_6,T0,RanAss1,5,6,0.95,0.05,0.730458819533827,0.269541180466173,0.947707412211043
47,RanAss1_95_5_7_6,T0,RanAss1,6,7,0.05,0.95,0.464118096819804,0.535881903180196,0.461944817367741
48,RanAss1_95_5_8_6,T0,RanAss1,6,8,0.05,0.95,0.298992935045281,0.701007064954719,0.403762244958094
49,RanAss1_95_5_1_7,T0,RanAss1,1,7,0.95,0.05,0.984420640871645,0.0155793591283555,0.968560912002411
50,RanAss1_95_5_2_7,T0,RanAss1,2,7,0.95,0.05,0.791259423678614,0.208740576321386,0.761949502335235
51,RanAss1_95_5_3_7,T0,RanAss1,3,7,0.95,0.05,0.83367485950157,0.16632514049843,0.750745758879065
52,RanAss1_95_5_4_7,T0,RanAss1,4,7,0.95,0.05,0.762461002221789,0.237538997778211,0.756434656895624
53,RanAss1_95_5_5_7,T0,RanAss1,5,7,0.95,0.05,0.950564683022345,0.0494353169776553,0.940630883569475
54,RanAss1_95_5_6_7,T0,RanAss1,6,7,0.95,0.05,0.946192352867312,0.0538076471326878,0.721290517268726
56,RanAss1_95_5_8_7,T0,RanAss1,7,8,0.05,0.95,0.0728451248311998,0.9271548751688,0.975061739784564
57,RanAss1_95_5_1_8,T0,RanAss1,1,8,0.95,0.05,0.993202238101221,0.00679776189877876,0.95453644802186
58,RanAss1_95_5_2_8,T0,RanAss1,2,8,0.95,0.05,0.925532797155694,0.0744672028443063,0.952132925080566
59,RanAss1_95_5_3_8,T0,RanAss1,3,8,0.95,0.05,0.954680641062663,0.0453193589373372,0.949744074234384
60,RanAss1_95_5_4_8,T0,RanAss1,4,8,0.95,0.05,0.873599186873956,0.126400813126044,0.690450366413302
61,RanAss1_95_5_5_8,T0,RanAss1,5,8,0.95,0.05,0.964716870294509,0.0352831297054911,0.9071686953803
62,RanAss1_95_5_6_8,T0,RanAss1,6,8,0.95,0.05,0.952936862911159,0.0470631370888405,0.706147653410591
63,RanAss1_95_5_7_8,T0,RanAss1,7,8,0.95,0.05,0.173843834976376,0.826156165023624,0.964711887633045
98,AcrAss1_95_5_2_1,T0,AcrAss1,1,2,0.05,0.95,0.0444636806813183,0.955536319318682,0.950779164539965
99,AcrAss1_95_5_3_1,T0,AcrAss1,1,3,0.05,0.95,0.00542453857173758,0.994575461428262,0.970447812764526
100,AcrAss1_95_5_4_1,T0,AcrAss1,1,4,0.05,0.95,0.0413125900313624,0.958687409968638,0.945594116367363
101,AcrAss1_95_5_5_1,T0,AcrAss1,1,5,0.05,0.95,0.0454851541819358,0.954514845818064,0.960304674592626
102,AcrAss1_95_5_6_1,T0,AcrAss1,1,6,0.05,0.95,0.21799745059451,0.78200254940549,0.901580170136309
103,AcrAss1_95_5_7_1,T0,AcrAss1,1,7,0.05,0.95,0.0588367068387498,0.94116329316125,0.951120432869224
104,AcrAss1_95_5_8_1,T0,AcrAss1,1,8,0.05,0.95,0.0278023385099734,0.972197661490027,0.979620020518798
105,AcrAss1_95_5_1_2,T0,AcrAss1,1,2,0.95,0.05,0.831420780861062,0.168579219138938,0.74445970946871
107,AcrAss1_95_5_3_2,T0,AcrAss1,2,3,0.05,0.95,0.0327046910411287,0.967295308958871,0.977218282235792
108,AcrAss1_95_5_4_2,T0,AcrAss1,2,4,0.05,0.95,0.11334671334661,0.88665328665339,0.956875798345833
109,AcrAss1_95_5_5_2,T0,AcrAss1,2,5,0.05,0.95,0.0635323161466182,0.936467683853382,0.966904590762713
110,AcrAss1_95_5_6_2,T0,AcrAss1,2,6,0.05,0.95,0.392848199011118,0.607151800988882,0.901388209264078
111,AcrAss1_95_5_7_2,T0,AcrAss1,2,7,0.05,0.95,0.0634933201625623,0.936506679837438,0.9683991705758
112,AcrAss1_95_5_8_2,T0,AcrAss1,2,8,0.05,0.95,0.0188762873510634,0.981123712648936,0.985924995064386
113,AcrAss1_95_5_1_3,T0,AcrAss1,1,3,0.95,0.05,0.437298137919901,0.5627018620801,0.852901115971152
114,AcrAss1_95_5_2_3,T0,AcrAss1,2,3,0.95,0.05,0.837232493826021,0.162767506173979,0.971685944973935
116,AcrAss1_95_5_4_3,T0,AcrAss1,3,4,0.05,0.95,0.213327904526341,0.786672095473659,0.968105321190119
117,AcrAss1_95_5_5_3,T0,AcrAss1,3,5,0.05,0.95,0.0965203754545467,0.903479624545453,0.979553468334974
118,AcrAss1_95_5_6_3,T0,AcrAss1,3,6,0.05,0.95,0.625233571081369,0.374766428918631,0.880538611963442
119,AcrAss1_95_5_7_3,T0,AcrAss1,3,7,0.05,0.95,0.140481363080619,0.859518636919382,0.966930412383624
120,AcrAss1_95_5_8_3,T0,AcrAss1,3,8,0.05,0.95,0.0734024248922113,0.926597575107789,0.978897820641522
121,AcrAss1_95_5_1_4,T0,AcrAss1,1,4,0.95,0.05,0.766081881491093,0.233918118508907,0.754121459928903
122,AcrAss1_95_5_2_4,T0,AcrAss1,2,4,0.95,0.05,0.883267325923315,0.116732674076685,0.962331823516997
123,AcrAss1_95_5_3_4,T0,AcrAss1,3,4,0.95,0.05,0.971681293808233,0.0283187061917674,0.97867139058691
125,AcrAss1_95_5_5_4,T0,AcrAss1,4,5,0.05,0.95,0.0383600405684877,0.961639959431512,0.980454754110402
126,AcrAss1_95_5_6_4,T0,AcrAss1,4,6,0.05,0.95,0.334762196135821,0.665237803864179,0.729891737071936
127,AcrAss1_95_5_7_4,T0,AcrAss1,4,7,0.05,0.95,0.0548753761924007,0.945124623807599,0.971312868163835
128,AcrAss1_95_5_8_4,T0,AcrAss1,4,8,0.05,0.95,0.048228501610624,0.951771498389376,0.980210106930454
129,AcrAss1_95_5_1_5,T0,AcrAss1,1,5,0.95,0.05,0.743977918753819,0.256022081246181,0.764593976731291
130,AcrAss1_95_5_2_5,T0,AcrAss1,2,5,0.95,0.05,0.964318778723811,0.0356812212761888,0.972889088464903
131,AcrAss1_95_5_3_5,T0,AcrAss1,3,5,0.95,0.05,0.918823629033699,0.0811763709663012,0.985244816310949
132,AcrAss1_95_5_4_5,T0,AcrAss1,4,5,0.95,0.05,0.906878486511409,0.0931215134885913,0.931960222203537
134,AcrAss1_95_5_6_5,T0,AcrAss1,5,6,0.05,0.95,0.464407592081767,0.535592407918233,0.756828193354551
135,AcrAss1_95_5_7_5,T0,AcrAss1,5,7,0.05,0.95,0.0478859792874136,0.952114020712586,0.970206839822024
136,AcrAss1_95_5_8_5,T0,AcrAss1,5,8,0.05,0.95,0.0989784235033182,0.901021576496682,0.983913144768291
137,AcrAss1_95_5_1_6,T0,AcrAss1,1,6,0.95,0.05,0.316063699717732,0.683936300282269,0.874915102543806
138,AcrAss1_95_5_2_6,T0,AcrAss1,2,6,0.95,0.05,0.972831966674696,0.0271680333253043,0.94629757879573
139,AcrAss1_95_5_3_6,T0,AcrAss1,3,6,0.95,0.05,0.985845733879546,0.0141542661204538,0.97705348743403
140,AcrAss1_95_5_4_6,T0,AcrAss1,4,6,0.95,0.05,0.951166648998296,0.0488333510017035,0.949586817028124
141,AcrAss1_95_5_5_6,T0,AcrAss1,5,6,0.95,0.05,0.968798340273813,0.0312016597261867,0.976733403506683
143,AcrAss1_95_5_7_6,T0,AcrAss1,6,7,0.05,0.95,0.017597585963529,0.982402414036471,0.962112261445545
144,AcrAss1_95_5_8_6,T0,AcrAss1,6,8,0.05,0.95,0.0290226151941156,0.970977384805884,0.976570185166777
145,AcrAss1_95_5_1_7,T0,AcrAss1,1,7,0.95,0.05,0.70370440282091,0.29629559717909,0.751877781823497
146,AcrAss1_95_5_2_7,T0,AcrAss1,2,7,0.95,0.05,0.751905445592661,0.248094554407339,0.478596541835397
147,AcrAss1_95_5_3_7,T0,AcrAss1,3,7,0.95,0.05,0.946110988570417,0.0538890114295832,0.978545774470816
148,AcrAss1_95_5_4_7,T0,AcrAss1,4,7,0.95,0.05,0.85590257305514,0.14409742694486,0.946782197109488
149,AcrAss1_95_5_5_7,T0,AcrAss1,5,7,0.95,0.05,0.96386661437879,0.0361333856212102,0.969882125377518
150,AcrAss1_95_5_6_7,T0,AcrAss1,6,7,0.95,0.05,0.576770914124174,0.423229085875825,0.748593758262886
152,AcrAss1_95_5_8_7,T0,AcrAss1,7,8,0.05,0.95,0.0388392636070369,0.961160736392963,0.976274074202772
153,AcrAss1_95_5_1_8,T0,AcrAss1,1,8,0.95,0.05,0.519036792239133,0.480963207760867,0.791214981817475
154,AcrAss1_95_5_2_8,T0,AcrAss1,2,8,0.95,0.05,0.73621388910707,0.26378611089293,0.50355678895155
155,AcrAss1_95_5_3_8,T0,AcrAss1,3,8,0.95,0.05,0.914984326337029,0.0850156736629713,0.961271964986106
156,AcrAss1_95_5_4_8,T0,AcrAss1,4,8,0.95,0.05,0.856891844634779,0.143108155365221,0.718491275400551
157,AcrAss1_95_5_5_8,T0,AcrAss1,5,8,0.95,0.05,0.882832216249588,0.117167783750412,0.945709025432408
158,AcrAss1_95_5_6_8,T0,AcrAss1,6,8,0.95,0.05,0.458024288020284,0.541975711979716,0.543742406523633
159,AcrAss1_95_5_7_8,T0,AcrAss1,7,8,0.95,0.05,0.939033334578839,0.0609666654211614,0.964221019537982
162,RanAss2_95_5_2_1,T0,RanAss2,1,2,0.05,0.95,0.0290451950368488,0.970954804963151,0.956782531821892
163,RanAss2_95_5_3_1,T0,RanAss2,1,3,0.05,0.95,0.122595489837234,0.877404510162766,0.945262975723744
164,RanAss2_95_5_4_1,T0,RanAss2,1,4,0.05,0.95,0.653934845503876,0.346065154496124,0.553447949987652
165,RanAss2_95_5_5_1,T0,RanAss2,1,5,0.05,0.95,0.600589673322633,0.399410326677367,0.571152051295214
166,RanAss2_95_5_6_1,T0,RanAss2,1,6,0.05,0.95,0.042541563907155,0.957458436092845,0.975695261144826
167,RanAss2_95_5_7_1,T0,RanAss2,1,7,0.05,0.95,0.558936650678914,0.441063349321086,0.323974308275496
168,RanAss2_95_5_8_1,T0,RanAss2,1,8,0.05,0.95,0.0807546264300725,0.919245373569927,0.970007602653726
169,RanAss2_95_5_1_2,T0,RanAss2,1,2,0.95,0.05,0.767746850820611,0.232253149179389,0.970472010001109
171,RanAss2_95_5_3_2,T0,RanAss2,2,3,0.05,0.95,0.547429337681886,0.452570662318114,0.331418577285725
172,RanAss2_95_5_4_2,T0,RanAss2,2,4,0.05,0.95,0.683779279903179,0.316220720096822,0.878002959824805
173,RanAss2_95_5_5_2,T0,RanAss2,2,5,0.05,0.95,0.511095960082531,0.488904039917469,0.383836126823838
174,RanAss2_95_5_6_2,T0,RanAss2,2,6,0.05,0.95,0.898819351555558,0.101180648444442,0.985956438683932
175,RanAss2_95_5_7_2,T0,RanAss2,2,7,0.05,0.95,0.50198717135911,0.49801282864089,0.522641270101672
176,RanAss2_95_5_8_2,T0,RanAss2,2,8,0.05,0.95,0.0907782396056774,0.909221760394323,0.977548976852937
177,RanAss2_95_5_1_3,T0,RanAss2,1,3,0.95,0.05,0.945370600240733,0.0546293997592667,0.961375960122923
178,RanAss2_95_5_2_3,T0,RanAss2,2,3,0.95,0.05,0.950989392420626,0.0490106075793744,0.961505062564634
180,RanAss2_95_5_4_3,T0,RanAss2,3,4,0.05,0.95,0.504951957229738,0.495048042770262,0.427837059356163
181,RanAss2_95_5_5_3,T0,RanAss2,3,5,0.05,0.95,0.333518588966974,0.666481411033026,0.746146482514334
182,RanAss2_95_5_6_3,T0,RanAss2,3,6,0.05,0.95,0.0194716274797504,0.98052837252025,0.981722580411698
183,RanAss2_95_5_7_3,T0,RanAss2,3,7,0.05,0.95,0.209925397185587,0.790074602814413,0.964669104446942
184,RanAss2_95_5_8_3,T0,RanAss2,3,8,0.05,0.95,0.0459412725609698,0.95405872743903,0.979773583317444
185,RanAss2_95_5_1_4,T0,RanAss2,1,4,0.95,0.05,0.987557904960414,0.012442095039586,0.976477504656289
186,RanAss2_95_5_2_4,T0,RanAss2,2,4,0.95,0.05,0.973115618072406,0.0268843819275943,0.982718054944321
187,RanAss2_95_5_3_4,T0,RanAss2,3,4,0.95,0.05,0.991270184802472,0.0087298151975274,0.985868798546726
189,RanAss2_95_5_5_4,T0,RanAss2,4,5,0.05,0.95,0.0872261457688646,0.912773854231135,0.973922672867162
190,RanAss2_95_5_6_4,T0,RanAss2,4,6,0.05,0.95,0.0294653104184376,0.970534689581562,0.982600074216471
191,RanAss2_95_5_7_4,T0,RanAss2,4,7,0.05,0.95,0.0439297141456588,0.956070285854341,0.98245083301365
192,RanAss2_95_5_8_4,T0,RanAss2,4,8,0.05,0.95,0.0142014988186965,0.985798501181303,0.979146936060245
194,AcrAss1_95_5_2_1,T3,AcrAss1,1,2,0.05,0.95,0.080335644637738,0.919664355362262,0.941182081197281
195,AcrAss1_95_5_3_1,T3,AcrAss1,1,3,0.05,0.95,0.0700121993021884,0.929987800697812,0.936156328568653
196,AcrAss1_95_5_4_1,T3,AcrAss1,1,4,0.05,0.95,0.0669332079103152,0.933066792089685,0.867307102792094
197,AcrAss1_95_5_5_1,T3,AcrAss1,1,5,0.05,0.95,0.0521662549251138,0.947833745074886,0.949029527851999
198,AcrAss1_95_5_6_1,T3,AcrAss1,1,6,0.05,0.95,0.519367891709426,0.480632108290574,0.925602697861869
199,AcrAss1_95_5_7_1,T3,AcrAss1,1,7,0.05,0.95,0.0528226232003362,0.947177376799664,0.945515147184318
200,AcrAss1_95_5_8_1,T3,AcrAss1,1,8,0.05,0.95,0.0424341639245101,0.95756583607549,0.96062346382739
201,AcrAss1_95_5_1_2,T3,AcrAss1,1,2,0.95,0.05,0.0905866453589341,0.909413354641066,0.944370246813672
203,AcrAss1_95_5_3_2,T3,AcrAss1,2,3,0.05,0.95,0.040397848528587,0.959602151471413,0.964313601003329
204,AcrAss1_95_5_4_2,T3,AcrAss1,2,4,0.05,0.95,0.213706672589023,0.786293327410977,0.818097964960649
205,AcrAss1_95_5_5_2,T3,AcrAss1,2,5,0.05,0.95,0.0460809048822763,0.953919095117724,0.955669978336833
206,AcrAss1_95_5_6_2,T3,AcrAss1,2,6,0.05,0.95,0.948297487652675,0.0517025123473251,0.955161962538846
207,AcrAss1_95_5_7_2,T3,AcrAss1,2,7,0.05,0.95,0.0847507419466463,0.915249258053354,0.955126190456982
208,AcrAss1_95_5_8_2,T3,AcrAss1,2,8,0.05,0.95,0.0682825822311627,0.931717417768837,0.971894122989572
209,AcrAss1_95_5_1_3,T3,AcrAss1,1,3,0.95,0.05,0.0172149013658488,0.982785098634151,0.95674781718218
210,AcrAss1_95_5_2_3,T3,AcrAss1,2,3,0.95,0.05,0.379189191181539,0.620810808818461,0.957045481708712
212,AcrAss1_95_5_4_3,T3,AcrAss1,3,4,0.05,0.95,0.187290919767147,0.812709080232853,0.935819247548289
213,AcrAss1_95_5_5_3,T3,AcrAss1,3,5,0.05,0.95,0.0875783352034584,0.912421664796542,0.948671655015803
214,AcrAss1_95_5_6_3,T3,AcrAss1,3,6,0.05,0.95,0.977645152388943,0.0223548476110571,0.950203674727443
215,AcrAss1_95_5_7_3,T3,AcrAss1,3,7,0.05,0.95,0.0548677358265848,0.945132264173415,0.956471988966451
216,AcrAss1_95_5_8_3,T3,AcrAss1,3,8,0.05,0.95,0.0683274015822503,0.93167259841775,0.97758601071938
217,AcrAss1_95_5_1_4,T3,AcrAss1,1,4,0.95,0.05,0.0687335238493108,0.931266476150689,0.921180504483988
218,AcrAss1_95_5_2_4,T3,AcrAss1,2,4,0.95,0.05,0.147469261783997,0.852530738216003,0.92280090462477
219,AcrAss1_95_5_3_4,T3,AcrAss1,3,4,0.95,0.05,0.790448623243119,0.209551376756881,0.953963765316861
221,AcrAss1_95_5_5_4,T3,AcrAss1,4,5,0.05,0.95,0.0842421370331104,0.91575786296689,0.9523882147392
222,AcrAss1_95_5_6_4,T3,AcrAss1,4,6,0.05,0.95,0.868407552470231,0.131592447529769,0.941440284369514
223,AcrAss1_95_5_7_4,T3,AcrAss1,4,7,0.05,0.95,0.0886997940169927,0.911300205983007,0.942777272343497
224,AcrAss1_95_5_8_4,T3,AcrAss1,4,8,0.05,0.95,0.075765590488938,0.924234409511062,0.966206884945897
225,AcrAss1_95_5_1_5,T3,AcrAss1,1,5,0.95,0.05,0.0597368236608756,0.940263176339124,0.953757152556978
226,AcrAss1_95_5_2_5,T3,AcrAss1,2,5,0.95,0.05,0.0976008247162209,0.902399175283779,0.94574921911859
227,AcrAss1_95_5_3_5,T3,AcrAss1,3,5,0.95,0.05,0.146354112908623,0.853645887091377,0.943623904538159
228,AcrAss1_95_5_4_5,T3,AcrAss1,4,5,0.95,0.05,0.156405476427967,0.843594523572033,0.887485665409129
230,AcrAss1_95_5_6_5,T3,AcrAss1,5,6,0.05,0.95,0.885785896931053,0.114214103068947,0.933289046895908
231,AcrAss1_95_5_7_5,T3,AcrAss1,5,7,0.05,0.95,0.386697325043168,0.613302674956832,0.933007457795979
232,AcrAss1_95_5_8_5,T3,AcrAss1,5,8,0.05,0.95,0.206864165561733,0.793135834438267,0.918223713948036
233,AcrAss1_95_5_1_6,T3,AcrAss1,1,6,0.95,0.05,0.814249336539343,0.185750663460657,0.756662393940455
234,AcrAss1_95_5_2_6,T3,AcrAss1,2,6,0.95,0.05,0.960117107202332,0.0398828927976681,0.942206284196937
235,AcrAss1_95_5_3_6,T3,AcrAss1,3,6,0.95,0.05,0.97573508742256,0.0242649125774405,0.946658914446152
236,AcrAss1_95_5_4_6,T3,AcrAss1,4,6,0.95,0.05,0.539917198919527,0.460082801080474,0.00459897892166861
237,AcrAss1_95_5_5_6,T3,AcrAss1,5,6,0.95,0.05,0.950848541902869,0.049151458097131,0.943604962464413
239,AcrAss1_95_5_7_6,T3,AcrAss1,6,7,0.05,0.95,0.0380958604020569,0.961904139597943,0.946426809528707
240,AcrAss1_95_5_8_6,T3,AcrAss1,6,8,0.05,0.95,0.0389526633215047,0.961047336678495,0.961023914901691
241,AcrAss1_95_5_1_7,T3,AcrAss1,1,7,0.95,0.05,0.0410800012740627,0.958919998725937,0.934101045267433
242,AcrAss1_95_5_2_7,T3,AcrAss1,2,7,0.95,0.05,0.141336178303198,0.858663821696802,0.94147717897479
243,AcrAss1_95_5_3_7,T3,AcrAss1,3,7,0.95,0.05,0.719039303259292,0.280960696740708,0.885887792843429
244,AcrAss1_95_5_4_7,T3,AcrAss1,4,7,0.95,0.05,0.450718646876607,0.549281353123393,0.941711205485789
245,AcrAss1_95_5_5_7,T3,AcrAss1,5,7,0.95,0.05,0.874231504720824,0.125768495279176,0.750990538140935
246,AcrAss1_95_5_6_7,T3,AcrAss1,6,7,0.95,0.05,0.0427919701064718,0.957208029893528,0.944589924084281
248,AcrAss1_95_5_8_7,T3,AcrAss1,7,8,0.05,0.95,0.151030905883747,0.848969094116254,0.946452411589184
249,AcrAss1_95_5_1_8,T3,AcrAss1,1,8,0.95,0.05,0.0574456969583277,0.942554303041672,0.969664668762602
250,AcrAss1_95_5_2_8,T3,AcrAss1,2,8,0.95,0.05,0.0954975327542535,0.904502467245747,0.948959353200863
251,AcrAss1_95_5_3_8,T3,AcrAss1,3,8,0.95,0.05,0.379395162008423,0.620604837991577,0.762649947754741
252,AcrAss1_95_5_4_8,T3,AcrAss1,4,8,0.95,0.05,0.601383515251353,0.398616484748647,0.940093954823651
253,AcrAss1_95_5_5_8,T3,AcrAss1,5,8,0.95,0.05,0.884872732529439,0.115127267470561,0.944923104543568
254,AcrAss1_95_5_6_8,T3,AcrAss1,6,8,0.95,0.05,0.0483303775793621,0.951669622420638,0.955293488937733
255,AcrAss1_95_5_7_8,T3,AcrAss1,7,8,0.95,0.05,0.889061821998917,0.110938178001083,0.942617952749966
258,RanAss2_95_5_2_1,T3,RanAss2,1,2,0.05,0.95,0.369527618318389,0.630472381681611,0.970642908678418
259,RanAss2_95_5_3_1,T3,RanAss2,1,3,0.05,0.95,0.161931045447686,0.838068954552314,0.969044788625722
260,RanAss2_95_5_4_1,T3,RanAss2,1,4,0.05,0.95,0.925929465025389,0.0740705349746113,0.964346261474132
261,RanAss2_95_5_5_1,T3,RanAss2,1,5,0.05,0.95,0.941812378851933,0.0581876211480669,0.967489327930089
262,RanAss2_95_5_6_1,T3,RanAss2,1,6,0.05,0.95,0.0700817232438716,0.929918276756128,0.976199227713564
263,RanAss2_95_5_7_1,T3,RanAss2,1,7,0.05,0.95,0.91423374587757,0.0857662541224296,0.968601931608594
264,RanAss2_95_5_8_1,T3,RanAss2,1,8,0.05,0.95,0.102133928918713,0.897866071081287,0.962298374476035
265,RanAss2_95_5_1_2,T3,RanAss2,1,2,0.95,0.05,0.818219619502869,0.181780380497131,0.945294357532146
267,RanAss2_95_5_3_2,T3,RanAss2,2,3,0.05,0.95,0.0941402719113533,0.905859728088647,0.94758312728888
268,RanAss2_95_5_4_2,T3,RanAss2,2,4,0.05,0.95,0.966345135592623,0.0336548644073767,0.9323938701075
269,RanAss2_95_5_5_2,T3,RanAss2,2,5,0.05,0.95,0.962236659331422,0.0377633406685779,0.965686126099919
270,RanAss2_95_5_6_2,T3,RanAss2,2,6,0.05,0.95,0.0554317332898006,0.944568266710199,0.974437966550631
271,RanAss2_95_5_7_2,T3,RanAss2,2,7,0.05,0.95,0.942309124067391,0.0576908759326092,0.966113923423139
272,RanAss2_95_5_8_2,T3,RanAss2,2,8,0.05,0.95,0.069205448491875,0.930794551508125,0.963080746929672
273,RanAss2_95_5_1_3,T3,RanAss2,1,3,0.95,0.05,0.75805357053811,0.24194642946189,0.923190080868917
274,RanAss2_95_5_2_3,T3,RanAss2,2,3,0.95,0.05,0.90377025185477,0.0962297481452296,0.956996628168941
276,RanAss2_95_5_4_3,T3,RanAss2,3,4,0.05,0.95,0.946679582291988,0.0533204177080117,0.96085614600662
277,RanAss2_95_5_5_3,T3,RanAss2,3,5,0.05,0.95,0.955013758347596,0.0449862416524039,0.967780648043959
278,RanAss2_95_5_6_3,T3,RanAss2,3,6,0.05,0.95,0.208685337826275,0.791314662173725,0.972665284331429
279,RanAss2_95_5_7_3,T3,RanAss2,3,7,0.05,0.95,0.95589517642782,0.0441048235721804,0.969032177588359
280,RanAss2_95_5_8_3,T3,RanAss2,3,8,0.05,0.95,0.300676549064701,0.699323450935299,0.971856728856032
281,RanAss2_95_5_1_4,T3,RanAss2,1,4,0.95,0.05,0.853867812959208,0.146132187040792,0.623897764104497
282,RanAss2_95_5_2_4,T3,RanAss2,2,4,0.95,0.05,0.867442862902352,0.132557137097648,0.712751683221897
283,RanAss2_95_5_3_4,T3,RanAss2,3,4,0.95,0.05,0.800643278111103,0.199356721888897,0.743291664885138
285,RanAss2_95_5_5_4,T3,RanAss2,4,5,0.05,0.95,0.219240115084421,0.780759884915579,0.953890493128131
