Batch,Community,Isolate1,Isolate2,Freq1,Freq2,image_name_pair,image_name_isolate1,image_name_isolate2
C2,C11R2,2,4,95,5,C2_T8_C11R2_5-95_2_4,C2_T8_C11R2_2,C2_T8_C11R2_4
C2,C11R2,2,5,95,5,C2_T8_C11R2_5-95_2_5,C2_T8_C11R2_2,C2_T8_C11R2_5
C2,C11R2,2,6,95,5,C2_T8_C11R2_5-95_2_6,C2_T8_C11R2_2,C2_T8_C11R2_6
C2,C11R2,2,7,95,5,C2_T8_C11R2_5-95_2_7,C2_T8_C11R2_2,C2_T8_C11R2_7
C2,C11R2,2,8,95,5,C2_T8_C11R2_5-95_2_8,C2_T8_C11R2_2,C2_T8_C11R2_8
C2,C11R2,2,9,95,5,C2_T8_C11R2_5-95_2_9,C2_T8_C11R2_2,C2_T8_C11R2_9
C2,C11R2,3,1,95,5,C2_T8_C11R2_5-95_3_1,C2_T8_C11R2_3,C2_T8_C11R2_1
C2,C11R2,3,10,95,5,C2_T8_C11R2_5-95_3_10,C2_T8_C11R2_3,C2_T8_C11R2_10
C2,C11R2,3,11,95,5,C2_T8_C11R2_5-95_3_11,C2_T8_C11R2_3,C2_T8_C11R2_11
C2,C11R2,3,12,95,5,C2_T8_C11R2_5-95_3_12,C2_T8_C11R2_3,C2_T8_C11R2_12
C2,C11R2,3,13,95,5,C2_T8_C11R2_5-95_3_13,C2_T8_C11R2_3,C2_T8_C11R2_13
C2,C11R2,3,2,95,5,C2_T8_C11R2_5-95_3_2,C2_T8_C11R2_3,C2_T8_C11R2_2
C2,C11R2,3,4,95,5,C2_T8_C11R2_5-95_3_4,C2_T8_C11R2_3,C2_T8_C11R2_4
C2,C11R2,3,5,95,5,C2_T8_C11R2_5-95_3_5,C2_T8_C11R2_3,C2_T8_C11R2_5
C2,C11R2,3,6,95,5,C2_T8_C11R2_5-95_3_6,C2_T8_C11R2_3,C2_T8_C11R2_6
C2,C11R2,3,7,95,5,C2_T8_C11R2_5-95_3_7,C2_T8_C11R2_3,C2_T8_C11R2_7
C2,C11R2,3,8,95,5,C2_T8_C11R2_5-95_3_8,C2_T8_C11R2_3,C2_T8_C11R2_8
C2,C11R2,3,9,95,5,C2_T8_C11R2_5-95_3_9,C2_T8_C11R2_3,C2_T8_C11R2_9
C2,C11R2,4,1,95,5,C2_T8_C11R2_5-95_4_1,C2_T8_C11R2_4,C2_T8_C11R2_1
C2,C11R2,4,10,95,5,C2_T8_C11R2_5-95_4_10,C2_T8_C11R2_4,C2_T8_C11R2_10
C2,C11R2,4,11,95,5,C2_T8_C11R2_5-95_4_11,C2_T8_C11R2_4,C2_T8_C11R2_11
C2,C11R2,4,12,95,5,C2_T8_C11R2_5-95_4_12,C2_T8_C11R2_4,C2_T8_C11R2_12
C2,C11R2,4,13,95,5,C2_T8_C11R2_5-95_4_13,C2_T8_C11R2_4,C2_T8_C11R2_13
C2,C11R2,4,2,95,5,C2_T8_C11R2_5-95_4_2,C2_T8_C11R2_4,C2_T8_C11R2_2
C2,C11R2,4,3,95,5,C2_T8_C11R2_5-95_4_3,C2_T8_C11R2_4,C2_T8_C11R2_3
C2,C11R2,4,5,95,5,C2_T8_C11R2_5-95_4_5,C2_T8_C11R2_4,C2_T8_C11R2_5
C2,C11R2,4,6,95,5,C2_T8_C11R2_5-95_4_6,C2_T8_C11R2_4,C2_T8_C11R2_6
C2,C11R2,4,7,95,5,C2_T8_C11R2_5-95_4_7,C2_T8_C11R2_4,C2_T8_C11R2_7
C2,C11R2,4,8,95,5,C2_T8_C11R2_5-95_4_8,C2_T8_C11R2_4,C2_T8_C11R2_8
C2,C11R2,4,9,95,5,C2_T8_C11R2_5-95_4_9,C2_T8_C11R2_4,C2_T8_C11R2_9
C2,C11R2,5,1,95,5,C2_T8_C11R2_5-95_5_1,C2_T8_C11R2_5,C2_T8_C11R2_1
C2,C11R2,5,10,95,5,C2_T8_C11R2_5-95_5_10,C2_T8_C11R2_5,C2_T8_C11R2_10
C2,C11R2,5,11,95,5,C2_T8_C11R2_5-95_5_11,C2_T8_C11R2_5,C2_T8_C11R2_11
C2,C11R2,5,12,95,5,C2_T8_C11R2_5-95_5_12,C2_T8_C11R2_5,C2_T8_C11R2_12
C2,C11R2,5,13,95,5,C2_T8_C11R2_5-95_5_13,C2_T8_C11R2_5,C2_T8_C11R2_13
C2,C11R2,5,2,95,5,C2_T8_C11R2_5-95_5_2,C2_T8_C11R2_5,C2_T8_C11R2_2
C2,C11R2,5,3,95,5,C2_T8_C11R2_5-95_5_3,C2_T8_C11R2_5,C2_T8_C11R2_3
C2,C11R2,5,4,95,5,C2_T8_C11R2_5-95_5_4,C2_T8_C11R2_5,C2_T8_C11R2_4
C2,C11R2,5,6,95,5,C2_T8_C11R2_5-95_5_6,C2_T8_C11R2_5,C2_T8_C11R2_6
C2,C11R2,5,7,95,5,C2_T8_C11R2_5-95_5_7,C2_T8_C11R2_5,C2_T8_C11R2_7
C2,C11R2,5,8,95,5,C2_T8_C11R2_5-95_5_8,C2_T8_C11R2_5,C2_T8_C11R2_8
C2,C11R2,5,9,95,5,C2_T8_C11R2_5-95_5_9,C2_T8_C11R2_5,C2_T8_C11R2_9
C2,C11R2,6,1,95,5,C2_T8_C11R2_5-95_6_1,C2_T8_C11R2_6,C2_T8_C11R2_1
C2,C11R2,6,10,95,5,C2_T8_C11R2_5-95_6_10,C2_T8_C11R2_6,C2_T8_C11R2_10
C2,C11R2,6,11,95,5,C2_T8_C11R2_5-95_6_11,C2_T8_C11R2_6,C2_T8_C11R2_11
C2,C11R2,6,12,95,5,C2_T8_C11R2_5-95_6_12,C2_T8_C11R2_6,C2_T8_C11R2_12
C2,C11R2,6,13,95,5,C2_T8_C11R2_5-95_6_13,C2_T8_C11R2_6,C2_T8_C11R2_13
C2,C11R2,6,2,95,5,C2_T8_C11R2_5-95_6_2,C2_T8_C11R2_6,C2_T8_C11R2_2
C2,C11R2,6,3,95,5,C2_T8_C11R2_5-95_6_3,C2_T8_C11R2_6,C2_T8_C11R2_3
C2,C11R2,6,4,95,5,C2_T8_C11R2_5-95_6_4,C2_T8_C11R2_6,C2_T8_C11R2_4
C2,C11R2,6,5,95,5,C2_T8_C11R2_5-95_6_5,C2_T8_C11R2_6,C2_T8_C11R2_5
C2,C11R2,6,7,95,5,C2_T8_C11R2_5-95_6_7,C2_T8_C11R2_6,C2_T8_C11R2_7
C2,C11R2,6,8,95,5,C2_T8_C11R2_5-95_6_8,C2_T8_C11R2_6,C2_T8_C11R2_8
C2,C11R2,6,9,95,5,C2_T8_C11R2_5-95_6_9,C2_T8_C11R2_6,C2_T8_C11R2_9
C2,C11R2,7,1,95,5,C2_T8_C11R2_5-95_7_1,C2_T8_C11R2_7,C2_T8_C11R2_1
C2,C11R2,7,10,95,5,C2_T8_C11R2_5-95_7_10,C2_T8_C11R2_7,C2_T8_C11R2_10
C2,C11R2,7,11,95,5,C2_T8_C11R2_5-95_7_11,C2_T8_C11R2_7,C2_T8_C11R2_11
C2,C11R2,7,12,95,5,C2_T8_C11R2_5-95_7_12,C2_T8_C11R2_7,C2_T8_C11R2_12
C2,C11R2,7,13,95,5,C2_T8_C11R2_5-95_7_13,C2_T8_C11R2_7,C2_T8_C11R2_13
C2,C11R2,7,2,95,5,C2_T8_C11R2_5-95_7_2,C2_T8_C11R2_7,C2_T8_C11R2_2
C2,C11R2,7,3,95,5,C2_T8_C11R2_5-95_7_3,C2_T8_C11R2_7,C2_T8_C11R2_3
C2,C11R2,7,4,95,5,C2_T8_C11R2_5-95_7_4,C2_T8_C11R2_7,C2_T8_C11R2_4
C2,C11R2,7,5,95,5,C2_T8_C11R2_5-95_7_5,C2_T8_C11R2_7,C2_T8_C11R2_5
C2,C11R2,7,6,95,5,C2_T8_C11R2_5-95_7_6,C2_T8_C11R2_7,C2_T8_C11R2_6
C2,C11R2,7,8,95,5,C2_T8_C11R2_5-95_7_8,C2_T8_C11R2_7,C2_T8_C11R2_8
C2,C11R2,7,9,95,5,C2_T8_C11R2_5-95_7_9,C2_T8_C11R2_7,C2_T8_C11R2_9
C2,C11R2,8,1,95,5,C2_T8_C11R2_5-95_8_1,C2_T8_C11R2_8,C2_T8_C11R2_1
C2,C11R2,8,10,95,5,C2_T8_C11R2_5-95_8_10,C2_T8_C11R2_8,C2_T8_C11R2_10
C2,C11R2,8,11,95,5,C2_T8_C11R2_5-95_8_11,C2_T8_C11R2_8,C2_T8_C11R2_11
C2,C11R2,8,12,95,5,C2_T8_C11R2_5-95_8_12,C2_T8_C11R2_8,C2_T8_C11R2_12
C2,C11R2,8,13,95,5,C2_T8_C11R2_5-95_8_13,C2_T8_C11R2_8,C2_T8_C11R2_13
C2,C11R2,8,2,95,5,C2_T8_C11R2_5-95_8_2,C2_T8_C11R2_8,C2_T8_C11R2_2
C2,C11R2,8,3,95,5,C2_T8_C11R2_5-95_8_3,C2_T8_C11R2_8,C2_T8_C11R2_3
C2,C11R2,8,4,95,5,C2_T8_C11R2_5-95_8_4,C2_T8_C11R2_8,C2_T8_C11R2_4
C2,C11R2,8,5,95,5,C2_T8_C11R2_5-95_8_5,C2_T8_C11R2_8,C2_T8_C11R2_5
C2,C11R2,8,6,95,5,C2_T8_C11R2_5-95_8_6,C2_T8_C11R2_8,C2_T8_C11R2_6
C2,C11R2,8,7,95,5,C2_T8_C11R2_5-95_8_7,C2_T8_C11R2_8,C2_T8_C11R2_7
C2,C11R2,8,9,95,5,C2_T8_C11R2_5-95_8_9,C2_T8_C11R2_8,C2_T8_C11R2_9
C2,C11R2,9,1,95,5,C2_T8_C11R2_5-95_9_1,C2_T8_C11R2_9,C2_T8_C11R2_1
C2,C11R2,9,10,95,5,C2_T8_C11R2_5-95_9_10,C2_T8_C11R2_9,C2_T8_C11R2_10
C2,C11R2,9,11,95,5,C2_T8_C11R2_5-95_9_11,C2_T8_C11R2_9,C2_T8_C11R2_11
C2,C11R2,9,12,95,5,C2_T8_C11R2_5-95_9_12,C2_T8_C11R2_9,C2_T8_C11R2_12
C2,C11R2,9,13,95,5,C2_T8_C11R2_5-95_9_13,C2_T8_C11R2_9,C2_T8_C11R2_13
C2,C11R2,9,2,95,5,C2_T8_C11R2_5-95_9_2,C2_T8_C11R2_9,C2_T8_C11R2_2
C2,C11R2,9,3,95,5,C2_T8_C11R2_5-95_9_3,C2_T8_C11R2_9,C2_T8_C11R2_3
C2,C11R2,9,4,95,5,C2_T8_C11R2_5-95_9_4,C2_T8_C11R2_9,C2_T8_C11R2_4
C2,C11R2,9,5,95,5,C2_T8_C11R2_5-95_9_5,C2_T8_C11R2_9,C2_T8_C11R2_5
C2,C11R2,9,6,95,5,C2_T8_C11R2_5-95_9_6,C2_T8_C11R2_9,C2_T8_C11R2_6
C2,C11R2,9,7,95,5,C2_T8_C11R2_5-95_9_7,C2_T8_C11R2_9,C2_T8_C11R2_7
C2,C11R2,9,8,95,5,C2_T8_C11R2_5-95_9_8,C2_T8_C11R2_9,C2_T8_C11R2_8
C2,C11R2,1,2,50,50,C2_T8_C11R2_50-50_1_2,C2_T8_C11R2_1,C2_T8_C11R2_2
C2,C11R2,1,3,50,50,C2_T8_C11R2_50-50_1_3,C2_T8_C11R2_1,C2_T8_C11R2_3
C2,C11R2,1,4,50,50,C2_T8_C11R2_50-50_1_4,C2_T8_C11R2_1,C2_T8_C11R2_4
C2,C11R2,1,5,50,50,C2_T8_C11R2_50-50_1_5,C2_T8_C11R2_1,C2_T8_C11R2_5
C2,C11R2,1,6,50,50,C2_T8_C11R2_50-50_1_6,C2_T8_C11R2_1,C2_T8_C11R2_6
C2,C11R2,1,7,50,50,C2_T8_C11R2_50-50_1_7,C2_T8_C11R2_1,C2_T8_C11R2_7
C2,C11R2,1,8,50,50,C2_T8_C11R2_50-50_1_8,C2_T8_C11R2_1,C2_T8_C11R2_8
C2,C11R2,1,9,50,50,C2_T8_C11R2_50-50_1_9,C2_T8_C11R2_1,C2_T8_C11R2_9
C2,C11R2,10,11,50,50,C2_T8_C11R2_50-50_10_11,C2_T8_C11R2_10,C2_T8_C11R2_11
C2,C11R2,10,12,50,50,C2_T8_C11R2_50-50_10_12,C2_T8_C11R2_10,C2_T8_C11R2_12
C2,C11R2,10,13,50,50,C2_T8_C11R2_50-50_10_13,C2_T8_C11R2_10,C2_T8_C11R2_13
C2,C11R2,11,12,50,50,C2_T8_C11R2_50-50_11_12,C2_T8_C11R2_11,C2_T8_C11R2_12
C2,C11R2,11,13,50,50,C2_T8_C11R2_50-50_11_13,C2_T8_C11R2_11,C2_T8_C11R2_13
C2,C11R2,12,13,50,50,C2_T8_C11R2_50-50_12_13,C2_T8_C11R2_12,C2_T8_C11R2_13
C2,C11R2,2,10,50,50,C2_T8_C11R2_50-50_2_10,C2_T8_C11R2_2,C2_T8_C11R2_10
C2,C11R2,2,11,50,50,C2_T8_C11R2_50-50_2_11,C2_T8_C11R2_2,C2_T8_C11R2_11
C2,C11R2,2,12,50,50,C2_T8_C11R2_50-50_2_12,C2_T8_C11R2_2,C2_T8_C11R2_12
C2,C11R2,2,13,50,50,C2_T8_C11R2_50-50_2_13,C2_T8_C11R2_2,C2_T8_C11R2_13
C2,C11R2,2,3,50,50,C2_T8_C11R2_50-50_2_3,C2_T8_C11R2_2,C2_T8_C11R2_3
C2,C11R2,2,4,50,50,C2_T8_C11R2_50-50_2_4,C2_T8_C11R2_2,C2_T8_C11R2_4
C2,C11R2,2,5,50,50,C2_T8_C11R2_50-50_2_5,C2_T8_C11R2_2,C2_T8_C11R2_5
C2,C11R2,2,6,50,50,C2_T8_C11R2_50-50_2_6,C2_T8_C11R2_2,C2_T8_C11R2_6
C2,C11R2,2,7,50,50,C2_T8_C11R2_50-50_2_7,C2_T8_C11R2_2,C2_T8_C11R2_7
C2,C11R2,2,8,50,50,C2_T8_C11R2_50-50_2_8,C2_T8_C11R2_2,C2_T8_C11R2_8
C2,C11R2,2,9,50,50,C2_T8_C11R2_50-50_2_9,C2_T8_C11R2_2,C2_T8_C11R2_9
C2,C11R2,3,10,50,50,C2_T8_C11R2_50-50_3_10,C2_T8_C11R2_3,C2_T8_C11R2_10
C2,C11R2,3,11,50,50,C2_T8_C11R2_50-50_3_11,C2_T8_C11R2_3,C2_T8_C11R2_11
C2,C11R2,3,12,50,50,C2_T8_C11R2_50-50_3_12,C2_T8_C11R2_3,C2_T8_C11R2_12
C2,C11R2,3,13,50,50,C2_T8_C11R2_50-50_3_13,C2_T8_C11R2_3,C2_T8_C11R2_13
C2,C11R2,3,4,50,50,C2_T8_C11R2_50-50_3_4,C2_T8_C11R2_3,C2_T8_C11R2_4
C2,C11R2,3,5,50,50,C2_T8_C11R2_50-50_3_5,C2_T8_C11R2_3,C2_T8_C11R2_5
C2,C11R2,3,6,50,50,C2_T8_C11R2_50-50_3_6,C2_T8_C11R2_3,C2_T8_C11R2_6
C2,C11R2,3,7,50,50,C2_T8_C11R2_50-50_3_7,C2_T8_C11R2_3,C2_T8_C11R2_7
C2,C11R2,3,8,50,50,C2_T8_C11R2_50-50_3_8,C2_T8_C11R2_3,C2_T8_C11R2_8
C2,C11R2,3,9,50,50,C2_T8_C11R2_50-50_3_9,C2_T8_C11R2_3,C2_T8_C11R2_9
C2,C11R2,4,10,50,50,C2_T8_C11R2_50-50_4_10,C2_T8_C11R2_4,C2_T8_C11R2_10
C2,C11R2,4,11,50,50,C2_T8_C11R2_50-50_4_11,C2_T8_C11R2_4,C2_T8_C11R2_11
C2,C11R2,4,12,50,50,C2_T8_C11R2_50-50_4_12,C2_T8_C11R2_4,C2_T8_C11R2_12
C2,C11R2,4,13,50,50,C2_T8_C11R2_50-50_4_13,C2_T8_C11R2_4,C2_T8_C11R2_13
C2,C11R2,4,5,50,50,C2_T8_C11R2_50-50_4_5,C2_T8_C11R2_4,C2_T8_C11R2_5
C2,C11R2,4,6,50,50,C2_T8_C11R2_50-50_4_6,C2_T8_C11R2_4,C2_T8_C11R2_6
C2,C11R2,4,7,50,50,C2_T8_C11R2_50-50_4_7,C2_T8_C11R2_4,C2_T8_C11R2_7
C2,C11R2,4,8,50,50,C2_T8_C11R2_50-50_4_8,C2_T8_C11R2_4,C2_T8_C11R2_8
C2,C11R2,4,9,50,50,C2_T8_C11R2_50-50_4_9,C2_T8_C11R2_4,C2_T8_C11R2_9
C2,C11R2,5,10,50,50,C2_T8_C11R2_50-50_5_10,C2_T8_C11R2_5,C2_T8_C11R2_10
C2,C11R2,5,11,50,50,C2_T8_C11R2_50-50_5_11,C2_T8_C11R2_5,C2_T8_C11R2_11
C2,C11R2,5,12,50,50,C2_T8_C11R2_50-50_5_12,C2_T8_C11R2_5,C2_T8_C11R2_12
C2,C11R2,5,13,50,50,C2_T8_C11R2_50-50_5_13,C2_T8_C11R2_5,C2_T8_C11R2_13
C2,C11R2,5,6,50,50,C2_T8_C11R2_50-50_5_6,C2_T8_C11R2_5,C2_T8_C11R2_6
C2,C11R2,5,7,50,50,C2_T8_C11R2_50-50_5_7,C2_T8_C11R2_5,C2_T8_C11R2_7
C2,C11R2,5,8,50,50,C2_T8_C11R2_50-50_5_8,C2_T8_C11R2_5,C2_T8_C11R2_8
C2,C11R2,5,9,50,50,C2_T8_C11R2_50-50_5_9,C2_T8_C11R2_5,C2_T8_C11R2_9
C2,C11R2,6,10,50,50,C2_T8_C11R2_50-50_6_10,C2_T8_C11R2_6,C2_T8_C11R2_10
C2,C11R2,6,11,50,50,C2_T8_C11R2_50-50_6_11,C2_T8_C11R2_6,C2_T8_C11R2_11
C2,C11R2,6,12,50,50,C2_T8_C11R2_50-50_6_12,C2_T8_C11R2_6,C2_T8_C11R2_12
C2,C11R2,6,13,50,50,C2_T8_C11R2_50-50_6_13,C2_T8_C11R2_6,C2_T8_C11R2_13
C2,C11R2,6,7,50,50,C2_T8_C11R2_50-50_6_7,C2_T8_C11R2_6,C2_T8_C11R2_7
C2,C11R2,6,8,50,50,C2_T8_C11R2_50-50_6_8,C2_T8_C11R2_6,C2_T8_C11R2_8
C2,C11R2,6,9,50,50,C2_T8_C11R2_50-50_6_9,C2_T8_C11R2_6,C2_T8_C11R2_9
C2,C11R2,7,10,50,50,C2_T8_C11R2_50-50_7_10,C2_T8_C11R2_7,C2_T8_C11R2_10
C2,C11R2,7,11,50,50,C2_T8_C11R2_50-50_7_11,C2_T8_C11R2_7,C2_T8_C11R2_11
C2,C11R2,7,12,50,50,C2_T8_C11R2_50-50_7_12,C2_T8_C11R2_7,C2_T8_C11R2_12
C2,C11R2,7,13,50,50,C2_T8_C11R2_50-50_7_13,C2_T8_C11R2_7,C2_T8_C11R2_13
C2,C11R2,7,8,50,50,C2_T8_C11R2_50-50_7_8,C2_T8_C11R2_7,C2_T8_C11R2_8
C2,C11R2,7,9,50,50,C2_T8_C11R2_50-50_7_9,C2_T8_C11R2_7,C2_T8_C11R2_9
C2,C11R2,8,10,50,50,C2_T8_C11R2_50-50_8_10,C2_T8_C11R2_8,C2_T8_C11R2_10
C2,C11R2,8,11,50,50,C2_T8_C11R2_50-50_8_11,C2_T8_C11R2_8,C2_T8_C11R2_11
C2,C11R2,8,12,50,50,C2_T8_C11R2_50-50_8_12,C2_T8_C11R2_8,C2_T8_C11R2_12
C2,C11R2,8,13,50,50,C2_T8_C11R2_50-50_8_13,C2_T8_C11R2_8,C2_T8_C11R2_13
C2,C11R2,8,9,50,50,C2_T8_C11R2_50-50_8_9,C2_T8_C11R2_8,C2_T8_C11R2_9
C2,C11R2,9,10,50,50,C2_T8_C11R2_50-50_9_10,C2_T8_C11R2_9,C2_T8_C11R2_10
C2,C11R2,9,11,50,50,C2_T8_C11R2_50-50_9_11,C2_T8_C11R2_9,C2_T8_C11R2_11
C2,C11R2,9,12,50,50,C2_T8_C11R2_50-50_9_12,C2_T8_C11R2_9,C2_T8_C11R2_12
C2,C11R2,9,13,50,50,C2_T8_C11R2_50-50_9_13,C2_T8_C11R2_9,C2_T8_C11R2_13
