"Plate","Well","Wavelength","Abs","Transfer","Layout","MixPlate","MixIsolate","Isolate1","Isolate2","Community","Isolate1Freq","Isolate2Freq"
"T5_13A_P3","E06",690,0.121,"5","13A","3",TRUE,"5","6","C11R2","95","5"
"T5_13A_P3","E07",690,0.104,"5","13A","3",TRUE,"5","7","C11R2","95","5"
"T5_13A_P3","E08",690,0.11,"5","13A","3",TRUE,"5","8","C11R2","95","5"
"T5_13A_P3","E09",690,0.107,"5","13A","3",TRUE,"5","9","C11R2","95","5"
"T5_13A_P3","E10",690,0.111,"5","13A","3",TRUE,"5","10","C11R2","95","5"
"T5_13A_P3","E11",690,0.126,"5","13A","3",TRUE,"5","11","C11R2","95","5"
"T5_13A_P3","E12",690,0.099,"5","13A","3",TRUE,"5","12","C11R2","95","5"
"T5_13A_P3","F01",690,0.123,"5","13A","3",TRUE,"6","1","C11R2","95","5"
"T5_13A_P3","F02",690,0.127,"5","13A","3",TRUE,"6","2","C11R2","95","5"
"T5_13A_P3","F03",690,0.125,"5","13A","3",TRUE,"6","3","C11R2","95","5"
"T5_13A_P3","F04",690,0.15,"5","13A","3",TRUE,"6","4","C11R2","95","5"
"T5_13A_P3","F05",690,0.121,"5","13A","3",TRUE,"6","5","C11R2","95","5"
"T5_13A_P3","F06",690,0.127,"5","13A","3",TRUE,"6","6","C11R2","95","5"
"T5_13A_P3","F07",690,0.124,"5","13A","3",TRUE,"6","7","C11R2","95","5"
"T5_13A_P3","F08",690,0.127,"5","13A","3",TRUE,"6","8","C11R2","95","5"
"T5_13A_P3","F09",690,0.127,"5","13A","3",TRUE,"6","9","C11R2","95","5"
"T5_13A_P3","F10",690,0.127,"5","13A","3",TRUE,"6","10","C11R2","95","5"
"T5_13A_P3","F11",690,0.125,"5","13A","3",TRUE,"6","11","C11R2","95","5"
"T5_13A_P3","F12",690,0.124,"5","13A","3",TRUE,"6","12","C11R2","95","5"
"T5_13A_P3","G01",690,0.195,"5","13A","3",TRUE,"7","1","C11R2","95","5"
"T5_13A_P3","G02",690,0.108,"5","13A","3",TRUE,"7","2","C11R2","95","5"
"T5_13A_P3","G03",690,0.109,"5","13A","3",TRUE,"7","3","C11R2","95","5"
"T5_13A_P3","G04",690,0.157,"5","13A","3",TRUE,"7","4","C11R2","95","5"
"T5_13A_P3","G05",690,0.104,"5","13A","3",TRUE,"7","5","C11R2","95","5"
"T5_13A_P3","G06",690,0.12,"5","13A","3",TRUE,"7","6","C11R2","95","5"
"T5_13A_P3","G07",690,0.095,"5","13A","3",TRUE,"7","7","C11R2","95","5"
"T5_13A_P3","G08",690,0.092,"5","13A","3",TRUE,"7","8","C11R2","95","5"
"T5_13A_P3","G09",690,0.097,"5","13A","3",TRUE,"7","9","C11R2","95","5"
"T5_13A_P3","G10",690,0.103,"5","13A","3",TRUE,"7","10","C11R2","95","5"
"T5_13A_P3","G11",690,0.123,"5","13A","3",TRUE,"7","11","C11R2","95","5"
"T5_13A_P3","G12",690,0.103,"5","13A","3",TRUE,"7","12","C11R2","95","5"
"T5_13A_P3","H01",690,0.164,"5","13A","3",TRUE,"8","1","C11R2","95","5"
"T5_13A_P3","H02",690,0.000999999999999994,"5","13A","3",TRUE,"8","2","C11R2","95","5"
"T5_13A_P3","H03",690,0.108,"5","13A","3",TRUE,"8","3","C11R2","95","5"
"T5_13A_P3","H04",690,0.171,"5","13A","3",TRUE,"8","4","C11R2","95","5"
"T5_13A_P3","H05",690,0.12,"5","13A","3",TRUE,"8","5","C11R2","95","5"
"T5_13A_P3","H06",690,0.123,"5","13A","3",TRUE,"8","6","C11R2","95","5"
"T5_13A_P3","H07",690,0.103,"5","13A","3",TRUE,"8","7","C11R2","95","5"
"T5_13A_P3","H08",690,0.003,"5","13A","3",TRUE,"8","8","C11R2","95","5"
"T5_13A_P3","H09",690,0.002,"5","13A","3",TRUE,"8","9","C11R2","95","5"
"T5_13A_P3","H10",690,0,"5","13A","3",TRUE,"8","10","C11R2","95","5"
"T5_13A_P3","H11",690,0.123,"5","13A","3",TRUE,"8","11","C11R2","95","5"
"T5_13A_P3","H12",690,0.103,"5","13A","3",TRUE,"8","12","C11R2","95","5"
"T6_13A_P1","A01",340,0.487,"6","13A","1",TRUE,"1","1","C11R2","50","50"
"T6_13A_P1","A02",340,0.706,"6","13A","1",TRUE,"1","2","C11R2","50","50"
"T6_13A_P1","A03",340,0.593,"6","13A","1",TRUE,"1","3","C11R2","50","50"
"T6_13A_P1","A04",340,0.474,"6","13A","1",TRUE,"1","4","C11R2","50","50"
"T6_13A_P1","A05",340,0.441,"6","13A","1",TRUE,"1","5","C11R2","50","50"
"T6_13A_P1","A06",340,0.443,"6","13A","1",TRUE,"1","6","C11R2","50","50"
"T6_13A_P1","A07",340,0.779,"6","13A","1",TRUE,"1","7","C11R2","50","50"
"T6_13A_P1","A08",340,0.832,"6","13A","1",TRUE,"1","8","C11R2","50","50"
"T6_13A_P1","A09",340,0.492,"6","13A","1",TRUE,"1","9","C11R2","50","50"
"T6_13A_P1","A10",340,0.45,"6","13A","1",TRUE,"1","10","C11R2","50","50"
"T6_13A_P1","A11",340,0.388,"6","13A","1",TRUE,"1","11","C11R2","50","50"
"T6_13A_P1","A12",340,0.545,"6","13A","1",TRUE,"1","12","C11R2","50","50"
"T6_13A_P1","B01",340,0.566,"6","13A","1",TRUE,"2","1","C11R2","50","50"
"T6_13A_P1","B02",340,0.00799999999999999,"6","13A","1",TRUE,"2","2","C11R2","50","50"
"T6_13A_P1","B03",340,0.373,"6","13A","1",TRUE,"2","3","C11R2","50","50"
"T6_13A_P1","B04",340,0.49,"6","13A","1",TRUE,"2","4","C11R2","50","50"
"T6_13A_P1","B05",340,0.379,"6","13A","1",TRUE,"2","5","C11R2","50","50"
"T6_13A_P1","B06",340,0.405,"6","13A","1",TRUE,"2","6","C11R2","50","50"
"T6_13A_P1","B07",340,0.342,"6","13A","1",TRUE,"2","7","C11R2","50","50"
"T6_13A_P1","B08",340,0.00699999999999999,"6","13A","1",TRUE,"2","8","C11R2","50","50"
"T6_13A_P1","B09",340,0.00599999999999999,"6","13A","1",TRUE,"2","9","C11R2","50","50"
"T6_13A_P1","B10",340,0.00399999999999999,"6","13A","1",TRUE,"2","10","C11R2","50","50"
"T6_13A_P1","B11",340,0.375,"6","13A","1",TRUE,"2","11","C11R2","50","50"
"T6_13A_P1","B12",340,0.329,"6","13A","1",TRUE,"2","12","C11R2","50","50"
"T6_13A_P1","C01",340,0.67,"6","13A","1",TRUE,"3","1","C11R2","50","50"
"T6_13A_P1","C02",340,0.481,"6","13A","1",TRUE,"3","2","C11R2","50","50"
"T6_13A_P1","C03",340,0.386,"6","13A","1",TRUE,"3","3","C11R2","50","50"
"T6_13A_P1","C04",340,0.486,"6","13A","1",TRUE,"3","4","C11R2","50","50"
"T6_13A_P1","C05",340,0.328,"6","13A","1",TRUE,"3","5","C11R2","50","50"
"T6_13A_P1","C06",340,0.402,"6","13A","1",TRUE,"3","6","C11R2","50","50"
"T6_13A_P1","C07",340,0.383,"6","13A","1",TRUE,"3","7","C11R2","50","50"
"T6_13A_P1","C08",340,0.322,"6","13A","1",TRUE,"3","8","C11R2","50","50"
"T6_13A_P1","C09",340,0.373,"6","13A","1",TRUE,"3","9","C11R2","50","50"
"T6_13A_P1","C10",340,0.36,"6","13A","1",TRUE,"3","10","C11R2","50","50"
"T6_13A_P1","C11",340,0.393,"6","13A","1",TRUE,"3","11","C11R2","50","50"
"T6_13A_P1","C12",340,0.376,"6","13A","1",TRUE,"3","12","C11R2","50","50"
"T6_13A_P1","D01",340,0.547,"6","13A","1",TRUE,"4","1","C11R2","50","50"
"T6_13A_P1","D02",340,0.534,"6","13A","1",TRUE,"4","2","C11R2","50","50"
"T6_13A_P1","D03",340,0.531,"6","13A","1",TRUE,"4","3","C11R2","50","50"
"T6_13A_P1","D04",340,0.487,"6","13A","1",TRUE,"4","4","C11R2","50","50"
"T6_13A_P1","D05",340,0.526,"6","13A","1",TRUE,"4","5","C11R2","50","50"
"T6_13A_P1","D06",340,0.469,"6","13A","1",TRUE,"4","6","C11R2","50","50"
"T6_13A_P1","D07",340,0.512,"6","13A","1",TRUE,"4","7","C11R2","50","50"
"T6_13A_P1","D08",340,0.5,"6","13A","1",TRUE,"4","8","C11R2","50","50"
"T6_13A_P1","D09",340,0.49,"6","13A","1",TRUE,"4","9","C11R2","50","50"
"T6_13A_P1","D10",340,0.489,"6","13A","1",TRUE,"4","10","C11R2","50","50"
"T6_13A_P1","D11",340,0.387,"6","13A","1",TRUE,"4","11","C11R2","50","50"
"T6_13A_P1","D12",340,0.508,"6","13A","1",TRUE,"4","12","C11R2","50","50"
"T6_13A_P1","E01",340,0.47,"6","13A","1",TRUE,"5","1","C11R2","50","50"
"T6_13A_P1","E02",340,0.406,"6","13A","1",TRUE,"5","2","C11R2","50","50"
"T6_13A_P1","E03",340,0.389,"6","13A","1",TRUE,"5","3","C11R2","50","50"
"T6_13A_P1","E04",340,0.492,"6","13A","1",TRUE,"5","4","C11R2","50","50"
"T6_13A_P1","E05",340,0.382,"6","13A","1",TRUE,"5","5","C11R2","50","50"
"T6_13A_P1","E06",340,0.436,"6","13A","1",TRUE,"5","6","C11R2","50","50"
"T6_13A_P1","E07",340,0.369,"6","13A","1",TRUE,"5","7","C11R2","50","50"
"T6_13A_P1","E08",340,0.375,"6","13A","1",TRUE,"5","8","C11R2","50","50"
"T6_13A_P1","E09",340,0.385,"6","13A","1",TRUE,"5","9","C11R2","50","50"
"T6_13A_P1","E10",340,0.38,"6","13A","1",TRUE,"5","10","C11R2","50","50"
"T6_13A_P1","E11",340,0.383,"6","13A","1",TRUE,"5","11","C11R2","50","50"
"T6_13A_P1","E12",340,0.363,"6","13A","1",TRUE,"5","12","C11R2","50","50"
"T6_13A_P1","F01",340,0.492,"6","13A","1",TRUE,"6","1","C11R2","50","50"
"T6_13A_P1","F02",340,0.444,"6","13A","1",TRUE,"6","2","C11R2","50","50"
"T6_13A_P1","F03",340,0.427,"6","13A","1",TRUE,"6","3","C11R2","50","50"
"T6_13A_P1","F04",340,0.488,"6","13A","1",TRUE,"6","4","C11R2","50","50"
"T6_13A_P1","F05",340,0.437,"6","13A","1",TRUE,"6","5","C11R2","50","50"
"T6_13A_P1","F06",340,0.431,"6","13A","1",TRUE,"6","6","C11R2","50","50"
"T6_13A_P1","F07",340,0.445,"6","13A","1",TRUE,"6","7","C11R2","50","50"
"T6_13A_P1","F08",340,0.416,"6","13A","1",TRUE,"6","8","C11R2","50","50"
"T6_13A_P1","F09",340,0.403,"6","13A","1",TRUE,"6","9","C11R2","50","50"
"T6_13A_P1","F10",340,0.393,"6","13A","1",TRUE,"6","10","C11R2","50","50"
"T6_13A_P1","F11",340,0.39,"6","13A","1",TRUE,"6","11","C11R2","50","50"
"T6_13A_P1","F12",340,0.436,"6","13A","1",TRUE,"6","12","C11R2","50","50"
"T6_13A_P1","G01",340,0.665,"6","13A","1",TRUE,"7","1","C11R2","50","50"
"T6_13A_P1","G02",340,0.389,"6","13A","1",TRUE,"7","2","C11R2","50","50"
"T6_13A_P1","G03",340,0.403,"6","13A","1",TRUE,"7","3","C11R2","50","50"
"T6_13A_P1","G04",340,0.533,"6","13A","1",TRUE,"7","4","C11R2","50","50"
"T6_13A_P1","G05",340,0.388,"6","13A","1",TRUE,"7","5","C11R2","50","50"
"T6_13A_P1","G06",340,0.451,"6","13A","1",TRUE,"7","6","C11R2","50","50"
"T6_13A_P1","G07",340,0.389,"6","13A","1",TRUE,"7","7","C11R2","50","50"
"T6_13A_P1","G08",340,0.364,"6","13A","1",TRUE,"7","8","C11R2","50","50"
"T6_13A_P1","G09",340,0.373,"6","13A","1",TRUE,"7","9","C11R2","50","50"
"T6_13A_P1","G10",340,0.382,"6","13A","1",TRUE,"7","10","C11R2","50","50"
"T6_13A_P1","G11",340,0.395,"6","13A","1",TRUE,"7","11","C11R2","50","50"
"T6_13A_P1","G12",340,0.376,"6","13A","1",TRUE,"7","12","C11R2","50","50"
"T6_13A_P1","H01",340,0.603,"6","13A","1",TRUE,"8","1","C11R2","50","50"
"T6_13A_P1","H02",340,0.00499999999999999,"6","13A","1",TRUE,"8","2","C11R2","50","50"
"T6_13A_P1","H03",340,0.394,"6","13A","1",TRUE,"8","3","C11R2","50","50"
"T6_13A_P1","H04",340,0.515,"6","13A","1",TRUE,"8","4","C11R2","50","50"
"T6_13A_P1","H05",340,0.398,"6","13A","1",TRUE,"8","5","C11R2","50","50"
"T6_13A_P1","H06",340,0.437,"6","13A","1",TRUE,"8","6","C11R2","50","50"
"T6_13A_P1","H07",340,0.374,"6","13A","1",TRUE,"8","7","C11R2","50","50"
"T6_13A_P1","H08",340,0.00599999999999999,"6","13A","1",TRUE,"8","8","C11R2","50","50"
"T6_13A_P1","H09",340,0.00799999999999999,"6","13A","1",TRUE,"8","9","C11R2","50","50"
"T6_13A_P1","H10",340,0.003,"6","13A","1",TRUE,"8","10","C11R2","50","50"
"T6_13A_P1","H11",340,0.406,"6","13A","1",TRUE,"8","11","C11R2","50","50"
"T6_13A_P1","H12",340,0.369,"6","13A","1",TRUE,"8","12","C11R2","50","50"
"T6_13A_P1","A01",405,0.361,"6","13A","1",TRUE,"1","1","C11R2","50","50"
"T6_13A_P1","A02",405,0.522,"6","13A","1",TRUE,"1","2","C11R2","50","50"
"T6_13A_P1","A03",405,0.446,"6","13A","1",TRUE,"1","3","C11R2","50","50"
"T6_13A_P1","A04",405,0.339,"6","13A","1",TRUE,"1","4","C11R2","50","50"
"T6_13A_P1","A05",405,0.332,"6","13A","1",TRUE,"1","5","C11R2","50","50"
"T6_13A_P1","A06",405,0.311,"6","13A","1",TRUE,"1","6","C11R2","50","50"
"T6_13A_P1","A07",405,0.576,"6","13A","1",TRUE,"1","7","C11R2","50","50"
"T6_13A_P1","A08",405,0.592,"6","13A","1",TRUE,"1","8","C11R2","50","50"
"T6_13A_P1","A09",405,0.364,"6","13A","1",TRUE,"1","9","C11R2","50","50"
"T6_13A_P1","A10",405,0.331,"6","13A","1",TRUE,"1","10","C11R2","50","50"
"T6_13A_P1","A11",405,0.267,"6","13A","1",TRUE,"1","11","C11R2","50","50"
"T6_13A_P1","A12",405,0.391,"6","13A","1",TRUE,"1","12","C11R2","50","50"
"T6_13A_P1","B01",405,0.421,"6","13A","1",TRUE,"2","1","C11R2","50","50"
"T6_13A_P1","B02",405,0.006,"6","13A","1",TRUE,"2","2","C11R2","50","50"
"T6_13A_P1","B03",405,0.265,"6","13A","1",TRUE,"2","3","C11R2","50","50"
"T6_13A_P1","B04",405,0.351,"6","13A","1",TRUE,"2","4","C11R2","50","50"
"T6_13A_P1","B05",405,0.27,"6","13A","1",TRUE,"2","5","C11R2","50","50"
"T6_13A_P1","B06",405,0.277,"6","13A","1",TRUE,"2","6","C11R2","50","50"
"T6_13A_P1","B07",405,0.24,"6","13A","1",TRUE,"2","7","C11R2","50","50"
"T6_13A_P1","B08",405,0.006,"6","13A","1",TRUE,"2","8","C11R2","50","50"
"T6_13A_P1","B09",405,0.005,"6","13A","1",TRUE,"2","9","C11R2","50","50"
"T6_13A_P1","B10",405,0.007,"6","13A","1",TRUE,"2","10","C11R2","50","50"
"T6_13A_P1","B11",405,0.26,"6","13A","1",TRUE,"2","11","C11R2","50","50"
"T6_13A_P1","B12",405,0.231,"6","13A","1",TRUE,"2","12","C11R2","50","50"
"T6_13A_P1","C01",405,0.519,"6","13A","1",TRUE,"3","1","C11R2","50","50"
"T6_13A_P1","C02",405,0.346,"6","13A","1",TRUE,"3","2","C11R2","50","50"
"T6_13A_P1","C03",405,0.265,"6","13A","1",TRUE,"3","3","C11R2","50","50"
"T6_13A_P1","C04",405,0.347,"6","13A","1",TRUE,"3","4","C11R2","50","50"
"T6_13A_P1","C05",405,0.233,"6","13A","1",TRUE,"3","5","C11R2","50","50"
"T6_13A_P1","C06",405,0.278,"6","13A","1",TRUE,"3","6","C11R2","50","50"
"T6_13A_P1","C07",405,0.265,"6","13A","1",TRUE,"3","7","C11R2","50","50"
"T6_13A_P1","C08",405,0.226,"6","13A","1",TRUE,"3","8","C11R2","50","50"
"T6_13A_P1","C09",405,0.257,"6","13A","1",TRUE,"3","9","C11R2","50","50"
"T6_13A_P1","C10",405,0.249,"6","13A","1",TRUE,"3","10","C11R2","50","50"
"T6_13A_P1","C11",405,0.27,"6","13A","1",TRUE,"3","11","C11R2","50","50"
"T6_13A_P1","C12",405,0.26,"6","13A","1",TRUE,"3","12","C11R2","50","50"
"T6_13A_P1","D01",405,0.393,"6","13A","1",TRUE,"4","1","C11R2","50","50"
"T6_13A_P1","D02",405,0.382,"6","13A","1",TRUE,"4","2","C11R2","50","50"
"T6_13A_P1","D03",405,0.381,"6","13A","1",TRUE,"4","3","C11R2","50","50"
"T6_13A_P1","D04",405,0.348,"6","13A","1",TRUE,"4","4","C11R2","50","50"
"T6_13A_P1","D05",405,0.379,"6","13A","1",TRUE,"4","5","C11R2","50","50"
"T6_13A_P1","D06",405,0.338,"6","13A","1",TRUE,"4","6","C11R2","50","50"
"T6_13A_P1","D07",405,0.365,"6","13A","1",TRUE,"4","7","C11R2","50","50"
"T6_13A_P1","D08",405,0.358,"6","13A","1",TRUE,"4","8","C11R2","50","50"
"T6_13A_P1","D09",405,0.351,"6","13A","1",TRUE,"4","9","C11R2","50","50"
"T6_13A_P1","D10",405,0.348,"6","13A","1",TRUE,"4","10","C11R2","50","50"
"T6_13A_P1","D11",405,0.269,"6","13A","1",TRUE,"4","11","C11R2","50","50"
"T6_13A_P1","D12",405,0.362,"6","13A","1",TRUE,"4","12","C11R2","50","50"
"T6_13A_P1","E01",405,0.35,"6","13A","1",TRUE,"5","1","C11R2","50","50"
"T6_13A_P1","E02",405,0.294,"6","13A","1",TRUE,"5","2","C11R2","50","50"
"T6_13A_P1","E03",405,0.272,"6","13A","1",TRUE,"5","3","C11R2","50","50"
"T6_13A_P1","E04",405,0.352,"6","13A","1",TRUE,"5","4","C11R2","50","50"
"T6_13A_P1","E05",405,0.273,"6","13A","1",TRUE,"5","5","C11R2","50","50"
"T6_13A_P1","E06",405,0.3,"6","13A","1",TRUE,"5","6","C11R2","50","50"
"T6_13A_P1","E07",405,0.261,"6","13A","1",TRUE,"5","7","C11R2","50","50"
"T6_13A_P1","E08",405,0.269,"6","13A","1",TRUE,"5","8","C11R2","50","50"
"T6_13A_P1","E09",405,0.274,"6","13A","1",TRUE,"5","9","C11R2","50","50"
"T6_13A_P1","E10",405,0.272,"6","13A","1",TRUE,"5","10","C11R2","50","50"
"T6_13A_P1","E11",405,0.267,"6","13A","1",TRUE,"5","11","C11R2","50","50"
"T6_13A_P1","E12",405,0.255,"6","13A","1",TRUE,"5","12","C11R2","50","50"
"T6_13A_P1","F01",405,0.347,"6","13A","1",TRUE,"6","1","C11R2","50","50"
"T6_13A_P1","F02",405,0.305,"6","13A","1",TRUE,"6","2","C11R2","50","50"
"T6_13A_P1","F03",405,0.295,"6","13A","1",TRUE,"6","3","C11R2","50","50"
"T6_13A_P1","F04",405,0.345,"6","13A","1",TRUE,"6","4","C11R2","50","50"
"T6_13A_P1","F05",405,0.301,"6","13A","1",TRUE,"6","5","C11R2","50","50"
"T6_13A_P1","F06",405,0.299,"6","13A","1",TRUE,"6","6","C11R2","50","50"
"T6_13A_P1","F07",405,0.308,"6","13A","1",TRUE,"6","7","C11R2","50","50"
"T6_13A_P1","F08",405,0.288,"6","13A","1",TRUE,"6","8","C11R2","50","50"
"T6_13A_P1","F09",405,0.278,"6","13A","1",TRUE,"6","9","C11R2","50","50"
"T6_13A_P1","F10",405,0.271,"6","13A","1",TRUE,"6","10","C11R2","50","50"
"T6_13A_P1","F11",405,0.27,"6","13A","1",TRUE,"6","11","C11R2","50","50"
"T6_13A_P1","F12",405,0.302,"6","13A","1",TRUE,"6","12","C11R2","50","50"
"T6_13A_P1","G01",405,0.49,"6","13A","1",TRUE,"7","1","C11R2","50","50"
"T6_13A_P1","G02",405,0.274,"6","13A","1",TRUE,"7","2","C11R2","50","50"
"T6_13A_P1","G03",405,0.279,"6","13A","1",TRUE,"7","3","C11R2","50","50"
"T6_13A_P1","G04",405,0.384,"6","13A","1",TRUE,"7","4","C11R2","50","50"
"T6_13A_P1","G05",405,0.271,"6","13A","1",TRUE,"7","5","C11R2","50","50"
"T6_13A_P1","G06",405,0.315,"6","13A","1",TRUE,"7","6","C11R2","50","50"
"T6_13A_P1","G07",405,0.27,"6","13A","1",TRUE,"7","7","C11R2","50","50"
"T6_13A_P1","G08",405,0.254,"6","13A","1",TRUE,"7","8","C11R2","50","50"
"T6_13A_P1","G09",405,0.26,"6","13A","1",TRUE,"7","9","C11R2","50","50"
"T6_13A_P1","G10",405,0.263,"6","13A","1",TRUE,"7","10","C11R2","50","50"
"T6_13A_P1","G11",405,0.274,"6","13A","1",TRUE,"7","11","C11R2","50","50"
"T6_13A_P1","G12",405,0.261,"6","13A","1",TRUE,"7","12","C11R2","50","50"
"T6_13A_P1","H01",405,0.469,"6","13A","1",TRUE,"8","1","C11R2","50","50"
"T6_13A_P1","H02",405,0.004,"6","13A","1",TRUE,"8","2","C11R2","50","50"
"T6_13A_P1","H03",405,0.272,"6","13A","1",TRUE,"8","3","C11R2","50","50"
"T6_13A_P1","H04",405,0.367,"6","13A","1",TRUE,"8","4","C11R2","50","50"
"T6_13A_P1","H05",405,0.287,"6","13A","1",TRUE,"8","5","C11R2","50","50"
"T6_13A_P1","H06",405,0.301,"6","13A","1",TRUE,"8","6","C11R2","50","50"
"T6_13A_P1","H07",405,0.259,"6","13A","1",TRUE,"8","7","C11R2","50","50"
"T6_13A_P1","H08",405,0.006,"6","13A","1",TRUE,"8","8","C11R2","50","50"
"T6_13A_P1","H09",405,0.006,"6","13A","1",TRUE,"8","9","C11R2","50","50"
"T6_13A_P1","H10",405,0.003,"6","13A","1",TRUE,"8","10","C11R2","50","50"
"T6_13A_P1","H11",405,0.283,"6","13A","1",TRUE,"8","11","C11R2","50","50"
"T6_13A_P1","H12",405,0.256,"6","13A","1",TRUE,"8","12","C11R2","50","50"
"T6_13A_P1","A01",450,0.306,"6","13A","1",TRUE,"1","1","C11R2","50","50"
"T6_13A_P1","A02",450,0.441,"6","13A","1",TRUE,"1","2","C11R2","50","50"
"T6_13A_P1","A03",450,0.386,"6","13A","1",TRUE,"1","3","C11R2","50","50"
"T6_13A_P1","A04",450,0.29,"6","13A","1",TRUE,"1","4","C11R2","50","50"
"T6_13A_P1","A05",450,0.286,"6","13A","1",TRUE,"1","5","C11R2","50","50"
"T6_13A_P1","A06",450,0.261,"6","13A","1",TRUE,"1","6","C11R2","50","50"
"T6_13A_P1","A07",450,0.471,"6","13A","1",TRUE,"1","7","C11R2","50","50"
"T6_13A_P1","A08",450,0.489,"6","13A","1",TRUE,"1","8","C11R2","50","50"
"T6_13A_P1","A09",450,0.311,"6","13A","1",TRUE,"1","9","C11R2","50","50"
"T6_13A_P1","A10",450,0.282,"6","13A","1",TRUE,"1","10","C11R2","50","50"
"T6_13A_P1","A11",450,0.227,"6","13A","1",TRUE,"1","11","C11R2","50","50"
"T6_13A_P1","A12",450,0.327,"6","13A","1",TRUE,"1","12","C11R2","50","50"
"T6_13A_P1","B01",450,0.355,"6","13A","1",TRUE,"2","1","C11R2","50","50"
"T6_13A_P1","B02",450,0.005,"6","13A","1",TRUE,"2","2","C11R2","50","50"
"T6_13A_P1","B03",450,0.22,"6","13A","1",TRUE,"2","3","C11R2","50","50"
"T6_13A_P1","B04",450,0.301,"6","13A","1",TRUE,"2","4","C11R2","50","50"
"T6_13A_P1","B05",450,0.23,"6","13A","1",TRUE,"2","5","C11R2","50","50"
"T6_13A_P1","B06",450,0.233,"6","13A","1",TRUE,"2","6","C11R2","50","50"
"T6_13A_P1","B07",450,0.203,"6","13A","1",TRUE,"2","7","C11R2","50","50"
"T6_13A_P1","B08",450,0.004,"6","13A","1",TRUE,"2","8","C11R2","50","50"
"T6_13A_P1","B09",450,0.00600000000000001,"6","13A","1",TRUE,"2","9","C11R2","50","50"
"T6_13A_P1","B10",450,0.004,"6","13A","1",TRUE,"2","10","C11R2","50","50"
"T6_13A_P1","B11",450,0.219,"6","13A","1",TRUE,"2","11","C11R2","50","50"
"T6_13A_P1","B12",450,0.194,"6","13A","1",TRUE,"2","12","C11R2","50","50"
"T6_13A_P1","C01",450,0.436,"6","13A","1",TRUE,"3","1","C11R2","50","50"
"T6_13A_P1","C02",450,0.297,"6","13A","1",TRUE,"3","2","C11R2","50","50"
"T6_13A_P1","C03",450,0.221,"6","13A","1",TRUE,"3","3","C11R2","50","50"
"T6_13A_P1","C04",450,0.298,"6","13A","1",TRUE,"3","4","C11R2","50","50"
"T6_13A_P1","C05",450,0.196,"6","13A","1",TRUE,"3","5","C11R2","50","50"
"T6_13A_P1","C06",450,0.234,"6","13A","1",TRUE,"3","6","C11R2","50","50"
"T6_13A_P1","C07",450,0.222,"6","13A","1",TRUE,"3","7","C11R2","50","50"
"T6_13A_P1","C08",450,0.188,"6","13A","1",TRUE,"3","8","C11R2","50","50"
"T6_13A_P1","C09",450,0.215,"6","13A","1",TRUE,"3","9","C11R2","50","50"
"T6_13A_P1","C10",450,0.208,"6","13A","1",TRUE,"3","10","C11R2","50","50"
"T6_13A_P1","C11",450,0.229,"6","13A","1",TRUE,"3","11","C11R2","50","50"
"T6_13A_P1","C12",450,0.219,"6","13A","1",TRUE,"3","12","C11R2","50","50"
"T6_13A_P1","D01",450,0.336,"6","13A","1",TRUE,"4","1","C11R2","50","50"
"T6_13A_P1","D02",450,0.328,"6","13A","1",TRUE,"4","2","C11R2","50","50"
"T6_13A_P1","D03",450,0.326,"6","13A","1",TRUE,"4","3","C11R2","50","50"
"T6_13A_P1","D04",450,0.299,"6","13A","1",TRUE,"4","4","C11R2","50","50"
"T6_13A_P1","D05",450,0.324,"6","13A","1",TRUE,"4","5","C11R2","50","50"
"T6_13A_P1","D06",450,0.29,"6","13A","1",TRUE,"4","6","C11R2","50","50"
"T6_13A_P1","D07",450,0.314,"6","13A","1",TRUE,"4","7","C11R2","50","50"
"T6_13A_P1","D08",450,0.309,"6","13A","1",TRUE,"4","8","C11R2","50","50"
"T6_13A_P1","D09",450,0.3,"6","13A","1",TRUE,"4","9","C11R2","50","50"
"T6_13A_P1","D10",450,0.299,"6","13A","1",TRUE,"4","10","C11R2","50","50"
"T6_13A_P1","D11",450,0.228,"6","13A","1",TRUE,"4","11","C11R2","50","50"
"T6_13A_P1","D12",450,0.312,"6","13A","1",TRUE,"4","12","C11R2","50","50"
"T6_13A_P1","E01",450,0.303,"6","13A","1",TRUE,"5","1","C11R2","50","50"
"T6_13A_P1","E02",450,0.249,"6","13A","1",TRUE,"5","2","C11R2","50","50"
"T6_13A_P1","E03",450,0.23,"6","13A","1",TRUE,"5","3","C11R2","50","50"
"T6_13A_P1","E04",450,0.302,"6","13A","1",TRUE,"5","4","C11R2","50","50"
"T6_13A_P1","E05",450,0.231,"6","13A","1",TRUE,"5","5","C11R2","50","50"
"T6_13A_P1","E06",450,0.252,"6","13A","1",TRUE,"5","6","C11R2","50","50"
"T6_13A_P1","E07",450,0.219,"6","13A","1",TRUE,"5","7","C11R2","50","50"
"T6_13A_P1","E08",450,0.227,"6","13A","1",TRUE,"5","8","C11R2","50","50"
"T6_13A_P1","E09",450,0.233,"6","13A","1",TRUE,"5","9","C11R2","50","50"
"T6_13A_P1","E10",450,0.229,"6","13A","1",TRUE,"5","10","C11R2","50","50"
"T6_13A_P1","E11",450,0.225,"6","13A","1",TRUE,"5","11","C11R2","50","50"
"T6_13A_P1","E12",450,0.214,"6","13A","1",TRUE,"5","12","C11R2","50","50"
