Community,Isolate1,Isolate2,InteractionType,From,To,CarbonSource,GrowthRateVariable,PairGrowthRateVariable
C11R1,2,3,coexistence,2,3,citrate,MaxGrowthRate,
C11R1,2,3,coexistence,2,3,citrate,MaxOD,
C11R1,2,3,coexistence,2,3,Darabinose,LagTime,
C11R1,2,3,coexistence,2,3,Darabinose,MaxGrowthRate,
C11R1,2,3,coexistence,2,3,Darabinose,MaxOD,
C11R1,2,3,coexistence,2,3,formate,LagTime,
C11R1,2,3,coexistence,2,3,formate,MaxGrowthRate,
C11R1,2,3,coexistence,2,3,formate,MaxOD,
C11R1,2,3,coexistence,2,3,glucose,LagTime,0.63001432001553
C11R1,2,3,coexistence,2,3,glucose,MaxGrowthRate,0.01126283195566
C11R1,2,3,coexistence,2,3,glucose,MaxOD,0.032753069881271
C11R1,2,3,coexistence,2,3,glycerol,LagTime,
C11R1,2,3,coexistence,2,3,glycerol,MaxGrowthRate,
C11R1,2,3,coexistence,2,3,glycerol,MaxOD,
C11R1,2,3,coexistence,2,3,inositol,LagTime,
C11R1,2,3,coexistence,2,3,inositol,MaxGrowthRate,
C11R1,2,3,coexistence,2,3,inositol,MaxOD,
C11R1,2,3,coexistence,2,3,Lglutamate,LagTime,
C11R1,2,3,coexistence,2,3,Lglutamate,MaxGrowthRate,
C11R1,2,3,coexistence,2,3,Lglutamate,MaxOD,
C11R1,2,3,coexistence,2,3,phenylalanine,LagTime,
C11R1,2,3,coexistence,2,3,phenylalanine,MaxGrowthRate,
C11R1,2,3,coexistence,2,3,phenylalanine,MaxOD,
C11R1,2,3,coexistence,2,3,succinate,LagTime,
C11R1,2,3,coexistence,2,3,succinate,MaxGrowthRate,
C11R1,2,3,coexistence,2,3,succinate,MaxOD,
C11R1,2,4,coexistence,2,4,acetate,LagTime,
C11R1,2,4,coexistence,2,4,acetate,MaxGrowthRate,
C11R1,2,4,coexistence,2,4,acetate,MaxOD,
C11R1,2,4,coexistence,2,4,arginine,LagTime,
C11R1,2,4,coexistence,2,4,arginine,MaxGrowthRate,
C11R1,2,4,coexistence,2,4,arginine,MaxOD,
C11R1,2,4,coexistence,2,4,citrate,LagTime,
C11R1,2,4,coexistence,2,4,citrate,MaxGrowthRate,
C11R1,2,4,coexistence,2,4,citrate,MaxOD,
C11R1,2,4,coexistence,2,4,Darabinose,LagTime,
C11R1,2,4,coexistence,2,4,Darabinose,MaxGrowthRate,
C11R1,2,4,coexistence,2,4,Darabinose,MaxOD,
C11R1,2,4,coexistence,2,4,formate,LagTime,
C11R1,2,4,coexistence,2,4,formate,MaxGrowthRate,
C11R1,2,4,coexistence,2,4,formate,MaxOD,
C11R1,2,4,coexistence,2,4,glucose,LagTime,1.99385458269935
C11R1,2,4,coexistence,2,4,glucose,MaxGrowthRate,0.315843357708869
C11R1,2,4,coexistence,2,4,glucose,MaxOD,0.186947567675378
C11R1,2,4,coexistence,2,4,glycerol,LagTime,
C11R1,2,4,coexistence,2,4,glycerol,MaxGrowthRate,
C11R1,2,4,coexistence,2,4,glycerol,MaxOD,
C11R1,2,4,coexistence,2,4,inositol,LagTime,
C11R1,2,4,coexistence,2,4,inositol,MaxGrowthRate,
C11R1,2,4,coexistence,2,4,inositol,MaxOD,
C11R1,2,4,coexistence,2,4,Lglutamate,LagTime,
C11R1,2,4,coexistence,2,4,Lglutamate,MaxGrowthRate,
C11R1,2,4,coexistence,2,4,Lglutamate,MaxOD,
C11R1,2,4,coexistence,2,4,phenylalanine,LagTime,
C11R1,2,4,coexistence,2,4,phenylalanine,MaxGrowthRate,
C11R1,2,4,coexistence,2,4,phenylalanine,MaxOD,
C11R1,2,4,coexistence,2,4,succinate,LagTime,
C11R1,2,4,coexistence,2,4,succinate,MaxGrowthRate,
C11R1,2,4,coexistence,2,4,succinate,MaxOD,
C11R1,2,5,exclusion,5,2,acetate,LagTime,
C11R1,2,5,exclusion,5,2,acetate,MaxGrowthRate,
C11R1,2,5,exclusion,5,2,acetate,MaxOD,
C11R1,2,5,exclusion,5,2,arginine,LagTime,
C11R1,2,5,exclusion,5,2,arginine,MaxGrowthRate,
C11R1,2,5,exclusion,5,2,arginine,MaxOD,
C11R1,2,5,exclusion,5,2,citrate,LagTime,
C11R1,2,5,exclusion,5,2,citrate,MaxGrowthRate,
C11R1,2,5,exclusion,5,2,citrate,MaxOD,
C11R1,2,5,exclusion,5,2,Darabinose,LagTime,
C11R1,2,5,exclusion,5,2,Darabinose,MaxGrowthRate,
C11R1,2,5,exclusion,5,2,Darabinose,MaxOD,
C11R1,2,5,exclusion,5,2,formate,LagTime,
C11R1,2,5,exclusion,5,2,formate,MaxGrowthRate,
C11R1,2,5,exclusion,5,2,formate,MaxOD,
C11R1,2,5,exclusion,5,2,glucose,LagTime,1.20117223509258
C11R1,2,5,exclusion,5,2,glucose,MaxGrowthRate,0.28380045677464
C11R1,2,5,exclusion,5,2,glucose,MaxOD,0.216423897797943
C11R1,2,5,exclusion,5,2,glycerol,LagTime,
C11R1,2,5,exclusion,5,2,glycerol,MaxGrowthRate,
C11R1,2,5,exclusion,5,2,glycerol,MaxOD,
C11R1,2,5,exclusion,5,2,inositol,LagTime,
C11R1,2,5,exclusion,5,2,inositol,MaxGrowthRate,
C11R1,2,5,exclusion,5,2,inositol,MaxOD,
C11R1,2,5,exclusion,5,2,Lglutamate,LagTime,
C11R1,2,5,exclusion,5,2,Lglutamate,MaxGrowthRate,
C11R1,2,5,exclusion,5,2,Lglutamate,MaxOD,
C11R1,2,5,exclusion,5,2,phenylalanine,LagTime,
C11R1,2,5,exclusion,5,2,phenylalanine,MaxGrowthRate,
C11R1,2,5,exclusion,5,2,phenylalanine,MaxOD,
C11R1,2,5,exclusion,5,2,succinate,LagTime,
C11R1,2,5,exclusion,5,2,succinate,MaxGrowthRate,
C11R1,2,5,exclusion,5,2,succinate,MaxOD,
C11R1,2,6,coexistence,2,6,acetate,LagTime,
C11R1,2,6,coexistence,2,6,acetate,MaxGrowthRate,
C11R1,2,6,coexistence,2,6,acetate,MaxOD,
C11R1,2,6,coexistence,2,6,arginine,LagTime,
C11R1,2,6,coexistence,2,6,arginine,MaxGrowthRate,
C11R1,2,6,coexistence,2,6,arginine,MaxOD,
C11R1,2,6,coexistence,2,6,citrate,LagTime,
C11R1,2,6,coexistence,2,6,citrate,MaxGrowthRate,
C11R1,2,6,coexistence,2,6,citrate,MaxOD,
C11R1,2,6,coexistence,2,6,Darabinose,LagTime,
C11R1,2,6,coexistence,2,6,Darabinose,MaxGrowthRate,
C11R1,2,6,coexistence,2,6,Darabinose,MaxOD,
C11R1,2,6,coexistence,2,6,formate,LagTime,
C11R1,2,6,coexistence,2,6,formate,MaxGrowthRate,
C11R1,2,6,coexistence,2,6,formate,MaxOD,
C11R1,2,6,coexistence,2,6,glucose,LagTime,2.30666950079878
C11R1,2,6,coexistence,2,6,glucose,MaxGrowthRate,0.071237324661678
C11R1,2,6,coexistence,2,6,glucose,MaxOD,0.379987125421949
C11R1,2,6,coexistence,2,6,glycerol,LagTime,
C11R1,2,6,coexistence,2,6,glycerol,MaxGrowthRate,
C11R1,2,6,coexistence,2,6,glycerol,MaxOD,
C11R1,2,6,coexistence,2,6,inositol,LagTime,
C11R1,2,6,coexistence,2,6,inositol,MaxGrowthRate,
C11R1,2,6,coexistence,2,6,inositol,MaxOD,
C11R1,2,6,coexistence,2,6,Lglutamate,LagTime,
C11R1,2,6,coexistence,2,6,Lglutamate,MaxGrowthRate,
C11R1,2,6,coexistence,2,6,Lglutamate,MaxOD,
C11R1,2,6,coexistence,2,6,phenylalanine,LagTime,
C11R1,2,6,coexistence,2,6,phenylalanine,MaxGrowthRate,
C11R1,2,6,coexistence,2,6,phenylalanine,MaxOD,
C11R1,2,6,coexistence,2,6,succinate,LagTime,
C11R1,2,6,coexistence,2,6,succinate,MaxGrowthRate,
C11R1,2,6,coexistence,2,6,succinate,MaxOD,
C11R1,2,7,exclusion,7,2,acetate,LagTime,
C11R1,2,7,exclusion,7,2,acetate,MaxGrowthRate,
C11R1,2,7,exclusion,7,2,acetate,MaxOD,
C11R1,2,7,exclusion,7,2,arginine,LagTime,
C11R1,2,7,exclusion,7,2,arginine,MaxGrowthRate,
C11R1,2,7,exclusion,7,2,arginine,MaxOD,
C11R1,2,7,exclusion,7,2,citrate,LagTime,
C11R1,2,7,exclusion,7,2,citrate,MaxGrowthRate,
C11R1,2,7,exclusion,7,2,citrate,MaxOD,
C11R1,2,7,exclusion,7,2,Darabinose,LagTime,
C11R1,2,7,exclusion,7,2,Darabinose,MaxGrowthRate,
C11R1,2,7,exclusion,7,2,Darabinose,MaxOD,
C11R1,2,7,exclusion,7,2,formate,LagTime,
C11R1,2,7,exclusion,7,2,formate,MaxGrowthRate,
C11R1,2,7,exclusion,7,2,formate,MaxOD,
C11R1,2,7,exclusion,7,2,glucose,LagTime,0.75768137600946
C11R1,2,7,exclusion,7,2,glucose,MaxGrowthRate,0.313248408361104
C11R1,2,7,exclusion,7,2,glucose,MaxOD,0.256676747314105
C11R1,2,7,exclusion,7,2,glycerol,LagTime,
C11R1,2,7,exclusion,7,2,glycerol,MaxGrowthRate,
C11R1,2,7,exclusion,7,2,glycerol,MaxOD,
C11R1,2,7,exclusion,7,2,inositol,LagTime,
C11R1,2,7,exclusion,7,2,inositol,MaxGrowthRate,
C11R1,2,7,exclusion,7,2,inositol,MaxOD,
C11R1,2,7,exclusion,7,2,Lglutamate,LagTime,
C11R1,2,7,exclusion,7,2,Lglutamate,MaxGrowthRate,
C11R1,2,7,exclusion,7,2,Lglutamate,MaxOD,
C11R1,2,7,exclusion,7,2,phenylalanine,LagTime,
C11R1,2,7,exclusion,7,2,phenylalanine,MaxGrowthRate,
C11R1,2,7,exclusion,7,2,phenylalanine,MaxOD,
C11R1,2,7,exclusion,7,2,succinate,LagTime,
C11R1,2,7,exclusion,7,2,succinate,MaxGrowthRate,
C11R1,2,7,exclusion,7,2,succinate,MaxOD,
C11R1,2,8,coexistence,2,8,acetate,LagTime,
C11R1,2,8,coexistence,2,8,acetate,MaxGrowthRate,
C11R1,2,8,coexistence,2,8,acetate,MaxOD,
C11R1,2,8,coexistence,2,8,arginine,LagTime,
C11R1,2,8,coexistence,2,8,arginine,MaxGrowthRate,
C11R1,2,8,coexistence,2,8,arginine,MaxOD,
C11R1,2,8,coexistence,2,8,citrate,LagTime,
C11R1,2,8,coexistence,2,8,citrate,MaxGrowthRate,
C11R1,2,8,coexistence,2,8,citrate,MaxOD,
C11R1,2,8,coexistence,2,8,Darabinose,LagTime,
C11R1,2,8,coexistence,2,8,Darabinose,MaxGrowthRate,
C11R1,2,8,coexistence,2,8,Darabinose,MaxOD,
C11R1,2,8,coexistence,2,8,formate,LagTime,
C11R1,2,8,coexistence,2,8,formate,MaxGrowthRate,
C11R1,2,8,coexistence,2,8,formate,MaxOD,
C11R1,2,8,coexistence,2,8,glucose,LagTime,2.2791990918513
C11R1,2,8,coexistence,2,8,glucose,MaxGrowthRate,0.086934268557166
C11R1,2,8,coexistence,2,8,glucose,MaxOD,0.36995082118899
C11R1,2,8,coexistence,2,8,glycerol,LagTime,
C11R1,2,8,coexistence,2,8,glycerol,MaxGrowthRate,
C11R1,2,8,coexistence,2,8,glycerol,MaxOD,
C11R1,2,8,coexistence,2,8,inositol,LagTime,
C11R1,2,8,coexistence,2,8,inositol,MaxGrowthRate,
C11R1,2,8,coexistence,2,8,inositol,MaxOD,
C11R1,2,8,coexistence,2,8,Lglutamate,LagTime,
C11R1,2,8,coexistence,2,8,Lglutamate,MaxGrowthRate,
C11R1,2,8,coexistence,2,8,Lglutamate,MaxOD,
C11R1,2,8,coexistence,2,8,phenylalanine,LagTime,
C11R1,2,8,coexistence,2,8,phenylalanine,MaxGrowthRate,
C11R1,2,8,coexistence,2,8,phenylalanine,MaxOD,
C11R1,2,8,coexistence,2,8,succinate,LagTime,
C11R1,2,8,coexistence,2,8,succinate,MaxGrowthRate,
C11R1,2,8,coexistence,2,8,succinate,MaxOD,
C11R1,2,9,coexistence,2,9,acetate,LagTime,
C11R1,2,9,coexistence,2,9,acetate,MaxGrowthRate,
C11R1,2,9,coexistence,2,9,acetate,MaxOD,
C11R1,2,9,coexistence,2,9,arginine,LagTime,
C11R1,2,9,coexistence,2,9,arginine,MaxGrowthRate,
C11R1,2,9,coexistence,2,9,arginine,MaxOD,
C11R1,2,9,coexistence,2,9,citrate,LagTime,
C11R1,2,9,coexistence,2,9,citrate,MaxGrowthRate,
C11R1,2,9,coexistence,2,9,citrate,MaxOD,
C11R1,2,9,coexistence,2,9,Darabinose,LagTime,
C11R1,2,9,coexistence,2,9,Darabinose,MaxGrowthRate,
C11R1,2,9,coexistence,2,9,Darabinose,MaxOD,
C11R1,2,9,coexistence,2,9,formate,LagTime,
C11R1,2,9,coexistence,2,9,formate,MaxGrowthRate,
C11R1,2,9,coexistence,2,9,formate,MaxOD,
C11R1,2,9,coexistence,2,9,glucose,LagTime,2.60916027815757
C11R1,2,9,coexistence,2,9,glucose,MaxGrowthRate,0.0886428418194497
C11R1,2,9,coexistence,2,9,glucose,MaxOD,0.328738287240259
C11R1,2,9,coexistence,2,9,glycerol,LagTime,
C11R1,2,9,coexistence,2,9,glycerol,MaxGrowthRate,
C11R1,2,9,coexistence,2,9,glycerol,MaxOD,
C11R1,2,9,coexistence,2,9,inositol,LagTime,
C11R1,2,9,coexistence,2,9,inositol,MaxGrowthRate,
C11R1,2,9,coexistence,2,9,inositol,MaxOD,
C11R1,2,9,coexistence,2,9,Lglutamate,LagTime,
C11R1,2,9,coexistence,2,9,Lglutamate,MaxGrowthRate,
C11R1,2,9,coexistence,2,9,Lglutamate,MaxOD,
C11R1,2,9,coexistence,2,9,phenylalanine,LagTime,
C11R1,2,9,coexistence,2,9,phenylalanine,MaxGrowthRate,
C11R1,2,9,coexistence,2,9,phenylalanine,MaxOD,
C11R1,2,9,coexistence,2,9,succinate,LagTime,
C11R1,2,9,coexistence,2,9,succinate,MaxGrowthRate,
C11R1,2,9,coexistence,2,9,succinate,MaxOD,
C11R1,3,4,coexistence,3,4,acetate,LagTime,9.21388376528798
C11R1,3,4,coexistence,3,4,acetate,MaxGrowthRate,0.173705832041772
C11R1,3,4,coexistence,3,4,acetate,MaxOD,0.211581061650415
C11R1,3,4,coexistence,3,4,arginine,LagTime,2.57735404133629
C11R1,3,4,coexistence,3,4,arginine,MaxGrowthRate,0.0553832721583114
C11R1,3,4,coexistence,3,4,arginine,MaxOD,0.090682180362337
C11R1,3,4,coexistence,3,4,citrate,LagTime,7.70937819356698
C11R1,3,4,coexistence,3,4,citrate,MaxGrowthRate,0.419787713733236
C11R1,3,4,coexistence,3,4,citrate,MaxOD,0.079703532319839
C11R1,3,4,coexistence,3,4,Darabinose,LagTime,15.8507427449665
C11R1,3,4,coexistence,3,4,Darabinose,MaxGrowthRate,0.0336017361569603
C11R1,3,4,coexistence,3,4,Darabinose,MaxOD,0.0047792855085924
C11R1,3,4,coexistence,3,4,formate,LagTime,39.408908009632
C11R1,3,4,coexistence,3,4,formate,MaxGrowthRate,0.00724168161309277
C11R1,3,4,coexistence,3,4,formate,MaxOD,0.0350018229704804
C11R1,3,4,coexistence,3,4,glucose,LagTime,2.62386890271488
C11R1,3,4,coexistence,3,4,glucose,MaxGrowthRate,0.304580525753209
C11R1,3,4,coexistence,3,4,glucose,MaxOD,0.219700637556649
C11R1,3,4,coexistence,3,4,glycerol,LagTime,7.47042020777334
C11R1,3,4,coexistence,3,4,glycerol,MaxGrowthRate,0.071360744684339
C11R1,3,4,coexistence,3,4,glycerol,MaxOD,0.236873336445534
C11R1,3,4,coexistence,3,4,inositol,LagTime,0.147587996987543
C11R1,3,4,coexistence,3,4,inositol,MaxGrowthRate,0.000811530948783969
C11R1,3,4,coexistence,3,4,inositol,MaxOD,0.157453963308103
C11R1,3,4,coexistence,3,4,Lglutamate,LagTime,10.1966118848978
C11R1,3,4,coexistence,3,4,Lglutamate,MaxGrowthRate,0.30222199549342
C11R1,3,4,coexistence,3,4,Lglutamate,MaxOD,0.038562402531784
C11R1,3,4,coexistence,3,4,phenylalanine,LagTime,6.95709713925194
C11R1,3,4,coexistence,3,4,phenylalanine,MaxGrowthRate,0.0023827785796082
C11R1,3,4,coexistence,3,4,phenylalanine,MaxOD,0.007763120145219
C11R1,3,4,coexistence,3,4,succinate,LagTime,3.55591590226236
C11R1,3,4,coexistence,3,4,succinate,MaxGrowthRate,0.0773705332507082
C11R1,3,4,coexistence,3,4,succinate,MaxOD,0.274156934919259
C11R1,3,5,exclusion,5,3,acetate,LagTime,0.000770771771280016
C11R1,3,5,exclusion,5,3,acetate,MaxGrowthRate,0.198773590818199
C11R1,3,5,exclusion,5,3,acetate,MaxOD,0.374995685972515
C11R1,3,5,exclusion,5,3,arginine,LagTime,9.87133136033506
C11R1,3,5,exclusion,5,3,arginine,MaxGrowthRate,0.0186719298621264
C11R1,3,5,exclusion,5,3,arginine,MaxOD,0.024014125309159
C11R1,3,5,exclusion,5,3,citrate,LagTime,8.96443389722566
C11R1,3,5,exclusion,5,3,citrate,MaxGrowthRate,0.226653736497065
C11R1,3,5,exclusion,5,3,citrate,MaxOD,0.071828987528287
C11R1,3,5,exclusion,5,3,Darabinose,LagTime,3.11299128546872
C11R1,3,5,exclusion,5,3,Darabinose,MaxGrowthRate,0.0100765312426698
C11R1,3,5,exclusion,5,3,Darabinose,MaxOD,0.0065421751431053
C11R1,3,5,exclusion,5,3,formate,LagTime,27.3097695209981
C11R1,3,5,exclusion,5,3,formate,MaxGrowthRate,0.0292477403061393
C11R1,3,5,exclusion,5,3,formate,MaxOD,0.0351462353195663
C11R1,3,5,exclusion,5,3,glucose,LagTime,0.57115791507705
C11R1,3,5,exclusion,5,3,glucose,MaxGrowthRate,0.27253762481898
C11R1,3,5,exclusion,5,3,glucose,MaxOD,0.249176967679214
C11R1,3,5,exclusion,5,3,glycerol,LagTime,9.66474524375926
C11R1,3,5,exclusion,5,3,glycerol,MaxGrowthRate,0.102247876995982
C11R1,3,5,exclusion,5,3,glycerol,MaxOD,0.34687836530625
C11R1,3,5,exclusion,5,3,inositol,LagTime,0.189033350073388
C11R1,3,5,exclusion,5,3,inositol,MaxGrowthRate,0.00743027719698385
C11R1,3,5,exclusion,5,3,inositol,MaxOD,0.156705504170936
C11R1,3,5,exclusion,5,3,Lglutamate,LagTime,0.870739984656889
C11R1,3,5,exclusion,5,3,Lglutamate,MaxGrowthRate,0.0668030900440829
C11R1,3,5,exclusion,5,3,Lglutamate,MaxOD,0.296711036630457
C11R1,3,5,exclusion,5,3,phenylalanine,LagTime,1.39741765216079
C11R1,3,5,exclusion,5,3,phenylalanine,MaxGrowthRate,0.060345316078071
C11R1,3,5,exclusion,5,3,phenylalanine,MaxOD,0.0091148619604501
C11R1,3,5,exclusion,5,3,succinate,LagTime,4.33089327080034
C11R1,3,5,exclusion,5,3,succinate,MaxGrowthRate,0.054062587473807
C11R1,3,5,exclusion,5,3,succinate,MaxOD,0.488130600632683
C11R1,3,6,exclusion,6,3,acetate,LagTime,1.74240626931773
C11R1,3,6,exclusion,6,3,acetate,MaxGrowthRate,0.19239212029514
C11R1,3,6,exclusion,6,3,acetate,MaxOD,0.250863296395726
C11R1,3,6,exclusion,6,3,arginine,LagTime,1.38882520162942
C11R1,3,6,exclusion,6,3,arginine,MaxGrowthRate,0.0880996714660546
C11R1,3,6,exclusion,6,3,arginine,MaxOD,0.204274943951793
C11R1,3,6,exclusion,6,3,citrate,LagTime,6.29430461464055
C11R1,3,6,exclusion,6,3,citrate,MaxGrowthRate,0.0900238756936065
C11R1,3,6,exclusion,6,3,citrate,MaxOD,0.158448958750411
C11R1,3,6,exclusion,6,3,Darabinose,LagTime,51.9357351800174
C11R1,3,6,exclusion,6,3,Darabinose,MaxGrowthRate,0.0280188274855018
C11R1,3,6,exclusion,6,3,Darabinose,MaxOD,0.0223550506552493
C11R1,3,6,exclusion,6,3,formate,LagTime,0.842447410240007
C11R1,3,6,exclusion,6,3,formate,MaxGrowthRate,0.00348107800716907
C11R1,3,6,exclusion,6,3,formate,MaxOD,0.0660281270100265
C11R1,3,6,exclusion,6,3,glucose,LagTime,1.67665518078325
C11R1,3,6,exclusion,6,3,glucose,MaxGrowthRate,0.059974492706018
C11R1,3,6,exclusion,6,3,glucose,MaxOD,0.41274019530322
C11R1,3,6,exclusion,6,3,glycerol,LagTime,9.51738325021536
C11R1,3,6,exclusion,6,3,glycerol,MaxGrowthRate,0.043795732081803
C11R1,3,6,exclusion,6,3,glycerol,MaxOD,0.234052944100589
C11R1,3,6,exclusion,6,3,inositol,LagTime,1.99339982946842
C11R1,3,6,exclusion,6,3,inositol,MaxGrowthRate,0.101886581659881
C11R1,3,6,exclusion,6,3,inositol,MaxOD,0.123262126222721
C11R1,3,6,exclusion,6,3,Lglutamate,LagTime,22.6699837438682
C11R1,3,6,exclusion,6,3,Lglutamate,MaxGrowthRate,0.0257841692695022
C11R1,3,6,exclusion,6,3,Lglutamate,MaxOD,0.427090887141769
C11R1,3,6,exclusion,6,3,phenylalanine,LagTime,0.033343707255578
C11R1,3,6,exclusion,6,3,phenylalanine,MaxGrowthRate,0.000667287168572567
C11R1,3,6,exclusion,6,3,phenylalanine,MaxOD,0.000549824730189399
C11R1,3,6,exclusion,6,3,succinate,LagTime,5.91556162607443
C11R1,3,6,exclusion,6,3,succinate,MaxGrowthRate,0.0714322517819653
C11R1,3,6,exclusion,6,3,succinate,MaxOD,0.392986948828474
C11R1,3,7,exclusion,7,3,acetate,LagTime,0.265374975152154
C11R1,3,7,exclusion,7,3,acetate,MaxGrowthRate,0.214519373943317
C11R1,3,7,exclusion,7,3,acetate,MaxOD,0.239659874368929
C11R1,3,7,exclusion,7,3,arginine,LagTime,1.00690219773103e-08
C11R1,3,7,exclusion,7,3,arginine,MaxGrowthRate,0.184072135588664
C11R1,3,7,exclusion,7,3,arginine,MaxOD,0.228705114097933
C11R1,3,7,exclusion,7,3,citrate,LagTime,8.39689868425281
C11R1,3,7,exclusion,7,3,citrate,MaxGrowthRate,0.188094495835969
C11R1,3,7,exclusion,7,3,citrate,MaxOD,0.171611486034979
C11R1,3,7,exclusion,7,3,Darabinose,LagTime,0
C11R1,3,7,exclusion,7,3,Darabinose,MaxGrowthRate,0.0263417478206105
C11R1,3,7,exclusion,7,3,Darabinose,MaxOD,0.000302445115533602
C11R1,3,7,exclusion,7,3,formate,LagTime,5.83310880496254
C11R1,3,7,exclusion,7,3,formate,MaxGrowthRate,0.00375393472351228
C11R1,3,7,exclusion,7,3,formate,MaxOD,0.0543047422356965
C11R1,3,7,exclusion,7,3,glucose,LagTime,0.12766705599393
C11R1,3,7,exclusion,7,3,glucose,MaxGrowthRate,0.301985576405444
C11R1,3,7,exclusion,7,3,glucose,MaxOD,0.289429817195376
C11R1,3,7,exclusion,7,3,glycerol,LagTime,8.82669035464179
C11R1,3,7,exclusion,7,3,glycerol,MaxGrowthRate,0.08837155185106
C11R1,3,7,exclusion,7,3,glycerol,MaxOD,0.264391899869803
C11R1,3,7,exclusion,7,3,inositol,LagTime,4.06665413093378
C11R1,3,7,exclusion,7,3,inositol,MaxGrowthRate,0.260803163530524
C11R1,3,7,exclusion,7,3,inositol,MaxOD,0.040547287548827
C11R1,3,7,exclusion,7,3,Lglutamate,LagTime,1.64228743616658
C11R1,3,7,exclusion,7,3,Lglutamate,MaxGrowthRate,0.0244348722817882
C11R1,3,7,exclusion,7,3,Lglutamate,MaxOD,0.437930105564417
C11R1,3,7,exclusion,7,3,phenylalanine,LagTime,0.046373920121296
C11R1,3,7,exclusion,7,3,phenylalanine,MaxGrowthRate,0.00125832214696246
C11R1,3,7,exclusion,7,3,phenylalanine,MaxOD,0.0064954952589769
C11R1,3,7,exclusion,7,3,succinate,LagTime,5.89561710551264
C11R1,3,7,exclusion,7,3,succinate,MaxGrowthRate,0.101175416359944
C11R1,3,7,exclusion,7,3,succinate,MaxOD,0.246066332062413
C11R1,3,8,coexistence,3,8,acetate,LagTime,0.407280030742324
C11R1,3,8,coexistence,3,8,acetate,MaxGrowthRate,0.196749028684804
C11R1,3,8,coexistence,3,8,acetate,MaxOD,0.338084813050012
C11R1,3,8,coexistence,3,8,arginine,LagTime,0.01774882490455
C11R1,3,8,coexistence,3,8,arginine,MaxGrowthRate,0.0175221622208618
C11R1,3,8,coexistence,3,8,arginine,MaxOD,0.014709620089705
C11R1,3,8,coexistence,3,8,citrate,LagTime,10.1909299882313
C11R1,3,8,coexistence,3,8,citrate,MaxGrowthRate,0.0504070213783555
C11R1,3,8,coexistence,3,8,citrate,MaxOD,0.273782081583712
C11R1,3,8,coexistence,3,8,Darabinose,LagTime,9.51132415378645
C11R1,3,8,coexistence,3,8,Darabinose,MaxGrowthRate,0.0342028123210815
C11R1,3,8,coexistence,3,8,Darabinose,MaxOD,0.0077662071909127
C11R1,3,8,coexistence,3,8,formate,LagTime,1.71447506342038
C11R1,3,8,coexistence,3,8,formate,MaxGrowthRate,0.00529397002412027
C11R1,3,8,coexistence,3,8,formate,MaxOD,0.0383060151474955
C11R1,3,8,coexistence,3,8,glucose,LagTime,1.64918477183577
C11R1,3,8,coexistence,3,8,glucose,MaxGrowthRate,0.075671436601506
C11R1,3,8,coexistence,3,8,glucose,MaxOD,0.402703891070261
C11R1,3,8,coexistence,3,8,glycerol,LagTime,10.9315072552192
C11R1,3,8,coexistence,3,8,glycerol,MaxGrowthRate,0.0787837141656956
C11R1,3,8,coexistence,3,8,glycerol,MaxOD,0.538937871777858
C11R1,3,8,coexistence,3,8,inositol,LagTime,2.6112856164133
C11R1,3,8,coexistence,3,8,inositol,MaxGrowthRate,0.0294336598645837
C11R1,3,8,coexistence,3,8,inositol,MaxOD,0.166398783516953
C11R1,3,8,coexistence,3,8,Lglutamate,LagTime,0.846219107663179
C11R1,3,8,coexistence,3,8,Lglutamate,MaxGrowthRate,0.0547088882746859
C11R1,3,8,coexistence,3,8,Lglutamate,MaxOD,0.339131366692782
C11R1,3,8,coexistence,3,8,phenylalanine,LagTime,0.319257413643593
C11R1,3,8,coexistence,3,8,phenylalanine,MaxGrowthRate,0.00610645945772073
C11R1,3,8,coexistence,3,8,phenylalanine,MaxOD,0.01664261421973
C11R1,3,8,coexistence,3,8,succinate,LagTime,5.86160037392352
C11R1,3,8,coexistence,3,8,succinate,MaxGrowthRate,0.114451333458433
C11R1,3,8,coexistence,3,8,succinate,MaxOD,0.234331452699012
C11R1,3,9,coexistence,3,9,acetate,LagTime,7.60613801030617
C11R1,3,9,coexistence,3,9,acetate,MaxGrowthRate,0.106047148736404
C11R1,3,9,coexistence,3,9,acetate,MaxOD,0.211076224092617
C11R1,3,9,coexistence,3,9,arginine,LagTime,13.8820285907565
C11R1,3,9,coexistence,3,9,arginine,MaxGrowthRate,0.0430215000126988
C11R1,3,9,coexistence,3,9,arginine,MaxOD,0.106646943151195
C11R1,3,9,coexistence,3,9,citrate,LagTime,8.2653194675747
C11R1,3,9,coexistence,3,9,citrate,MaxGrowthRate,0.043449174809026
C11R1,3,9,coexistence,3,9,citrate,MaxOD,0.356341330650081
C11R1,3,9,coexistence,3,9,Darabinose,LagTime,44.7854702673449
C11R1,3,9,coexistence,3,9,Darabinose,MaxGrowthRate,0.0311461479957219
C11R1,3,9,coexistence,3,9,Darabinose,MaxOD,0.0075456510140341
C11R1,3,9,coexistence,3,9,formate,LagTime,2.43259469301524
C11R1,3,9,coexistence,3,9,formate,MaxGrowthRate,0.00408151862022835
C11R1,3,9,coexistence,3,9,formate,MaxOD,0.0396543743121625
C11R1,3,9,coexistence,3,9,glucose,LagTime,3.2391745981731
C11R1,3,9,coexistence,3,9,glucose,MaxGrowthRate,0.0999056737751097
