Community,Isolate1,Isolate2,InteractionType,From,To,CarbonSource,GrowthRateVariable,PairGrowthRateVariable
C1R6,3,5,exclusion,5,3,formate,LagTime,347.083091788427
C1R6,3,5,exclusion,5,3,formate,MaxGrowthRate,3.5580491347288e-05
C1R6,3,5,exclusion,5,3,formate,MaxOD,0.0333178852530939
C1R6,3,5,exclusion,5,3,glucose,LagTime,1.08973588755818
C1R6,3,5,exclusion,5,3,glucose,MaxGrowthRate,0.410812319506817
C1R6,3,5,exclusion,5,3,glucose,MaxOD,0.369401756989796
C1R6,3,5,exclusion,5,3,glycerol,LagTime,8.27673944280836
C1R6,3,5,exclusion,5,3,glycerol,MaxGrowthRate,0.121615492602559
C1R6,3,5,exclusion,5,3,glycerol,MaxOD,0.246521453382149
C1R6,3,5,exclusion,5,3,inositol,LagTime,7.63283898732801
C1R6,3,5,exclusion,5,3,inositol,MaxGrowthRate,0.374665551151084
C1R6,3,5,exclusion,5,3,inositol,MaxOD,0.0885847842131088
C1R6,3,5,exclusion,5,3,Lglutamate,LagTime,2.82531024474432
C1R6,3,5,exclusion,5,3,Lglutamate,MaxGrowthRate,0.110693239914986
C1R6,3,5,exclusion,5,3,Lglutamate,MaxOD,0.364131114018746
C1R6,3,5,exclusion,5,3,phenylalanine,LagTime,13.1853227027477
C1R6,3,5,exclusion,5,3,phenylalanine,MaxGrowthRate,0.00090384752812646
C1R6,3,5,exclusion,5,3,phenylalanine,MaxOD,0.00060245328366329
C1R6,3,5,exclusion,5,3,succinate,LagTime,2.37503838361289
C1R6,3,5,exclusion,5,3,succinate,MaxGrowthRate,0.014738080527899
C1R6,3,5,exclusion,5,3,succinate,MaxOD,0.032581749236812
C1R6,4,5,exclusion,5,4,acetate,LagTime,7.59213037968265
C1R6,4,5,exclusion,5,4,acetate,MaxGrowthRate,0.017311716090167
C1R6,4,5,exclusion,5,4,acetate,MaxOD,0.133597221354665
C1R6,4,5,exclusion,5,4,arginine,LagTime,1.1657449904549
C1R6,4,5,exclusion,5,4,arginine,MaxGrowthRate,0.00019550424491399
C1R6,4,5,exclusion,5,4,arginine,MaxOD,0.0087042394744262
C1R6,4,5,exclusion,5,4,citrate,LagTime,2.30165200289539
C1R6,4,5,exclusion,5,4,citrate,MaxGrowthRate,0.032050270563932
C1R6,4,5,exclusion,5,4,citrate,MaxOD,0.00225525849922803
C1R6,4,5,exclusion,5,4,Darabinose,LagTime,38.9873279982981
C1R6,4,5,exclusion,5,4,Darabinose,MaxGrowthRate,0.0255268920697089
C1R6,4,5,exclusion,5,4,Darabinose,MaxOD,0.0245038227250816
C1R6,4,5,exclusion,5,4,formate,LagTime,235.964534578655
C1R6,4,5,exclusion,5,4,formate,MaxGrowthRate,0.000242587258226651
C1R6,4,5,exclusion,5,4,formate,MaxOD,0.0145447275200382
C1R6,4,5,exclusion,5,4,glucose,LagTime,3.95797144021432
C1R6,4,5,exclusion,5,4,glucose,MaxGrowthRate,0.310143505065628
C1R6,4,5,exclusion,5,4,glucose,MaxOD,0.166377127268407
C1R6,4,5,exclusion,5,4,glycerol,LagTime,0.09932606360554
C1R6,4,5,exclusion,5,4,glycerol,MaxGrowthRate,0.019177061349556
C1R6,4,5,exclusion,5,4,glycerol,MaxOD,0.278269454248462
C1R6,4,5,exclusion,5,4,inositol,LagTime,1.90666805127959
C1R6,4,5,exclusion,5,4,inositol,MaxGrowthRate,0.210920441236563
C1R6,4,5,exclusion,5,4,inositol,MaxOD,0.0416457524691065
C1R6,4,5,exclusion,5,4,Lglutamate,LagTime,4.63528118306677
C1R6,4,5,exclusion,5,4,Lglutamate,MaxGrowthRate,0.0201050369679848
C1R6,4,5,exclusion,5,4,Lglutamate,MaxOD,0.193754253167901
C1R6,4,5,exclusion,5,4,phenylalanine,LagTime,
C1R6,4,5,exclusion,5,4,phenylalanine,MaxGrowthRate,
C1R6,4,5,exclusion,5,4,phenylalanine,MaxOD,
C1R6,4,5,exclusion,5,4,succinate,LagTime,2.68143074861437
C1R6,4,5,exclusion,5,4,succinate,MaxGrowthRate,0.044848502667023
C1R6,4,5,exclusion,5,4,succinate,MaxOD,0.122315049892872
C1R7,1,2,exclusion,1,2,acetate,LagTime,18.1394417407474
C1R7,1,2,exclusion,1,2,acetate,MaxGrowthRate,0.255073074396721
C1R7,1,2,exclusion,1,2,acetate,MaxOD,0.159650475157525
C1R7,1,2,exclusion,1,2,arginine,LagTime,14.3122320359617
C1R7,1,2,exclusion,1,2,arginine,MaxGrowthRate,0.0390685411884773
C1R7,1,2,exclusion,1,2,arginine,MaxOD,0.12604127919101
C1R7,1,2,exclusion,1,2,citrate,LagTime,2.26555815175999
C1R7,1,2,exclusion,1,2,citrate,MaxGrowthRate,0.010499172224152
C1R7,1,2,exclusion,1,2,citrate,MaxOD,0.408104144105605
C1R7,1,2,exclusion,1,2,Darabinose,LagTime,12.1338634560385
C1R7,1,2,exclusion,1,2,Darabinose,MaxGrowthRate,0.166230253942415
C1R7,1,2,exclusion,1,2,Darabinose,MaxOD,0.674117412015067
C1R7,1,2,exclusion,1,2,formate,LagTime,0.63566127926699
C1R7,1,2,exclusion,1,2,formate,MaxGrowthRate,0.00330115053975089
C1R7,1,2,exclusion,1,2,formate,MaxOD,0.014919242839167
C1R7,1,2,exclusion,1,2,glucose,LagTime,1.83848506597595
C1R7,1,2,exclusion,1,2,glucose,MaxGrowthRate,0.285145916416554
C1R7,1,2,exclusion,1,2,glucose,MaxOD,0.356705506617554
C1R7,1,2,exclusion,1,2,glycerol,LagTime,8.42822528029057
C1R7,1,2,exclusion,1,2,glycerol,MaxGrowthRate,0.08093581114944
C1R7,1,2,exclusion,1,2,glycerol,MaxOD,0.336922424582254
C1R7,1,2,exclusion,1,2,inositol,LagTime,4.94522856778349
C1R7,1,2,exclusion,1,2,inositol,MaxGrowthRate,0.0010144030516482
C1R7,1,2,exclusion,1,2,inositol,MaxOD,0.0032154791850569
C1R7,1,2,exclusion,1,2,Lglutamate,LagTime,2.94834003837671
C1R7,1,2,exclusion,1,2,Lglutamate,MaxGrowthRate,0.0617406503353903
C1R7,1,2,exclusion,1,2,Lglutamate,MaxOD,0.330679280271906
C1R7,1,2,exclusion,1,2,phenylalanine,LagTime,
C1R7,1,2,exclusion,1,2,phenylalanine,MaxGrowthRate,
C1R7,1,2,exclusion,1,2,phenylalanine,MaxOD,
C1R7,1,2,exclusion,1,2,succinate,LagTime,1.6223793804968
C1R7,1,2,exclusion,1,2,succinate,MaxGrowthRate,0.0393829414926768
C1R7,1,2,exclusion,1,2,succinate,MaxOD,0.44740654736245
C1R7,1,3,exclusion,1,3,acetate,LagTime,0.7847915302804
C1R7,1,3,exclusion,1,3,acetate,MaxGrowthRate,0.00593798323894169
C1R7,1,3,exclusion,1,3,acetate,MaxOD,0.153695775233436
C1R7,1,3,exclusion,1,3,arginine,LagTime,1.83210536691551
C1R7,1,3,exclusion,1,3,arginine,MaxGrowthRate,0.119936648848325
C1R7,1,3,exclusion,1,3,arginine,MaxOD,0.09937559018308
C1R7,1,3,exclusion,1,3,citrate,LagTime,3.46551613254645
C1R7,1,3,exclusion,1,3,citrate,MaxGrowthRate,0.0893131226451216
C1R7,1,3,exclusion,1,3,citrate,MaxOD,0.1878157183371
C1R7,1,3,exclusion,1,3,Darabinose,LagTime,4.19927884226856
C1R7,1,3,exclusion,1,3,Darabinose,MaxGrowthRate,0.175007215393768
C1R7,1,3,exclusion,1,3,Darabinose,MaxOD,0.596404640173179
C1R7,1,3,exclusion,1,3,formate,LagTime,1.8991394334731
C1R7,1,3,exclusion,1,3,formate,MaxGrowthRate,0.0233599159781794
C1R7,1,3,exclusion,1,3,formate,MaxOD,0.0146525358067301
C1R7,1,3,exclusion,1,3,glucose,LagTime,0.99323172675536
C1R7,1,3,exclusion,1,3,glucose,MaxGrowthRate,0.065065107843864
C1R7,1,3,exclusion,1,3,glucose,MaxOD,0.134214954603463
C1R7,1,3,exclusion,1,3,glycerol,LagTime,0.060374455272558
C1R7,1,3,exclusion,1,3,glycerol,MaxGrowthRate,0.013603255418058
C1R7,1,3,exclusion,1,3,glycerol,MaxOD,0.201563014846384
C1R7,1,3,exclusion,1,3,inositol,LagTime,1.16232355810685
C1R7,1,3,exclusion,1,3,inositol,MaxGrowthRate,0.0033053791783946
C1R7,1,3,exclusion,1,3,inositol,MaxOD,0.0050202298984436
C1R7,1,3,exclusion,1,3,Lglutamate,LagTime,2.72882412469234
C1R7,1,3,exclusion,1,3,Lglutamate,MaxGrowthRate,0.0245912946886767
C1R7,1,3,exclusion,1,3,Lglutamate,MaxOD,0.164281114431385
C1R7,1,3,exclusion,1,3,phenylalanine,LagTime,
C1R7,1,3,exclusion,1,3,phenylalanine,MaxGrowthRate,
C1R7,1,3,exclusion,1,3,phenylalanine,MaxOD,
C1R7,1,3,exclusion,1,3,succinate,LagTime,5.8171296454684
C1R7,1,3,exclusion,1,3,succinate,MaxGrowthRate,0.020384490724676
C1R7,1,3,exclusion,1,3,succinate,MaxOD,0.223399548995552
C1R7,1,4,exclusion,1,4,acetate,LagTime,11.0369567674902
C1R7,1,4,exclusion,1,4,acetate,MaxGrowthRate,0.176303408632753
C1R7,1,4,exclusion,1,4,acetate,MaxOD,0.350028881315378
C1R7,1,4,exclusion,1,4,arginine,LagTime,1.83210536691551
C1R7,1,4,exclusion,1,4,arginine,MaxGrowthRate,0.00973006632777474
C1R7,1,4,exclusion,1,4,arginine,MaxOD,0.0134877023369644
C1R7,1,4,exclusion,1,4,citrate,LagTime,1.25027370346144
C1R7,1,4,exclusion,1,4,citrate,MaxGrowthRate,0.076146437413603
C1R7,1,4,exclusion,1,4,citrate,MaxOD,0.350492046341769
C1R7,1,4,exclusion,1,4,Darabinose,LagTime,18.6629749138616
C1R7,1,4,exclusion,1,4,Darabinose,MaxGrowthRate,0.135623423968043
C1R7,1,4,exclusion,1,4,Darabinose,MaxOD,0.533945333136865
C1R7,1,4,exclusion,1,4,formate,LagTime,1.69901577357853
C1R7,1,4,exclusion,1,4,formate,MaxGrowthRate,0.00363798814992788
C1R7,1,4,exclusion,1,4,formate,MaxOD,0.0193057129218662
C1R7,1,4,exclusion,1,4,glucose,LagTime,0.28209265728163
C1R7,1,4,exclusion,1,4,glucose,MaxGrowthRate,0.254538989808272
C1R7,1,4,exclusion,1,4,glucose,MaxOD,0.155507821720846
C1R7,1,4,exclusion,1,4,glycerol,LagTime,3.5059529327145
C1R7,1,4,exclusion,1,4,glycerol,MaxGrowthRate,0.010346470164765
C1R7,1,4,exclusion,1,4,glycerol,MaxOD,0.00392504652353798
C1R7,1,4,exclusion,1,4,inositol,LagTime,2.54770698346717
C1R7,1,4,exclusion,1,4,inositol,MaxGrowthRate,0.144514550303129
C1R7,1,4,exclusion,1,4,inositol,MaxOD,0.0742330580385925
C1R7,1,4,exclusion,1,4,Lglutamate,LagTime,0.97838265167815
C1R7,1,4,exclusion,1,4,Lglutamate,MaxGrowthRate,0.0245094060242052
C1R7,1,4,exclusion,1,4,Lglutamate,MaxOD,0.187834307143046
C1R7,1,4,exclusion,1,4,phenylalanine,LagTime,
C1R7,1,4,exclusion,1,4,phenylalanine,MaxGrowthRate,
C1R7,1,4,exclusion,1,4,phenylalanine,MaxOD,
C1R7,1,4,exclusion,1,4,succinate,LagTime,1.62325560215344
C1R7,1,4,exclusion,1,4,succinate,MaxGrowthRate,0.217647829449243
C1R7,1,4,exclusion,1,4,succinate,MaxOD,0.573710744122967
C1R7,1,5,exclusion,1,5,acetate,LagTime,0.48967411518007
C1R7,1,5,exclusion,1,5,acetate,MaxGrowthRate,0.0454251826348205
C1R7,1,5,exclusion,1,5,acetate,MaxOD,0.063731686376486
C1R7,1,5,exclusion,1,5,arginine,LagTime,1.83210536691551
C1R7,1,5,exclusion,1,5,arginine,MaxGrowthRate,0.0506588077765674
C1R7,1,5,exclusion,1,5,arginine,MaxOD,0.022155748363546
C1R7,1,5,exclusion,1,5,citrate,LagTime,2.39096843714765
C1R7,1,5,exclusion,1,5,citrate,MaxGrowthRate,0.010793829300931
C1R7,1,5,exclusion,1,5,citrate,MaxOD,0.301775478210073
C1R7,1,5,exclusion,1,5,Darabinose,LagTime,27.3179890767826
C1R7,1,5,exclusion,1,5,Darabinose,MaxGrowthRate,0.140866375689182
C1R7,1,5,exclusion,1,5,Darabinose,MaxOD,0.617049703784864
C1R7,1,5,exclusion,1,5,formate,LagTime,1.74188609733204
C1R7,1,5,exclusion,1,5,formate,MaxGrowthRate,0.00260058117004028
C1R7,1,5,exclusion,1,5,formate,MaxOD,0.0185495584550502
C1R7,1,5,exclusion,1,5,glucose,LagTime,0.56473030825941
C1R7,1,5,exclusion,1,5,glucose,MaxGrowthRate,0.061476535739882
C1R7,1,5,exclusion,1,5,glucose,MaxOD,0.021035853634056
C1R7,1,5,exclusion,1,5,glycerol,LagTime,0.981180152935481
C1R7,1,5,exclusion,1,5,glycerol,MaxGrowthRate,0.022650955780605
C1R7,1,5,exclusion,1,5,glycerol,MaxOD,0.284763949393969
C1R7,1,5,exclusion,1,5,inositol,LagTime,5.23963521951826
C1R7,1,5,exclusion,1,5,inositol,MaxGrowthRate,0.0855011643719219
C1R7,1,5,exclusion,1,5,inositol,MaxOD,0.0316366237066035
C1R7,1,5,exclusion,1,5,Lglutamate,LagTime,3.07284669691416
C1R7,1,5,exclusion,1,5,Lglutamate,MaxGrowthRate,0.035934082062488
C1R7,1,5,exclusion,1,5,Lglutamate,MaxOD,0.196473798462824
C1R7,1,5,exclusion,1,5,phenylalanine,LagTime,
C1R7,1,5,exclusion,1,5,phenylalanine,MaxGrowthRate,
C1R7,1,5,exclusion,1,5,phenylalanine,MaxOD,
C1R7,1,5,exclusion,1,5,succinate,LagTime,5.81717030017115
C1R7,1,5,exclusion,1,5,succinate,MaxGrowthRate,0.0077769290281238
C1R7,1,5,exclusion,1,5,succinate,MaxOD,0.139261816941272
C1R7,1,6,exclusion,1,6,acetate,LagTime,0.01140328260067
C1R7,1,6,exclusion,1,6,acetate,MaxGrowthRate,0.0231742791930453
C1R7,1,6,exclusion,1,6,acetate,MaxOD,0.050055691543529
C1R7,1,6,exclusion,1,6,arginine,LagTime,1.83210536691551
C1R7,1,6,exclusion,1,6,arginine,MaxGrowthRate,0.0700665983799936
C1R7,1,6,exclusion,1,6,arginine,MaxOD,0.0445970321792394
C1R7,1,6,exclusion,1,6,citrate,LagTime,2.57065511040986
C1R7,1,6,exclusion,1,6,citrate,MaxGrowthRate,0.098181122174746
C1R7,1,6,exclusion,1,6,citrate,MaxOD,0.301179935716158
C1R7,1,6,exclusion,1,6,Darabinose,LagTime,2.25289180051014
C1R7,1,6,exclusion,1,6,Darabinose,MaxGrowthRate,0.091220834045171
C1R7,1,6,exclusion,1,6,Darabinose,MaxOD,0.252482826113146
C1R7,1,6,exclusion,1,6,formate,LagTime,1.16621458398398
C1R7,1,6,exclusion,1,6,formate,MaxGrowthRate,0.00058749586563563
C1R7,1,6,exclusion,1,6,formate,MaxOD,0.0187910167939327
C1R7,1,6,exclusion,1,6,glucose,LagTime,2.89365980677964
C1R7,1,6,exclusion,1,6,glucose,MaxGrowthRate,0.05600328194829
C1R7,1,6,exclusion,1,6,glucose,MaxOD,0.202511966868289
C1R7,1,6,exclusion,1,6,glycerol,LagTime,3.48553999205708
C1R7,1,6,exclusion,1,6,glycerol,MaxGrowthRate,0.21214552203122
C1R7,1,6,exclusion,1,6,glycerol,MaxOD,0.384696704703037
C1R7,1,6,exclusion,1,6,inositol,LagTime,3.94504268251862
C1R7,1,6,exclusion,1,6,inositol,MaxGrowthRate,0.100712278023548
C1R7,1,6,exclusion,1,6,inositol,MaxOD,0.0295406432886141
C1R7,1,6,exclusion,1,6,Lglutamate,LagTime,2.84305063176433
C1R7,1,6,exclusion,1,6,Lglutamate,MaxGrowthRate,0.0275717109956421
C1R7,1,6,exclusion,1,6,Lglutamate,MaxOD,0.267150099573265
C1R7,1,6,exclusion,1,6,phenylalanine,LagTime,
C1R7,1,6,exclusion,1,6,phenylalanine,MaxGrowthRate,
C1R7,1,6,exclusion,1,6,phenylalanine,MaxOD,
C1R7,1,6,exclusion,1,6,succinate,LagTime,4.62994367666281
C1R7,1,6,exclusion,1,6,succinate,MaxGrowthRate,0.0346642332490529
C1R7,1,6,exclusion,1,6,succinate,MaxOD,0.293958422033143
C1R7,1,7,coexistence,1,7,acetate,LagTime,3.424600852713
C1R7,1,7,coexistence,1,7,acetate,MaxGrowthRate,0.0202596547569279
C1R7,1,7,coexistence,1,7,acetate,MaxOD,0.160015257009198
C1R7,1,7,coexistence,1,7,arginine,LagTime,1.83210536691551
C1R7,1,7,coexistence,1,7,arginine,MaxGrowthRate,0.320816652865413
C1R7,1,7,coexistence,1,7,arginine,MaxOD,0.269887597173827
C1R7,1,7,coexistence,1,7,citrate,LagTime,2.00063581582207
C1R7,1,7,coexistence,1,7,citrate,MaxGrowthRate,0.018322385560569
C1R7,1,7,coexistence,1,7,citrate,MaxOD,0.32425130622447
C1R7,1,7,coexistence,1,7,Darabinose,LagTime,2.62941362233914
C1R7,1,7,coexistence,1,7,Darabinose,MaxGrowthRate,0.174355002613708
C1R7,1,7,coexistence,1,7,Darabinose,MaxOD,0.644373037390889
C1R7,1,7,coexistence,1,7,formate,LagTime,2.02567036502382
C1R7,1,7,coexistence,1,7,formate,MaxGrowthRate,0.00444374256262796
C1R7,1,7,coexistence,1,7,formate,MaxOD,0.00257971828115069
C1R7,1,7,coexistence,1,7,glucose,LagTime,0.37713650314457
C1R7,1,7,coexistence,1,7,glucose,MaxGrowthRate,0.064123980375194
C1R7,1,7,coexistence,1,7,glucose,MaxOD,0.036772158869824
C1R7,1,7,coexistence,1,7,glycerol,LagTime,1.22134311180038
C1R7,1,7,coexistence,1,7,glycerol,MaxGrowthRate,0.0074215152588
C1R7,1,7,coexistence,1,7,glycerol,MaxOD,0.126139767149683
C1R7,1,7,coexistence,1,7,inositol,LagTime,3.37499043000674
C1R7,1,7,coexistence,1,7,inositol,MaxGrowthRate,0.179205427633986
C1R7,1,7,coexistence,1,7,inositol,MaxOD,0.117229027935739
C1R7,1,7,coexistence,1,7,Lglutamate,LagTime,3.226915804746
C1R7,1,7,coexistence,1,7,Lglutamate,MaxGrowthRate,0.0261823325096022
C1R7,1,7,coexistence,1,7,Lglutamate,MaxOD,0.281190355100281
C1R7,1,7,coexistence,1,7,phenylalanine,LagTime,
C1R7,1,7,coexistence,1,7,phenylalanine,MaxGrowthRate,
C1R7,1,7,coexistence,1,7,phenylalanine,MaxOD,
C1R7,1,7,coexistence,1,7,succinate,LagTime,5.81650013676717
C1R7,1,7,coexistence,1,7,succinate,MaxGrowthRate,0.0166943435236892
C1R7,1,7,coexistence,1,7,succinate,MaxOD,0.332844879906947
C1R7,2,3,exclusion,3,2,acetate,LagTime,17.354650210467
C1R7,2,3,exclusion,3,2,acetate,MaxGrowthRate,0.249135091157779
C1R7,2,3,exclusion,3,2,acetate,MaxOD,0.00595469992408904
C1R7,2,3,exclusion,3,2,arginine,LagTime,16.1443374028772
C1R7,2,3,exclusion,3,2,arginine,MaxGrowthRate,0.0808681076598474
C1R7,2,3,exclusion,3,2,arginine,MaxOD,0.02666568900793
C1R7,2,3,exclusion,3,2,citrate,LagTime,5.73107428430644
C1R7,2,3,exclusion,3,2,citrate,MaxGrowthRate,0.0998122948692736
C1R7,2,3,exclusion,3,2,citrate,MaxOD,0.595919862442705
C1R7,2,3,exclusion,3,2,Darabinose,LagTime,16.3331422983071
C1R7,2,3,exclusion,3,2,Darabinose,MaxGrowthRate,0.00877696145135393
C1R7,2,3,exclusion,3,2,Darabinose,MaxOD,0.0777127718418876
C1R7,2,3,exclusion,3,2,formate,LagTime,1.26347815420611
C1R7,2,3,exclusion,3,2,formate,MaxGrowthRate,0.0200587654384285
C1R7,2,3,exclusion,3,2,formate,MaxOD,0.0295717786458971
C1R7,2,3,exclusion,3,2,glucose,LagTime,0.84525333922059
C1R7,2,3,exclusion,3,2,glucose,MaxGrowthRate,0.22008080857269
C1R7,2,3,exclusion,3,2,glucose,MaxOD,0.222490552014091
C1R7,2,3,exclusion,3,2,glycerol,LagTime,8.48859973556313
C1R7,2,3,exclusion,3,2,glycerol,MaxGrowthRate,0.094539066567498
C1R7,2,3,exclusion,3,2,glycerol,MaxOD,0.13535940973587
C1R7,2,3,exclusion,3,2,inositol,LagTime,6.10755212589034
C1R7,2,3,exclusion,3,2,inositol,MaxGrowthRate,0.0022909761267464
C1R7,2,3,exclusion,3,2,inositol,MaxOD,0.0018047507133867
C1R7,2,3,exclusion,3,2,Lglutamate,LagTime,0.21951591368437
C1R7,2,3,exclusion,3,2,Lglutamate,MaxGrowthRate,0.086331945024067
C1R7,2,3,exclusion,3,2,Lglutamate,MaxOD,0.494960394703291
C1R7,2,3,exclusion,3,2,phenylalanine,LagTime,4.65965772252459
C1R7,2,3,exclusion,3,2,phenylalanine,MaxGrowthRate,0.0330835680157561
C1R7,2,3,exclusion,3,2,phenylalanine,MaxOD,0.0194158957464582
C1R7,2,3,exclusion,3,2,succinate,LagTime,7.4395090259652
C1R7,2,3,exclusion,3,2,succinate,MaxGrowthRate,0.0189984507680008
C1R7,2,3,exclusion,3,2,succinate,MaxOD,0.224006998366898
C1R7,2,4,exclusion,4,2,acetate,LagTime,7.1024849732572
C1R7,2,4,exclusion,4,2,acetate,MaxGrowthRate,0.078769665763968
C1R7,2,4,exclusion,4,2,acetate,MaxOD,0.190378406157853
C1R7,2,4,exclusion,4,2,arginine,LagTime,16.1443374028772
C1R7,2,4,exclusion,4,2,arginine,MaxGrowthRate,0.0293384748607026
C1R7,2,4,exclusion,4,2,arginine,MaxOD,0.139528981527974
C1R7,2,4,exclusion,4,2,citrate,LagTime,3.51583185522143
C1R7,2,4,exclusion,4,2,citrate,MaxGrowthRate,0.065647265189451
C1R7,2,4,exclusion,4,2,citrate,MaxOD,0.057612097763836
C1R7,2,4,exclusion,4,2,Darabinose,LagTime,6.5291114578231
C1R7,2,4,exclusion,4,2,Darabinose,MaxGrowthRate,0.0306068299743719
C1R7,2,4,exclusion,4,2,Darabinose,MaxOD,0.140172078878202
C1R7,2,4,exclusion,4,2,formate,LagTime,1.06335449431154
C1R7,2,4,exclusion,4,2,formate,MaxGrowthRate,0.000336837610176985
C1R7,2,4,exclusion,4,2,formate,MaxOD,0.0342249557610332
C1R7,2,4,exclusion,4,2,glucose,LagTime,2.12057772325758
C1R7,2,4,exclusion,4,2,glucose,MaxGrowthRate,0.030606926608282
C1R7,2,4,exclusion,4,2,glucose,MaxOD,0.201197684896708
C1R7,2,4,exclusion,4,2,glycerol,LagTime,4.92227234757607
C1R7,2,4,exclusion,4,2,glycerol,MaxGrowthRate,0.070589340984675
C1R7,2,4,exclusion,4,2,glycerol,MaxOD,0.332997378058716
C1R7,2,4,exclusion,4,2,inositol,LagTime,2.39752158431632
C1R7,2,4,exclusion,4,2,inositol,MaxGrowthRate,0.145528953354777
C1R7,2,4,exclusion,4,2,inositol,MaxOD,0.0710175788535356
C1R7,2,4,exclusion,4,2,Lglutamate,LagTime,1.96995738669856
C1R7,2,4,exclusion,4,2,Lglutamate,MaxGrowthRate,0.0862500563595955
C1R7,2,4,exclusion,4,2,Lglutamate,MaxOD,0.518513587414952
C1R7,2,4,exclusion,4,2,phenylalanine,LagTime,4.05408207602154
C1R7,2,4,exclusion,4,2,phenylalanine,MaxGrowthRate,0.0383134329617681
C1R7,2,4,exclusion,4,2,phenylalanine,MaxOD,0.0164855635060193
C1R7,2,4,exclusion,4,2,succinate,LagTime,0.000876221656639586
C1R7,2,4,exclusion,4,2,succinate,MaxGrowthRate,0.178264887956566
C1R7,2,4,exclusion,4,2,succinate,MaxOD,0.126304196760517
C1R7,2,5,exclusion,5,2,acetate,LagTime,18.6291158559275
C1R7,2,5,exclusion,5,2,acetate,MaxGrowthRate,0.300498257031541
C1R7,2,5,exclusion,5,2,acetate,MaxOD,0.223382161534011
C1R7,2,5,exclusion,5,2,arginine,LagTime,16.1443374028772
C1R7,2,5,exclusion,5,2,arginine,MaxGrowthRate,0.01159026658809
C1R7,2,5,exclusion,5,2,arginine,MaxOD,0.148197027554556
C1R7,2,5,exclusion,5,2,citrate,LagTime,4.65652658890764
C1R7,2,5,exclusion,5,2,citrate,MaxGrowthRate,0.000294657076779004
C1R7,2,5,exclusion,5,2,citrate,MaxOD,0.106328665895532
C1R7,2,5,exclusion,5,2,Darabinose,LagTime,15.1841256207441
C1R7,2,5,exclusion,5,2,Darabinose,MaxGrowthRate,0.025363878253233
C1R7,2,5,exclusion,5,2,Darabinose,MaxOD,0.0570677082302026
C1R7,2,5,exclusion,5,2,formate,LagTime,1.10622481806505
C1R7,2,5,exclusion,5,2,formate,MaxGrowthRate,0.000700569369710614
C1R7,2,5,exclusion,5,2,formate,MaxOD,0.0334688012942172
C1R7,2,5,exclusion,5,2,glucose,LagTime,1.27375475771654
C1R7,2,5,exclusion,5,2,glucose,MaxGrowthRate,0.346622452156436
C1R7,2,5,exclusion,5,2,glucose,MaxOD,0.335669652983498
C1R7,2,5,exclusion,5,2,glycerol,LagTime,7.44704512735509
C1R7,2,5,exclusion,5,2,glycerol,MaxGrowthRate,0.103586766930045
C1R7,2,5,exclusion,5,2,glycerol,MaxOD,0.052158475188285
C1R7,2,5,exclusion,5,2,inositol,LagTime,0.294406651734771
C1R7,2,5,exclusion,5,2,inositol,MaxGrowthRate,0.0865155674235701
C1R7,2,5,exclusion,5,2,inositol,MaxOD,0.0284211445215466
C1R7,2,5,exclusion,5,2,Lglutamate,LagTime,0.12450665853745
C1R7,2,5,exclusion,5,2,Lglutamate,MaxGrowthRate,0.0258065682729023
C1R7,2,5,exclusion,5,2,Lglutamate,MaxOD,0.134205481809082
C1R7,2,5,exclusion,5,2,phenylalanine,LagTime,0.046194577608104
C1R7,2,5,exclusion,5,2,phenylalanine,MaxGrowthRate,0.0182727251585145
C1R7,2,5,exclusion,5,2,phenylalanine,MaxOD,0.0014311177357911
C1R7,2,5,exclusion,5,2,succinate,LagTime,7.43954968066795
C1R7,2,5,exclusion,5,2,succinate,MaxGrowthRate,0.031606012464553
C1R7,2,5,exclusion,5,2,succinate,MaxOD,0.308144730421178
C1R7,2,6,exclusion,6,2,acetate,LagTime,18.1508450233481
C1R7,2,6,exclusion,6,2,acetate,MaxGrowthRate,0.278247353589766
C1R7,2,6,exclusion,6,2,acetate,MaxOD,0.209706166701054
C1R7,2,6,exclusion,6,2,arginine,LagTime,16.1443374028772
C1R7,2,6,exclusion,6,2,arginine,MaxGrowthRate,0.0309980571915163
C1R7,2,6,exclusion,6,2,arginine,MaxOD,0.170638311370249
C1R7,2,6,exclusion,6,2,citrate,LagTime,0.30509695864987
C1R7,2,6,exclusion,6,2,citrate,MaxGrowthRate,0.087681949950594
C1R7,2,6,exclusion,6,2,citrate,MaxOD,0.106924208389447
C1R7,2,6,exclusion,6,2,Darabinose,LagTime,9.88097165552836
C1R7,2,6,exclusion,6,2,Darabinose,MaxGrowthRate,0.257451087987586
C1R7,2,6,exclusion,6,2,Darabinose,MaxOD,0.421634585901921
C1R7,2,6,exclusion,6,2,formate,LagTime,0.530553304716994
C1R7,2,6,exclusion,6,2,formate,MaxGrowthRate,0.00271365467411526
C1R7,2,6,exclusion,6,2,formate,MaxOD,0.00387177395476571
C1R7,2,6,exclusion,6,2,glucose,LagTime,1.05517474080369
C1R7,2,6,exclusion,6,2,glucose,MaxGrowthRate,0.341149198364844
C1R7,2,6,exclusion,6,2,glucose,MaxOD,0.154193539749265
C1R7,2,6,exclusion,6,2,glycerol,LagTime,4.94268528823349
C1R7,2,6,exclusion,6,2,glycerol,MaxGrowthRate,0.29308133318066
