Assembly,Family,ID,Abundance,Transfer,Time,Community
self_assembly,F1,S613,1,0,0,W5
self_assembly,F1,S614,1,0,0,W1
self_assembly,F1,S614,1,0,0,W7
self_assembly,F1,S615,1,0,0,W1
self_assembly,F1,S617,1,0,0,W8
self_assembly,F1,S618,1,0,0,W2
self_assembly,F1,S619,1,0,0,W1
self_assembly,F1,S621,1,0,0,W3
self_assembly,F1,S623,1,0,0,W11
self_assembly,F1,S623,1,0,0,W15
self_assembly,F1,S624,1,0,0,W5
self_assembly,F1,S625,1,0,0,W9
self_assembly,F1,S627,1,0,0,W3
self_assembly,F1,S627,1,0,0,W4
