ExpID,ID,Community,Isolate,SID,K,T_mid,R,CS,maxOD,R16,R24,R48,RUpper,RMid,RLow,R16_water,R24_water,R48_water,RUpper_water,RMid_water,RLow_water,Family,SangerID
1.2.A.1,259,C1R2,1,259_Fumarate,0.427313393700535,19.5611219200971,0.185324058610832,Fumarate,0.44,0.106600390194638,0.0895461624934803,0.0522394900271872,0.0759631674883703,0.0970176339889735,0.102598362307369,0.00160309750670027,0.00208816620739035,0.00104335702072823,8.2794303259702e-4,0.00346289945423793,0.0014198228610687,Enterobacteriaceae,259
1.2.A.1,259,C1R2,1,259_Gluconate,0.261875303847959,10.4358961728715,0.620663416670087,Gluconate,0.342,0.129864010430841,0.0800413074434904,0.0469138026559023,0.104164137306333,0.138393865631637,0.140740581255236,0.00160312570344116,0.00208819042727978,0.00104336911383556,0.00134304062158794,0.00171381498897078,0.00216129825575499,Enterobacteriaceae,259
1.2.A.1,259,C1R2,1,259_Glycerol,0.398434136522156,14.1972719223205,0.345326442256752,Glycerol,0.429,0.125716490155725,0.0996360131851201,0.0503171400596482,0.0996360131851201,0.123639488774659,0.125223699443922,0.00160312570344116,0.00208821464773106,0.00104336911383556,0.00208821464773106,0.00146167343549048,0.00171384721504755,Enterobacteriaceae,259
1.2.A.1,259,C1R2,1,259_L-Arabinose,0.285289547139953,13.1944263727373,0.581570447174516,L-Arabinose,0.366,0.122326474678653,0.0910608205251626,0.0447974023455939,0.0965955428501301,0.122326474678653,0.106437374574231,0.00160312570344116,0.00208819042727978,0.00104336911383556,0.00346294440302435,0.00160312570344116,0.00198826615351855,Enterobacteriaceae,259
1.2.A.1,259,C1R2,1,259_L-Glutamine,5.59618719470847,138.019348190044,0.053642210111116,L-Glutamine,0.049,0.0134594081531857,0.0130968047122742,0.0167959059571974,0.0130779590277237,0.0131911175706773,0.0127945158691429,0.00160312570344116,0.00208819042727978,0.00104335702072823,6.995855847919e-4,9.0323967121976e-4,0.0012741368963492,Enterobacteriaceae,259
1.2.A.1,259,C1R2,1,259_L-Leucine,0.00323726885778232,8.79897954309681,0.178236944674652,L-Leucine,0.003,0.0015635107787413,0.0020372148624412,0.00101788726694767,9.5008128473918e-4,0.00173122880256562,0.00532304727732689,0.00160309750670027,0.00208816620739035,0.00104334492790123,9.741365134394e-4,0.00177506200446849,0,Enterobacteriaceae,259
1.2.A.1,259,C1R2,1,259_L-Malate,0.454345487068407,19.4149334752867,0.193519987031098,L-Malate,0.476,0.103471460559108,0.0912777447430601,0.0532289446838123,0.0993470474694442,0.100782051954573,0.104009545080519,0.00160309750670027,0.00208816620739035,0.00104335097427969,0.0012741368963492,0.00272668434707671,0.00306765346263833,Enterobacteriaceae,259
1.2.A.1,259,C1R2,1,259_L-Phenylalanine,0.00266414943377601,9.00189713860762,0.137749973460438,L-Phenylalanine,0.002,0.00152583212882979,0.00198869118236698,5.0273930170678e-4,7.3874806850564e-4,8.9218065187039e-4,0.00139120204122421,0.00160309750670027,0.00208816620739035,0.00104335097427969,7.7615693386224e-4,9.3735906559823e-4,0.00146164999508385,Enterobacteriaceae,259
1.2.A.1,259,C1R2,1,259_Pyruvate,0.467510598217162,16.3316941989829,0.207423304322949,Pyruvate,0.511,0.131280821964376,0.0942689830790574,0.0542055581024779,0.103191360358829,0.112056891570531,0.120921991144586,0.00160309750670027,0.00208816620739035,0.00104336911383556,0.00121192602642667,0.00134302083170182,0.00146162655542904,Enterobacteriaceae,259
1.2.A.1,259,C1R2,1,259_Succinate,0.512744105514108,26.8280417764087,0.168260375744186,Succinate,0.503,0.0598891642538435,0.0758452700659531,0.0542993745079846,0.070678748808396,0.0766203638941963,0.0708171198738145,0.00160306931095125,0.00208816620739035,0.00104335702072823,8.4198568802893e-4,0.00108014966335364,0.00134302083170182,Enterobacteriaceae,259
1.2.A.3,428,C1R2,2,428_2-Ketogluconate,0.012703841366127,2.97476607918846,0.214869979437979,2-Ketogluconate,0.019,0.018215732316004,0.00747617793725538,0.00630649616202789,0.0118502155528857,0.0191314056012134,0.0140613794331664,0,0,4.7963110451751e-4,0,0,0.00180545954644232,Pseudomonadaceae,428
1.2.A.3,428,C1R2,2,428_2-Oxoglutarate,0.527894600246374,15.7271671506023,0.251345871890215,2-Oxoglutarate,0.554,0.122176684860223,0.10214398999254,0.0523495370879112,0.0936278334547534,0.117016854714262,0.121321618486263,0,0,4.7962554538188e-4,8.6753808330187e-4,0.00118742400334174,0,Pseudomonadaceae,428
1.2.A.3,428,C1R2,2,428_Acetate,0.479995615304246,44.1347443376629,0.128836134553365,Acetate,0.305,0.0132394771311373,0.0253974489066478,0.0430772438676657,0.0416922249496357,0.0385857877162629,0.0327335514849762,0,0,4.7962276586238e-4,5.4328050525092e-4,6.0130389579124e-4,0.00148669718834662,Pseudomonadaceae,428
1.2.A.3,428,C1R2,2,428_Citrate,0.536706738097352,16.4600602296015,0.235396460828586,Citrate,0.57,0.114640370846203,0.102634265159629,0.0516438850715886,0.113203572263135,0.110240113819942,0.118404743570564,0,0,4.7962832493358e-4,0.00223070433938484,0.00132721167466749,0,Pseudomonadaceae,428
