ExpID,ID,Community,Isolate,SID,K,T_mid,R,CS,maxOD,R16,R24,R48,RUpper,RMid,RLow,R16_water,R24_water,R48_water,RUpper_water,RMid_water,RLow_water,Family,SangerID
1.7.A.4,284,C1R7,4,284_D-Glucose,0.423491569391722,14.6593096683345,0.314176867075527,D-Glucose,0.462,0.125124485067253,0.0955449902564605,0.0518429928151745,0.117806732226502,0.115236085104251,0.0988993600514818,0.00156353827919473,0.00203726212083552,0.00336456237414615,0.00130989501385641,0.00210787739081233,0,Enterobacteriaceae,284
1.7.A.4,284,C1R7,4,284_D-Lactate,0.230126068363066,48.2806538856034,0.145275131620018,D-Lactate,0.115,0.00447143157101804,0.00658173698221833,0.0271991421424949,0.0113432716043057,0.0077885832896074,0.00736564729800496,0.0015635107787413,0.0020372148624412,0.00336452337716114,0.00311680547295359,0.00283836146049314,0.00227985502725728,Enterobacteriaceae,284
1.7.A.4,284,C1R7,4,284_D-Ribose,0.433404282969611,22.9832222414951,0.217910465104496,D-Ribose,0.444,0.0690343430610217,0.0805002542079137,0.051842692370138,0.080788218741037,0.0735498530073369,0.060561750773896,0.00156353827919473,0.00203726212083552,0.00336454287554064,0.00212789047065753,0.00142557901926578,0.00179542738634519,Enterobacteriaceae,284
1.7.A.4,284,C1R7,4,284_ddH20,0.00801546401211314,31.993892051767,0.110054531553015,ddH20,0.008,0.0015635107787413,0.0020372148624412,0.00336446488337857,0.00118198313089656,0,0,0.0015635107787413,0.0020372148624412,0.00336446488337857,0.00118198313089656,0,0,Enterobacteriaceae,284
1.7.A.4,284,C1R7,4,284_Fumarate,0.401034533582136,25.6365532237607,0.18928146890879,Fumarate,0.403,0.0550265807630813,0.0694928237905748,0.0506496073704362,0.0698361414360826,0.0662526127031662,0.0625607167201728,0.0015635107787413,0.0020372148624412,0.00336450387900763,0.00311683378567079,0.00227985502725728,0.00138476189870295,Enterobacteriaceae,284
1.7.A.4,284,C1R7,4,284_Gluconate,0.351426497626691,14.5190192076904,0.274265225162457,Gluconate,0.393,0.116877899282267,0.0870751081331841,0.0486266414679385,0.108542968739935,0.117985211128033,0.110915528274618,0.00156353827919473,0.00203723849136429,0.00336454287554064,0.0013098757120909,0.00167149421468423,0.00210792737486275,Enterobacteriaceae,284
1.7.A.4,284,C1R7,4,284_Glycerol,0.43967763384361,17.2224439941428,0.257237261826474,Glycerol,0.459,0.114260994512607,0.0981320478297225,0.0530970140818592,0.0981320478297225,0.112764674217925,0.111335660942397,0.00156353827919473,0.00203726212083552,0.00336454287554064,0.00203726212083552,0.00142557901926578,0.00167152564497353,Enterobacteriaceae,284
1.7.A.4,284,C1R7,4,284_L-Arabinose,0.4171300428635,23.6871762250002,0.195947983083171,L-Arabinose,0.423,0.0639206429025146,0.075297830472701,0.0495364534661464,0.0764925858824143,0.0639206429025146,0.0436865860743416,0.00156353827919473,0.00203723849136429,0.00336454287554064,0.00227988462000695,0.00156353827919473,0.00193916810988716,Enterobacteriaceae,284
1.7.A.4,284,C1R7,4,284_L-Glutamine,0.392225218672283,27.4289591548875,0.174139476766022,L-Glutamine,0.395,0.0462212008523161,0.0613873486941337,0.0496439769284675,0.0600930758221946,0.0656635616624148,0.0589280429011636,0.00156353827919473,0.00203723849136429,0.00336450387900763,0.003254599052547,0.00258011636031488,0.00245540010358648,Enterobacteriaceae,284
1.7.A.4,284,C1R7,4,284_L-Leucine,0.0158127798332101,33.847468518963,0.0965179054545423,L-Leucine,0.013,0.0030893429075711,0.00491798613239673,0.00587098166400554,0.00453185977900667,0.00507048866899046,0.00532304727732689,0.0015635107787413,0.0020372148624412,0.00336446488337857,0.00187726680144025,0.00173122880256562,0,Enterobacteriaceae,284
1.7.A.4,284,C1R7,4,284_L-Malate,0.320710991230013,18.5054441915846,0.188771631075115,L-Malate,0.333,0.0938821624212792,0.0784611719800917,0.0456737371863984,0.084691410679678,0.0850901419663296,0.0944913381964207,0.0015635107787413,0.0020372148624412,0.00336448438108011,0.00245540010358648,0.00266015313215538,0.00299280258668499,Enterobacteriaceae,284
1.7.A.4,284,C1R7,4,284_L-Phenylalanine,0.0109580294413687,32.6576041629906,0.0770102021902642,L-Phenylalanine,0.008,0.00148992684331542,0.00288077126995553,0.003215994989355,0.0027888819002011,0.00336811232108414,0.00135846481833152,0.0015635107787413,0.0020372148624412,0.00336448438108011,0.0029218823749942,0.00180639266735183,0.0014255561576942,Enterobacteriaceae,284
1.7.A.4,284,C1R7,4,284_Pyruvate,0.377855780047537,22.1332026675658,0.228300446382823,Pyruvate,0.41,0.0598023356226727,0.0838655600933035,0.0495708312851391,0.0747058997121612,0.0692657451571378,0.0665455312193813,0.0015635107787413,0.0020372148624412,0.00336454287554064,0.00118199884750335,0.00130985641089423,0.00142553329685585,Enterobacteriaceae,284
1.7.A.4,284,C1R7,4,284_Succinate,0.453683364120567,26.8914820873318,0.170083049834957,Succinate,0.45,0.0571278373840338,0.0672014716736966,0.0508484373935157,0.068372731012487,0.0666324825304445,0.0622380570658464,0.00156348327925526,0.0020372148624412,0.00336450387900763,0.00316969807846325,0.00308546215008892,0.00130985641089423,Enterobacteriaceae,284
1.7.A.5,442,C1R7,5,442_2-Ketogluconate,0.429369715532405,13.5337086099538,0.430502781396077,2-Ketogluconate,0.443,0.121208035245463,0.0894033241526221,0.0459668324724541,0.113738568873294,0.121692283902879,0.11337999489528,0.00148992684331542,0.00194244819798431,9.7054867627301e-4,0.00131959047070908,0.00326163783518898,0.00365340436923242,Enterobacteriaceae,442
1.7.A.5,442,C1R7,5,442_2-Oxoglutarate,0.0148391895824315,22.5294213824047,0.0923066435280159,2-Oxoglutarate,0.016,0.00728607136092221,0.0091130951503406,0.00612867722189543,0.00748879316770426,0.00705421779395262,0.00752920967711577,0.00148992684331542,0.00194242566848702,9.7053742718661e-4,0.00175549068947907,0.00240278994369523,0.00304389495057368,Enterobacteriaceae,442
1.7.A.5,442,C1R7,5,442_Acetate,149.72646073765,410.515412170637,0.0286365621450324,Acetate,0.004,-0.00145567259887284,0,0.00137605941254467,0.00105046899168298,5.8779029822731e-4,0.00145364846806135,0.00148992684331542,0.00194244819798431,9.705318027412e-4,0.00109934524731593,0.00121675740918652,0.00152128387156962,Enterobacteriaceae,442
1.7.A.5,442,C1R7,5,442_Citrate,0.585576159515926,24.9721789043827,0.222106491279579,Citrate,0.602,0.035863577692637,0.0865770134878565,0.0568589459540105,0.0798961826964867,0.0500818185916321,0.0305952361746235,0.00148992684331542,0.00194242566848702,9.7054305169721e-4,0.00228259968495705,0.00268565470806654,0.00314897723493622,Enterobacteriaceae,442
1.7.A.5,442,C1R7,5,442_D-Fructose,0.428473537108139,11.9510004982913,0.441956945705036,D-Fructose,0.504,0.143808999222099,0.0964429945572338,0.0533979874354085,0.0947209719341935,0.151023590502937,0.15635814733355,0.00148995304950748,0.00194247072800424,9.70554300914e-4,0.00190196765872,0.00314903644627155,0.00192496002083122,Enterobacteriaceae,442
1.7.A.5,442,C1R7,5,442_D-Galactose,0.378043901156986,25.1234637260713,0.242601672467909,D-Galactose,0.383,0.0415873347697726,0.0659934043034165,0.0482860940250692,0.0542935420331584,0.0415873347697726,0.0366771990398638,0.00148995304950748,0.00194249325854682,9.70554300914e-4,0.00228259968495705,0.00148995304950748,0.00365340436923242,Enterobacteriaceae,442
1.7.A.5,442,C1R7,5,442_D-Glucose,0.576082123108048,13.6830418381908,0.159970085052532,D-Glucose,0.615,0.148021864531944,0.100842385115462,0.0572784932132492,0.123764720024002,0.197770345744798,0.200904405579352,0.00148995304950748,0.00194247072800424,9.70554300914e-4,0.00246779624074406,0.00397116703702965,0.00231037203536612,Enterobacteriaceae,442
1.7.A.5,442,C1R7,5,442_D-Lactate,0.528610324666986,33.6289614309965,0.185033045070009,D-Lactate,0.5,0.0225842898281494,0.04313315110831,0.0530877092115876,0.0556062976791178,0.0478088979422026,0.0381395366675556,0.00148992684331542,0.00194242566848702,9.7054305169721e-4,0.00152128387156962,0.00182576620063464,0.00217377607390272,Enterobacteriaceae,442
1.7.A.5,442,C1R7,5,442_D-Ribose,0.336384622066502,11.9708186443373,0.479664768651545,D-Ribose,0.373,0.130180458004198,0.0883771967837742,0.0471467693658882,0.0921863516981305,0.118521866349243,0.138279115994275,0.00148995304950748,0.00194247072800424,9.7054867627301e-4,0.00300899323213105,0.00268574084748242,0.00338252219275743,Enterobacteriaceae,442
1.7.A.5,442,C1R7,5,442_ddH20,0.00221045229022269,6.11146928412986,0.169294239272158,ddH20,0.006,0.00148992684331542,0.00194242566848702,9.7052617836097e-4,0.00112635513551529,0.00304389495057368,0.00308080414157327,0.00148992684331542,0.00194242566848702,9.7052617836097e-4,0.00112635513551529,0.00304389495057368,0.00308080414157327,Enterobacteriaceae,442
1.7.A.5,442,C1R7,5,442_Fumarate,0.0222951574344475,35.4683890603743,0.0804542936505091,Fumarate,0.018,0.00576023923209243,0.0112597003063951,0.0063711139478445,0.00940777999569796,0.00623962271810545,0.00630776615160427,0.00148992684331542,0.00194242566848702,9.7053742718661e-4,0.00152129769074455,0.00217377607390272,0.00131959047070908,Enterobacteriaceae,442
1.7.A.5,442,C1R7,5,442_Gluconate,0.417435270585329,12.4058287795303,0.230930806637164,Gluconate,0.487,0.132037485026752,0.0920677806505499,0.0523223234746555,0.113014245344748,0.139770598512143,0.162347046832955,0.00148995304950748,0.00194244819798431,9.7054867627301e-4,0.00246775987689517,0.00314903644627155,0.00397126120522665,Enterobacteriaceae,442
1.7.A.5,442,C1R7,5,442_Glycerol,0.45018119767412,15.0094189276858,0.327746472007148,Glycerol,0.454,0.125954924288419,0.0996711698686904,0.0514667716739522,0.0996711698686904,0.122409210506131,0.123924514163326,0.00148995304950748,0.00194247072800424,9.7054867627301e-4,0.00194247072800424,0.00268574084748242,0.00314909565983366,Enterobacteriaceae,442
1.7.A.5,442,C1R7,5,442_L-Arabinose,0.391796972828712,15.8116753244874,0.278519664055154,L-Arabinose,0.409,0.11244121540039,0.0919656898752383,0.0495246229956391,0.0997392741045854,0.11244121540039,0.110716814439221,0.00148995304950748,0.00194244819798431,9.7054867627301e-4,0.00217380428973681,0.00148995304950748,0.00365332467192282,Enterobacteriaceae,442
1.7.A.5,442,C1R7,5,442_L-Glutamine,0.497813736738437,43.7377237084565,0.133428708529008,L-Glutamine,0.315,0.0182160527109158,0.0253092649112487,0.044294140908789,0.0403658089446578,0.027974276088679,0.0219781299214942,0.00148995304950748,0.00194244819798431,9.7053742718661e-4,0.00128544826482054,0.00165965093239004,0.00234115324580777,Enterobacteriaceae,442
1.7.A.5,442,C1R7,5,442_L-Leucine,0.00223411881705085,9.17863286897446,0.15736652988696,L-Leucine,0.002,0,9.5991864354213e-4,4.796199863751e-4,8.8455245189298e-4,0.00161182280579032,0.0025081754586452,0.00148992684331542,0.00194242566848702,9.7052617836097e-4,0.00178991980126559,0.00326157431370116,0.00256719673536075,Enterobacteriaceae,442
1.7.A.5,442,C1R7,5,442_L-Malate,0.418733426360887,20.2773501212194,0.194373073801979,L-Malate,0.454,0.0896803435685083,0.0860554190983829,0.0516714825879902,0.092568499812429,0.0940241423636639,0.0910857208748056,0.00148992684331542,0.00194242566848702,9.705318027412e-4,0.00234115324580777,0.00253637935853901,0.0028535510280566,Enterobacteriaceae,442
1.7.A.5,442,C1R7,5,442_L-Phenylalanine,0.0018455958250621,10.6414549653192,0.177392277819719,L-Phenylalanine,0.003,0.00148992684331542,0.00194242566848702,9.705318027412e-4,7.2136413758578e-4,8.7118620534476e-4,0.00135846481833152,0.00148992684331542,0.00194242566848702,9.705318027412e-4,0.00211508419784574,0.0017223433566680101,0.00268569777708379,Enterobacteriaceae,442
1.7.A.5,442,C1R7,5,442_Pyruvate,0.5739093880069,19.9654846664283,0.143020576469233,Pyruvate,0.597,0.124702951847257,0.0943146082396758,0.0567940784330644,0.10402437694766,0.111862800624588,0.118833145337169,0.00148992684331542,0.00194242566848702,9.7054867627301e-4,0.00112637011244712,0.00246772351411794,0.00268565470806654,Enterobacteriaceae,442
1.7.A.5,442,C1R7,5,442_Succinate,0.0113774785760473,19.2626953164978,0.100631398239245,Succinate,0.011,0.00696502080293345,0.00545399634300763,0.00436223876475355,0.00567443451034881,0.00557273149999918,0.00471835187002706,0.00148990063804521,0.00194242566848702,9.7053742718661e-4,0.00229447234942609,0.00294348653551184,0.00246772351411794,Enterobacteriaceae,442
1.7.B.3,286,C1R7,6,286_2-Ketogluconate,0.294355392593699,14.9836779706151,0.37897288237474003,2-Ketogluconate,0.304,0.0872004706570013,0.0782156568218056,0.0368046442066319,0.0862423175575524,0.081948731555114,0.0750401658398512,0,0.00103104266357374,5.1516282048133e-4,0,0.00173126251948228,0,Enterobacteriaceae,286
1.7.B.3,286,C1R7,6,286_2-Oxoglutarate,0.028280777560455,65.6952977426879,0.0419067115054928,2-Oxoglutarate,0.009,0.0030893429075711,0.0030197218873861,0.0029158243848407,0.0027291101760674,0.00252004463492956,0.00319243517711981,0,0.00103103070501911,5.1515684951747e-4,9.3180646888685e-4,0.00127538996722101,0.0016156855872578,Enterobacteriaceae,286
1.7.B.3,286,C1R7,6,286_Acetate,819639.077397475,264.108183401651,0.0793186005433961,Acetate,0.031,0.00294559944218826,0.00469653015456447,0.0103569996623145,0.00803164129921927,0.006084368146642,0.00698423742413214,0,0.00103104266357374,5.1515386408744e-4,5.8352745424869e-4,6.4584929543684e-4,8.074905557958e-4,Enterobacteriaceae,286
1.7.B.3,286,C1R7,6,286_Citrate,0.474645709329689,24.291246692373,0.206586711553011,Citrate,0.486,0.0555592865149661,0.0811084781210574,0.0527337587437954,0.0794354558873518,0.0512250473396075,0.0427655762755231,0,0.00103103070501911,5.151598349821e-4,0.00121159352485841,0.00142553329685585,0.00167146278557691,Enterobacteriaceae,286
1.7.B.3,286,C1R7,6,286_D-Fructose,0.283224729148252,13.3870698440923,0.582357494082082,D-Fructose,0.333,0.122304096136975,0.0861707277647085,0.0426539240814226,0.0855257191437129,0.119284201384422,0.0951539089056139,0,0.00103105462240578,5.1516580601517e-4,0.00199478252634756,0.00167149421468423,0,Enterobacteriaceae,286
1.7.B.3,286,C1R7,6,286_D-Galactose,0.26036484163691,13.9892584377336,0.490266270265958,D-Galactose,0.289,0.10571301494066,0.0811113004307988,0.0415683795290997,0.098865336503866,0.10571301494066,0.091696740326314,0,0.00103106658151525,5.1516580601517e-4,0.00121159352485841,0,0,Enterobacteriaceae,286
1.7.B.3,286,C1R7,6,286_D-Glucose,0.310766996053934,12.8198829410998,0.549688926741833,D-Glucose,0.357,0.125954924288419,0.0922951115248932,0.0417034166030435,0.108052619809613,0.106941731162462,0.0880789235457949,0,0.00103105462240578,5.1516580601517e-4,0.00130989501385641,0.00210787739081233,0.00242447580322753,Enterobacteriaceae,286
1.7.B.3,286,C1R7,6,286_D-Lactate,0.405092364677527,22.5340745531413,0.236485572049372,D-Lactate,0.438,0.0592133177071977,0.0784611719800917,0.0504295935361999,0.0730422760153473,0.0778125499576631,0.0775911204231948,0,0.00103103070501911,5.151598349821e-4,8.074905557958e-4,0.00191486248334684,0.00115383044735776,Enterobacteriaceae,286
1.7.B.3,286,C1R7,6,286_D-Ribose,0.207580956894039,13.4918027974486,0.401053198715999,D-Ribose,0.242,0.0979917865300179,0.0781582054009201,0.0366742498185411,0.0781441908463486,0.0943432851704423,0.0951303377176916,0,0.00103105462240578,5.1516282048133e-4,0.00107692146401116,0.00142557901926578,0,Enterobacteriaceae,286
1.7.B.3,286,C1R7,6,286_ddH20,0.00219317204531613,5.93705834572837,0.103179016537498,ddH20,0.002,0,0.00103103070501911,5.1515087869201e-4,0,0.0016156855872578,0,0,0.00103103070501911,5.1515087869201e-4,0,0.0016156855872578,0,Enterobacteriaceae,286
1.7.B.3,286,C1R7,6,286_Fumarate,0.345764025200496,19.8708065450275,0.220263643383675,Fumarate,0.374,0.0908680730110201,0.0822817734339057,0.0478812940475192,0.0699844500938962,0.085632424774719,0.0879679924056739,0,0.00103103070501911,5.1515684951747e-4,8.0749789095096e-4,0.00115383044735776,0,Enterobacteriaceae,286
1.7.B.3,286,C1R7,6,286_Gluconate,0.243461901098369,10.6106126633215,0.593422709142828,Gluconate,0.276,0.120048528204354,0.0813969204258312,0.0381311897865875,0.107825534094793,0.124773825391727,0.129547119597377,0,0.00103104266357374,5.1516282048133e-4,0.0013098757120909,0.00167149421468423,0.00210792737486275,Enterobacteriaceae,286
1.7.B.3,286,C1R7,6,286_Glycerol,0.397634945592591,16.7842340507818,0.249698076122586,Glycerol,0.433,0.109367773826393,0.0936730611487736,0.0490568223616289,0.0936730611487736,0.106489128946836,0.108948242506962,0,0.00103105462240578,5.1516282048133e-4,0.00103105462240578,0.00142557901926578,0.00167152564497353,Enterobacteriaceae,286
1.7.B.3,286,C1R7,6,286_L-Arabinose,0.309822838051607,21.4567788003016,0.222832293249119,L-Arabinose,0.339,0.0538562225264879,0.0730380258802014,0.0449803182058243,0.0736954234037485,0.0538562225264879,0.0281887902293532,0,0.00103104266357374,5.1516282048133e-4,0.00115384542419409,0,0,Enterobacteriaceae,286
1.7.B.3,286,C1R7,6,286_L-Glutamine,0.026541800044878,30.4502987396859,0.0760622190980634,L-Glutamine,0.028,0.0102115124942139,0.00931738270562829,0.00845913436327565,0.00879956273670951,0.00866736277596823,0.00917546347832129,0,0.00103104266357374,5.1515684951747e-4,0.00134817736013106,8.8093516198256e-4,0.00124267348848571,Enterobacteriaceae,286
1.7.B.3,286,C1R7,6,286_L-Leucine,0.00284382521594584,8.98555862600363,0.156955121970271,L-Leucine,0.004,0.0030893429075711,0.0030197218873861,0.00198841344530864,0.00278263415081285,0.00342073716107961,0.00532304727732689,0,0.00103103070501911,5.1515087869201e-4,0,0.00173122880256562,0,Enterobacteriaceae,286
1.7.B.3,286,C1R7,6,286_L-Malate,0.3637872566817,19.8485963884371,0.183726439916603,L-Malate,0.371,0.095407994550109,0.0809587511752957,0.0479871295955457,0.087654773606288,0.0895809527576746,0.0943843803921069,0,0.00103103070501911,5.1515386408744e-4,0.00124267348848571,0.00134629862066604,0.00151465189942472,Enterobacteriaceae,286
1.7.B.3,286,C1R7,6,286_L-Phenylalanine,0.00294334981995778,11.1380206886572,0.148773071663986,L-Phenylalanine,0.004,0.00148992684331542,0.00288077126995553,0.0018979143213003,0.0027888819002011,0.0017223433566680101,0.00268569777708379,0,0.00103103070501911,5.1515386408744e-4,7.5699059290928e-4,9.1421201548143e-4,0.0014255561576942,Enterobacteriaceae,286
1.7.B.3,286,C1R7,6,286_Pyruvate,0.347383139511824,20.2582149121349,0.15207725159722,Pyruvate,0.364,0.0907243295456373,0.0751443171431327,0.0471768895371184,0.0824255674427417,0.0899696247988674,0.0926391590694567,0,0.00103103070501911,5.1516282048133e-4,0,0.00130985641089423,0.00142553329685585,Enterobacteriaceae,286
1.7.B.3,286,C1R7,6,286_Succinate,0.371666303558639,27.6574488343732,0.172506390531462,Succinate,0.372,0.0352229631390512,0.0576407291622719,0.0471967994051954,0.0608525964520897,0.0588955853440081,0.0478606103633186,0,0.00103103070501911,5.1515684951747e-4,0.00162259781623807,0.00105347655663404,0.00130985641089423,Enterobacteriaceae,286
1.7.B.4,287,C1R7,7,287_2-Ketogluconate,0.396619806288242,14.2914778522663,0.248343838377843,2-Ketogluconate,0.443,0.115989363513671,0.0820321771279779,0.0466135647765896,0.106654409342366,0.118433472674541,0.116960230412987,0.0030157589721452,0.00198871424848134,0.00240069536043924,0.00267098134344823,0.00333932490089424,0.00189247787270109,Enterobacteriaceae,287
1.7.B.4,287,C1R7,7,287_2-Oxoglutarate,0.0180133213603568,23.6565114124578,0.114266939779696,2-Oxoglutarate,0.017,0.00906099792641671,0.00866990318960869,0.00717203424262366,0.0086136243265813,0.00739125435237844,0.00789292346351282,0.0030157589721452,0.00198869118236698,0.00240066753532322,0.00266484179048241,0.00364744461140378,0.00311639572441003,Enterobacteriaceae,287
1.7.B.4,287,C1R7,7,287_Acetate,0.262467402814166,38.6888225149042,0.15469415976074,Acetate,0.218,0.00603494234975935,0.0169302386906224,0.0384814068661886,0.0382688342753231,0.0370641659369645,0.0302896628619294,0.0030157589721452,0.00198871424848134,0.00240065362300709,0.00271927941305015,0.00243483284440084,0.00230931491715778,Enterobacteriaceae,287
1.7.B.4,287,C1R7,7,287_Citrate,0.423462246057239,20.5958814840972,0.125285848388405,Citrate,0.425,0.113715643756155,0.0821360328950023,0.0511800215890835,0.0920321584259226,0.103919461486159,0.119281958483469,0.0030157589721452,0.00198869118236698,0.0024006814478006,0.00233696760704543,0.00274962276470245,0.00322398090294484,Enterobacteriaceae,287
1.7.B.4,287,C1R7,7,287_D-Fructose,0.538750051569817,16.2500362084988,0.159697303633725,D-Fructose,0.566,0.139828119194465,0.0972785740161486,0.056706066629032,0.0961358166286798,0.149482680017338,0.167515662321386,0.00301581201606423,0.00198873731513079,0.00240070927323914,0.00288719440751183,0.00322404152460073,0.00197134903614548,Enterobacteriaceae,287
1.7.B.4,287,C1R7,7,287_D-Galactose,0.454742124983153,12.5117950844292,0.298338376552398,D-Galactose,0.499,0.14037880931818,0.101373237248889,0.0546734108000913,0.117428348778862,0.14037880931818,0.167711859293001,0.00301581201606423,0.00198876038231533,0.00240070927323914,0.00233696760704543,0.00301581201606423,0.00189247787270109,Enterobacteriaceae,287
1.7.B.4,287,C1R7,7,287_D-Glucose,0.468819501355528,10.7269056696185,0.47761321590913,D-Glucose,0.497,0.148587032087082,0.104874582348329,0.0541062412940688,0.130362926672824,0.190134719495794,0.18226299646301,0.00301581201606423,0.00198873731513079,0.00240070927323914,0.00374612442671606,0.00406575396854113,0.00236604897544301,Enterobacteriaceae,287
1.7.B.4,287,C1R7,7,287_D-Lactate,0.477139525575647,29.3908784538917,0.132438499339346,D-Lactate,0.465,0.0589384890822869,0.0687999299034823,0.0521788978249507,0.0649740877502221,0.0683582432124917,0.0691283354932276,0.0030157589721452,0.00198869118236698,0.0024006814478006,0.00230931491715778,0.00277152029359111,0.00329980065380223,Enterobacteriaceae,287
1.7.B.4,287,C1R7,7,287_D-Ribose,0.436668726906722,17.6258923622675,0.217995550479024,D-Ribose,0.466,0.110759480024507,0.0941137574887022,0.0529019571298325,0.0972578484271801,0.110243649650138,0.109363144117359,0.00301581201606423,0.00198873731513079,0.00240069536043924,0.00307985125472756,0.00274971095582327,0.00175215983689721,Enterobacteriaceae,287
1.7.B.4,287,C1R7,7,287_ddH20,0.00519987893279249,21.6165689022969,0.127069597354138,ddH20,0.006,0.0030157589721452,0.00198869118236698,0.0024006397108522,0.00227985395456961,0.00311639572441003,0.00315504748634775,0.0030157589721452,0.00198869118236698,0.0024006397108522,0.00227985395456961,0.00311639572441003,0.00315504748634775,Enterobacteriaceae,287
1.7.B.4,287,C1R7,7,287_Fumarate,0.325110605320557,30.7037053834887,0.183508122163865,Fumarate,0.324,0.0256736327357205,0.0398970192082718,0.0459558237775714,0.0540712837558536,0.0363088080832056,0.0305763370679496,0.0030157589721452,0.00198869118236698,0.00240066753532322,0.00230933589471982,0.00329980065380223,0.00267098134344823,Enterobacteriaceae,287
1.7.B.4,287,C1R7,7,287_Gluconate,0.456752621805926,17.4424109033936,0.124960711327134,Gluconate,0.468,0.126821580735533,0.0869609190748671,0.0534714355121767,0.105878139376811,0.135811917503349,0.170682122843249,0.00301581201606423,0.00198871424848134,0.00240069536043924,0.00374606922625003,0.00322404152460073,0.00406585037967598,Enterobacteriaceae,287
1.7.B.4,287,C1R7,7,287_Glycerol,0.450805033264245,17.8759481161017,0.195850374332427,Glycerol,0.471,0.116172375737896,0.096364990442246,0.0536389415425482,0.096364990442246,0.112990743337476,0.116683432457813,0.00301581201606423,0.00198873731513079,0.00240069536043924,0.00198873731513079,0.00274971095582327,0.00322410214853643,Enterobacteriaceae,287
1.7.B.4,287,C1R7,7,287_L-Arabinose,0.432892885318664,14.589016399583,0.201062356221298,L-Arabinose,0.479,0.13400147488812,0.0935610712666115,0.0534724662690347,0.104079144748596,0.13400147488812,0.152253876976421,0.00301581201606423,0.00198871424848134,0.00240069536043924,0.00329984348554966,0.00301581201606423,0.00189243658918038,Enterobacteriaceae,287
1.7.B.4,287,C1R7,7,287_L-Glutamine,0.397963678493331,31.0325527193008,0.17275997214652,L-Glutamine,0.385,0.0326613324479774,0.0488924298095717,0.0490562537714627,0.0579727557556242,0.0544436783266161,0.0402483419943737,0.00301581201606423,0.00198871424848134,0.00240066753532322,0.00257228896354584,0.00251935666121845,0.00355387986090853,Enterobacteriaceae,287
1.7.B.4,287,C1R7,7,287_L-Leucine,0.00686586385785934,18.9119976676255,0.128928641366565,L-Leucine,0.007,0.0030893429075711,0.00397964053092823,0.00336446488337857,0.00278263415081285,0.00342073716107961,0,0.0030157589721452,0.00198869118236698,0.0024006397108522,0.00271710531796665,0.00333925986642483,0,Enterobacteriaceae,287
1.7.B.4,287,C1R7,7,287_L-Malate,0.442158130211277,24.3463438056886,0.10253039234947,L-Malate,0.411,0.0983259734307365,0.0792656885503113,0.0505416551481509,0.0875902120589622,0.0914392018426804,0.097170379049214,0.0030157589721452,0.00198869118236698,0.00240065362300709,0.00355387986090853,0.00259679191193609,0.00147815068726027,Enterobacteriaceae,287
1.7.B.4,287,C1R7,7,287_L-Phenylalanine,0.0307838059124503,36.0869427156384,0.102856602000832,L-Phenylalanine,0.025,0.00457926975088652,0.00673369054427198,0.00980553130434957,0.00804318617119106,0.00751362203309596,0.00550245597600219,0.0030157589721452,0.00198869118236698,0.00240065362300709,0.00352762996870674,0.0034465524043569,0.00274966685955572,Enterobacteriaceae,287
1.7.B.4,287,C1R7,7,287_Pyruvate,0.476272678104224,23.142145582157,0.126710672795969,Pyruvate,0.459,0.102522701884088,0.0794673561375138,0.0521792002166532,0.0845868771626685,0.0896011071186134,0.0953952053295992,0.0030157589721452,0.00198869118236698,0.00240069536043924,0.00227988426935771,0.00374601402741076,0.00274962276470245,Enterobacteriaceae,287
1.7.B.4,287,C1R7,7,287_Succinate,0.38285087949307,35.0533381147429,0.13580641135756,Succinate,0.33,0.0307413137894704,0.0429913695730842,0.0462420119740043,0.0471268803520764,0.042375728929937,0.0361017642978134,0.0030157059300921,0.00198869118236698,0.00240066753532322,0.00234850429999567,0.00301280195743392,0.00374601402741076,Enterobacteriaceae,287
2.6.A.1,276,C2R6,1,276_2-Ketogluconate,0.393817075427786,14.8512494595662,0.356056227566832,2-Ketogluconate,0.42,0.110919266284613,0.0882360422274268,0.0463792022245299,0.107533366514022,0.108298533656874,0.0977217879462963,0.00160309750670027,0.00208819042727978,0.00104336911383556,0.00280458475977164,0.00350635909455032,0.00392751994041845,Enterobacteriaceae,276
2.6.A.1,276,C2R6,1,276_2-Oxoglutarate,0.0185106153389793,26.9047662018747,0.0886142157202488,2-Oxoglutarate,0.019,0.00618236725758678,0.00689284257688668,0.00559673585236588,0.00540008844019774,0.00504309230304736,0.00638867464748716,0.00160309750670027,0.00208816620739035,0.00104335702072823,0.00188720546409062,0.00258307169498531,0.00327227892307713,Enterobacteriaceae,276
2.6.A.1,276,C2R6,1,276_Acetate,107732.953638859,292.216403754092,0.0645761397072224,Acetate,0.021,0.00148992684331542,0.00194244819798431,0.00600181656395516,0.00364283663549561,0.00294192548813616,0.00297493233963097,0.00160309750670027,0.00208819042727978,0.00104335097427969,0.00285063973558149,0.001308050931202,0.00163542606751795,Enterobacteriaceae,276
2.6.A.1,276,C2R6,1,276_Citrate,0.495056276727718,35.8767505220953,0.225650492114464,Citrate,0.466,0.00603494234975935,0.0215375837411829,0.0527773428534673,0.0138080777164397,0.00806861978496055,0.00489544368852177,0.00160309750670027,0.00208816620739035,0.00104336306724685,0.0036362591796726,0.00288715985228488,0.0033852455496828,Enterobacteriaceae,276
