Community,Replicate,Metric,HierarchyScore
W11,346,h2,0.7283342204824734
W11,347,h1,0.75
W11,347,h2,0.7471476304360998
W11,348,h1,0.5
W11,348,h2,0.5996382192522953
W11,349,h1,0.75
W11,349,h2,0.5784065638444089
W11,350,h1,1
W11,350,h2,0.6763733193247226
W11,351,h1,1
W11,351,h2,0.5980066820005459
W11,352,h1,1
W11,352,h2,0.6623801458899445
W11,353,h1,1
W11,353,h2,0.6514598586978715
W11,354,h1,1
W11,354,h2,0.5785775870678904
W11,355,h1,1
W11,355,h2,0.5957755850972786
W11,356,h1,0.75
W11,356,h2,0.6220704167799457
W11,357,h1,0.75
W11,357,h2,0.6494018184640754
W11,358,h1,0.75
W11,358,h2,0.6032570068263194
W11,359,h1,1
W11,359,h2,0.6713193707940405
W11,360,h1,1
W11,360,h2,0.6739102149990228
W11,361,h1,1
W11,361,h2,0.7471476304360998
W11,362,h1,0.75
W11,362,h2,0.5973909970215168
W11,363,h1,0.75
W11,363,h2,0.7366703004101729
W11,364,h1,1
W11,364,h2,0.5127063934832045
W11,365,h1,0.75
W11,365,h2,0.7338272565632675
W11,366,h1,0.75
W11,366,h2,0.7035557699290835
W11,367,h1,1
W11,367,h2,0.5998722601207175
W11,368,h1,0.25
W11,368,h2,0.5974738780293597
W11,369,h1,0
W11,369,h2,0.658378936442414
W11,370,h1,1
W11,370,h2,0.6623801458899445
W11,371,h1,0.5
W11,371,h2,0.6683990201447277
W11,372,h1,1
W11,372,h2,0.4873764875246385
W11,373,h1,1
W11,373,h2,0.6931035644738547
W11,374,h1,0.75
W11,374,h2,0.5597641771142642
W11,375,h1,0.5
W11,375,h2,0.5973658724508187
W11,376,h1,0.25
W11,376,h2,0.6527865651696774
W11,377,h1,0.75
W11,377,h2,0.7599170415642448
W11,378,h1,0.75
W11,378,h2,0.6556296090165827
W11,379,h1,1
W11,379,h2,0.7524878020669132
W11,380,h1,1
W11,380,h2,0.6106862463236509
W11,381,h1,0.75
W11,381,h2,0.6680372393970231
W11,382,h1,1
W11,382,h2,0.5872936065167955
W11,383,h1,1
W11,383,h2,0.6739102149990228
W11,384,h1,1
W11,384,h2,0.6545891256449083
W11,385,h1,0.75
W11,385,h2,0.5974738780293597
W11,386,h1,1
W11,386,h2,0.6520738390874993
W11,387,h1,0.75
W11,387,h2,0.6813394544963542
W11,388,h1,0.75
W11,388,h2,0.5898214330768373
W11,389,h1,0.75
W11,389,h2,0.6681270862020631
W11,390,h1,1
W11,390,h2,0.7037898107975056
W11,391,h1,1
W11,391,h2,0.7718270501945287
W11,392,h1,1
W11,392,h2,0.6785775870678905
W11,393,h1,0.75
W11,393,h2,0.6598540239193041
W11,394,h1,1
W11,394,h2,0.6929507000238742
W11,395,h1,0.75
W11,395,h2,0.7407236920894128
W11,396,h1,1
W11,396,h2,0.6847674845461552
W11,397,h1,0.75
W11,397,h2,0.6718270501945287
W11,398,h1,0.75
W11,398,h2,0.5847044669012147
W11,399,h1,0.75
W11,399,h2,0.6362903608889673
W11,400,h1,1
W11,400,h2,0.5845964613226737
W11,401,h1,0.75
W11,401,h2,0.6511610955951074
W11,402,h1,1
W11,402,h2,0.6599170415642448
W11,403,h1,0.75
W11,403,h2,0.554950906392613
W11,404,h1,0.75
W11,404,h2,0.5942798888479809
W11,405,h1,1
W11,405,h2,0.7339352621418085
W11,406,h1,0.5
W11,406,h2,0.7339982797867491
W11,407,h1,0.75
W11,407,h2,0.5553308459138186
W11,408,h1,0.75
W11,408,h2,0.6469766072126182
W11,409,h1,0.75
W11,409,h2,0.678723485720674
W11,410,h1,0.75
W11,410,h2,0.6788763501706545
W11,411,h1,1
W11,411,h2,0.6366072827652324
W11,412,h1,0.75
W11,412,h2,0.6554206927188586
W11,413,h1,0.5
W11,413,h2,0.7556296090165827
W11,414,h1,1
W11,414,h2,0.7467676909148941
W11,415,h1,1
W11,415,h2,0.654950906392613
W11,416,h1,0.5
W11,416,h2,0.6801001124772876
W11,417,h1,1
W11,417,h2,0.5874395051695791
W11,418,h1,0.75
W11,418,h2,0.6520738390874993
W11,419,h1,1
W11,419,h2,0.6785957458413914
W11,420,h1,1
W11,420,h2,0.7471476304360998
W11,421,h1,1
W11,421,h2,0.6072582162738499
W11,422,h1,1
W11,422,h2,0.5058911343755007
W11,423,h1,1
W11,423,h2,0.6727046114658908
W11,424,h1,0.75
W11,424,h2,0.5907682000274375
W11,425,h1,0
W11,425,h2,0.7363085196624682
W11,426,h1,0.25
W11,426,h2,0.6685070257232687
W11,427,h1,1
W11,427,h2,0.6060370330282842
W11,428,h1,1
W11,428,h2,0.5871675712269144
W11,429,h1,1
W11,429,h2,0.7020355191837722
W11,430,h1,0.75
W11,430,h2,0.6595371020430392
W11,431,h1,1
W11,431,h2,0.642181495264468
W11,432,h1,0.5
W11,432,h2,0.6044333312004455
W11,433,h1,0.75
W11,433,h2,0.7431867964151125
W11,434,h1,1
W11,434,h2,0.6844505626698902
W11,435,h1,1
W11,435,h2,0.57624557944544
W11,436,h1,1
W11,436,h2,0.6656639818763633
W11,437,h1,0.5
W11,437,h2,0.5866796261271678
W11,438,h1,1
W11,438,h2,0.7655741350713233
W11,439,h1,1
W11,439,h2,0.6
W11,440,h1,1
W11,440,h2,0.5656371527162639
W11,441,h1,0.75
W11,441,h2,0.667828323099299
W11,442,h1,1
W11,442,h2,0.7551866518504365
W11,443,h1,0.5
W11,443,h2,0.6747877762703848
W11,444,h1,1
W11,444,h2,0.687212430098354
W11,445,h1,0.75
W11,445,h2,0.6
W11,446,h1,0
W11,446,h2,0.5977079188977819
W11,447,h1,1
W11,447,h2,0.5770419642983605
W11,448,h1,1
W11,448,h2,0.5749587994938664
W11,449,h1,1
W11,449,h2,0.684324527380009
W11,450,h1,1
W11,450,h2,0.7034098712763
W11,451,h1,0.5
W11,451,h2,0.5159112180778145
W11,452,h1,0.75
W11,452,h2,0.7366072827652324
W11,453,h1,1
W11,453,h2,0.6602339634405098
W11,454,h1,0.75
W11,454,h2,0.6869965480034329
W11,455,h1,1
W11,455,h2,0.7277453646635438
W11,456,h1,0.75
W11,456,h2,0.6847674845461552
W11,457,h1,0.75
W11,457,h2,0.742181495264468
W11,458,h1,0.75
W11,458,h2,0.7494578703118189
W11,459,h1,1
W11,459,h2,0.6526588252903948
W11,460,h1,1
W11,460,h2,0.674443018970209
W11,461,h1,1
W11,461,h2,0.5904875956981743
W11,462,h1,0.5
W11,462,h2,0.6682712802654452
W11,463,h1,0.75
W11,463,h2,0.6488690144928891
W11,464,h1,0.5
W11,464,h2,0.6527235475247368
W11,465,h1,0.5
W11,465,h2,0.8396553732938277
W11,466,h1,0.75
W11,466,h2,0.5623171282450039
W11,467,h1,1
W11,467,h2,0.5705633613676634
W11,468,h1,0
W11,468,h2,0.6845152849042322
W11,469,h1,1
W11,469,h2,0.6623171282450039
W11,470,h1,0.75
W11,470,h2,0.5778215776415133
W11,471,h1,0.75
W11,471,h2,0.6494578703118189
W11,472,h1,1
W11,472,h2,0.7339982797867491
W11,473,h1,1
W11,473,h2,0.6658081759397454
W11,474,h1,1
W11,474,h2,0.6739913914174643
W11,475,h1,1
W11,475,h2,0.6737194574747997
W11,476,h1,1
W11,476,h2,0.5256199986747315
W11,477,h1,1
W11,477,h2,0.6716181338968046
W11,478,h1,1
W11,478,h2,0.6655741350713233
W11,479,h1,0.75
W11,479,h2,0.5929507000238742
W11,480,h1,0.75
W11,480,h2,0.5726864526923897
W11,481,h1,0.5
W11,481,h2,0.6727944582709308
W11,482,h1,0.75
W11,482,h2,0.6099445260547406
W11,483,h1,0.75
W11,483,h2,0.742181495264468
W11,484,h1,1
W11,484,h2,0.5904064192797328
W11,485,h1,1
W11,485,h2,0.5766720824274867
W11,486,h1,1
W11,486,h2,0.6684171789182287
W11,487,h1,0.5
W11,487,h2,0.6680372393970231
W11,488,h1,1
W11,488,h2,0.6907863588009385
W11,489,h1,1
W11,489,h2,0.6682712802654452
W11,490,h1,1
W11,490,h2,0.6593842375930585
W11,491,h1,1
W11,491,h2,0.6788945089441555
W11,492,h1,0.75
W11,492,h2,0.6551866518504366
W11,493,h1,0.75
W11,493,h2,0.7231591690131176
W11,494,h1,1
W11,494,h2,0.6030480905285953
W11,495,h1,0.75
W11,495,h2,0.7524878020669132
W11,496,h1,0.75
W11,496,h2,0.6224503563011513
W11,497,h1,0.75
W11,497,h2,0.6565071702879448
W11,498,h1,0.75
W11,498,h2,0.7235209497608223
W11,499,h1,0.75
W11,499,h2,0.7339352621418085
W11,500,h1,0.75
W11,500,h2,0.6655741350713233
W11,501,h1,0.5
W11,501,h2,0.587021672574131
W11,502,h1,1
W11,502,h2,0.6607790231231732
W11,503,h1,1
W11,503,h2,0.5708872490411255
W11,504,h1,0.75
W11,504,h2,0.5994671960288137
W11,505,h1,0.75
W11,505,h2,0.5901076561769687
W11,506,h1,1
W11,506,h2,0.7524878020669132
W11,507,h1,1
W11,507,h2,0.6678913407442395
W11,508,h1,1
W11,508,h2,0.4866796261271678
W11,509,h1,0.75
W11,509,h2,0.6657451582948049
W11,510,h1,0.75
W11,510,h2,0.5810406913935902
W11,511,h1,0.75
W11,511,h2,0.7595552608165401
W11,512,h1,0.75
W11,512,h2,0.6552496694953771
W11,513,h1,0.75
W11,513,h2,0.5815104777198359
W11,514,h1,1
W11,514,h2,0.6847493257726542
W11,515,h1,0.5
W11,515,h2,0.6553308459138186
W11,516,h1,1
W11,516,h2,0.5492489540140948
W11,517,h1,1
W11,517,h2,0.6132123682942913
W11,518,h1,1
W11,518,h2,0.7496107347617995
W11,519,h1,1
W11,519,h2,0.578957526589096
W11,520,h1,1
W11,520,h2,0.7363085196624682
W11,521,h1,0.75
W11,521,h2,0.5789393678155952
W11,522,h1,0.75
W11,522,h2,0.60372679315256506
W11,523,h1,1
W11,523,h2,0.5806607518723845
W11,524,h1,0.75
W11,524,h2,0.6661069390425095
W11,525,h1,0.75
W11,525,h2,0.6624881514684855
W11,526,h1,0.5
W11,526,h2,0.6611408038708778
W11,527,h1,0.75
W11,527,h2,0.5937470848767946
W11,528,h1,0.75
W11,528,h2,0.6556296090165827
W11,529,h1,0.75
W11,529,h2,0.5055111948542951
W11,530,h1,1
W11,530,h2,0.672115755646961
W11,531,h1,0.75
W11,531,h2,0.5875923696195596
W11,532,h1,0.75
W11,532,h2,0.6685070257232687
W11,533,h1,1
W11,533,h2,0.6870595656483734
W11,534,h1,1
W11,534,h2,0.605511194854295
W11,535,h1,0.75
W11,535,h2,0.5193210893541145
W11,536,h1,1
W11,536,h2,0.6003169218762651
W11,537,h1,0.75
W11,537,h2,0.6446445995901677
W11,538,h1,1
W11,538,h2,0.5623171282450039
W11,539,h1,1
W11,539,h2,0.6522827553852233
W11,540,h1,0.5
W11,540,h2,0.6490779307906133
W11,541,h1,0.75
W11,541,h2,0.5944888051457049
W11,542,h1,0.75
W11,542,h2,0.7524247844219727
W11,543,h1,0.75
W11,543,h2,0.8020355191837721
W11,544,h1,0.75
W11,544,h2,0.6058911343755007
W11,545,h1,0.75
W11,545,h2,0.6555665913716422
W11,546,h1,0.5
W11,546,h2,0.5979168351955059
W11,547,h1,1
W11,547,h2,0.7469135895676776
W11,548,h1,1
W11,548,h2,0.7469766072126182
W11,549,h1,0.5
W11,549,h2,0.6683990201447277
W11,550,h1,0.75
W11,550,h2,0.7661069390425096
W11,551,h1,0.75
W11,551,h2,0.5868506493506493
W11,552,h1,1
W11,552,h2,0.6683611270704852
W11,553,h1,0.75
W11,553,h2,0.5905774425032144
W11,554,h1,1
W11,554,h2,0.6553308459138186
W11,555,h1,1
W11,555,h2,0.7339982797867491
W11,556,h1,1
W11,556,h2,0.6685070257232687
W11,557,h1,1
W11,557,h2,0.6657451582948049
W11,558,h1,0.75
W11,558,h2,0.5914550037745765
W11,559,h1,1
W11,559,h2,0.6589764626479422
W11,560,h1,1
W11,560,h2,0.5962101892024944
W11,561,h1,0
W11,561,h2,0.6742901545202284
W11,562,h1,0.75
W11,562,h2,0.6
W11,563,h1,0.5
W11,563,h2,0.6682981094255447
W11,564,h1,1
W11,564,h2,0.7472935290888832
W11,565,h1,0.5
W11,565,h2,0.6490779307906133
W11,566,h1,1
W11,566,h2,0.5782158063201858
W11,567,h1,0.75
W11,567,h2,0.5914550037745765
W11,568,h1,0.75
W11,568,h2,0.5784247226179099
W11,569,h1,1
W11,569,h2,0.5063988137759888
W11,570,h1,0.75
W11,570,h2,0.5044963488453861
W11,571,h1,1
W11,571,h2,0.6234556574517959
W11,572,h1,0.75
W11,572,h2,0.6842598051456671
W11,573,h1,0.75
W11,573,h2,0.5864888686029447
W11,574,h1,0.75
W11,574,h2,0.6000811764184415
W11,575,h1,0.75
W11,575,h2,0.7660170922374695
W11,576,h1,0.5
W11,576,h2,0.720994827790182
W11,577,h1,1
W11,577,h2,0.6790852664683786
W11,578,h1,1
W11,578,h2,0.7490400377163707
W11,579,h1,1
W11,579,h2,0.8149759535353988
W11,580,h1,1
W11,580,h2,0.7279163878870253
W11,581,h1,1
W11,581,h2,0.69274178372615
W11,582,h1,0.75
W11,582,h2,0.5931035644738547
W11,583,h1,0.75
W11,583,h2,0.587230588871855
W11,584,h1,1
W11,584,h2,0.5083360799276995
W11,585,h1,0.75
W11,585,h2,0.6596451076215801
W11,586,h1,1
W11,586,h2,0.6551219296160946
W11,587,h1,1
W11,587,h2,0.7307973248081732
W11,588,h1,0.75
W11,588,h2,0.5788763501706545
W11,589,h1,0.75
W11,589,h2,0.5710961653388497
W11,590,h1,0
W11,590,h2,0.5809776737486496
W11,591,h1,1
W11,591,h2,0.574353172165169
W11,592,h1,0.75
W11,592,h2,0.6848952244254378
W11,593,h1,1
W11,593,h2,0.5916639200723005
W11,594,h1,0.75
W11,594,h2,0.6622272814399639
W11,595,h1,1
W11,595,h2,0.6682712802654452
W11,596,h1,0.75
W11,596,h2,0.6467046732699535
W11,597,h1,1
W11,597,h2,0.7527235475247368
W11,598,h1,0.75
W11,598,h2,0.48954082874757415
W11,599,h1,1
W11,599,h2,0.6715282870917646
W11,600,h1,0.75
W11,600,h2,0.6621461050215224
W11,601,h1,1
W11,601,h2,0.5866598918264262
W11,602,h1,1
W11,602,h2,0.574443018970209
W11,603,h1,1
W11,603,h2,0.6681002570419636
W11,604,h1,0.5
W11,604,h2,0.5687789596659334
W11,605,h1,1
W11,605,h2,0.6790473733941361
W11,606,h1,0.75
W11,606,h2,0.7469135895676776
W11,607,h1,0.75
W11,607,h2,0.6167302451491322
W11,608,h1,1
W11,608,h2,0.6599170415642448
W11,609,h1,0.5
W11,609,h2,0.5869783892299318
W11,610,h1,0.5
W11,610,h2,0.6812764368514137
W11,611,h1,0.75
W11,611,h2,0.5872936065167955
W11,612,h1,1
W11,612,h2,0.7660170922374695
W11,613,h1,0.75
W11,613,h2,0.5106862463236509
W11,614,h1,0.5
W11,614,h2,0.6621893883657214
W11,615,h1,1
W11,615,h2,0.6464059101671894
W11,616,h1,1
W11,616,h2,0.6680372393970231
W11,617,h1,1
W11,617,h2,0.749547717116859
W11,618,h1,0.5
W11,618,h2,0.6974738780293597
W11,619,h1,1
W11,619,h2,0.5682082626205046
W11,620,h1,1
W11,620,h2,0.6593842375930585
W11,621,h1,0.75
W11,621,h2,0.6528677415881189
W11,622,h1,0.75
W11,622,h2,0.5545891256449084
W11,623,h1,1
W11,623,h2,0.7528945707482183
W11,624,h1,0
W11,624,h2,0.578723485720674
W11,625,h1,1
W11,625,h2,0.5644814694679395
W11,626,h1,1
W11,626,h2,0.584234680574969
W11,627,h1,0.75
W11,627,h2,0.7405147757916888
W11,628,h1,0.75
W11,628,h2,0.4811865900463737
W11,629,h1,1
W11,629,h2,0.6528047239431783
W11,630,h1,1
W11,630,h2,0.6656553114897649
W11,631,h1,0.75
W11,631,h2,0.7656371527162639
W11,632,h1,0.75
W11,632,h2,0.7408947153128944
W11,633,h1,0.75
W11,633,h2,0.5968581930503305
W11,634,h1,0.5
W11,634,h2,0.6849582420703784
W11,635,h1,1
W11,635,h2,0.6678913407442395
W11,636,h1,1
W11,636,h2,0.6668134770903901
W11,637,h1,0.75
W11,637,h2,0.6791482841133192
W11,638,h1,1
W11,638,h2,0.674144255867445
W11,639,h1,0.5
W11,639,h2,0.6655362419970808
W11,640,h1,0.75
W11,640,h2,0.68691366699559
W11,641,h1,0.5
W11,641,h2,0.6058729756019997
W11,642,h1,1
W11,642,h2,0.6658081759397454
W11,643,h1,0.75
W11,643,h2,0.7600629402170282
W11,644,h1,0.75
W11,644,h2,0.5787865033656145
W11,645,h1,1
W11,645,h2,0.6845964613226737
W11,646,h1,0.75
W11,646,h2,0.6494397115383179
W11,647,h1,0.75
W11,647,h2,0.5252122237296152
W11,648,h1,1
W11,648,h2,0.5646524926914211
W11,649,h1,0.75
W11,649,h2,0.49427988884798085
W11,650,h1,1
W11,650,h2,0.6869965480034329
W11,651,h1,0.75
W11,651,h2,0.6552678282688781
W11,652,h1,0.75
W11,652,h2,0.749547717116859
W11,653,h1,0.75
W11,653,h2,0.7466148264649135
W11,654,h1,1
W11,654,h2,0.5621082119472799
W11,655,h1,0.5
W11,655,h2,0.6611408038708778
W11,656,h1,0.5
W11,656,h2,0.6623801458899445
W11,657,h1,0.75
W11,657,h2,0.5556296090165828
W11,658,h1,0.75
W11,658,h2,0.575338739015072
W11,659,h1,0.75
W11,659,h2,0.8210578454351225
W11,660,h1,0.75
W11,660,h2,0.7777000257965284
W11,661,h1,0.75
W11,661,h2,0.6555665913716422
W11,662,h1,0.75
W11,662,h2,0.7339352621418085
W11,663,h1,0.5
W11,663,h2,0.6655992596420214
W11,664,h1,0.5
W11,664,h2,0.6658980227447855
W11,665,h1,1
W11,665,h2,0.5740182205775638
W11,666,h1,0.75
W11,666,h2,0.59679517540539
W11,667,h1,1
W11,667,h2,0.6711790463466926
W11,668,h1,1
W11,668,h2,0.5984144569456623
W11,669,h1,0.75
W11,669,h2,0.5658350050998449
W11,670,h1,1
W11,670,h2,0.5871494124534135
W11,671,h1,0.75
W11,671,h2,0.5900554739452594
W11,672,h1,1
W11,672,h2,0.5865518862478852
W11,673,h1,1
W11,673,h2,0.6852751639466435
W11,674,h1,1
W11,674,h2,0.6657269995213039
W11,675,h1,0.5
W11,675,h2,0.6714471106733231
W11,676,h1,1
W11,676,h2,0.6786674338729305
W11,677,h1,1
W11,677,h2,0.6037898107975056
W11,678,h1,0.75
W11,678,h2,0.7525958076454542
W11,679,h1,1
W11,679,h2,0.6614395669736419
W11,680,h1,1
W11,680,h2,0.5032570068263194
W11,681,h1,0.75
W11,681,h2,0.7473565467338238
W11,682,h1,1
W11,682,h2,0.6527865651696774
W11,683,h1,1
W11,683,h2,0.6971569561530946
W11,684,h1,0.75
W11,684,h2,0.5914368450010755
W11,685,h1,1
W11,685,h2,0.5785145694229499
W11,686,h1,1
W11,686,h2,0.587230588871855
W11,687,h1,0.5
W11,687,h2,0.5538730427387635
W11,688,h1,1
W11,688,h2,0.5236266806752774
W11,689,h1,0.75
W11,689,h2,0.6527865651696774
W11,690,h1,1
W11,690,h2,0.6302084689892435
W11,691,h1,1
W11,691,h2,0.6657451582948049
W11,692,h1,0.75
W11,692,h2,0.6526588252903948
W11,693,h1,0.75
W11,693,h2,0.6716181338968046
W11,694,h1,0.75
W11,694,h2,0.6740812382225043
W11,695,h1,0.5
W11,695,h2,0.603428030049801
W11,696,h1,0.75
W11,696,h2,0.5760745562219585
W11,697,h1,0.75
W11,697,h2,0.6739102149990228
W11,698,h1,0.75
W11,698,h2,0.5842165218014681
W11,699,h1,1
W11,699,h2,0.5929325412503732
W11,700,h1,0.75
W11,700,h2,0.7424802583672321
W11,701,h1,0.75
W11,701,h2,0.5130863330044101
W11,702,h1,0.5
W11,702,h2,0.6682082626205046
W11,703,h1,1
W11,703,h2,0.6627600854111502
W11,704,h1,0.75
W11,704,h2,0.5653652187735992
W11,705,h1,0.75
W11,705,h2,0.6467046732699535
W11,706,h1,1
W11,706,h2,0.6721258132972928
W11,707,h1,1
W11,707,h2,0.7362273432440267
W11,708,h1,1
W11,708,h2,0.5830608385531437
W11,709,h1,1
W11,709,h2,0.6577939502395184
W11,710,h1,0.75
W11,710,h2,0.5925707605026684
W11,711,h1,0.75
W11,711,h2,0.7449433626929318
W11,712,h1,1
W11,712,h2,0.6496107347617995
W11,713,h1,0.75
W11,713,h2,0.5849764008438794
W11,714,h1,1
W11,714,h2,0.6025261219706404
W11,715,h1,0.75
W11,715,h2,0.6739732326439634
W11,716,h1,1
W11,716,h2,0.5694476046395713
W11,717,h1,0
W11,717,h2,0.64314890334087
W11,718,h1,1
W11,718,h2,0.7656371527162639
W11,719,h1,0.75
W11,719,h2,0.8339352621418086
W11,720,h1,1
W11,720,h2,0.5817193940175599
W11,721,h1,1
W11,721,h2,0.6657269995213039
W11,722,h1,1
W11,722,h2,0.4780068900224617
W11,723,h1,1
W11,723,h2,0.6718088914210277
W11,724,h1,1
W11,724,h2,0.7773382450488238
W11,725,h1,0.75
W11,725,h2,0.6842795394464086
W11,726,h1,1
W11,726,h2,0.7556296090165827
W11,727,h1,1
W11,727,h2,0.5767532588459282
W11,728,h1,0.75
W11,728,h2,0.6847674845461552
W11,729,h1,0.75
W11,729,h2,0.6745889176229926
W11,730,h1,0.75
W11,730,h2,0.7470846127911592
W11,731,h1,0.75
W11,731,h2,0.7362903608889673
W11,732,h1,1
W11,732,h2,0.6
W11,733,h1,0.5
W11,733,h2,0.6724956951681667
W11,734,h1,0.75
W11,734,h2,0.5816563763726194
W11,735,h1,0.5
W11,735,h2,0.6873583287511376
W11,736,h1,0.75
W11,736,h2,0.6488690144928891
W11,737,h1,0.5
W11,737,h2,0.5682082626205046
W11,738,h1,1
W11,738,h2,0.7521260213192086
W11,739,h1,1
W11,739,h2,0.7281253041847494
W11,740,h1,0.75
W11,740,h2,0.6718270501945287
W11,741,h1,0.75
W11,741,h2,0.733764238918327
W11,742,h1,0.75
W11,742,h2,0.5847044669012147
W11,743,h1,0.75
W11,743,h2,0.7036187875740241
W11,744,h1,1
W11,744,h2,0.49979108370227593
W11,745,h1,0.75
W11,745,h2,0.6004697863262457
W11,746,h1,0.5
W11,746,h2,0.6218363759115235
W11,747,h1,0.75
W11,747,h2,0.6875923696195597
W11,748,h1,0.5
W11,748,h2,0.6199021621867983
W11,749,h1,0.5
W11,749,h2,0.7281253041847494
W11,750,h1,1
W11,750,h2,0.5186605455036457
W11,751,h1,1
W11,751,h2,0.6602339634405098
W11,752,h1,1
W11,752,h2,0.6975999133192409
W11,753,h1,0.75
W11,753,h2,0.6747877762703848
W11,754,h1,0.75
W11,754,h2,0.6726864526923898
W11,755,h1,1
W11,755,h2,0.6850662476489193
W11,756,h1,0.75
W11,756,h2,0.753166504690883
W11,757,h1,0.75
W11,757,h2,0.6552678282688781
W11,758,h1,0.75
W11,758,h2,0.6046673720688677
W11,759,h1,0.5
W11,759,h2,0.7431867964151125
W11,760,h1,0.75
W11,760,h2,0.5979168351955059
W11,761,h1,1
W11,761,h2,0.6094469043045841
W11,762,h1,1
W11,762,h2,0.5787304515178711
W11,763,h1,1
W11,763,h2,0.7653652187735992
W11,764,h1,1
W11,764,h2,0.68453344367773306
W11,765,h1,1
W11,765,h2,0.6845964613226737
W11,766,h1,1
W11,766,h2,0.6553308459138186
W11,767,h1,0.5
W11,767,h2,0.5446423249260819
W11,768,h1,1
W11,768,h2,0.6788945089441555
W11,769,h1,1
W11,769,h2,0.6433578196385942
W11,770,h1,0.5
W11,770,h2,0.6600880647877263
W11,771,h1,0.75
W11,771,h2,0.7610777862259372
W11,772,h1,0.75
W11,772,h2,0.6597262840400216
W11,773,h1,0.5
W11,773,h2,0.6488690144928891
W11,774,h1,1
W11,774,h2,0.6727046114658908
W11,775,h1,0.75
W11,775,h2,0.6044333312004455
W11,776,h1,0.5
W11,776,h2,0.7334654758155629
W11,777,h1,1
W11,777,h2,0.6868506493506493
W11,778,h1,1
W11,778,h2,0.6445815819452272
W11,779,h1,1
W11,779,h2,0.6810406913935902
W11,780,h1,1
W11,780,h2,0.5680623639677211
W11,781,h1,1
W11,781,h2,0.5929325412503732
W11,782,h1,0.75
W11,782,h2,0.6366072827652324
W11,783,h1,0.75
W11,783,h2,0.604287432547662
W11,784,h1,1
W11,784,h2,0.6657269995213039
W11,785,h1,1
W11,785,h2,0.7526588252903949
W11,786,h1,0.5
W11,786,h2,0.6849582420703784
W11,787,h1,0.75
W11,787,h2,0.6657900171662445
W11,788,h1,1
W11,788,h2,0.6621712295922204
W11,789,h1,1
W11,789,h2,0.5869318257690909
W11,790,h1,1
W11,790,h2,0.5894847768998307
W11,791,h1,1
W11,791,h2,0.7334654758155629
W11,792,h1,1
W11,792,h2,0.6529575883931589
W11,793,h1,1
W11,793,h2,0.654950906392613
W11,794,h1,0.75
W11,794,h2,0.5806607518723845
W11,795,h1,1
W11,795,h2,0.6809776737486496
W11,796,h1,1
W11,796,h2,0.49374708487679464
W11,797,h1,1
W11,797,h2,0.6490779307906133
W11,798,h1,1
W11,798,h2,0.6578837970445583
W11,799,h1,1
W11,799,h2,0.5752575625966305
W11,800,h1,0.75
W11,800,h2,0.6682531214919443
W11,801,h1,0.5
W11,801,h2,0.690939223250919
W11,802,h1,1
W11,802,h2,0.6034098712763
W11,803,h1,1
W11,803,h2,0.7334654758155629
W11,804,h1,0.75
W11,804,h2,0.6616384256210341
W11,805,h1,0.75
W11,805,h2,0.7397183909387682
W11,806,h1,1
W11,806,h2,0.6685700433682092
W11,807,h1,1
W11,807,h2,0.5739102149990228
W11,808,h1,0.75
W11,808,h2,0.7339352621418085
W11,809,h1,1
W11,809,h2,0.6684620377896683
W11,810,h1,1
W11,810,h2,0.5905774425032144
W11,811,h1,1
W11,811,h2,0.6657900171662445
W11,812,h1,1
W11,812,h2,0.6714471106733231
W11,813,h1,1
W11,813,h2,0.6681901038470036
W11,814,h1,0.75
W11,814,h2,0.7092379880068601
W11,815,h1,1
W11,815,h2,0.6602339634405098
W11,816,h1,0.75
W11,816,h2,0.5587407171901186
W11,817,h1,0.25
W11,817,h2,0.47816362408847646
W11,818,h1,1
W11,818,h2,0.6623171282450039
W11,819,h1,0.75
W11,819,h2,0.5976449012528412
W11,820,h1,0.75
W11,820,h2,0.7400801716864729
W11,821,h1,1
W11,821,h2,0.6680372393970231
W11,822,h1,1
W11,822,h2,0.6657269995213039
W11,823,h1,0.5
W11,823,h2,0.7235209497608223
W11,824,h1,1
W11,824,h2,0.5893137536763491
W11,825,h1,1
W11,825,h2,0.6740182205775638
W11,826,h1,1
W11,826,h2,0.587230588871855
W11,827,h1,1
W11,827,h2,0.6683990201447277
W11,828,h1,0.75
W11,828,h2,0.6712563531490999
W11,829,h1,1
W11,829,h2,0.578957526589096
W11,830,h1,0.25
W11,830,h2,0.6467676909148941
W11,831,h1,0.75
W11,831,h2,0.6685700433682092
W11,832,h1,1
W11,832,h2,0.6681901038470036
W11,833,h1,1
W11,833,h2,0.6788763501706545
W11,834,h1,1
W11,834,h2,0.5788763501706545
W11,835,h1,0.75
W11,835,h2,0.5065516782259695
W11,836,h1,0.75
W11,836,h2,0.5661069390425095
W11,837,h1,0.75
W11,837,h2,0.5977079188977819
W11,838,h1,0.5
W11,838,h2,0.6131493506493506
W11,839,h1,0.75
W11,839,h2,0.6467676909148941
W11,840,h1,1
W11,840,h2,0.5891608892263686
W11,841,h1,1
W11,841,h2,0.7234579321158817
W11,842,h1,0.5
W11,842,h2,0.6366703004101729
W11,843,h1,1
W11,843,h2,0.6577127738210768
W11,844,h1,0.75
W11,844,h2,0.5875025228145196
W11,845,h1,0.75
W11,845,h2,0.5815483707940784
W11,846,h1,0.75
W11,846,h2,0.7524247844219727
W11,847,h1,1
