Assembly,Community,ID1,ID2,RelativeAbundance_Tinit1,RelativeAbundance_Tinit2,RelativeAbundance_Tend1,RelativeAbundance_Tend2
self_assembly,W8,S132,S935,0.95,0.05,0.5675189873417722,0.43248101265822786
self_assembly,W8,S180,S246,0.05,0.95,0.06335737910321254,0.9366426208967874
self_assembly,W8,S180,S246,0.95,0.05,0.49029097809096306,0.509709021909037
self_assembly,W8,S180,S315,0.05,0.95,0.2761386478403687,0.7238613521596313
self_assembly,W8,S180,S315,0.95,0.05,0.6533840536700299,0.34661594632996995
self_assembly,W8,S180,S427,0.05,0.95,0.3124567158738837,0.6875432841261162
self_assembly,W8,S180,S427,0.95,0.05,0.8016892471274223,0.1983107528725776
self_assembly,W8,S180,S617,0.05,0.95,0.5386844166014095,0.46131558339859047
self_assembly,W8,S180,S617,0.95,0.05,0.5575121856112303,0.4424878143887697
self_assembly,W8,S180,S733,0.05,0.95,0.543765794486995,0.456234205513005
self_assembly,W8,S180,S733,0.95,0.05,0.552905844281823,0.4470941557181769
self_assembly,W8,S180,S935,0.05,0.95,0.5652878077786732,0.4347121922213268
self_assembly,W8,S180,S935,0.95,0.05,0.5928757344804477,0.4071242655195524
self_assembly,W8,S246,S315,0.05,0.95,0.4772400487778242,0.5227599512221757
self_assembly,W8,S246,S315,0.95,0.05,0.6840375376049572,0.3159624623950429
self_assembly,W8,S246,S427,0.05,0.95,0.5034146165435239,0.49658538345647607
self_assembly,W8,S246,S427,0.95,0.05,0.9721265035062462,0.02787349649375377
self_assembly,W8,S246,S617,0.05,0.95,0.7359545660746066,0.2640454339253935
self_assembly,W8,S246,S617,0.95,0.05,0.796672892628345,0.20332710737165502
self_assembly,W8,S246,S733,0.05,0.95,0.6379194893513406,0.36208051064865954
self_assembly,W8,S246,S733,0.95,0.05,0.6577131634745733,0.3422868365254267
self_assembly,W8,S246,S935,0.05,0.95,0.7196902982797255,0.28030970172027453
self_assembly,W8,S246,S935,0.95,0.05,0.8099177890502012,0.19008221094979888
self_assembly,W8,S315,S427,0.05,0.95,0.6557462350527844,0.34425376494721566
self_assembly,W8,S315,S427,0.95,0.05,0.974665794147892,0.025334205852108067
self_assembly,W8,S315,S617,0.05,0.95,0.5427249893872931,0.457275010612707
self_assembly,W8,S315,S617,0.95,0.05,0.5494459821547006,0.4505540178452995
self_assembly,W8,S315,S733,0.05,0.95,0.5549335754647955,0.4450664245352046
self_assembly,W8,S315,S733,0.95,0.05,0.5611738467370129,0.43882615326298713
self_assembly,W8,S315,S935,0.05,0.95,0.5140432588828906,0.4859567411171095
self_assembly,W8,S315,S935,0.95,0.05,0.5164767314680874,0.4835232685319127
self_assembly,W8,S427,S617,0.05,0.95,0.5608925415644356,0.4391074584355645
self_assembly,W8,S427,S617,0.95,0.05,0.6327900862401191,0.36720991375988077
self_assembly,W8,S427,S733,0.05,0.95,0.5695896818805823,0.4304103181194177
self_assembly,W8,S427,S733,0.95,0.05,0.5909325395147446,0.40906746048525544
self_assembly,W8,S427,S935,0.05,0.95,0.5919851043121325,0.40801489568786764
self_assembly,W8,S427,S935,0.95,0.05,0.6329012439448412,0.3670987560551589
self_assembly,W8,S617,S733,0.05,0.95,0.29185035898727796,0.708149641012722
self_assembly,W8,S617,S733,0.95,0.05,0.9918282398731441,0.008171760126855991
self_assembly,W8,S617,S935,0.05,0.95,0.08987463318765537,0.9101253668123447
self_assembly,W8,S617,S935,0.95,0.05,0.9707220395477681,0.029277960452231883
self_assembly,W8,S733,S935,0.05,0.95,0.013884276752138287,0.9861157232478617
self_assembly,W8,S733,S935,0.95,0.05,0.8137009940500799,0.18629900594992
self_assembly,W9,S88,S107,0.05,0.95,0.07830298129658277,0.9216970187034174
self_assembly,W9,S88,S107,0.95,0.05,0.5786985046397541,0.42130149536024586
self_assembly,W9,S88,S149,0.05,0.95,0.11593168948142865,0.8840683105185715
self_assembly,W9,S88,S149,0.95,0.05,0.5720472407709126,0.4279527592290874
self_assembly,W9,S88,S464,0.05,0.95,0.29068762211041377,0.7093123778895862
self_assembly,W9,S88,S464,0.95,0.05,0.8357437335092349,0.1642562664907652
self_assembly,W9,S88,S478,0.05,0.95,0.46272583757235575,0.5372741624276443
self_assembly,W9,S88,S478,0.95,0.05,0.9233119931711482,0.0766880068288519
self_assembly,W9,S88,S916,0.05,0.95,0.7316913133699138,0.26830868663008617
self_assembly,W9,S88,S916,0.95,0.05,0.7916570884371613,0.20834291156283868
self_assembly,W9,S88,S978,0.05,0.95,0.6619906202873573,0.3380093797126428
self_assembly,W9,S88,S978,0.95,0.05,0.7504482396780937,0.24955176032190632
self_assembly,W9,S107,S149,0.05,0.95,0.2717480490913218,0.7282519509086783
self_assembly,W9,S107,S149,0.95,0.05,0.8466478696741855,0.15335213032581455
self_assembly,W9,S107,S464,0.05,0.95,0.5668130328555075,0.4331869671444925
self_assembly,W9,S107,S464,0.95,0.05,0.7722980758868248,0.22770192411317533
self_assembly,W9,S107,S478,0.05,0.95,0.6939141799172294,0.30608582008277063
self_assembly,W9,S107,S478,0.95,0.05,0.8902147766323024,0.1097852233676976
self_assembly,W9,S107,S916,0.05,0.95,0.7803335903575342,0.2196664096424658
self_assembly,W9,S107,S916,0.95,0.05,0.8293838085873485,0.1706161914126516
self_assembly,W9,S107,S978,0.05,0.95,0.6598601308969728,0.34013986910302735
self_assembly,W9,S107,S978,0.95,0.05,0.68275486767448,0.31724513232552
self_assembly,W9,S149,S464,0.05,0.95,0.583840333672291,0.4161596663277089
self_assembly,W9,S149,S464,0.95,0.05,0.7942122186495177,0.20578778135048234
self_assembly,W9,S149,S478,0.05,0.95,0.743045759226989,0.25695424077301104
self_assembly,W9,S149,S478,0.95,0.05,0.944741946560989,0.05525805343901103
self_assembly,W9,S149,S916,0.05,0.95,0.7212930007053616,0.2787069992946385
self_assembly,W9,S149,S916,0.95,0.05,0.7257079850498204,0.2742920149501796
self_assembly,W9,S149,S978,0.05,0.95,0.6872276888431977,0.31277231115680226
self_assembly,W9,S149,S978,0.95,0.05,0.6987820099690811,0.30121799003091887
self_assembly,W9,S464,S478,0.05,0.95,0.3422819449753497,0.6577180550246503
self_assembly,W9,S464,S478,0.95,0.05,0.8381780999507001,0.16182190004929975
self_assembly,W9,S464,S916,0.05,0.95,0.8053638964420786,0.1946361035579214
self_assembly,W9,S464,S916,0.95,0.05,0.8498658803048336,0.15013411969516635
self_assembly,W9,S464,S978,0.05,0.95,0.6547163305542539,0.3452836694457461
self_assembly,W9,S464,S978,0.95,0.05,0.7452153850233816,0.2547846149766184
self_assembly,W9,S478,S916,0.05,0.95,0.696555440249062,0.303444559750938
self_assembly,W9,S478,S916,0.95,0.05,0.7238735763325927,0.27612642366740725
self_assembly,W9,S478,S978,0.05,0.95,0.42511481912978166,0.5748851808702182
self_assembly,W9,S478,S978,0.95,0.05,0.5318600152412216,0.4681399847587784
self_assembly,W9,S916,S978,0.05,0.95,3.772296969588101e-4,0.9996227703030411
self_assembly,W9,S916,S978,0.95,0.05,0.059343343631007975,0.9406566563689921
self_assembly,W10,S4,S40,0.05,0.95,0.4457498541139856,0.5542501458860144
self_assembly,W10,S4,S40,0.95,0.05,0.660339573356552,0.339660426643448
self_assembly,W10,S4,S140,0.05,0.95,0.3001208403048894,0.6998791596951106
self_assembly,W10,S4,S140,0.95,0.05,0.5977308766895718,0.40226912331042813
self_assembly,W10,S4,S280,0.05,0.95,0.3364283078612925,0.6635716921387075
self_assembly,W10,S4,S280,0.95,0.05,0.4605039991046138,0.5394960008953862
self_assembly,W10,S4,S295,0.05,0.95,0.505055973198235,0.494944026801765
self_assembly,W10,S4,S295,0.95,0.05,0.6897059707774638,0.31029402922253624
self_assembly,W10,S4,S634,0.05,0.95,0.15101250770339122,0.8489874922966089
self_assembly,W10,S4,S634,0.95,0.05,0.2945772251858697,0.7054227748141304
self_assembly,W10,S40,S140,0.05,0.95,0.13541523490117383,0.8645847650988262
self_assembly,W10,S40,S140,0.95,0.05,0.6450664634327398,0.35493353656726023
self_assembly,W10,S40,S280,0.05,0.95,0.04353924597683719,0.9564607540231628
self_assembly,W10,S40,S280,0.95,0.05,0.5996994085135267,0.4003005914864734
self_assembly,W10,S40,S295,0.05,0.95,0.3674272940802687,0.6325727059197314
self_assembly,W10,S40,S295,0.95,0.05,0.9333333333333333,0.06666666666666667
self_assembly,W10,S40,S634,0.05,0.95,0.004855940433797345,0.9951440595662026
self_assembly,W10,S40,S634,0.95,0.05,0.24914165877920685,0.7508583412207933
self_assembly,W10,S140,S280,0.05,0.95,0.039430209196255984,0.9605697908037439
self_assembly,W10,S140,S280,0.95,0.05,0.6753953012545542,0.32460469874544573
self_assembly,W10,S140,S295,0.05,0.95,0.5932300920691327,0.4067699079308674
self_assembly,W10,S140,S295,0.95,0.05,0.926160238832789,0.07383976116721104
self_assembly,W10,S140,S634,0.05,0.95,0.01922456152935691,0.9807754384706431
self_assembly,W10,S140,S634,0.95,0.05,0.42327514402720906,0.5767248559727911
self_assembly,W10,S280,S295,0.05,0.95,0.6973735515541736,0.30262644844582637
self_assembly,W10,S280,S295,0.95,0.05,0.9913608775277344,0.008639122472265635
self_assembly,W10,S280,S634,0.05,0.95,0.039732792726818074,0.9602672072731819
self_assembly,W10,S280,S634,0.95,0.05,0.47966251315655456,0.5203374868434455
self_assembly,W10,S295,S634,0.05,0.95,0.0016457130523930288,0.9983542869476071
self_assembly,W10,S295,S634,0.95,0.05,0.10049372844005988,0.8995062715599401
self_assembly,W12,S98,S165,0.05,0.95,0.05896844368821571,0.9410315563117843
self_assembly,W12,S98,S165,0.95,0.05,0.4282087502840039,0.571791249715996
self_assembly,W12,S98,S299,0.05,0.95,0.04318920802043818,0.9568107919795618
self_assembly,W12,S98,S299,0.95,0.05,0.7918943674292712,0.20810563257072873
self_assembly,W12,S98,S301,0.05,0.95,0.28633198170822827,0.7136680182917717
self_assembly,W12,S98,S301,0.95,0.05,0.9437209302325582,0.05627906976744186
self_assembly,W12,S98,S315,0.05,0.95,0.43014695184053536,0.5698530481594646
self_assembly,W12,S98,S315,0.95,0.05,0.6171053025241091,0.38289469747589083
self_assembly,W12,S98,S382,0.05,0.95,0.005511834525574315,0.9944881654744258
self_assembly,W12,S98,S382,0.95,0.05,0.3418343054398286,0.6581656945601714
self_assembly,W12,S98,S434,0.05,0.95,0.18892036159332903,0.811079638406671
self_assembly,W12,S98,S434,0.95,0.05,0.6109244953899825,0.38907550461001744
self_assembly,W12,S98,S515,0.05,0.95,0.6573431803309339,0.3426568196690661
self_assembly,W12,S98,S515,0.95,0.05,0.6690020298016032,0.3309979701983967
self_assembly,W12,S98,S716,0.05,0.95,0.7000571658841501,0.29994283411585
self_assembly,W12,S98,S716,0.95,0.05,0.7035280443911217,0.2964719556088782
self_assembly,W12,S98,S770,0.05,0.95,0.7114743037073135,0.2885256962926866
self_assembly,W12,S98,S770,0.95,0.05,0.7227728347786913,0.2772271652213087
self_assembly,W12,S98,S867,0.05,0.95,0.7211445431119542,0.27885545688804597
self_assembly,W12,S98,S867,0.95,0.05,0.7419323838628458,0.25806761613715434
self_assembly,W12,S165,S299,0.05,0.95,0.5624513865021797,0.4375486134978203
self_assembly,W12,S165,S299,0.95,0.05,0.8481199502796768,0.15188004972032318
self_assembly,W12,S165,S301,0.05,0.95,0.7073712255772647,0.2926287744227354
self_assembly,W12,S165,S301,0.95,0.05,0.9916784778593823,0.008321522140617618
self_assembly,W12,S165,S315,0.05,0.95,0.09008412344301915,0.9099158765569809
self_assembly,W12,S165,S315,0.95,0.05,0.9249617981424685,0.07503820185753145
self_assembly,W12,S165,S382,0.05,0.95,0.3915875193784636,0.6084124806215363
self_assembly,W12,S165,S382,0.95,0.05,0.7064816238659081,0.29351837613409193
self_assembly,W12,S165,S434,0.05,0.95,0.3734095203815351,0.6265904796184648
self_assembly,W12,S165,S434,0.95,0.05,0.7716887987447859,0.2283112012552141
self_assembly,W12,S165,S515,0.05,0.95,0.665957585766134,0.33404241423386605
self_assembly,W12,S165,S515,0.95,0.05,0.6728505139720093,0.3271494860279907
self_assembly,W12,S165,S716,0.05,0.95,0.7227375779331193,0.2772624220668808
self_assembly,W12,S165,S716,0.95,0.05,0.7315624172248081,0.26843758277519203
self_assembly,W12,S165,S770,0.05,0.95,0.6949666124235453,0.30503338757645476
self_assembly,W12,S165,S770,0.95,0.05,0.703318511584367,0.2966814884156331
self_assembly,W12,S165,S867,0.05,0.95,0.6972957746478873,0.30270422535211267
self_assembly,W12,S165,S867,0.95,0.05,0.7105186411657901,0.2894813588342098
self_assembly,W12,S299,S301,0.05,0.95,0.3479230028146665,0.6520769971853335
self_assembly,W12,S299,S301,0.95,0.05,0.8916311713004818,0.10836882869951812
self_assembly,W12,S299,S315,0.05,0.95,0.397068279454659,0.602931720545341
self_assembly,W12,S299,S315,0.95,0.05,0.6035525391130673,0.3964474608869327
self_assembly,W12,S299,S382,0.05,0.95,0.016089929445758336,0.9839100705542416
self_assembly,W12,S299,S382,0.95,0.05,0.3943187512760074,0.6056812487239926
self_assembly,W12,S299,S434,0.05,0.95,0.25033146534198386,0.7496685346580162
self_assembly,W12,S299,S434,0.95,0.05,0.6115019532285719,0.3884980467714281
self_assembly,W12,S299,S515,0.05,0.95,0.7009848554459416,0.2990151445540585
self_assembly,W12,S299,S515,0.95,0.05,0.7058243750052204,0.2941756249947795
self_assembly,W12,S299,S716,0.05,0.95,0.7456598021891514,0.2543401978108486
self_assembly,W12,S299,S716,0.95,0.05,0.7495078121727474,0.2504921878272525
self_assembly,W12,S299,S770,0.05,0.95,0.7473194178346947,0.25268058216530537
self_assembly,W12,S299,S770,0.95,0.05,0.7543741644736289,0.24562583552637113
self_assembly,W12,S299,S867,0.05,0.95,0.7746715603882963,0.2253284396117038
self_assembly,W12,S299,S867,0.95,0.05,0.784534134821812,0.21546586517818805
self_assembly,W12,S301,S315,0.05,0.95,0.37763570892145354,0.6223642910785466
self_assembly,W12,S301,S315,0.95,0.05,0.5523025549429215,0.4476974450570785
self_assembly,W12,S301,S382,0.05,0.95,0.059806018975987425,0.9401939810240126
self_assembly,W12,S301,S382,0.95,0.05,0.2913245795899563,0.7086754204100438
self_assembly,W12,S301,S434,0.05,0.95,0.0340942347088089,0.9659057652911912
self_assembly,W12,S301,S434,0.95,0.05,0.45676821999833667,0.5432317800016633
self_assembly,W12,S301,S515,0.05,0.95,0.6576993435919509,0.3423006564080491
self_assembly,W12,S301,S515,0.95,0.05,0.664893855550274,0.335106144449726
self_assembly,W12,S301,S716,0.05,0.95,0.6888894857951239,0.3111105142048762
self_assembly,W12,S301,S716,0.95,0.05,0.6907923602467788,0.3092076397532213
self_assembly,W12,S301,S770,0.05,0.95,0.7196840442338073,0.2803159557661927
self_assembly,W12,S301,S770,0.95,0.05,0.7340547675228047,0.26594523247719526
self_assembly,W12,S301,S867,0.05,0.95,0.7311575338116707,0.26884246618832947
self_assembly,W12,S301,S867,0.95,0.05,0.746218487394958,0.25378151260504206
self_assembly,W12,S315,S382,0.05,0.95,0.2544414443274908,0.7455585556725093
self_assembly,W12,S315,S382,0.95,0.05,0.5752438324727482,0.42475616752725187
self_assembly,W12,S315,S434,0.05,0.95,0.27921098148897805,0.720789018511022
self_assembly,W12,S315,S434,0.95,0.05,0.5525468767543695,0.44745312324563047
self_assembly,W12,S315,S515,0.05,0.95,0.591095612969127,0.40890438703087306
self_assembly,W12,S315,S515,0.95,0.05,0.5924569174276381,0.40754308257236205
self_assembly,W12,S315,S716,0.05,0.95,0.7910397484841679,0.208960251515832
self_assembly,W12,S315,S716,0.95,0.05,0.798043934661273,0.201956065338727
self_assembly,W12,S315,S770,0.05,0.95,0.6030356357237132,0.39696436427628684
self_assembly,W12,S315,S770,0.95,0.05,0.6032644082710075,0.39673559172899253
self_assembly,W12,S315,S867,0.05,0.95,0.6099300168559653,0.3900699831440346
self_assembly,W12,S315,S867,0.95,0.05,0.6107630125138994,0.3892369874861005
self_assembly,W12,S382,S434,0.05,0.95,0.41568209167487147,0.5843179083251285
self_assembly,W12,S382,S434,0.95,0.05,0.9652650462278471,0.0347349537721529
self_assembly,W12,S382,S515,0.05,0.95,0.7230112241892732,0.2769887758107268
self_assembly,W12,S382,S515,0.95,0.05,0.7256260686732499,0.2743739313267502
self_assembly,W12,S382,S716,0.05,0.95,0.7384683510049447,0.2615316489950552
self_assembly,W12,S382,S716,0.95,0.05,0.738876223902383,0.261123776097617
self_assembly,W12,S382,S770,0.05,0.95,0.7624484009506733,0.2375515990493266
self_assembly,W12,S382,S770,0.95,0.05,0.7781102283013176,0.22188977169868251
self_assembly,W12,S382,S867,0.05,0.95,0.7534282941073991,0.24657170589260086
self_assembly,W12,S382,S867,0.95,0.05,0.7598654987753747,0.24013450122462535
self_assembly,W12,S434,S515,0.05,0.95,0.6636706126889788,0.3363293873110213
self_assembly,W12,S434,S515,0.95,0.05,0.6663770775314014,0.3336229224685985
self_assembly,W12,S434,S716,0.05,0.95,0.667599190218864,0.3324008097811359
self_assembly,W12,S434,S716,0.95,0.05,0.6679126782341173,0.3320873217658827
self_assembly,W12,S434,S770,0.05,0.95,0.7211505950073809,0.27884940499261907
self_assembly,W12,S434,S770,0.95,0.05,0.7337548035205157,0.26624519647948436
self_assembly,W12,S434,S867,0.05,0.95,0.662233829490651,0.33776617050934904
self_assembly,W12,S434,S867,0.95,0.05,0.6640392194559261,0.33596078054407374
self_assembly,W12,S515,S716,0.05,0.95,0.9932838236351866,0.00671617636481335
self_assembly,W12,S515,S716,0.95,0.05,0.9999460548083148,5.3945191685247786e-5
self_assembly,W12,S515,S770,0.05,0.95,0.4443694848476671,0.5556305151523329
self_assembly,W12,S515,S770,0.95,0.05,0.9952529084926186,0.004747091507381368
self_assembly,W12,S515,S867,0.05,0.95,0.12272583773057322,0.8772741622694268
self_assembly,W12,S515,S867,0.95,0.05,0.9792221103358988,0.02077788966410127
self_assembly,W12,S716,S770,0.05,0.95,3.3312025641256496e-4,0.9996668797435876
self_assembly,W12,S716,S770,0.95,0.05,0.051172170405848254,0.9488278295941518
self_assembly,W12,S716,S867,0.05,0.95,9.930307297873111e-5,0.9999006969270213
self_assembly,W12,S716,S867,0.95,0.05,0.013693560325684676,0.9863064396743153
self_assembly,W12,S770,S867,0.05,0.95,0.010660769091893844,0.9893392309081062
self_assembly,W12,S770,S867,0.95,0.05,0.7710253015195323,0.22897469848046767
self_assembly,W13,S47,S149,0.05,0.95,0.11719379262202653,0.8828062073779736
self_assembly,W13,S47,S149,0.95,0.05,0.24980850333248225,0.7501914966675177
self_assembly,W13,S47,S255,0.05,0.95,0.022626071020946194,0.9773739289790537
self_assembly,W13,S47,S255,0.95,0.05,0.11991913768168054,0.8800808623183195
self_assembly,W13,S47,S359,0.05,0.95,0.09935459475253737,0.9006454052474627
self_assembly,W13,S47,S359,0.95,0.05,0.5864605867734611,0.413539413226539
self_assembly,W13,S47,S389,0.05,0.95,0.09871231089696382,0.9012876891030361
self_assembly,W13,S47,S389,0.95,0.05,0.5831232075144842,0.4168767924855158
self_assembly,W13,S47,S502,0.05,0.95,0.11775582392453911,0.882244176075461
self_assembly,W13,S47,S502,0.95,0.05,0.42128712435392834,0.5787128756460717
self_assembly,W13,S47,S515,0.05,0.95,0.6716085143734913,0.32839148562650866
self_assembly,W13,S47,S515,0.95,0.05,0.684374615776439,0.31562538422356107
self_assembly,W13,S47,S726,0.05,0.95,0.6201932747387292,0.37980672526127074
self_assembly,W13,S47,S726,0.95,0.05,0.6354759113102216,0.36452408868977826
self_assembly,W13,S47,S978,0.05,0.95,0.5157437472575691,0.48425625274243084
self_assembly,W13,S47,S978,0.95,0.05,0.5740656255483417,0.42593437445165816
self_assembly,W13,S149,S255,0.05,0.95,0.10765027756379204,0.892349722436208
self_assembly,W13,S149,S255,0.95,0.05,0.6043348594951066,0.39566514050489354
self_assembly,W13,S149,S359,0.05,0.95,0.571436940820033,0.428563059179967
self_assembly,W13,S149,S359,0.95,0.05,0.7422652608867876,0.2577347391132125
self_assembly,W13,S149,S389,0.05,0.95,0.6148707385289894,0.3851292614710107
self_assembly,W13,S149,S389,0.95,0.05,0.9662284313447105,0.03377156865528959
self_assembly,W13,S149,S502,0.05,0.95,0.6216841100579252,0.37831588994207477
self_assembly,W13,S149,S502,0.95,0.05,0.6698052800945689,0.3301947199054312
self_assembly,W13,S149,S515,0.05,0.95,0.7257716749886518,0.27422832501134814
self_assembly,W13,S149,S515,0.95,0.05,0.7302298813306529,0.26977011866934697
self_assembly,W13,S149,S726,0.05,0.95,0.7202273061284475,0.27977269387155246
self_assembly,W13,S149,S726,0.95,0.05,0.7344963458299952,0.2655036541700047
self_assembly,W13,S149,S978,0.05,0.95,0.6872276888431977,0.31277231115680226
self_assembly,W13,S149,S978,0.95,0.05,0.6987795526113985,0.30122044738860154
self_assembly,W13,S255,S359,0.05,0.95,0.8198243942068836,0.18017560579311637
self_assembly,W13,S255,S359,0.95,0.05,0.9595549696642419,0.040445030335758074
self_assembly,W13,S255,S389,0.05,0.95,0.7519779812807219,0.2480220187192782
self_assembly,W13,S255,S389,0.95,0.05,0.9731922313168984,0.026807768683101665
self_assembly,W13,S255,S502,0.05,0.95,0.6941614634680687,0.3058385365319312
self_assembly,W13,S255,S502,0.95,0.05,0.7807717482779042,0.2192282517220958
self_assembly,W13,S255,S515,0.05,0.95,0.8059343531401337,0.19406564685986624
self_assembly,W13,S255,S515,0.95,0.05,0.831854255744563,0.16814574425543694
self_assembly,W13,S255,S726,0.05,0.95,0.751558016845093,0.248441983154907
self_assembly,W13,S255,S726,0.95,0.05,0.7794386327369159,0.22056136726308406
self_assembly,W13,S255,S978,0.05,0.95,0.7198202170700952,0.28017978292990475
self_assembly,W13,S255,S978,0.95,0.05,0.747766805895478,0.25223319410452194
self_assembly,W13,S359,S389,0.05,0.95,0.48208985869747817,0.5179101413025218
self_assembly,W13,S359,S389,0.95,0.05,0.8626141248899082,0.13738587511009184
self_assembly,W13,S359,S502,0.05,0.95,0.11358983032741646,0.8864101696725836
self_assembly,W13,S359,S502,0.95,0.05,0.8213724774380874,0.17862752256191258
self_assembly,W13,S359,S515,0.05,0.95,0.8462228313747387,0.1537771686252612
self_assembly,W13,S359,S515,0.95,0.05,0.9540569198795436,0.04594308012045637
self_assembly,W13,S359,S726,0.05,0.95,0.9136579301245783,0.08634206987542183
self_assembly,W13,S359,S726,0.95,0.05,0.9940622737146995,0.005937726285300506
self_assembly,W13,S359,S978,0.05,0.95,0.6196455074293318,0.38035449257066817
self_assembly,W13,S359,S978,0.95,0.05,0.8268697358184216,0.17313026418157831
self_assembly,W13,S389,S502,0.05,0.95,0.2638900504585877,0.7361099495414122
self_assembly,W13,S389,S502,0.95,0.05,0.5486928355119408,0.4513071644880592
self_assembly,W13,S389,S515,0.05,0.95,0.6304097639287821,0.3695902360712179
self_assembly,W13,S389,S515,0.95,0.05,0.6714769891136512,0.3285230108863489
self_assembly,W13,S389,S726,0.05,0.95,0.625158351787562,0.37484164821243793
self_assembly,W13,S389,S726,0.95,0.05,0.6714898751544757,0.32851012484552433
self_assembly,W13,S389,S978,0.05,0.95,0.4913604747683882,0.5086395252316117
self_assembly,W13,S389,S978,0.95,0.05,0.5706996312663065,0.4293003687336934
self_assembly,W13,S502,S515,0.05,0.95,0.9977939455059518,0.002206054494048155
self_assembly,W13,S502,S515,0.95,0.05,0.9999819913918854,1.800860811467882e-5
self_assembly,W13,S502,S726,0.05,0.95,0.9912390488110138,0.008760951188986232
self_assembly,W13,S502,S726,0.95,0.05,0.9999279662161554,7.203378384462314e-5
self_assembly,W13,S502,S978,0.05,0.95,0.8211582594609189,0.17884174053908114
self_assembly,W13,S502,S978,0.95,0.05,0.9989104890193501,0.0010895109806499247
self_assembly,W13,S515,S726,0.05,0.95,0.008368651677322033,0.9916313483226781
self_assembly,W13,S515,S726,0.95,0.05,0.712260464113414,0.28773953588658596
self_assembly,W13,S515,S978,0.05,0.95,3.6824803750740983e-4,0.9996317519624925
self_assembly,W13,S515,S978,0.95,0.05,0.05686288598681493,0.9431371140131851
self_assembly,W13,S726,S978,0.05,0.95,0.0016526253390576446,0.9983473746609425
self_assembly,W13,S726,S978,0.95,0.05,0.266177553476176,0.7338224465238241
self_assembly,W14,S257,S295,0.05,0.95,0.53843751829661,0.46156248170339
self_assembly,W14,S257,S295,0.95,0.05,0.9383765733367583,0.061623426663241714
self_assembly,W14,S257,S379,0.05,0.95,0.2455430135261561,0.7544569864738438
self_assembly,W14,S257,S379,0.95,0.05,0.7851681829563476,0.21483181704365245
self_assembly,W14,S257,S418,0.05,0.95,0.5833048777284547,0.41669512227154526
self_assembly,W14,S257,S418,0.95,0.05,0.9819807498333134,0.018019250166686613
self_assembly,W14,S257,S434,0.05,0.95,0.2509140647605019,0.7490859352394982
self_assembly,W14,S257,S434,0.95,0.05,0.8231695515706389,0.17683044842936124
self_assembly,W14,S257,S552,0.05,0.95,0.3683138734257505,0.6316861265742495
self_assembly,W14,S257,S552,0.95,0.05,0.5752765285037073,0.4247234714962927
self_assembly,W14,S257,S754,0.05,0.95,0.6977542233589634,0.3022457766410366
self_assembly,W14,S257,S754,0.95,0.05,0.74299948737665,0.25700051262335
self_assembly,W14,S257,S978,0.05,0.95,0.7167119510768072,0.2832880489231928
self_assembly,W14,S257,S978,0.95,0.05,0.7609629991276021,0.23903700087239782
self_assembly,W14,S295,S379,0.05,0.95,0.09095764764386816,0.9090423523561317
self_assembly,W14,S295,S379,0.95,0.05,0.6096828332282168,0.39031716677178313
self_assembly,W14,S295,S418,0.05,0.95,0.26441478439425053,0.7355852156057495
self_assembly,W14,S295,S418,0.95,0.05,0.8161375188981347,0.1838624811018654
self_assembly,W14,S295,S434,0.05,0.95,0.3263776634827332,0.6736223365172667
self_assembly,W14,S295,S434,0.95,0.05,0.5895162355139807,0.41048376448601925
self_assembly,W14,S295,S552,0.05,0.95,0.1660904912054097,0.8339095087945901
self_assembly,W14,S295,S552,0.95,0.05,0.4779411764705882,0.5220588235294118
self_assembly,W14,S295,S754,0.05,0.95,0.5311961682282258,0.4688038317717743
self_assembly,W14,S295,S754,0.95,0.05,0.5545093734166525,0.44549062658334737
self_assembly,W14,S295,S978,0.05,0.95,0.50649662886113,0.49350337113887
self_assembly,W14,S295,S978,0.95,0.05,0.540563027245632,0.45943697275436807
self_assembly,W14,S379,S418,0.05,0.95,0.3972424935555313,0.6027575064444687
self_assembly,W14,S379,S418,0.95,0.05,0.984480696725427,0.01551930327457299
self_assembly,W14,S379,S434,0.05,0.95,0.34165410944159813,0.658345890558402
self_assembly,W14,S379,S434,0.95,0.05,0.6084600120632534,0.3915399879367466
self_assembly,W14,S379,S552,0.05,0.95,0.23641686287499664,0.7635831371250034
self_assembly,W14,S379,S552,0.95,0.05,0.6581881223328591,0.3418118776671408
self_assembly,W14,S379,S754,0.05,0.95,0.8449493480043379,0.15505065199566218
self_assembly,W14,S379,S754,0.95,0.05,0.8990350629153117,0.10096493708468825
self_assembly,W14,S379,S978,0.05,0.95,0.7685694848166245,0.2314305151833756
self_assembly,W14,S379,S978,0.95,0.05,0.8470125217299225,0.15298747827007755
self_assembly,W14,S418,S434,0.05,0.95,0.27616770452893313,0.7238322954710669
self_assembly,W14,S418,S434,0.95,0.05,0.4380821821505149,0.561917817849485
self_assembly,W14,S418,S552,0.05,0.95,0.09012419531968464,0.9098758046803154
self_assembly,W14,S418,S552,0.95,0.05,0.4386433060636916,0.5613566939363084
self_assembly,W14,S418,S754,0.05,0.95,0.6280045550105116,0.3719954449894885
self_assembly,W14,S418,S754,0.95,0.05,0.669955880676087,0.33004411932391303
self_assembly,W14,S418,S978,0.05,0.95,0.6029866927798275,0.3970133072201724
