Assembly,Community,ID1,ID2,Isolate1MeasuredFreq,Assembly1,Family1,Isolate1,Assembly2,Family2,Isolate2
self_assembly,W6,S664,S791,0.014566833136158796,self_assembly,F1,9,self_assembly,F1,11
self_assembly,W6,S664,S791,0.8242265121339363,self_assembly,F1,9,self_assembly,F1,11
self_assembly,W6,S735,S791,0.008191539323001337,self_assembly,F1,10,self_assembly,F1,11
self_assembly,W6,S735,S791,0.7074485800441064,self_assembly,F1,10,self_assembly,F1,11
self_assembly,W7,S219,S614,0.8131418289817951,self_assembly,F0,1,self_assembly,F1,2
self_assembly,W7,S219,S614,0.8644039564379368,self_assembly,F0,1,self_assembly,F1,2
self_assembly,W7,S219,S732,0.8620603446928858,self_assembly,F0,1,self_assembly,F1,3
self_assembly,W7,S219,S732,0.8665999640431169,self_assembly,F0,1,self_assembly,F1,3
self_assembly,W7,S219,S894,0.8390926519580112,self_assembly,F0,1,self_assembly,F1,4
self_assembly,W7,S219,S894,0.8803668327356964,self_assembly,F0,1,self_assembly,F1,4
self_assembly,W7,S614,S732,0.9999729507975007,self_assembly,F1,2,self_assembly,F1,3
self_assembly,W7,S614,S732,1,self_assembly,F1,2,self_assembly,F1,3
self_assembly,W7,S614,S894,0.29158359120557903,self_assembly,F1,2,self_assembly,F1,4
self_assembly,W7,S614,S894,0.9919844196593602,self_assembly,F1,2,self_assembly,F1,4
self_assembly,W7,S732,S894,0,self_assembly,F1,3,self_assembly,F1,4
self_assembly,W7,S732,S894,6.317518478741552e-5,self_assembly,F1,3,self_assembly,F1,4
self_assembly,W8,S55,S132,0.41075210747044477,self_assembly,F0,1,self_assembly,F0,2
self_assembly,W8,S55,S132,0.6108474406323635,self_assembly,F0,1,self_assembly,F0,2
self_assembly,W8,S55,S180,0.399570118531186,self_assembly,F0,1,self_assembly,F0,3
self_assembly,W8,S55,S180,0.563854538500765,self_assembly,F0,1,self_assembly,F0,3
self_assembly,W8,S55,S246,0.07422976784551964,self_assembly,F0,1,self_assembly,F0,4
self_assembly,W8,S55,S246,0.3888260316625005,self_assembly,F0,1,self_assembly,F0,4
self_assembly,W8,S55,S315,0.39298946341110774,self_assembly,F0,1,self_assembly,F0,5
self_assembly,W8,S55,S315,0.46139728809935315,self_assembly,F0,1,self_assembly,F0,5
self_assembly,W8,S55,S427,0.24620620203493418,self_assembly,F0,1,self_assembly,F0,6
self_assembly,W8,S55,S427,0.5401176953147889,self_assembly,F0,1,self_assembly,F0,6
self_assembly,W8,S55,S617,0.46867226303485116,self_assembly,F0,1,self_assembly,F1,7
self_assembly,W8,S55,S617,0.5766126375436517,self_assembly,F0,1,self_assembly,F1,7
self_assembly,W8,S55,S733,0.46851074339343046,self_assembly,F0,1,self_assembly,F1,8
self_assembly,W8,S55,S733,0.48790173699713646,self_assembly,F0,1,self_assembly,F1,8
self_assembly,W8,S55,S935,0.5371042583428933,self_assembly,F0,1,self_assembly,F1,9
self_assembly,W8,S55,S935,0.6450989320663614,self_assembly,F0,1,self_assembly,F1,9
self_assembly,W8,S132,S180,0.3302740748819221,self_assembly,F0,2,self_assembly,F0,3
self_assembly,W8,S132,S180,0.5931751221615407,self_assembly,F0,2,self_assembly,F0,3
self_assembly,W8,S132,S246,0.026076719135287463,self_assembly,F0,2,self_assembly,F0,4
self_assembly,W8,S132,S246,0.4232772072431687,self_assembly,F0,2,self_assembly,F0,4
self_assembly,W8,S132,S315,0.36411707281799116,self_assembly,F0,2,self_assembly,F0,5
self_assembly,W8,S132,S315,0.42374810318664646,self_assembly,F0,2,self_assembly,F0,5
self_assembly,W8,S132,S427,0.2672067023608067,self_assembly,F0,2,self_assembly,F0,6
self_assembly,W8,S132,S427,0.7007532030052421,self_assembly,F0,2,self_assembly,F0,6
self_assembly,W8,S132,S617,0.49679821041307354,self_assembly,F0,2,self_assembly,F1,7
self_assembly,W8,S132,S617,0.5475203269337192,self_assembly,F0,2,self_assembly,F1,7
self_assembly,W8,S132,S733,0.4859373815480251,self_assembly,F0,2,self_assembly,F1,8
self_assembly,W8,S132,S733,0.5003321756241959,self_assembly,F0,2,self_assembly,F1,8
self_assembly,W8,S132,S935,0.5222502454382343,self_assembly,F0,2,self_assembly,F1,9
self_assembly,W8,S132,S935,0.5675189873417722,self_assembly,F0,2,self_assembly,F1,9
self_assembly,W8,S180,S246,0.06335737910321254,self_assembly,F0,3,self_assembly,F0,4
self_assembly,W8,S180,S246,0.49029097809096306,self_assembly,F0,3,self_assembly,F0,4
self_assembly,W8,S180,S315,0.2761386478403687,self_assembly,F0,3,self_assembly,F0,5
self_assembly,W8,S180,S315,0.6533840536700299,self_assembly,F0,3,self_assembly,F0,5
self_assembly,W8,S180,S427,0.3124567158738837,self_assembly,F0,3,self_assembly,F0,6
self_assembly,W8,S180,S427,0.8016892471274223,self_assembly,F0,3,self_assembly,F0,6
self_assembly,W8,S180,S617,0.5386844166014095,self_assembly,F0,3,self_assembly,F1,7
self_assembly,W8,S180,S617,0.5575121856112303,self_assembly,F0,3,self_assembly,F1,7
self_assembly,W8,S180,S733,0.543765794486995,self_assembly,F0,3,self_assembly,F1,8
self_assembly,W8,S180,S733,0.552905844281823,self_assembly,F0,3,self_assembly,F1,8
self_assembly,W8,S180,S935,0.5652878077786732,self_assembly,F0,3,self_assembly,F1,9
self_assembly,W8,S180,S935,0.5928757344804477,self_assembly,F0,3,self_assembly,F1,9
self_assembly,W8,S246,S315,0.4772400487778242,self_assembly,F0,4,self_assembly,F0,5
self_assembly,W8,S246,S315,0.6840375376049572,self_assembly,F0,4,self_assembly,F0,5
self_assembly,W8,S246,S427,0.5034146165435239,self_assembly,F0,4,self_assembly,F0,6
self_assembly,W8,S246,S427,0.9721265035062462,self_assembly,F0,4,self_assembly,F0,6
self_assembly,W8,S246,S617,0.7359545660746066,self_assembly,F0,4,self_assembly,F1,7
self_assembly,W8,S246,S617,0.796672892628345,self_assembly,F0,4,self_assembly,F1,7
self_assembly,W8,S246,S733,0.6379194893513406,self_assembly,F0,4,self_assembly,F1,8
self_assembly,W8,S246,S733,0.6577131634745733,self_assembly,F0,4,self_assembly,F1,8
self_assembly,W8,S246,S935,0.7196902982797255,self_assembly,F0,4,self_assembly,F1,9
self_assembly,W8,S246,S935,0.8099177890502012,self_assembly,F0,4,self_assembly,F1,9
self_assembly,W8,S315,S427,0.6557462350527844,self_assembly,F0,5,self_assembly,F0,6
self_assembly,W8,S315,S427,0.974665794147892,self_assembly,F0,5,self_assembly,F0,6
self_assembly,W8,S315,S617,0.5427249893872931,self_assembly,F0,5,self_assembly,F1,7
self_assembly,W8,S315,S617,0.5494459821547006,self_assembly,F0,5,self_assembly,F1,7
self_assembly,W8,S315,S733,0.5549335754647955,self_assembly,F0,5,self_assembly,F1,8
self_assembly,W8,S315,S733,0.5611738467370129,self_assembly,F0,5,self_assembly,F1,8
self_assembly,W8,S315,S935,0.5140432588828906,self_assembly,F0,5,self_assembly,F1,9
self_assembly,W8,S315,S935,0.5164767314680874,self_assembly,F0,5,self_assembly,F1,9
self_assembly,W8,S427,S617,0.5608925415644356,self_assembly,F0,6,self_assembly,F1,7
self_assembly,W8,S427,S617,0.6327900862401191,self_assembly,F0,6,self_assembly,F1,7
self_assembly,W8,S427,S733,0.5695896818805823,self_assembly,F0,6,self_assembly,F1,8
self_assembly,W8,S427,S733,0.5909325395147446,self_assembly,F0,6,self_assembly,F1,8
self_assembly,W8,S427,S935,0.5919851043121325,self_assembly,F0,6,self_assembly,F1,9
self_assembly,W8,S427,S935,0.6329012439448412,self_assembly,F0,6,self_assembly,F1,9
self_assembly,W8,S617,S733,0.29185035898727796,self_assembly,F1,7,self_assembly,F1,8
self_assembly,W8,S617,S733,0.9918282398731441,self_assembly,F1,7,self_assembly,F1,8
self_assembly,W8,S617,S935,0.08987463318765537,self_assembly,F1,7,self_assembly,F1,9
self_assembly,W8,S617,S935,0.9707220395477681,self_assembly,F1,7,self_assembly,F1,9
self_assembly,W8,S733,S935,0.013884276752138287,self_assembly,F1,8,self_assembly,F1,9
self_assembly,W8,S733,S935,0.8137009940500799,self_assembly,F1,8,self_assembly,F1,9
self_assembly,W9,S88,S107,0.07830298129658277,self_assembly,F0,1,self_assembly,F0,2
self_assembly,W9,S88,S107,0.5786985046397541,self_assembly,F0,1,self_assembly,F0,2
self_assembly,W9,S88,S149,0.11593168948142865,self_assembly,F0,1,self_assembly,F0,3
self_assembly,W9,S88,S149,0.5720472407709126,self_assembly,F0,1,self_assembly,F0,3
self_assembly,W9,S88,S464,0.29068762211041377,self_assembly,F0,1,self_assembly,F0,4
self_assembly,W9,S88,S464,0.8357437335092349,self_assembly,F0,1,self_assembly,F0,4
self_assembly,W9,S88,S478,0.46272583757235575,self_assembly,F0,1,self_assembly,F0,5
self_assembly,W9,S88,S478,0.9233119931711482,self_assembly,F0,1,self_assembly,F0,5
self_assembly,W9,S88,S916,0.7316913133699138,self_assembly,F0,1,self_assembly,F1,6
self_assembly,W9,S88,S916,0.7916570884371613,self_assembly,F0,1,self_assembly,F1,6
self_assembly,W9,S88,S978,0.6619906202873573,self_assembly,F0,1,self_assembly,F1,7
self_assembly,W9,S88,S978,0.7504482396780937,self_assembly,F0,1,self_assembly,F1,7
self_assembly,W9,S107,S149,0.2717480490913218,self_assembly,F0,2,self_assembly,F0,3
self_assembly,W9,S107,S149,0.8466478696741855,self_assembly,F0,2,self_assembly,F0,3
self_assembly,W9,S107,S464,0.5668130328555075,self_assembly,F0,2,self_assembly,F0,4
self_assembly,W9,S107,S464,0.7722980758868248,self_assembly,F0,2,self_assembly,F0,4
self_assembly,W9,S107,S478,0.6939141799172294,self_assembly,F0,2,self_assembly,F0,5
self_assembly,W9,S107,S478,0.8902147766323024,self_assembly,F0,2,self_assembly,F0,5
self_assembly,W9,S107,S916,0.7803335903575342,self_assembly,F0,2,self_assembly,F1,6
self_assembly,W9,S107,S916,0.8293838085873485,self_assembly,F0,2,self_assembly,F1,6
self_assembly,W9,S107,S978,0.6598601308969728,self_assembly,F0,2,self_assembly,F1,7
self_assembly,W9,S107,S978,0.68275486767448,self_assembly,F0,2,self_assembly,F1,7
self_assembly,W9,S149,S464,0.583840333672291,self_assembly,F0,3,self_assembly,F0,4
self_assembly,W9,S149,S464,0.7942122186495177,self_assembly,F0,3,self_assembly,F0,4
self_assembly,W9,S149,S478,0.743045759226989,self_assembly,F0,3,self_assembly,F0,5
self_assembly,W9,S149,S478,0.944741946560989,self_assembly,F0,3,self_assembly,F0,5
self_assembly,W9,S149,S916,0.7212930007053616,self_assembly,F0,3,self_assembly,F1,6
self_assembly,W9,S149,S916,0.7257079850498204,self_assembly,F0,3,self_assembly,F1,6
self_assembly,W9,S149,S978,0.6872276888431977,self_assembly,F0,3,self_assembly,F1,7
self_assembly,W9,S149,S978,0.6987820099690811,self_assembly,F0,3,self_assembly,F1,7
self_assembly,W9,S464,S478,0.3422819449753497,self_assembly,F0,4,self_assembly,F0,5
self_assembly,W9,S464,S478,0.8381780999507001,self_assembly,F0,4,self_assembly,F0,5
self_assembly,W9,S464,S916,0.8053638964420786,self_assembly,F0,4,self_assembly,F1,6
self_assembly,W9,S464,S916,0.8498658803048336,self_assembly,F0,4,self_assembly,F1,6
self_assembly,W9,S464,S978,0.6547163305542539,self_assembly,F0,4,self_assembly,F1,7
self_assembly,W9,S464,S978,0.7452153850233816,self_assembly,F0,4,self_assembly,F1,7
self_assembly,W9,S478,S916,0.696555440249062,self_assembly,F0,5,self_assembly,F1,6
self_assembly,W9,S478,S916,0.7238735763325927,self_assembly,F0,5,self_assembly,F1,6
self_assembly,W9,S478,S978,0.42511481912978166,self_assembly,F0,5,self_assembly,F1,7
self_assembly,W9,S478,S978,0.5318600152412216,self_assembly,F0,5,self_assembly,F1,7
self_assembly,W9,S916,S978,3.772296969588101e-4,self_assembly,F1,6,self_assembly,F1,7
self_assembly,W9,S916,S978,0.059343343631007975,self_assembly,F1,6,self_assembly,F1,7
self_assembly,W10,S4,S40,0.4457498541139856,self_assembly,F0,1,self_assembly,F0,2
self_assembly,W10,S4,S40,0.660339573356552,self_assembly,F0,1,self_assembly,F0,2
self_assembly,W10,S4,S140,0.3001208403048894,self_assembly,F0,1,self_assembly,F0,3
self_assembly,W10,S4,S140,0.5977308766895718,self_assembly,F0,1,self_assembly,F0,3
self_assembly,W10,S4,S280,0.3364283078612925,self_assembly,F0,1,self_assembly,F0,4
self_assembly,W10,S4,S280,0.4605039991046138,self_assembly,F0,1,self_assembly,F0,4
self_assembly,W10,S4,S295,0.505055973198235,self_assembly,F0,1,self_assembly,F0,5
self_assembly,W10,S4,S295,0.6897059707774638,self_assembly,F0,1,self_assembly,F0,5
self_assembly,W10,S4,S634,0.15101250770339122,self_assembly,F0,1,self_assembly,F1,6
self_assembly,W10,S4,S634,0.2945772251858697,self_assembly,F0,1,self_assembly,F1,6
self_assembly,W10,S40,S140,0.13541523490117383,self_assembly,F0,2,self_assembly,F0,3
self_assembly,W10,S40,S140,0.6450664634327398,self_assembly,F0,2,self_assembly,F0,3
self_assembly,W10,S40,S280,0.04353924597683719,self_assembly,F0,2,self_assembly,F0,4
self_assembly,W10,S40,S280,0.5996994085135267,self_assembly,F0,2,self_assembly,F0,4
self_assembly,W10,S40,S295,0.3674272940802687,self_assembly,F0,2,self_assembly,F0,5
self_assembly,W10,S40,S295,0.9333333333333333,self_assembly,F0,2,self_assembly,F0,5
self_assembly,W10,S40,S634,0.004855940433797345,self_assembly,F0,2,self_assembly,F1,6
self_assembly,W10,S40,S634,0.24914165877920685,self_assembly,F0,2,self_assembly,F1,6
self_assembly,W10,S140,S280,0.039430209196255984,self_assembly,F0,3,self_assembly,F0,4
self_assembly,W10,S140,S280,0.6753953012545542,self_assembly,F0,3,self_assembly,F0,4
self_assembly,W10,S140,S295,0.5932300920691327,self_assembly,F0,3,self_assembly,F0,5
self_assembly,W10,S140,S295,0.926160238832789,self_assembly,F0,3,self_assembly,F0,5
self_assembly,W10,S140,S634,0.01922456152935691,self_assembly,F0,3,self_assembly,F1,6
self_assembly,W10,S140,S634,0.42327514402720906,self_assembly,F0,3,self_assembly,F1,6
self_assembly,W10,S280,S295,0.6973735515541736,self_assembly,F0,4,self_assembly,F0,5
self_assembly,W10,S280,S295,0.9913608775277344,self_assembly,F0,4,self_assembly,F0,5
self_assembly,W10,S280,S634,0.039732792726818074,self_assembly,F0,4,self_assembly,F1,6
self_assembly,W10,S280,S634,0.47966251315655456,self_assembly,F0,4,self_assembly,F1,6
self_assembly,W10,S295,S634,0.0016457130523930288,self_assembly,F0,5,self_assembly,F1,6
self_assembly,W10,S295,S634,0.10049372844005988,self_assembly,F0,5,self_assembly,F1,6
self_assembly,W12,S98,S165,0.05896844368821571,self_assembly,F0,1,self_assembly,F0,2
self_assembly,W12,S98,S165,0.4282087502840039,self_assembly,F0,1,self_assembly,F0,2
self_assembly,W12,S98,S299,0.04318920802043818,self_assembly,F0,1,self_assembly,F0,3
self_assembly,W12,S98,S299,0.7918943674292712,self_assembly,F0,1,self_assembly,F0,3
self_assembly,W12,S98,S301,0.28633198170822827,self_assembly,F0,1,self_assembly,F0,4
self_assembly,W12,S98,S301,0.9437209302325582,self_assembly,F0,1,self_assembly,F0,4
self_assembly,W12,S98,S315,0.43014695184053536,self_assembly,F0,1,self_assembly,F0,5
self_assembly,W12,S98,S315,0.6171053025241091,self_assembly,F0,1,self_assembly,F0,5
self_assembly,W12,S98,S382,0.005511834525574315,self_assembly,F0,1,self_assembly,F0,6
self_assembly,W12,S98,S382,0.3418343054398286,self_assembly,F0,1,self_assembly,F0,6
self_assembly,W12,S98,S434,0.18892036159332903,self_assembly,F0,1,self_assembly,F0,7
self_assembly,W12,S98,S434,0.6109244953899825,self_assembly,F0,1,self_assembly,F0,7
self_assembly,W12,S98,S515,0.6573431803309339,self_assembly,F0,1,self_assembly,F1,8
self_assembly,W12,S98,S515,0.6690020298016032,self_assembly,F0,1,self_assembly,F1,8
self_assembly,W12,S98,S716,0.7000571658841501,self_assembly,F0,1,self_assembly,F1,9
self_assembly,W12,S98,S716,0.7035280443911217,self_assembly,F0,1,self_assembly,F1,9
self_assembly,W12,S98,S770,0.7114743037073135,self_assembly,F0,1,self_assembly,F1,10
self_assembly,W12,S98,S770,0.7227728347786913,self_assembly,F0,1,self_assembly,F1,10
self_assembly,W12,S98,S867,0.7211445431119542,self_assembly,F0,1,self_assembly,F1,11
self_assembly,W12,S98,S867,0.7419323838628458,self_assembly,F0,1,self_assembly,F1,11
self_assembly,W12,S165,S299,0.5624513865021797,self_assembly,F0,2,self_assembly,F0,3
self_assembly,W12,S165,S299,0.8481199502796768,self_assembly,F0,2,self_assembly,F0,3
self_assembly,W12,S165,S301,0.7073712255772647,self_assembly,F0,2,self_assembly,F0,4
self_assembly,W12,S165,S301,0.9916784778593823,self_assembly,F0,2,self_assembly,F0,4
self_assembly,W12,S165,S315,0.09008412344301915,self_assembly,F0,2,self_assembly,F0,5
self_assembly,W12,S165,S315,0.9249617981424685,self_assembly,F0,2,self_assembly,F0,5
self_assembly,W12,S165,S382,0.3915875193784636,self_assembly,F0,2,self_assembly,F0,6
self_assembly,W12,S165,S382,0.7064816238659081,self_assembly,F0,2,self_assembly,F0,6
self_assembly,W12,S165,S434,0.3734095203815351,self_assembly,F0,2,self_assembly,F0,7
self_assembly,W12,S165,S434,0.7716887987447859,self_assembly,F0,2,self_assembly,F0,7
self_assembly,W12,S165,S515,0.665957585766134,self_assembly,F0,2,self_assembly,F1,8
self_assembly,W12,S165,S515,0.6728505139720093,self_assembly,F0,2,self_assembly,F1,8
self_assembly,W12,S165,S716,0.7227375779331193,self_assembly,F0,2,self_assembly,F1,9
self_assembly,W12,S165,S716,0.7315624172248081,self_assembly,F0,2,self_assembly,F1,9
self_assembly,W12,S165,S770,0.6949666124235453,self_assembly,F0,2,self_assembly,F1,10
self_assembly,W12,S165,S770,0.703318511584367,self_assembly,F0,2,self_assembly,F1,10
self_assembly,W12,S165,S867,0.6972957746478873,self_assembly,F0,2,self_assembly,F1,11
self_assembly,W12,S165,S867,0.7105186411657901,self_assembly,F0,2,self_assembly,F1,11
self_assembly,W12,S299,S301,0.3479230028146665,self_assembly,F0,3,self_assembly,F0,4
self_assembly,W12,S299,S301,0.8916311713004818,self_assembly,F0,3,self_assembly,F0,4
self_assembly,W12,S299,S315,0.397068279454659,self_assembly,F0,3,self_assembly,F0,5
self_assembly,W12,S299,S315,0.6035525391130673,self_assembly,F0,3,self_assembly,F0,5
self_assembly,W12,S299,S382,0.016089929445758336,self_assembly,F0,3,self_assembly,F0,6
self_assembly,W12,S299,S382,0.3943187512760074,self_assembly,F0,3,self_assembly,F0,6
self_assembly,W12,S299,S434,0.25033146534198386,self_assembly,F0,3,self_assembly,F0,7
self_assembly,W12,S299,S434,0.6115019532285719,self_assembly,F0,3,self_assembly,F0,7
self_assembly,W12,S299,S515,0.7009848554459416,self_assembly,F0,3,self_assembly,F1,8
self_assembly,W12,S299,S515,0.7058243750052204,self_assembly,F0,3,self_assembly,F1,8
self_assembly,W12,S299,S716,0.7456598021891514,self_assembly,F0,3,self_assembly,F1,9
self_assembly,W12,S299,S716,0.7495078121727474,self_assembly,F0,3,self_assembly,F1,9
self_assembly,W12,S299,S770,0.7473194178346947,self_assembly,F0,3,self_assembly,F1,10
self_assembly,W12,S299,S770,0.7543741644736289,self_assembly,F0,3,self_assembly,F1,10
self_assembly,W12,S299,S867,0.7746715603882963,self_assembly,F0,3,self_assembly,F1,11
self_assembly,W12,S299,S867,0.784534134821812,self_assembly,F0,3,self_assembly,F1,11
self_assembly,W12,S301,S315,0.37763570892145354,self_assembly,F0,4,self_assembly,F0,5
self_assembly,W12,S301,S315,0.5523025549429215,self_assembly,F0,4,self_assembly,F0,5
self_assembly,W12,S301,S382,0.059806018975987425,self_assembly,F0,4,self_assembly,F0,6
self_assembly,W12,S301,S382,0.2913245795899563,self_assembly,F0,4,self_assembly,F0,6
self_assembly,W12,S301,S434,0.0340942347088089,self_assembly,F0,4,self_assembly,F0,7
self_assembly,W12,S301,S434,0.45676821999833667,self_assembly,F0,4,self_assembly,F0,7
self_assembly,W12,S301,S515,0.6576993435919509,self_assembly,F0,4,self_assembly,F1,8
self_assembly,W12,S301,S515,0.664893855550274,self_assembly,F0,4,self_assembly,F1,8
self_assembly,W12,S301,S716,0.6888894857951239,self_assembly,F0,4,self_assembly,F1,9
self_assembly,W12,S301,S716,0.6907923602467788,self_assembly,F0,4,self_assembly,F1,9
self_assembly,W12,S301,S770,0.7196840442338073,self_assembly,F0,4,self_assembly,F1,10
self_assembly,W12,S301,S770,0.7340547675228047,self_assembly,F0,4,self_assembly,F1,10
self_assembly,W12,S301,S867,0.7311575338116707,self_assembly,F0,4,self_assembly,F1,11
self_assembly,W12,S301,S867,0.746218487394958,self_assembly,F0,4,self_assembly,F1,11
self_assembly,W12,S315,S382,0.2544414443274908,self_assembly,F0,5,self_assembly,F0,6
self_assembly,W12,S315,S382,0.5752438324727482,self_assembly,F0,5,self_assembly,F0,6
self_assembly,W12,S315,S434,0.27921098148897805,self_assembly,F0,5,self_assembly,F0,7
self_assembly,W12,S315,S434,0.5525468767543695,self_assembly,F0,5,self_assembly,F0,7
self_assembly,W12,S315,S515,0.591095612969127,self_assembly,F0,5,self_assembly,F1,8
self_assembly,W12,S315,S515,0.5924569174276381,self_assembly,F0,5,self_assembly,F1,8
self_assembly,W12,S315,S716,0.7910397484841679,self_assembly,F0,5,self_assembly,F1,9
self_assembly,W12,S315,S716,0.798043934661273,self_assembly,F0,5,self_assembly,F1,9
self_assembly,W12,S315,S770,0.6030356357237132,self_assembly,F0,5,self_assembly,F1,10
self_assembly,W12,S315,S770,0.6032644082710075,self_assembly,F0,5,self_assembly,F1,10
self_assembly,W12,S315,S867,0.6099300168559653,self_assembly,F0,5,self_assembly,F1,11
self_assembly,W12,S315,S867,0.6107630125138994,self_assembly,F0,5,self_assembly,F1,11
self_assembly,W12,S382,S434,0.41568209167487147,self_assembly,F0,6,self_assembly,F0,7
self_assembly,W12,S382,S434,0.9652650462278471,self_assembly,F0,6,self_assembly,F0,7
self_assembly,W12,S382,S515,0.7230112241892732,self_assembly,F0,6,self_assembly,F1,8
self_assembly,W12,S382,S515,0.7256260686732499,self_assembly,F0,6,self_assembly,F1,8
self_assembly,W12,S382,S716,0.7384683510049447,self_assembly,F0,6,self_assembly,F1,9
self_assembly,W12,S382,S716,0.738876223902383,self_assembly,F0,6,self_assembly,F1,9
self_assembly,W12,S382,S770,0.7624484009506733,self_assembly,F0,6,self_assembly,F1,10
self_assembly,W12,S382,S770,0.7781102283013176,self_assembly,F0,6,self_assembly,F1,10
self_assembly,W12,S382,S867,0.7534282941073991,self_assembly,F0,6,self_assembly,F1,11
self_assembly,W12,S382,S867,0.7598654987753747,self_assembly,F0,6,self_assembly,F1,11
self_assembly,W12,S434,S515,0.6636706126889788,self_assembly,F0,7,self_assembly,F1,8
self_assembly,W12,S434,S515,0.6663770775314014,self_assembly,F0,7,self_assembly,F1,8
self_assembly,W12,S434,S716,0.667599190218864,self_assembly,F0,7,self_assembly,F1,9
self_assembly,W12,S434,S716,0.6679126782341173,self_assembly,F0,7,self_assembly,F1,9
self_assembly,W12,S434,S770,0.7211505950073809,self_assembly,F0,7,self_assembly,F1,10
self_assembly,W12,S434,S770,0.7337548035205157,self_assembly,F0,7,self_assembly,F1,10
self_assembly,W12,S434,S867,0.662233829490651,self_assembly,F0,7,self_assembly,F1,11
self_assembly,W12,S434,S867,0.6640392194559261,self_assembly,F0,7,self_assembly,F1,11
self_assembly,W12,S515,S716,0.9932838236351866,self_assembly,F1,8,self_assembly,F1,9
self_assembly,W12,S515,S716,0.9999460548083148,self_assembly,F1,8,self_assembly,F1,9
self_assembly,W12,S515,S770,0.4443694848476671,self_assembly,F1,8,self_assembly,F1,10
self_assembly,W12,S515,S770,0.9952529084926186,self_assembly,F1,8,self_assembly,F1,10
self_assembly,W12,S515,S867,0.12272583773057322,self_assembly,F1,8,self_assembly,F1,11
self_assembly,W12,S515,S867,0.9792221103358988,self_assembly,F1,8,self_assembly,F1,11
self_assembly,W12,S716,S770,3.3312025641256496e-4,self_assembly,F1,9,self_assembly,F1,10
self_assembly,W12,S716,S770,0.051172170405848254,self_assembly,F1,9,self_assembly,F1,10
self_assembly,W12,S716,S867,9.930307297873111e-5,self_assembly,F1,9,self_assembly,F1,11
self_assembly,W12,S716,S867,0.013693560325684676,self_assembly,F1,9,self_assembly,F1,11
self_assembly,W12,S770,S867,0.010660769091893844,self_assembly,F1,10,self_assembly,F1,11
self_assembly,W12,S770,S867,0.7710253015195323,self_assembly,F1,10,self_assembly,F1,11
self_assembly,W13,S47,S149,0.11719379262202653,self_assembly,F0,1,self_assembly,F0,2
self_assembly,W13,S47,S149,0.24980850333248225,self_assembly,F0,1,self_assembly,F0,2
self_assembly,W13,S47,S255,0.022626071020946194,self_assembly,F0,1,self_assembly,F0,3
self_assembly,W13,S47,S255,0.11991913768168054,self_assembly,F0,1,self_assembly,F0,3
self_assembly,W13,S47,S359,0.09935459475253737,self_assembly,F0,1,self_assembly,F0,4
self_assembly,W13,S47,S359,0.5864605867734611,self_assembly,F0,1,self_assembly,F0,4
self_assembly,W13,S47,S389,0.09871231089696382,self_assembly,F0,1,self_assembly,F0,5
self_assembly,W13,S47,S389,0.5831232075144842,self_assembly,F0,1,self_assembly,F0,5
self_assembly,W13,S47,S502,0.11775582392453911,self_assembly,F0,1,self_assembly,F1,6
self_assembly,W13,S47,S502,0.42128712435392834,self_assembly,F0,1,self_assembly,F1,6
self_assembly,W13,S47,S515,0.6716085143734913,self_assembly,F0,1,self_assembly,F1,7
self_assembly,W13,S47,S515,0.684374615776439,self_assembly,F0,1,self_assembly,F1,7
self_assembly,W13,S47,S726,0.6201932747387292,self_assembly,F0,1,self_assembly,F1,8
self_assembly,W13,S47,S726,0.6354759113102216,self_assembly,F0,1,self_assembly,F1,8
self_assembly,W13,S47,S978,0.5157437472575691,self_assembly,F0,1,self_assembly,F1,9
self_assembly,W13,S47,S978,0.5740656255483417,self_assembly,F0,1,self_assembly,F1,9
self_assembly,W13,S149,S255,0.10765027756379204,self_assembly,F0,2,self_assembly,F0,3
self_assembly,W13,S149,S255,0.6043348594951066,self_assembly,F0,2,self_assembly,F0,3
self_assembly,W13,S149,S359,0.571436940820033,self_assembly,F0,2,self_assembly,F0,4
self_assembly,W13,S149,S359,0.7422652608867876,self_assembly,F0,2,self_assembly,F0,4
self_assembly,W13,S149,S389,0.6148707385289894,self_assembly,F0,2,self_assembly,F0,5
self_assembly,W13,S149,S389,0.9662284313447105,self_assembly,F0,2,self_assembly,F0,5
self_assembly,W13,S149,S502,0.6216841100579252,self_assembly,F0,2,self_assembly,F1,6
self_assembly,W13,S149,S502,0.6698052800945689,self_assembly,F0,2,self_assembly,F1,6
self_assembly,W13,S149,S515,0.7257716749886518,self_assembly,F0,2,self_assembly,F1,7
self_assembly,W13,S149,S515,0.7302298813306529,self_assembly,F0,2,self_assembly,F1,7
self_assembly,W13,S149,S726,0.7202273061284475,self_assembly,F0,2,self_assembly,F1,8
self_assembly,W13,S149,S726,0.7344963458299952,self_assembly,F0,2,self_assembly,F1,8
self_assembly,W13,S149,S978,0.6872276888431977,self_assembly,F0,2,self_assembly,F1,9
self_assembly,W13,S149,S978,0.6987795526113985,self_assembly,F0,2,self_assembly,F1,9
self_assembly,W13,S255,S359,0.8198243942068836,self_assembly,F0,3,self_assembly,F0,4
self_assembly,W13,S255,S359,0.9595549696642419,self_assembly,F0,3,self_assembly,F0,4
self_assembly,W13,S255,S389,0.7519779812807219,self_assembly,F0,3,self_assembly,F0,5
