output_dir,save_timepoint,init_N0,init_R0,exp_id,seed,sa,ma,S,R0_food,n_communities,n_wells,w,sampling,c_fs,sigc_fs,c_fa,sigc_fa,c_rs,sigc_rs,c_ra,sigc_ra,ffss,ffsa,ffas,ffaa,frss,frsa,fras,fraa,l1,l1_sd,l2,l2_sd,l
/Users/cychang/Dropbox/lab/emergent-coexistence/simulation/,TRUE,init_pairs.csv,init_R0.csv,1,1,500,10,50,1000,20,200,1,empirical,0.183,0.0478,0.192,0.0407,0.0268,0.0314,0.236,0.0828,0,1,0,1,0.487,0.513,0,1,0.442,0.108,0.00241,0.00224,0.8
