output_dir,save_timepoint,init_N0,init_R0,exp_id,seed,sa,ma,S,q1,q2,l1,l2,l1_var,l2_var,c_symmetry,muc1,muc2,sigc,n_communities,n_wells,metabolism,rs
~/Dropbox/lab/invasion-network/simulation/data/raw9/,TRUE,selfAssembly-1_init.csv,NA,1,1,500,20,50,0.9,0.9,0.5,0,0.1,0.001,asymmetry,10,20,5,20,20,common,0
