output_dir,init_N0,init_R0,exp_id,seed,fa,sa,ma,Sgen,sampling,muc,sigc,q,c0,c1,fs,fw,sparsity,food,R0_food,regulation,response,supply,m,w,g,l,tau,r,sigma_max,nreg,n,n_pass,t_propagation,dilution_factor,n_wells,n_communities,S,save_timepoint
/Users/cychang/Dropbox/lab/emergent-coexistence/simulation/02a-monocultures/,monoculture-1-N_init.csv,monoculture-1-R_init.csv,1,1,4,500,10,0,Gamma,10,4,0.8,0,1,0.45,0.45,0.2,0,1000,independent,type I,off,0,1,1,0.5,1,1,1,10,2,20,1,0.001,50,20,50,TRUE
